CPT_COP_NUM;CPT_LFS_COD;CPT_COP_LIB;TEC_COL
6562117954;;Action sociale-cures;0
6562117;;Prestations suppltaires -Mal.;0
656211812;;Prestations aide médicale urgente -Mal.;0
656211813;;Suivi post professionnel -Maladie;0
656211814;;Dépenses techniques d'Action Sanitaire et Sociale Migrants;0
656211818;;Autres dépenses d'Action Sanitaire et Sociale -Mal.;0
656221322;;Prest.aides à domicile soins palliatifs;0
656221333;;Aides financières aux pers. Handicapées (hors aides au logement);0
656221338;;autres secours et aides financières;0
65622133;;Prest. extra-lég: ASS- Secours et aides fi. - Accidents du Travail;0
656221411;;Prest. extra-lég: ASS- Aide à la réins. à dom. des pers. handicapés - Accidents du Travail;0
65622171;;Prestations cures thermales - Accidents du Travail;0
65622178;;Autres prestations suppltaires - Accidents du Travail;0
656221811;;Primes de fin de rééducation - Accidents du Travail;0
656221812;;Prestations aide médicale urgente - Accidents du Travail;0
656221813;;Suivi post-professionnel - Accidents du Travail;0
656221814;;Dépenses techniques ASS migrants AT;0
656221818;;Autres dépenses d'Action Sanitaire et Sociale - Accidents du Travail;0
6562412211;;Allocation vacances-vieillesse;0
6562412212;;Allocation vacances Alsace-vieillesse;0
6562413211;;Aide à domicile - Vieillesse;0
6562413212;;Aide à domicile Alsace- Vieillesse;0
6562413311;;Secours interieur - vieillesse;0
6562413312;;Secours Alsace - Vieillesse;0
6562612310;;Secours interieur - invalidité;0
6562613211;;Aide à domicile intérieur- Invalidité;0
6562;;Prest. extra-lég.: Action Sanitaire et Sociale;0
65631111;;Examens de santé;0
65631112;;Examen bucco-dentaire;0
65631121;;Vaccination anti-grippale;0
65631122;;Vaccination hépatite B;0
65631123;;Vaccination ROR;0
65631124;;Vaccination anti-pneumococcique;0
65631128;;Diverses vaccinations;0
6563112;;Vaccinations;0
65631131;;Substituts Nicotiniques;0
656311411;;Dépistage cancer colo-rectal;0
656311412;;Dépistage cancer du sein;0
656311413;;Dépistage cancer du col de l'utérus;0
656311424;;Test angine;0
656311425;;Dépistage et prévention du saturnisme;0
65631143;;Contraception d'urgence;0
65631181;;Autres actions de prévention;0
65631182;;Actions de dépistage ou de prévention;0
6563118;;Autres actes de prévention divers;0
65631211;;Analyses et examens de santé;0
6563121;;Analyses et examens de santé;0
65631231;;Education pour la santé;0
656312411;;Actions de dépistage et de prévention;0
656312412;;Actions de dépistage et de prévention;0
6563124;;Actions de dépistage et de prévention;0
65631251;;Campagne d'Hygiène bucco-dentaire;0
65631288;;Autres actions collectives prévention - Maladie;0
6563128;;Autres actions collectives prévention - Maladie;0
65631;;Dépenses techniques de la Prévention Maladie;0
6563;;Dépenses de Prévention Maladie;0
6564;;Prestations specifiques a certains regimes;0
65681;;Autres Prest. Mal.;0
6568282;;Prestations AT/MP Article 40;0
6568283;;Prestations AT/MP - Faute inexcusable - Art. L 452.2;0
65682;;Autres prestations AT/MP;0
6568;;Autres prestations;0
6572113;;Subventions accordées aux ACT;0
47513605;;Prest. à vent. Prestij Mut. de l'E.D.F.;0
657211;;Subventions accordées;0
65721631;;Ets francais du sang;0
65721632;;Ets francais des greffes;0
65721633;;ANAES;0
65721634;;Institut National de Transfusion sanguine;0
6572163;;Participations à divers Ets -Mal.;0
6572168;;Autres participations;0
65722631;;Ets francais du sang;0
65722632;;Ets francais des greffes;0
65722633;;ANAES;0
65722634;;Institut National de Transfusion sanguine;0
6572263;;Subventions accordées aux ACT;0
65775;;Examens de santé;0
658511;;A.N.V  Maladie;0
7585211;;Prod.techn.p/annul.ODP ex.ant.-Mal. - Dotation globale;0
65616111;21D11;Prest. Inva. -  Avtge princpal - Pension d'inva.;0
65616118;21D11;Prest. Inva. -  Avtge princpal -  Autres Avtges;0
6561611;;Prest. Inva. -  Avtge princpal;0
65616121;21D11;Prest. Inva. - Major. -  Major. pour tierce personne;0
65616122;21D11;Prest. Inva. - All. Suppl. FSI /  Alloc. suppltaires L.815-2;0
65616128;21D11;Prest. Inva. -Autres Major.;0
6561612;;Prest. Inva. - Major.;0
656161;;Prest. Inva. - Droits propres;0
65616211;21D11;Prest. Inva. - Avtge princpal - Pension de veuf ou de veuve;0
65616218;21D11;Prest. Inva. - Avtge princpal -  Autres Avtges;0
6561621;;Prest. Inva. -  Avtge princpal;0
65616221;21D11;Prest. Inva. - Major. - Major. pour tierce personne;0
65616222;21D11;Prest. Inva. -  All. Suppl. FSI -Alloc. suppltaire L.815-3;0
65616228;21D11;Prest. Inva. - Autres Major.;0
6561622;;Prest. Inva. - Major.;0
656162;;Prest. Inva. - Droits des survivants;0
6561681;21D11;Prest. Inva. - autres Ch. techniques -  Frais de tutelle;0
6561688;21D11;Prest. Inva. - Autres Ch. techniques - Autres;0
656168;;Prest. Inva. - Autres Ch. techniques - Divers;0
65616;;Prest. Inva.;0
65617;21G11;Prestations Décès;0
6561;;Prestations légales;0
6562112212;;Allocation vacances Alsace;0
45112683;;CNAMTS - TDR angines - Autres régimes;0
451126822;;CNAMTS - Cancer colo-rectal - Rémunération des professionnels de santé - Autres régimes;0
45734616;;MGEN-CREANCE H-INDUS ACOMPTE H;0
4573462;;MG-HOPITAL T2A;0
45734621;;MG-CREANCE CG-ACOMPTE H;0
45734622;;MG-CREANCE CG-VERSEMENT H;0
45734623;;MG-CREANCE CG-INDUS H;0
45734625;;MG-CREANCE H-VERSEMENT H;0
45734626;;MG-CREANCE H-INDUS ACOMPTE H;0
4573463;;MGP-HOPITAL T2A;0
45734631;;MGP-CREANCE CG-ACOMPTE H;0
45734632;;MGP-CREANCE CG-VERSEMENT H;0
45734633;;MGP-CREANCE CG-INDUS H;0
45734635;;MGP-CREANCE H-VERSEMENT H;0
45734636;;MGP-CREANCE H-INDUS ACOMPTE H;0
4573464;;MFP-HOPITAL T2A;0
45734641;;MFP-CREANCE CG-ACOMPTE H;0
45734642;;MFP-CREANCE CG-VERSEMENT H;0
45734643;;MFP-CREANCE CG-INDUS H;0
45734645;;MFP-CREANCE H-VERSEMENT H;0
45734646;;MFP-CREANCE H-INDUS ACOMPTE H;0
47513610;;Prest. à vent. Prestij Mut. des Hospices Civils de Lyon;0
47513611;;Prest. à vent. Prestij Mut. SOGIREL - Lyon;0
4573649;;Sortants CMUC OC -Prest. à recycler - A;0
457364;;Org. Comp. -Sortants OC CPAM-Pro.A-Prél.;0
4573651;;Sortants CMUC OC - Mut. code Mutualité-B;0
4573652;;Sortants CMUC OC -Sociétés assurance-B;0
4573653;;Sortants CMUC OC -Institu. prévoyance-B;0
4573654;;Sortants CMUC OC -Mut. régime agricole -B;0
4573655;;Sortants CMUC OC -Autres mutuelles - B;0
4573659;;Sortants CMUC OC -Prest. à recycler - B;0
457365;;Org. Comp. -Sortants OC CPAM-Pro.B-Prél.;0
45736;;Organismes Complémentaires - Sortants CMU;0
4582111;;C.S.G. précomptée s/ pension d'inva. à 6,2%;0
4582112;;C.S.G. précomptée s/ pension d'inva. à 3,80% (code C.G.I.);0
4582121;;C.S.G. précomptée sur IJ - part organisme;0
4582122;;C.S.G. précomptée sur IJ - part Mut.;0
4582123;;C.S.G. précomptée sur IJ - autres organismes;0
458221;;R.D.S. sur pension d'inva.;0
4582221;;R.D.S. sur IJ - part organisme;0
4582222;;R.D.S. sur IJ - part Mut.;0
4582223;;R.D.S. sur IJ - autres organismes;0
47511;;Prestations PRESTIJ - CPAM à ventiler;0
47513500;;Prest. à vent. Prestij Mut. Gale des Affaires Sociales;0
47513501;;Prest. à vent. Prestij M.G.E.N. - Sect. extra-métropole;0
47513503;;Prest. à vent. Prestij Mut. Gale de la Police - Sect. Paris;0
47513504;;Prest. à vent. Prestij Mut. Agents des Impôts;0
47513505;;Prest. à vent. Prestij Mut. autono Gale de l'Education;0
47513506;;Prest. à vent. Prestij M.G.E.N.;0
47513507;;Prest. à vent. Prestij Mut. du Minist. de l'Agriculture;0
47513508;;Prest. à vent. Prestij Mut. Gale de l'Equipmt et des Transp.;0
47513509;;Prest. à vent. Prestij Mut. du Minist. de l'Industrie;0
47513511;;Prest. à vent. Prestij Mut. du Trésor;0
47513512;;Prest. à vent. Prestij Mut. Gale des P.T.T.;0
47513513;;Prest. à vent. Prestij Mut. des Douanes;0
47513514;;Prest. à vent. Prestij Mut. des agents des C.A.N.S.S.M.;0
47513515;;Prest. à vent. Prestij Sté Mutualiste de l'I.N.S.E.E.;0
47513516;;Prest. à vent. Prestij Mut. de la Marine;0
47513518;;Prest. à vent. Prestij Mut. de la C.D.C.;0
47513519;;Prest. à vent. Prestij Mut. des Persls Civils de l'Aviation;0
47513520;;Prest. à vent. Prestij Union Stés Mutua Fonct. Rég. Paris.;0
47513523;;Prest. à vent. Prestij Mut. Centrale des Finances;0
47513526;;Prest. à vent. Prestij Mut. Minist. Anciens Combattants;0
47513527;;Prest. à vent. Prestij Mut. du Minist. de la Justice;0
47513529;;Prest. à vent. Prestij Mut. Familiale France et Outre-Mer;0
47513532;;Prest. à vent. Prestij Mut. Civile de la Guerre;0
47513533;;Prest. à vent. Prestij Mut. des Relations extérieures;0
47513536;;Prest. à vent. Prestij M.G.P. - Sect. Versailles;0
47513537;;Prest. à vent. Prestij Mut. Gale de la Police;0
47513555;;Prest. à vent. Prestij Sté Mutualiste Police Nat.;0
47513599;;Prest. à vent. Prestij Mutua. Fonction Publique;0
47513601;;Prest. à vent. Prestij M.N.E.F.;0
47513602;;Prest. à vent. Prestij Mut.Cpltaire Ville Paris,assist. pub.;0
47513603;;Prest. à vent. Prestij Mut. de l'E.D.F.;0
47513604;;Prest. à vent. Prestij Mut. de la Police Nat.;0
65611111422;11B22;Prest. Mal. -Hono. Para. Masseurs Kinésithérapeutes Sal.;0
6561111142;;Prest. Mal. -Hono. Para. Masseurs Kinésithérapeutes;0
65611111431;11B31;Prest. Mal. -Hono. Para. Orthophonistes Lib.;0
65611111432;11B32;Prest. Mal. -Hono. Para. Orthophonistes Sal.;0
6561111143;;Prest. Mal. -Hono. Para. Orthophonistes;0
65611111441;11B41;Prest. Mal. -Hono. Para. Orthoptistes Lib.;0
65611111442;11B42;Prest. Mal. -Hono. Para. Orthoptistes Sal.;0
6561111144;;Prest. Mal. -Hono. Para. Orthoptistes;0
6561111145;11B51;Prest. Mal. -Hono. Para. Pédicures;0
65611111461;11B61;Prest. Mal. -Hono. Para. Sages-Femmes Libérales;0
65611111462;11B62;Prest. Mal. -Hono. Para. Sages-Femmes Salariées;0
6561111146;;Prest. Mal. -Hono. Para. Sages-femmes;0
656111114;;Prest. Mal. -Hono. Para.;0
65611111511;11C11;Prest. Mal. - Honoraires des Dent. Omniprat. liber.;0
65611111512;11C12;Prest. Mal. - Honoraires des Dent. Omniprat. sal.;0
6561111151;;Prest. Mal. - Honoraires dentaires des omnipraticiens;0
65611111521;11C21;Prest. Mal. - Honoraires des Dent. Spec. liber.;0
65611111522;11C22;Prest. Mal. - Honoraires des Dent. Spec. sal.;0
6561111152;;Prest. Mal. - Honoraires dentaires des spécialistes;0
656111115;;Prest. Mal. - Honoraires dentaires;0
656111116;11D11;Prest. Mal. - Honoraires du secteur public;0
6561111171;11G11;Prest. Mal. - Honoraires Forfaits option conventionnelle;0
65611111721;;Prest. Mal. - Forfaits protheses dentaires CMU;0
65611111722;;Prest. Mal. - Forfaits orthodontie CMU;0
6561111172;;Prest. Mal. - Forfaits dentaires CMU;0
6561111173;11H11;Prest. Mal  -.Forfaits option centres de santé;0
65611111741;11G11;Prestations maladie - Contrats de bonne pratique;0
65611111742;11G11;Prestations maladie - Contrats de santé publique;0
65611111743;11G11;Prestations maladie - Accords de bon usage des soins;0
65611111748;11G11;Prestations maladie - Autres contrats;0
6561111174;11G11;Prestations maladie - Contrats conventionnels;0
6561111175;11D11;Prestations maladie - IVG en ville;0
65611111761;11D11;Prest.Mal. -Gardes en établissements;0
65611111762;11D11;Prest.Mal. -Astreintes en établissements;0
475331515;;Prest. à recyc. Prestij Sté Mutualiste de l'I.N.S.E.E.;0
475331516;;Prest. à recyc. Prestij Mut. de la Marine;0
475331518;;Prest. à recyc. Prestij Mut. de la C.D.C.;0
475331519;;Prest. à recyc. Prestij Mut. des Persls Civils de l'Aviation;0
475331520;;Prest. à recyc. Prestij Union Stés Mutua Fonct. Rég. Paris.;0
475331523;;Prest. à recyc. Prestij Mut. Centrale des Finances;0
475331526;;Prest. à recyc. Prestij Mut. du Minist. Anciens Combattants;0
475331527;;Prest. à recyc. Prestij Mut. du Minist. de la Justice;0
475331529;;Prest. à recyc. Prestij Mut. Familiale France et Outre-Mer;0
475331532;;Prest. à recyc. Prestij Mut. Civile de la Guerre;0
475331533;;Prest. à recyc. Prestij Mut. des Relations extérieures;0
475331536;;Prest. à recyc. Prestij M.G.P. - Sect. Versailles;0
475331537;;Prest. à recyc. Prestij Mut. Gale de la Police;0
475331555;;Prest. à recyc. Prestij Sté Mutualiste Police Nat.;0
475331599;;Prest. à recyc. Prestij Mutua. Fonction Publique;0
475331601;;Prest. à recyc. Prestij M.N.E.F.;0
475331602;;Prest. à recyc.Prestij Mut.Cpltaire ville Paris,assist. pub.;0
475331603;;Prest. à recyc. Prestij Mut. de l'E.D.F.;0
475331604;;Prest. à recyc. Prestij Mut. de la Police Nat.;0
475331605;;Prest. à recyc. Prestij Mut. de l'E.D.F.;0
475331606;;Prest. à recyc. Prestij Mut. Nat. Fonct. Collect. Territ.;0
475331607;;Prest. à recyc. Prestij Mut. Transp. en commun de Lyon;0
475331609;;Prest. à recyc. Prestij M.G.P.C.L. (collectiv. loc.);0
475331610;;Prest. à recyc. Prestij Mut. des Hospices Civils de Lyon;0
475331611;;Prest. à recyc. Prestij Mut. SOGIREL - Lyon;0
475331612;;Prest. à recyc. Prestij Mut. du Bât. et des Travaux Publics;0
475331613;;Prest. à recyc. Prestij Mut. des Persls Municpx - U.P.E.S.E.;0
475331614;;Prest. à recyc. Prestij Mut. M.I.C.I.L.S. - U.M.I.G.A.;0
4573645;;Sortants CMUC OC -Autres mutuelles - A;0
47513606;;Prest. à vent. Prestij Mut. Nat. Fonct. Collect. Territ.;0
47513607;;Prest. à vent. Prestij Mut. Transp. en commun de Lyon;0
47513609;;Prest. à vent. Prestij M.G.P.C.L. (collectiv. loc.);0
47513612;;Prest. à vent. Prestij Mut. du Bât. et des Travaux Publics;0
47513613;;Prest. à vent. Prestij Mut. des Persls Municpx - U.P.E.S.E.;0
47513614;;Prest. à vent. Prestij Mut. M.I.C.I.L.S. - U.M.I.G.A.;0
47513615;;Prest. à vent. Prestij Mut. Asso. Lyonnaise de Prévoy.;0
47513616;;Prest. à vent. Prestij Mut. Municpx Ville de Marseille;0
47513617;;Prest. à vent. Prestij Stés d'Etudiants Mutualistes;0
47513619;;Prest. à vent. Prestij Mut. Nat. des Hospitaliers;0
47513622;;Prest. à vent. Prestij Mut. de Fumel;0
47513629;;Prest. à vent. Prestij 541ème Mutualiste (Lyon);0
47513634;;Prest. à vent. Prestij Mut. du persl des Préfectures;0
47513637;;Prest. à vent. Prestij Mut. de l'E.D.F.;0
47513638;;Prest. à vent. Prestij Mut. de l'E.D.F.;0
47513639;;Prest. à vent. Prestij Mut. de l'E.D.F.;0
47513640;;Prest. à vent. Prestij Mut. de l'E.D.F.;0
47513641;;Prest. à vent. Prestij Mut. de l'E.D.F.;0
47513645;;Prest. à vent. Prestij Mut. de la C.G.E. (La Neptune);0
47513651;;Prest. à vent. Prestij Mut. du persl Munic. et Hospitalier;0
47513652;;Prest. à vent. Prestij Mut.COVIMUT-Poitiers Transp. Commun;0
47513654;;Prest. à vent. Prestij Mut. Persl Munic. et Transp. Commun;0
47513656;;Prest. à vent. Prestij Mut. du persl Munic. et collect. loc.;0
47513689;;Prest. à vent. Prestij Mut. de l'Est - Sect. Strasbourg;0
475151;;Prestations saisie manuelle;0
475152;;Versements OC Médecins référents;0
475153;;Versements OC CMU;0
47515;;Opérat. compt. Saisies manuelles;0
4753121;;Prest. à recyc. Prestij CPAM - débit;0
475331500;;Prest. à recyc. Prestij Mut. Gale des Affaires Sociales;0
475331501;;Prest. à recyc. Prestij M.G.E.N. - Sect. extra-métropole;0
475331503;;Prest. à recyc. Prestij Mut. Gale de la Police - Sect. Paris;0
475331504;;Prest. à recyc. Prestij Mut. Agents des Impôts;0
475331505;;Prest. à recyc. Prestij Mut. autono Gale de l'Education;0
475331506;;Prest. à recyc. Prestij M.G.E.N.;0
475331507;;Prest. à recyc. Prestij Mut. du Minist. de l'Agriculture;0
475331508;;Prest. à recyc. Prestij Mut. Gale Equipmt et Transp.;0
475331509;;Prest. à recyc. Prestij Mut. du Minist. de l'Industrie;0
475331511;;Prest. à recyc. Prestij Mut. du Trésor;0
475331512;;Prest. à recyc. Prestij Mut. Gale des P.T.T.;0
475331513;;Prest. à recyc. Prestij Mut. des Douanes;0
475331514;;Prest. à recyc. Prestij Mut. des agents des C.A.N.S.S.M.;0
45112662;;CNAMTS - Gardes des pharmacies;0
4511271;;CNAMTS-Créances sur l'Etat-Grippe aviaire;0
65611111764;11D11;Prestations maladie  -Gardes en ville;0
65612111764;11D11;Prestations AT/MP -Gardes en ville;0
656211815;;Complément de prestations-Chikungunya;0
65631183;;Autres actes de prévention;0
65631188;;Autres actes de prévention-divers;0
65631148;;Autres actions de dépistage;0
475332604;;Prest. à réimp Prestij Mut. de la Police Nat.;0
475332605;;Prest. à réimp Prestij Mut. de l'E.D.F.;0
475332606;;Prest. à réimp Prestij Mut. Nat. Fonct. Collect. Territ.;0
475332607;;Prest. à réimp Prestij Mut. Transp. en commun de Lyon;0
475332609;;Prest. à réimp Prestij M.G.P.C.L. (collectiv. loc.);0
475332610;;Prest. à réimp Prestij Mut. des Hospices Civils de Lyon;0
475332611;;Prest. à réimp Prestij Mut. SOGIREL - Lyon;0
475332612;;Prest. à réimp Prestij Mut. du Bât. et des Travaux Publics;0
475332613;;Prest. à réimp Prestij Mut. des Persls Municpx - U.P.E.S.E.;0
475332614;;Prest. à réimp Prestij Mut. M.I.C.I.L.S. - U.M.I.G.A.;0
475332615;;Prest. à réimp Prestij Mut. Asso. Lyonnaise de Prévoy.;0
475332616;;Prest. à réimp Prestij Mut. Municpx Ville de Marseille;0
475332617;;Prest. à réimp Prestij Stés d'Etudiants Mutualistes;0
475332619;;Prest. à réimp Prestij Mut. Nat. des Hospitaliers;0
475332622;;Prest. à réimp Prestij Mut. de Fumel;0
475332629;;Prest. à réimp Prestij 541ème Mutualiste (Lyon);0
475332634;;Prest. à réimp Prestij Mut. du persl des Préfectures;0
475332637;;Prest. à réimp Prestij Mut. de l'E.D.F.;0
475332638;;Prest. à réimp Prestij Mut. de l'E.D.F.;0
475332639;;Prest. à réimp Prestij Mut. de l'E.D.F.;0
475332640;;Prest. à réimp Prestij Mut. de l'E.D.F.;0
475332641;;Prest. à réimp Prestij Mut. de l'E.D.F.;0
475332645;;Prest. à réimp Prestij Mut. de la C.G.E. (La Neptune);0
475332651;;Prest. à réimp Prestij Mut. du persl Munic. et Hospitalier;0
475332652;;Prest. à réimp Prestij Mut.COVIMUT-Poitiers Transp.Commun;0
475332654;;Prest. à réimp Prestij Mut. Persl Munic. et Transp. Commun;0
475332656;;Prest. à réimp Prestij Mut. du persl Munic. et collect. loc.;0
475332689;;Prest. à réimp Prestij Mut. de l'Est - Sect. Strasbourg;0
475332;;Compte  rejet mutuelles en attendant 303;0
475333000;;Recyc. Ag. cpta. -  CPAM;0
4753331;;Recyc. Ag. cpta. - Rembrsts de soins;0
475333500;;Recyc. Ag. cpta. -  Mut. Gale des Affaires Sociales;0
475333501;;Recyc. Ag. cpta. -  M.G.E.N. - Sect. extra-métropole;0
475333503;;Recyc. Ag. cpta. -  Mut. Gale de la Police - Sect. Paris;0
475333504;;Recyc. Ag. cpta. -  Mut. Agents des Impôts;0
475333505;;Recyc. Ag. cpta. -  Mut. autono Gale de l'Education;0
475333506;;Recyc. Ag. cpta. -  M.G.E.N.;0
475333507;;Recyc. Ag. cpta. -  Mut. du Minist. de l'Agriculture;0
475333508;;Recyc. Ag. cpta. -  Mut. Gale de l'Equipmt et des Transp.;0
4573429;;Créances Aut.MUT - Syst. Cais. Pivots - Ets privés;0
457342;;Créances mutuelles - Syst. Cais. Pivots - Ets privés;0
45734;;Sections loc. mutualistes du Régime Général;0
457351;;OC - Part Cpltaire Noémie 3 - Flux CCDP;0
457352;;OC - Part Cpltaire Noémie 3 - Autres;0
45735;;OC divers;0
4573611;;Aide à la mut. - Mut. code de la Mutualité;0
4573612;;Aide à la mut. -Sociétés d'assurance;0
4573613;;Aide à la mut. -Institut° de prévoyance;0
4573614;;Aide à la mut. -Mut. régime agricole;0
4573615;;Aide à la mut. -Autres mutuelles;0
4573619;;Aide à la mut. -Prest. à recycler - A;0
457361;;Orga. Comp. - Aide à la mut. - Proc. A - Prél.;0
4573621;;Aide à la mut. -Mut. code de la Mutualité;0
4573622;;Aide à la mut. -Sociétés d'assurance;0
4573623;;Aide à la mut. -Institut° de prévoyance;0
4573624;;Aide à la mut. -Mut. régime agricole;0
4573625;;Aide à la mut. -Autres mutuelles;0
4573629;;Aide à la mut. -Prest. à recycler - B;0
457362;;Orga. Comp. - Aide à la mut. - Proc. B - Prél.;0
4573631;;Sortants CMUC CPAM - Mut. code Mutualité-B;0
4573632;;Sortants CMUC CPAM -Sociétés assurance-B;0
4573633;;Sortants CMUC CPAM -Institu. prévoyance-B;0
4573634;;Sortants CMUC CPAM -Mut. régime agricole -B;0
4573635;;Sortants CMUC CPAM -Autres mutuelles - B;0
4573639;;Sortants CMUC CPAM -Prest. à recycler - B;0
457363;;Org. Comp. -Sortants CMUC CPAM-Pro.B-Prél.;0
4573641;;Sortants CMUC OC - Mut. code Mutualité-A;0
4573642;;Sortants CMUC OC -Sociétés assurance-A;0
4573643;;Sortants CMUC OC -Institu. prévoyance-A;0
4573644;;Sortants CMUC OC -Mut. régime agricole -A;0
65621122;;Prest. extra-lég:ASS-Temps libres,loisirs,vac. des familles;0
6562113211;;Aide à domicile intérieur;0
6562113212;;Aide à domicile Alsace;0
656211321;;Prest. extra-lég:ASS-Prest Aide à dom. pers atteintes sida;0
656211322;;Prest. aides à dom, soins palliatifs;0
6562113231;;Aide à domicile intérieur;0
6562113232;;Aide à domicile Alsace;0
6562113251;;Prest. extra-lég:ASS- Aide familiale;0
6562113252;;Prest. extra-lég:ASS- Aide ménagère pers. Âgées;0
6562113253;;Prest. extra-lég:ASS- Aide ménagère aux familles;0
6562113311;21H11;Secours maladie intérieur;0
