SIN_CAU_AGT;SIN_CAU_LIB;TEC_COL
62J0M;haemophilus pleuropneumoniae;0
62J0N;haemophilus putoriorum;0
62J0P;haemophilus segnis;0
62J0Q;haemophilus somnus;0
62J0R;haemophilus suis;0
62J00;haemophilus;0
62J01;haemophilus aegyptius;0
62J02;haemophilus agni;0
62J03;haemophilus aphrophilus;0
62J04;haemophilus avium;0
62J05;haemophilus citreus;0
62J06;haemophilus ducreyi;0
62J07;haemophilus gallinarum;0
62J08;haemophilus haemoglobinophilus;0
62J09;haemophilus haemolyticus;0
62K00;hafnia;0
62K01;hafnia alvei;0
62L00;helicobacter;0
62L01;helicobacter cinaedi;0
62L02;helicobacter fennelliae;0
62L03;helicobacter pylori;0
62M00;jonesia;0
62M01;jonesia denitrificans (listeria denitrificans);0
62N00;kingella;0
62N01;kingella denitrificans;0
62N02;kingella kingae (moraxella kingae);0
62P00;klebsiella;0
62P01;klebsiella oxytoca;0
62P02;klebsiella ozaenae;0
62P03;klebsiella planticola;0
62P04;klebsiella pneumoniae;0
62P05;klebsiella rhinoscleromatis;0
62P06;klebsiella terrigena;0
62Q00;kluyvera;0
62Q01;kluyvera ascorbata;0
62Q02;kluyvera cryoscrescens;0
62R00;kurthia;0
62R01;kurthia bessonii;0
62R02;kurthia zopfii;0
62S00;lachnospira;0
62S01;lachnospira multiparus;0
62T0A;lactobacillus cellobiosus;0
62T0B;lactobacillus confusus;0
62T0C;lactobacillus coprophilus;0
62T0D;lactobacillus coryniformis;0
62T0E;lactobacillus curvatus;0
62T0F;lactobacillus delbrueckii;0
62T0G;lactobacillus desidiosus;0
62T0H;lactobacillus divergens;0
62T0J;lactobacillus farciminis;0
62T0K;lactobacillus fermentum;0
62T0L;lactobacillus fructivorans;0
62T0M;lactobacillus gasseri;0
62T0N;lactobacillus halotolerans;0
62T0P;lactobacillus helveticus;0
62T0Q;lactobacillus heterohiochii;0
62T0R;lactobacillus hilgardii;0
62T0S;lactobacillus homohiochii;0
62T0T;lactobacillus jensenii;0
62T0U;lactobacillus kandleri;0
62T0V;lactobacillus kefir;0
62T0W;lactobacillus lactis;0
62T0X;lactobacillus leichmannii;0
62T00;lactobacillus;0
62T01;lactobacillus acidophilus;0
62T02;lactobacillus agilis;0
62T03;lactobacillus alimentarius;0
62T04;lactobacillus bavarica;0
62T05;lactobacillus bifermentans;0
62T06;lactobacillus brevis;0
62T07;lactobacillus buchneri;0
62T08;lactobacillus bulgaricus;0
62T09;lactobacillus casei;0
62T1A;lactobacillus salivarius;0
62T1B;lactobacillus sanfrancisco;0
62T1C;lactobacillus sharpae;0
62T1D;lactobacillus trichodes;0
62T1E;lactobacillus viridescens;0
62T1F;lactobacillus vitulinus;0
62T1G;lactobacillus yamanashiensis;0
62T11;lactobacillus minor;0
62T12;lactobacillus murinus;0
62T13;lactobacillus oris;0
62T14;lactobacillus paracasei;0
62T15;lactobacillus plantarum;0
62T16;lactobacillus reuteri;0
62T17;lactobacillus rhamnosus;0
62T18;lactobacillus ruminis;0
62T19;lactobacillus sake;0
62U00;lactococcus;0
62U01;lactococcus garviae;0
62U02;lactococcus hordniae;0
62U03;lactococcus lactis cremoris (streptococcus cremoris);0
62U04;lactococcus lactis lactis (streptococcus lactis);0
62U05;lactococcus plantarum;0
62U06;lactococcus raffinolactis;0
62U07;lactococcus xylosus (lactobacillus xylosus);0
62V00;leclercia;0
62V01;leclercia adecarboxylata;0
62W0A;legionella geestiae;0
62W0B;legionella gratiana;0
62W0C;legionella hackeliae;0
62W0D;legionella israelensis;0
62W0E;legionella jamestonniensis;0
62W0F;legionella jordanis;0
62W0G;legionella lansingensis;0
62W0H;legionella londiniensis;0
62W0J;legionella longbeachae;0
62W0K;legionella maceachernii (tatlockia maceachernii);0
62W0L;legionella micdadei (tatlockia micdadei);0
62W0M;legionella moravica;0
62W0N;legionella nautarum;0
62W0P;legionella oakridgensis;0
62W0Q;legionella parisiensis;0
62W0R;legionella pittsburghensis;0
62W0S;legionella pneumophila;0
62W0T;legionella quarteiraensis;0
62W0U;legionella quinlivanii;0
62W0V;legionella rubrilucens;0
62W0W;legionella sainthelensi;0
62W0X;legionella santicrucis;0
62W00;legionella;0
62W01;legionella adelaidensis;0
62W02;legionella anisa;0
62W03;legionella birminghamensis;0
62W04;legionella brunensis;0
62W05;legionella cherrii;0
62W06;legionella cincinnatiensis;0
62W07;legionella erythra;0
62W08;legionella fairfieldensis;0
62W09;legionella feeleii;0
62W11;legionella shakespeari;0
62W12;legionella spiritensis;0
62W13;legionella steigerwaltii;0
62W14;legionella tucsonensis;0
62W15;legionella wadsnorthii;0
62W16;legionella worsleiensis;0
62X00;leminorella;0
62X01;leminorella grimontii;0
62X02;leminorella richardii;0
6210A;enterobacter nimipressuralis;0
6210B;enterobacter sakazakii;0
6210C;enterobacter taylorae;0
62100;enterobacter;0
62101;enterobacter aerogenes;0
62102;enterobacter agglomerans;0
62103;enterobacter amnigenus;0
62104;enterobacter asburiae;0
62105;enterobacter cloacae;0
62106;enterobacter dissolvens;0
62107;enterobacter gergoviae;0
62108;enterobacter intermedium;0
62109;enterobacter liquefaciens;0
6220A;enterococcus malodoratus;0
6220B;enterococcus mundtii;0
6220C;enterococcus pseudoavium;0
6220D;enterococcus raffinosus;0
6220E;enterococcus seriolicida;0
6220F;enterococcus solitarius;0
6220G;enterococcus sulfurens;0
62200;enterococcus;0
62201;enterococcus avium;0
62202;enterococcus casseliflavus;0
62203;enterococcus dispar;0
62204;enterococcus durans;0
62205;enterococcus faecalis (streptococcus faecalis);0
62206;enterococcus faecium (streptococcus faecium);0
62207;enterococcus flavescens;0
62208;enterococcus gallinarum;0
62209;enterococcus hirae;0
62300;erwinia;0
62301;erwinia amylovora;0
62302;erwinia carotovora;0
62303;erwinia herbicola;0
62400;erysipelothrix;0
62401;erysipelothrix rhusiopathiae;0
62500;escherichia;0
62501;escherichia blattae;0
62502;escherichia coli;0
62503;escherichia coli enterotoxigene;0
62504;escherichia fergusonii;0
62505;escherichia hermannii;0
62506;escherichia vulneris;0
6260A;eubacterium ethylicum;0
6260B;eubacterium fissicatena;0
6260C;eubacterium foedans;0
6260D;eubacterium helminthoides;0
6260E;eubacterium helwigiae;0
6260F;eubacterium lentum;0
6260G;eubacterium limosum;0
6260H;eubacterium moniliforme;0
6260J;eubacterium multiforme;0
6260K;eubacterium nitritogenes;0
6260L;eubacterium nodatum;0
6260M;eubacterium obstii;0
6260N;eubacterium parvum;0
6260P;eubacterium plautii (fusobacterium plautii);0
6260Q;eubacterium pseudotortuosum;0
6260R;eubacterium rectale;0
6260S;eubacterium ruminantium;0
6260T;eubacterium saburreum;0
6260U;eubacterium tenue;0
6260V;eubacterium timidum;0
6260W;eubacterium tortuosum;0
6260X;eubacterium ureolyticum;0
62600;eubacterium;0
62601;eubacterium aerofaciens;0
62602;eubacterium alactolyticum;0
62603;eubacterium brachy;0
62604;eubacterium budayi;0
62605;eubacterium cellulosolvens;0
62606;eubacterium combesii;0
62607;eubacterium contortum;0
62608;eubacterium cylindroides;0
62609;eubacterium endocarditidis;0
62611;eubacterium ventriosum;0
62612;eubacterium yurii;0
62700;ewingella;0
62701;ewingella americana;0
62800;flavimonas;0
62801;flavimonas oryzihabitans;0
6290A;flavobacterium odoratum;0
6290B;flavobacterium rigense;0
6290C;flavobacterium tirrenicum;0
6290D;flavobacterium uliginosum;0
62900;flavobacterium;0
62901;flavobacterium aquatile;0
62902;flavobacterium breve;0
62903;flavobacterium capsulatum;0
62904;flavobacterium devorans;0
62905;flavobacterium ferrugineum;0
62906;flavobacterium halmephilum;0
62907;flavobacterium indoltheticum;0
62908;flavobacterium lutescens;0
62909;flavobacterium meningosepticum;0
63A00;megasphaera;0
63A01;megasphaera elsdenii;0
63B00;microbacterium;0
63C0A;micrococcus roseus;0
63C0B;micrococcus sedentarius;0
63C0C;micrococcus varians;0
63C00;micrococcus;0
63C01;micrococcus agilis;0
63C02;micrococcus colpogenes;0
63C03;micrococcus cryophilus;0
63C04;micrococcus halobius;0
63C05;micrococcus kristinae;0
63C06;micrococcus luteus;0
63C07;micrococcus lylae;0
63C08;micrococcus nishinomyaensis;0
63C09;micrococcus radiodurans;0
63D00;micropolyspora;0
63D01;micropolyspora faeni;0
63F00;mobiluncus;0
63F01;mobiluncus curtisii;0
63F02;mobiluncus mulieris;0
63G00;moellerella;0
63G01;moellerella wisconsensis;0
63H00;moraxella;0
63H01;moraxella atlantae;0
63H02;moraxella bovis;0
63H03;moraxella catarrhalis (branhamella catarrhalis);0
63H04;moraxella lacunata;0
63H05;moraxella nonliquefaciens;0
63H06;moraxella osloensis;0
63H07;moraxella phenylpyruvica;0
63H08;moraxella urethralis;0
63H09;moraxella (branhamella);0
63J00;morganella;0
63J01;morganella morganii (proteus morganii);0
63K00;murraya;0
63K01;murraya grayi grayi (listeria grayi);0
63K02;murraya grayi murraya (listeria murrayi);0
63LZZ;autre mycobacterium;0
63L0A;mycobacterium chelonae;0
63L0B;mycobacterium chitae;0
63L0C;mycobacterium chubuense;0
63L0D;mycobacterium diernhoferi;0
63L0E;mycobacterium duvalii;0
63L0F;mycobacterium engbaecki;0
63L0G;mycobacterium fallax;0
63L0H;mycobacterium fermentans;0
63L0J;mycobacterium flavescens;0
63L0L;mycobacterium fortuitum fortuitum;0
63L0M;mycobacterium fortuitum peregrinum;0
63L0N;mycobacterium gadium;0
63L0P;mycobacterium gastri;0
63L0Q;mycobacterium genavense;0
63L0R;mycobacterium genitalium;0
63L0S;mycobacterium gilvum;0
63L0T;mycobacterium gordonae;0
63L0U;mycobacterium haemophilum;0
63L0V;mycobacterium intracellulare;0
63L0W;mycobacterium kansasii;0
63L0X;mycobacterium komossense;0
63L00;mycobacterium;0
63L01;mycobacterium africanum;0
63L02;mycobacterium agri;0
63L03;mycobacterium aichiense;0
63L04;mycobacterium asiaticum;0
63L05;mycobacterium aurum;0
63L06;mycobacterium austroafricanum;0
63L07;mycobacterium avium;0
63L08;mycobacterium aviumintracellulare;0
63L09;mycobacterium bovis;0
63L1A;mycobacterium parafortuitum;0
63L1B;mycobacterium paratuberculosis;0
63L1C;mycobacterium phlei;0
63L1D;mycobacterium porcinum;0
63L1E;mycobacterium pulveris;0
63L1F;mycobacterium rhodesiae;0
63L1G;mycobacterium scrofulaceum;0
63L1H;mycobacterium shimoidei;0
63L1J;mycobacterium simiae;0
63L1K;mycobacterium smegmatis;0
63L1L;mycobacterium sphagni;0
63L1M;mycobacterium szulgai;0
63L1N;mycobacterium terrae;0
63L1P;mycobacterium thamnopheos;0
63L1Q;mycobacterium thermoresistibile;0
63L1R;mycobacterium tokaiense;0
63L1S;mycobacterium triviale;0
63L1T;mycobacterium tuberculosis;0
63L1U;mycobacterium ulcerans;0
63L1V;mycobacterium vaccae;0
63L1W;mycobacterium xenopi;0
63L11;mycobacterium leprae;0
63L12;mycobacterium lepraemurium;0
63L13;mycobacterium malmoense;0
63L14;mycobacterium marinum;0
63L15;mycobacterium microti;0
63L16;mycobacterium neoaurum;0
63L17;mycobacterium nonchromogenicum;0
63L18;mycobacterium obuense;0
63L19;mycobacterium paraffinicum;0
63M0A;mycoplasma cynos;0
63M0B;mycoplasma dispar;0
63M0C;mycoplasma edwardii;0
63M0D;mycoplasma faucium;0
63M0E;mycoplasma faveium;0
63M0F;mycoplasma feliminutum;0
63M0G;mycoplasma felis;0
63M0H;mycoplasma fermentans;0
63M0J;mycoplasma flocculare;0
63M0K;mycoplasma gallinarum;0
63M0L;mycoplasma gallisepticum;0
63M0M;mycoplasma gateae;0
63M0N;mycoplasma genitalium;0
63M0P;mycoplasma hominis;0
63M0Q;mycoplasma hyopneumoniae;0
63M0R;mycoplasma hyorhinis;0
63M0S;mycoplasma hyosynoviae;0
63M0T;mycoplasma iners;0
63M0U;mycoplasma lipophilium;0
63M0V;mycoplasma maculosum;0
63M0W;mycoplasma meleagridis;0
63M0X;mycoplasma mycoides;0
63M00;mycoplasma;0
63M01;mycoplasma agalactiae;0
63M02;mycoplasma anatis;0
63M03;mycoplasma arginini;0
63M04;mycoplasma arthritidis;0
63M05;mycoplasma bovigenitalium;0
63M06;mycoplasma bovirhinis;0
63M07;mycoplasma buccale;0
63M08;mycoplasma canis;0
63M09;mycoplasma conjunctivae;0
63M1A;mycoplasma synoviae;0
63M11;mycoplasma neurolyticum;0
63M12;mycoplasma orale;0
63M13;mycoplasma ovipneumoniae;0
63M14;mycoplasma pneumoniae;0
63M15;mycoplasma primatum;0
63M16;mycoplasma pulmonis;0
63M17;mycoplasma salivarium;0
63M18;mycoplasma spumans;0
63M19;mycoplasma suipneumoniae;0
63N0A;neisseria kochii;0
63N0B;neisseria lactamica;0
63N0C;neisseria macacae;0
63N0D;neisseria meningitidis;0
63N0E;neisseria mucosa;0
63N0F;neisseria ovis;0
63N0G;neisseria polysacchareae;0
63N0H;neisseria sicca;0
63N0J;neisseria subflava;0
63N0K;neisseria suis;0
63N00;neisseria;0
63N01;neisseria animalis;0
63N02;neisseria canis;0
63N03;neisseria caviae;0
63N04;neisseria cinerea;0
63N05;neisseria cuniculi;0
63N06;neisseria denitrificans;0
63N07;neisseria elongata;0
63N08;neisseria flavescens;0
63N09;neisseria gonorrhoeae;0
63P00;nocardia;0
63P01;nocardia asteroides;0
63P02;nocardia brasiliensis;0
63P03;nocardia farcinica;0
63P04;nocardia nova;0
63P05;nocardia otitidiscaviarum (nocardia caviae);0
63Q00;nocardiopsis;0
63Q01;nocardiopsis dassonvillei;0
63R00;obesumbacterium;0
63R01;obesumbacterium proteus;0
63S00;oceanospirillum;0
63T00;ochromobacterium;0
63T01;ochromobacterium anthropi;0
63U00;oerskovia;0
63U01;oerskovia turbata;0
63U02;oerskovia xanthineolytica;0
63V00;oligella;0
63V01;oligella ureolytica;0
63V02;oligella urethralis;0
63W00;pantoea;0
63W01;pantoea agglomerans;0
63W02;pantoea dispersa;0
63X0A;pasteurella langaa;0
63X0B;pasteurella lymphangitidis;0
63X0C;pasteurella mairi;0
63X0D;pasteurella multocida;0
63X0E;pasteurella pneumotropica;0
63X0F;pasteurella stomatis;0
63X0G;pasteurella trehalosi;0
63X0H;pasteurella type a;0
63X0J;pasteurella type b;0
63X0K;pasteurella volantium;0
63X00;pasteurella;0
63X01;pasteurella aerogenes;0
63X02;pasteurella anatis;0
63X03;pasteurella avium;0
63X04;pasteurella bettae;0
63X05;pasteurella biscicida;0
63X06;pasteurella canis;0
63X07;pasteurella dagmatis;0
63X08;pasteurella gallinarum;0
63X09;pasteurella haemolytica;0
63100;leptonema;0
63101;leptonema illini;0
632ZZ;autre leptospira interrogans;0
6320A;leptospira interrogans panama;0
6320B;leptospira interrogans pomona;0
6320C;leptospira interrogans pyrogenes;0
6320D;leptospira interrogans sejroe;0
6320E;leptospira interrogans tarassovi;0
63200;leptospira;0
63201;leptospira biflexa;0
63202;leptospira interrogans australis;0
63203;leptospira interrogans autumnalis;0
63204;leptospira interrogans bataviae;0
63205;leptospira interrogans canicola;0
63206;leptospira interrogans grippotyphosa;0
63207;leptospira interrogans hebdomadis;0
63208;leptospira interrogans icterohemorragiae;0
63209;leptospira interrogans javanica;0
63300;leptothrix;0
63301;leptothrix cholodnii;0
63302;leptothrix discophora;0
63303;leptothrix lopholea;0
63304;leptothrix ochracea;0
63305;leptothrix pseudoochracea;0
63400;leptotrichia;0
63401;leptotrichia buccalis;0
63500;leuconostoc;0
63501;leuconostoc cremonis;0
63502;leuconostoc dextranicum;0
63503;leuconostoc lactis;0
63504;leuconostoc mesenteroides;0
63505;leuconostoc oenos;0
63506;leuconostoc paramesenteroides;0
63600;levinea;0
63601;levinea amalonatica (citrobacter intermedius acitrobacter am;0
63602;levinea freundii (citrobacter freundii);0
63603;levinea malonatica (citrobacter intermedius bcitrobacter mal;0
63604;levinea (citrobacter);0
63700;listeria;0
63701;listeria innocua;0
63702;listeria ivanovii;0
63703;listeria monocytogenes;0
63704;listeria seeligeri;0
63705;listeria welshimeri;0
63800;marinomonas;0
63900;megamonas;0
63901;megamonas hypermegas (bacteroides hypermegas);0
64A0A;prevotella nigrescens;0
64A0B;prevotella oralis (bacteroides oralis);0
64A0C;prevotella oris;0
64A0D;prevotella oulora;0
64A0E;prevotella ruminicola (bacteroides ruminicola);0
64A0F;prevotella veroralis;0
64A0G;prevotella zoogleoformans;0
64A00;prevotella;0
64A01;prevotella bivia;0
64A02;prevotella buccalis;0
64A03;prevotella corporis;0
64A04;prevotella denticola;0
64A05;prevotella disiens;0
64A06;prevotella heparinolytica;0
64A07;prevotella intermedia;0
64A08;prevotella loescheii;0
64A09;prevotella melaninogenica (bacteroides melaninogenicus);0
64B00;propionibacterium;0
64B01;propionibacterium acidipropionici;0
64B02;propionibacterium acnes;0
64B03;propionibacterium avidum;0
64B04;propionibacterium freudenreichii;0
64B05;propionibacterium granulosum;0
64B06;propionibacterium jensenii;0
64B07;propionibacterium lymphophilum;0
64B08;propionibacterium propionicus (arachnia propionica);0
64B09;propionibacterium thoenii;0
64C00;proteus;0
64C01;proteus mirabilis;0
64C02;proteus myxofaciens;0
64C03;proteus penneri;0
64C04;proteus vulgaris;0
64D00;providencia;0
64D01;providencia alcalifaciens (proteus inconstans a);0
64D02;providencia heimbachae;0
64D03;providencia rettgeri (proteus rettgeri);0
64D04;providencia rustigianii;0
64D05;providencia stuartii (proteus inconstans b);0
64E0A;pseudomonas facilis;0
64E0B;pseudomonas flava;0
64E0C;pseudomonas fluorescens;0
64E0D;pseudomonas lemonnieri;0
64E0E;pseudomonas mallei;0
64E0F;pseudomonas marginata (pseudomonas gladioli);0
64E0G;pseudomonas mendocina;0
64E0H;pseudomonas palleronii;0
64E0J;pseudomonas paucimobilis;0
64E0K;pseudomonas pertucinogena;0
64E0L;pseudomonas pickettii (pseudomonas thomsii);0
64E0M;pseudomonas pseudoalcaligenes;0
64E0N;pseudomonas pseudomallei;0
64E0P;pseudomonas putida;0
64E0Q;pseudomonas ruhlandii;0
64E0R;pseudomonas saccharophila;0
64E0S;pseudomonas solanacearum;0
64E0T;pseudomonas stutzeri;0
64E0U;pseudomonas syringae;0
64E0V;pseudomonas vesicularis;0
64E01;pseudomonas aeruginosa;0
64F00;psychrobacter;0
64G00;rahnella;0
64G01;rahnella aquatilis;0
64H00;renibacterium;0
64J00;rhodococcus;0
64J01;rhodococcus equi (corynebacterium equi);0
64K0A;rickettsia siberica;0
64K0B;rickettsia tsutsugamushi;0
64K0C;rickettsia typhi (rickettsia mooseri);0
64K00;rickettsia;0
64K01;rickettsia akari;0
64K02;rickettsia australis;0
64K03;rickettsia canada;0
64K04;rickettsia conorii;0
64K05;rickettsia montana;0
64K06;rickettsia parkeri;0
64K07;rickettsia prowazekii;0
64K08;rickettsia rhipicephali;0
64K09;rickettsia rickettsii;0
64L00;rikenella;0
64L01;rikenella microfusus;0
64M00;rochalimaea;0
64M01;rochalimaea henselae (bartonella henselae);0
64M02;rochalimaea quintana;0
64N00;rothia;0
64N01;rothia dentocariosa;0
64P00;ruminococcus;0
64P01;ruminococcus albus;0
64P02;ruminococcus flavefaciens;0
64QZZ;autre salmonella espece non repertoriee;0
64Q0A;salmonella typhi;0
64Q0B;salmonella typhimurium;0
64Q00;salmonella;0
64Q01;salmonella abortusovis;0
64Q02;salmonella arizonae;0
64Q03;salmonella choleraesuis;0
64Q04;salmonella enteritidis;0
64Q05;salmonella houtenae;0
64Q06;salmonella paratyphi a;0
64Q07;salmonella paratyphi b;0
64Q08;salmonella paratyphi c;0
64Q09;salmonella salamae;0
64R00;sarcina;0
64R01;sarcina maxima;0
64R02;sarcina ventriculi;0
64S00;sebaldella;0
64S01;sebaldella termitidis (bacteroides termitidis);0
64T00;selenomonas;0
64T01;selenomonas artemidis;0
64T02;selenomonas dianae;0
64T03;selenomonas flueggei;0
64T04;selenomonas infelix;0
64T05;selenomonas noxia;0
64T06;selenomonas ruminantium;0
64T07;selenomonas sputigena;0
64U00;serpulina;0
64V0A;serratia proteamaculans;0
64V00;serratia;0
64V01;serratia aubidaea;0
64V02;serratia entomophila;0
64V03;serratia ficaria;0
64V04;serratia fonticola;0
64V05;serratia grimesii;0
64V06;serratia liquefaciens;0
64V07;serratia marcescens;0
64V08;serratia odorifera;0
64V09;serratia plymuthica;0
64W00;shewanella;0
64W01;shewanella putrefaciens (pseudomonas putrefaciens);0
64X00;shigella;0
64X01;shigella boydii;0
64X02;shigella dysenteriae;0
64X03;shigella flexneri;0
64X04;shigella sonnei;0
64100;pectinatus;0
64101;pectinatus cerevisiiphilus;0
64200;pediococcus;0
64201;pediococcus acidilacti;0
64202;pediococcus cerevisiae;0
64203;pediococcus halophilus;0
64204;pediococcus pentosaceus;0
64205;pediococcus urinaeequi;0
64300;peptococcus;0
64301;peptococcus activus;0
64302;peptococcus aerogenes;0
64303;peptococcus constellatus;0
64304;peptococcus niger;0
64305;peptococcus saccharolyticus;0
6440A;peptostreptococcus productus;0
6440B;peptostreptococcus tetradius;0
64400;peptostreptococcus;0
64401;peptostreptococcus anaerobius;0
64402;peptostreptococcus asaccharolyticus;0
64403;peptostreptococcus hydrogenalis;0
64404;peptostreptococcus indolicus;0
64405;peptostreptococcus lanceolatus;0
64406;peptostreptococcus magnus;0
64407;peptostreptococcus micros;0
64408;peptostreptococcus parvulus (streptococcus parvulus);0
64409;peptostreptococcus prevotii;0
64500;photobacterium;0
64501;photobacterium angustum;0
64502;photobacterium leiognathi;0
64503;photobacterium phosphoreum;0
64600;planococcus;0
64700;plesiomonas;0
64701;plesiomonas shigelloides;0
64800;porphyromonas;0
64801;porphyromonas asaccharolytica;0
64802;porphyromonas circumdentaria;0
64803;porphyromonas endodontalis;0
64804;porphyromonas gingivalis;0
64805;porphyromonas salivosa;0
64900;pragia;0
64901;pragia fontium;0
65A00;streptomyces;0
65A01;streptomyces griseus;0
65A02;streptomyces paraguayensis;0
65A03;streptomyces somaliensis;0
65B00;succinimonas;0
65B01;succinimonas amylolytica;0
65C00;succinivibrio;0
65C01;succinivibrio dextrinosolvens;0
65D00;suttonella;0
65D01;suttonella indologenes;0
65F00;taylorella;0
65F01;taylorella equigenitalis (haemophilus equigenitalis);0
65G00;thermoactinomyces;0
65G01;thermoactinomyces sacchari;0
65G02;thermoactinomyces vulgaris;0
65H00;tissierella;0
65H01;tissierella praeacuta (bacteroides praeacutus);0
65J0A;treponema orale;0
65J0B;treponema pallidum;0
65J0C;treponema paraluiscuniculi;0
65J0D;treponema penortha;0
65J0E;treponema pertenue;0
65J0F;treponema phagedenis;0
65J0G;treponema refringens;0
65J0H;treponema scoliodontum;0
65J0J;treponema trimerodontum;0
65J0K;treponema vincentii;0
65J00;treponema;0
65J01;treponema buccale;0
65J02;treponema carateum;0
65J03;treponema denticola;0
65J04;treponema enterogyratum;0
65J05;treponema hyodysenteriae;0
65J06;treponema hyos;0
65J07;treponema macrodentium;0
65J08;treponema minutum;0
65J09;treponema mucosum;0
65K00;tsukamurella;0
65L00;ureaplasma;0
65L01;ureaplasma urealyticum;0
65M00;vampirovibrio;0
65M01;vampirovibrio chlorellavorus;0
65N00;veillonella;0
65N01;veillonella atypica;0
65N02;veillonella caviae;0
65N03;veillonella criceti;0
65N04;veillonella dispar;0
65N05;veillonella parvula;0
65N06;veillonella ratii;0
65N07;veillonella rodentium;0
65P0A;vibrio diazotrophicus;0
65P0B;vibrio fischeri;0
65P0C;vibrio fluvialis;0
65P0D;vibrio furnissii;0
65P0E;vibrio gazogenes;0
65P0F;vibrio harveyi;0
65P0G;vibrio hollisae;0
65P0H;vibrio logei;0
65P0J;vibrio marinus;0
65P0K;vibrio metschnikovii;0
65P0L;vibrio mimicus;0
65P0M;vibrio natriegens;0
65P0N;vibrio nereis;0
65P0P;vibrio nigri pulchritudo;0
65P0Q;vibrio ordalii;0
65P0R;vibrio orientalis;0
65P0S;vibrio parahaemolyticus;0
65P0T;vibrio pelagius;0
65P0U;vibrio proteolyticus;0
65P0V;vibrio splendidus;0
65P0W;vibrio tubiashii;0
65P0X;vibrio vulnificus;0
65P00;vibrio;0
65P01;vibrio aestuarianus;0
65P02;vibrio alginolyticus;0
65P03;vibrio anguillarum;0
65P04;vibrio campbelli;0
65P05;vibrio cholerae;0
65P06;vibrio cincinnatiensis;0
65P07;vibrio costicola;0
65P08;vibrio crassus;0
65P09;vibrio damsela;0
65Q00;weeksella;0
65Q01;weeksella zoohelcum;0
65R00;wolinella;0
65R01;wolinella succinogenes (bacteroides succinogenes);0
65S00;xanthomonas;0
65S01;xanthomonas maltophilia (pseudomonas maltophilia);0
65T00;xenorhabdus;0
65T01;xenorhabdus luminescens;0
65T02;xenorhabdus nematophilus;0
65U0A;yersinia pseudotuberculosis;0
65U0B;yersinia rohdei;0
65U0C;yersinia ruckerii;0
65U00;yersinia;0
65U01;yersinia aldovae;0
65U02;yersinia bercovieri;0
65U03;yersinia enterocolitica;0
65U04;yersinia frederiksenii;0
65U05;yersinia intermedia;0
65U06;yersinia kristensenii;0
65U07;yersinia mollaretii;0
65U08;yersinia pestis;0
65U09;yersinia philomiragia;0
65V00;yokenella;0
65V01;yokenella regensburgei;0
65W00;zoogloea;0
65W01;zoogloea ramigera;0
65100;simonsiella;0
65200;sphingobacterium;0
65201;sphingobacterium multivorum;0
65202;sphingobacterium spiritovorum;0
65300;spirillum;0
65301;spirillum minus;0
65302;spirillum pulli;0
65303;spirillum volutans;0
65400;spirochaeta;0
65401;spirochaeta aurantia;0
65402;spirochaeta littoralis;0
65403;spirochaeta plicatilis;0
65404;spirochaeta stenostrepa;0
65405;spirochaeta zuelzerae;0
65500;spiroplasma;0
65501;spiroplasma citri;0
65502;spiroplasma mirum;0
6560A;staphylococcus epidermidis;0
6560B;staphylococcus equorum;0
6560C;staphylococcus felis;0
6560D;staphylococcus gallinarum;0
6560E;staphylococcus haemolyticus;0
6560F;staphylococcus hominis;0
6560G;staphylococcus hyicus;0
6560H;staphylococcus intermedius;0
6560J;staphylococcus kloosi;0
6560K;staphylococcus lentus;0
6560L;staphylococcus lugdunensis;0
6560M;staphylococcus muscae;0
6560N;staphylococcus pneumoniae (pneumocoque);0
6560P;staphylococcus saccharolyticus;0
6560Q;staphylococcus saprophyticus;0
6560R;staphylococcus schleiferi;0
6560S;staphylococcus sciuri;0
6560T;staphylococcus simulans;0
6560U;staphylococcus warneri;0
6560V;staphylococcus xylosus;0
65600;staphylococcus;0
65601;staphylococcus arlettae;0
65602;staphylococcus aureus;0
65603;staphylococcus auricularis;0
65604;staphylococcus capitis;0
65605;staphylococcus caprae;0
65606;staphylococcus carnosus;0
65607;staphylococcus caseolyticus;0
65608;staphylococcus chromogenes;0
65609;staphylococcus cohnii;0
65700;stomatococcus;0
65701;stomatococcus mucilaginosus (staphylococcus salivarius);0
65800;streptobacillus;0
65801;streptobacillus moniliformis;0
6590A;streptococcus defectivus;0
6590B;streptococcus dysgalactiae;0
6590C;streptococcus equi;0
6590D;streptococcus equinus;0
6590E;streptococcus equisimilis;0
6590F;streptococcus ferus;0
6590G;streptococcus gordonii;0
6590H;streptococcus iniae;0
6590J;streptococcus intermedius;0
6590K;streptococcus milleri (streptococcus anginosus streptococcus;0
6590L;streptococcus mitis;0
6590M;streptococcus morbillorum;0
6590N;streptococcus mutans;0
6590P;streptococcus oralis;0
6590Q;streptococcus parasanguis;0
6590R;streptococcus pneumoniae;0
6590S;streptococcus porcinus;0
6590T;streptococcus pyogenes;0
6590U;streptococcus rattus;0
6590V;streptococcus salivarius;0
6590X;streptococcus sanguis;0
65900;streptococcus;0
65901;streptococcus acidominimus;0
65902;streptococcus adjacens;0
65903;streptococcus agalactiae;0
65904;streptococcus alpha hemolytique;0
65905;streptococcus avium;0
65906;streptococcus beta hemolytique;0
65907;streptococcus bovis;0
