"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB";"CAM_PRS_RGT"
"LEFA011";"Exérèse d'une hernie discale de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par thoracotomie";"ADC"
"LFFA010";"Exérèse d'une hernie discale de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par laparotomie ou par lombotomie";"ADC"
"LDFA006";"Exérèse de plusieurs hernies discales de la colonne vertébrale, par cervicotomie antérieure ou antérolatérale";"ADC"
"LDFA007";"Exérèse de plusieurs hernies discales de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par cervicotomie antérieure ou antérolatérale";"ADC"
"LDKA900";"Remplacement d'un disque intervertébral cervical par prothèse, par cervicotomie";"ADC"
"LFKA001";"Remplacement d'un disque intervertébral lombal par prothèse totale, par laparotomie ou lombotomie";"ADC"
"LHEP005";"Traction continue unipolaire de la colonne vertébrale par sangle ou collier";"ATM"
"LHEP004";"Traction continue bipolaire de la colonne vertébrale par sangles";"ATM"
"LDEB002";"Traction d'attente de la colonne vertébrale cervicale par halo crânien ou étrier";"ATM"
"LHEP003";"Réduction orthopédique extemporanée de lésion traumatique de la colonne vertébrale par manœuvres externes";"ATM"
"LDEP002";"Réduction orthopédique extemporanée de lésion traumatique de la colonne vertébrale cervicale par traction";"ATM"
"LHEP002";"Réduction orthopédique extemporanée d'une scoliose ou d'une cyphose par manœuvres externes, avec confection d'un corset rigide";"ATM"
"LDEP003";"Réduction orthopédique progressive de lésion traumatique de la colonne vertébrale cervicale par traction continue";"ATM"
"LHEB001";"Réduction orthopédique progressive d'une scoliose ou d'une cyphose, par traction continue de la colonne vertébrale par halo crânien";"ATM"
"LHEB002";"Réduction orthopédique progressive d'une scoliose ou d'une cyphose, par traction continue bipolaire de la colonne vertébrale par halo crânien et contrappui thoracique, pelvien ou fémoral";"ATM"
"LFEP001";"Réduction orthopédique progressive d'un spondylolisthésis lombal, par hamac et/ou traction bipolaire";"ATM"
"LDMP001";"Confection d'un appareil rigide d'immobilisation de la colonne vertébrale cervicale sans appui occipitomentonnier ou fronto-occipito-mentonnier";"ATM"
"LDMP002";"Confection d'un appareil rigide d'immobilisation de la colonne vertébrale cervicale avec appui occipitomentonnier ou fronto-occipito-mentonnier";"ATM"
"LDMP003";"Confection d'un appareil rigide d'immobilisation de la colonne vertébrale cervicale et thoracique";"ATM"
"LFMP001";"Confection d'un appareil rigide d'immobilisation de la colonne vertébrale lombale";"ATM"
"LEMP001";"Confection d'un appareil rigide d'immobilisation de la colonne vertébrale thoracique et lombale";"ATM"
"LDEP001";"Séance d'élongation de la colonne vertébrale cervicale par traction sur table";"ATM"
"LFEP002";"Séance d'élongation de la colonne vertébrale lombale par traction sur table";"ATM"
"LHRP001";"Séance de médecine manuelle de la colonne vertébrale";"ATM"
"LHLB002";"Infiltration thérapeutique des ligaments périvertébraux, par voie transcutanée";"ATM"
"LJLH001";"Infiltration thérapeutique d'articulation costovertébrale, par voie transcutanée avec guidage radiologique";"ATM"
"LJLH002";"Infiltration thérapeutique d'articulation costovertébrale, par voie transcutanée avec guidage scanographique";"ATM"
"LJJA001";"Évacuation de collection suppurée de la paroi thoracique, par abord direct";"ADC"
"LJJA002";"Évacuation de collection suppurée de la paroi thoracique étendue au médiastin";"ADC"
"LJSA002";"Fermeture secondaire de la paroi thoracique après chirurgie cardiovasculaire chez le nouveau-né";"ADC"
"LJSA001";"Fermeture d'une désunion pariétale de thoracotomie latérale";"ADC"
"LJCA001";"Ostéosynthèse de fracture du sternum";"ADC"
"LJCA002";"Ostéosynthèse d'un volet thoracique";"ADC"
"LJFA010";"Exérèse partielle de côte et/ou de sternum, par abord direct";"ADC"
"LJFA006";"Résection d'une côte";"ADC"
"LJFA003";"Résection d'une côte cervicale, par abord supraclaviculaire";"ADC"
"LJFA002";"Résection de la première côte, par abord supraclaviculaire ou par abord axillaire";"ADC"
"LJFA007";"Résection de la première côte et d'une côte cervicale, par abord supraclaviculaire";"ADC"
"LJFA004";"Résection de la paroi thoracique, sans prothèse";"ADC"
"LJFA008";"Résection de la paroi thoracique, avec prothèse";"ADC"
"LJFA009";"Résection du sternum";"ADC"
"LJFA001";"Gibbectomie, par abord direct";"ADC"
"LJMA003";"Thoracoplastie de 2 à 5 côtes";"ADC"
"LJMA001";"Thoracoplastie de 6 côtes ou plus";"ADC"
"LJGA002";"Ablation de matériel d'ostéosynthèse du sternum et/ou des côtes";"ADC"
"LJGA001";"Ablation de fils d'ostéosynthèse du sternum";"ADC"
"LJMA002";"Plastie de malformation du thorax sans malformation du sternum, sans ostéosynthèse";"ADC"
"LJMA004";"Plastie de malformation du thorax sans malformation du sternum, avec ostéosynthèse";"ADC"
"LJMA005";"Plastie de malformation sternocostale, sans ostéosynthèse";"ADC"
"LJMA006";"Plastie de malformation sternocostale, avec ostéosynthèse";"ADC"
"LCPA002";"Ténotomie du muscle sterno-cléido-mastoïdien, pour torticolis congénital";"ADC"
"LLFA003";"Exérèse partielle du diaphragme sans pose de prothèse, par thoracotomie";"ADC"
"LLFA013";"Exérèse partielle du diaphragme avec pose de prothèse, par thoracotomie";"ADC"
"LLCC001";"Suture de plaie ou de rupture récente d'une coupole du diaphragme, par thoracoscopie";"ADC"
"LLCA003";"Suture de plaie ou de rupture récente d'une coupole du diaphragme, par thoracotomie";"ADC"
"LLCC003";"Suture de plaie ou de rupture récente de la coupole du diaphragme, par cœlioscopie";"ADC"
"LLCA005";"Suture de plaie ou de rupture récente de la coupole du diaphragme, par laparotomie";"ADC"
"LLMC003";"Plastie d'une coupole du diaphragme pour éventration, par thoracoscopie";"ADC"
"LLMA003";"Plastie d'une coupole du diaphragme pour éventration, par thoracotomie";"ADC"
"LLMC019";"Plastie d'une coupole du diaphragme pour éventration, par cœlioscopie";"ADC"
"LLMA008";"Plastie d'une coupole du diaphragme pour éventration, par laparotomie";"ADC"
"LLMC004";"Cure d'une hernie hiatale sans pose de prothèse, par cœlioscopie";"ADC"
"LLMA006";"Cure d'une hernie hiatale sans pose de prothèse, par laparotomie";"ADC"
"LLMA010";"Cure d'une hernie hiatale avec pose de prothèse, par laparotomie";"ADC"
"LLMC001";"Cure d'une hernie rétrocostoxiphoïdienne, par cœlioscopie";"ADC"
"LLMA007";"Cure d'une hernie rétrocostoxiphoïdienne, par laparotomie";"ADC"
"LLMC005";"Cure d'une hernie acquise de la coupole du diaphragme, par thoracoscopie";"ADC"
"LLMA001";"Cure d'une hernie acquise de la coupole gauche du diaphragme, par thoracotomie";"ADC"
"LLMA005";"Cure d'une hernie acquise de la coupole droite du diaphragme, par abord direct";"ADC"
"LLMA002";"Cure d'une hernie hiatale congénitale avec agénésie des piliers du diaphragme, par laparotomie";"ADC"
"LLCA002";"Suture d'une coupole du diaphragme pour hernie congénitale, par thoracotomie";"ADC"
"LLCA001";"Suture d'une coupole du diaphragme pour hernie congénitale, par laparotomie";"ADC"
"LLMA009";"Plastie musculaire ou prothétique d'une coupole du diaphragme pour hernie congénitale, par thoracotomie";"ADC"
"LLMA004";"Plastie musculaire ou prothétique d'une coupole du diaphragme pour hernie congénitale, par laparotomie";"ADC"
"LMFA003";"Exérèse d'un bourgeon ombilical";"ADC"
"LMFA001";"Exérèse de tumeur de la paroi abdominale antérieure avec fermeture par suture, par abord direct";"ADC"
"LMFA002";"Exérèse de tumeur de la paroi abdominale antérieure avec fermeture par prothèse, par abord direct";"ADC"
"LMMA011";"Cure d'une hernie fémorale [crurale], par abord inguinofémoral";"ADC"
"LMMC003";"Cure unilatérale d'une hernie de l'aine sans pose de prothèse, par vidéochirurgie";"ADC"
"LMMA016";"Cure unilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie locale, par abord inguinal";"ADC"
"LMMA017";"Cure unilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie générale ou locorégionale, par abord inguinal";"ADC"
"LMMC002";"Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par vidéochirurgie";"ADC"
"LMMA012";"Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par abord inguinal";"ADC"
"LMMA008";"Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par abord prépéritonéal";"ADC"
"LMMC004";"Cure bilatérale d'une hernie de l'aine sans pose de prothèse, par vidéochirurgie";"ADC"
"LMMA019";"Cure bilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie locale, par abord inguinal";"ADC"
"LMMA018";"Cure bilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie générale ou locorégionale, par abord inguinal";"ADC"
"LMMC001";"Cure bilatérale d'une hernie de l'aine avec pose de prothèse, par vidéochirurgie";"ADC"
"LMMA001";"Cure bilatérale d'une hernie de l'aine avec pose de prothèse, par abord inguinal";"ADC"
"LMMA002";"Cure bilatérale de hernie de l'aine avec pose de prothèse, par abord prépéritonéal unique";"ADC"
"LMMA014";"Cure de hernie de la paroi abdominale antérieure avant l'âge de 16 ans, par abord direct";"ADC"
"LMMA009";"Cure de hernie de la paroi abdominale antérieure après l'âge de 16 ans sans pose de prothèse, par abord direct";"ADC"
"LMMC020";"Cure de hernie de la paroi abdominale antérieure après l'âge de 16 ans avec pose de prothèse, par cœlioscopie";"ADC"
"LMMA006";"Cure de hernie de la paroi abdominale antérieure après l'âge de 16 ans avec pose de prothèse, par abord direct";"ADC"
"LMMC015";"Cure d'éventration postopératoire de la paroi abdominale antérieure avec pose de prothèse, par cœlioscopie";"ADC"
"LMMA010";"Cure d'éventration postopératoire de la paroi abdominale antérieure sans pose de prothèse, par abord direct";"ADC"
"LMMA004";"Cure d'éventration postopératoire de la paroi abdominale antérieure avec pose de prothèse, par abord direct";"ADC"
"LMMA005";"Réparation de perte de substance transfixiante de la paroi abdominale par lambeau libre et prothèse";"ADC"
"LMMA003";"Réfection de la paroi lombale sans prothèse";"ADC"
"LMMA007";"Réfection de la paroi lombale avec prothèse";"ADC"
"LMSA002";"Fermeture d'une éviscération abdominale, par abord direct";"ADC"
"LMSA004";"Fermeture d'une laparostomie";"ADC"
"LMGA001";"Ablation d'une prothèse de la paroi abdominale, par abord direct";"ADC"
"LMSA001";"Fermeture d'une omphalocèle ou d'un laparoschisis en un temps";"ADC"
"LMSA003";"Fermeture progressive d'une omphalocèle ou d'un laparoschisis";"NA"
"LMSA005";"Fermeture de paroi abdominale antérieure hypoplasique ou aplasique par plastie musculoaponévrotique";"ADC"
"MAQK003";"Radiographie de la ceinture scapulaire et/ou de l'épaule selon 1 ou 2 incidences";"ADI"
"MAQK001";"Radiographie de la ceinture scapulaire et/ou de l'épaule selon 3 ou 4 incidences";"ADI"
"MAQK002";"Radiographie de la ceinture scapulaire et/ou de l'épaule selon 5 incidences ou plus";"ADI"
"MBQK001";"Radiographie du bras";"ADI"
"MFQK002";"Radiographie du coude selon 1 ou 2 incidences";"ADI"
"MFQK001";"Radiographie du coude selon 3 incidences ou plus";"ADI"
"MCQK001";"Radiographie de l'avant-bras";"ADI"
"MGQK003";"Radiographie du poignet selon 1 ou 2 incidences";"ADI"
"MGQK001";"Radiographie du poignet selon 3 incidences ou plus";"ADI"
"MGQK002";"Bilan radiographique dynamique du poignet pour entorse non dissociative selon 7 incidences spécifiques";"ADI"
"MDQK001";"Radiographie de la main ou de doigt";"ADI"
"MDQK002";"Radiographie bilatérale de la main et/ou du poignet, selon 1 incidence sur un seul cliché de face";"ADI"
"MZQK003";"Radiographie de 2 segments du membre supérieur";"ADI"
"MZQK004";"Radiographie de 3 segments du membre supérieur ou plus";"ADI"
"MZQK001";"Téléradiographie unilatérale ou bilatérale du membre supérieur en totalité, de face";"ADI"
"MEQH001";"Arthrographie de l'épaule";"ADI"
"MFQH001";"Arthrographie du coude";"ADI"
"MGQH001";"Arthrographie du poignet";"ADI"
"MHQH001";"Arthrographie métacarpophalangienne ou interphalangienne de doigt";"ADI"
"MZQH001";"Arthrographie du membre supérieur avec scanographie [Arthroscanner du membre supérieur]";"ADI"
"MZQK002";"Scanographie unilatérale ou bilatérale de segment du membre supérieur, sans injection de produit de contraste";"ADI"
"MZQH002";"Scanographie unilatérale ou bilatérale de segment du membre supérieur, avec injection de produit de contraste";"ADI"
"MZQN001";"Remnographie [IRM] unilatérale ou bilatérale de segment du membre supérieur, sans injection de produit de contraste";"ADI"
"MZQJ001";"Remnographie [IRM] unilatérale ou bilatérale de segment du membre supérieur, avec injection de produit de contraste";"ADI"
"MZQP001";"Bilan fonctionnel de l'articulation de l'épaule, du coude et/ou du poignet, sous anesthésie générale ou locorégionale";"ATM"
"MHQP001";"Bilan fonctionnel des articulations de la main, sous anesthésie générale ou locorégionale";"ATM"
"MZHB002";"Ponction ou cytoponction d'une articulation du membre supérieur, par voie transcutanée sans guidage";"ATM"
"MZHH001";"Ponction ou cytoponction d'une articulation du membre supérieur, par voie transcutanée avec guidage radiologique";"ATM"
"MZHH002";"Ponction ou cytoponction d'une articulation du membre supérieur, par voie transcutanée avec guidage scanographique";"ATM"
"MZHB001";"Biopsie d'un os et/ou d'une articulation du membre supérieur, par voie transcutanée sans guidage";"ATM"
"MZHH003";"Biopsie d'un os et/ou d'une articulation du membre supérieur, par voie transcutanée avec guidage radiologique";"ATM"
"MZHH004";"Biopsie d'un os et/ou d'une articulation du membre supérieur, par voie transcutanée avec guidage scanographique";"ATM"
"MZHA001";"Biopsie d'un os et/ou d'une articulation du membre supérieur, par abord direct";"ADC"
"MDHA001";"Biopsie d'un os et/ou d'une articulation de la main, par abord direct";"ADC"
"MEQC001";"Exploration de la bourse séreuse subacromiale, par arthroscopie [Bursoscopie sousacromiale]";"ADC"
"MEQC002";"Exploration de l'articulation de l'épaule, par arthroscopie";"ADC"
"MFQC001";"Exploration de l'articulation du coude, par arthroscopie";"ADC"
"MGQC001";"Exploration de l'articulation du poignet, par arthroscopie";"ADC"
"MAEP001";"Réduction orthopédique de fracture de la scapula";"ADC"
"MACB002";"Ostéosynthèse de fracture de la scapula, à foyer fermé";"ADC"
"MACA003";"Ostéosynthèse de fracture de la scapula, à foyer ouvert";"ADC"
"MACA002";"Ostéosynthèse de fracture du col et/ou de la glène de la scapula, à foyer ouvert";"ADC"
"MAPA003";"Ostéotomie de l'acromion et/ou de l'épine de la scapula, par abord direct";"ADC"
"MAPA001";"Ostéotomie intraarticulaire ou extraarticulaire de la glène de la scapula, par abord direct";"ADC"
"MAFA006";"Exérèse partielle de la scapula sans interruption de la continuité, par abord direct";"ADC"
"MAGA003";"Évidement de la scapula sans comblement, par abord direct";"ADC"
"MAGA002";"Évidement de la scapula avec comblement, par abord direct";"ADC"
"MAFA003";"Scapulectomie partielle respectant la glène, par abord direct";"ADC"
"MAFA001";"Scapulectomie partielle emportant la glène ou scapulectomie totale, par abord direct";"ADC"
"MAGA001";"Ablation de matériel d'ostéosynthèse de la scapula, par abord direct";"ADC"
"MADP001";"Contention orthopédique unilatérale ou bilatérale de fracture de la clavicule";"ATM"
"MACB001";"Ostéosynthèse de fracture de la clavicule par broche, à foyer fermé";"ADC"
"MACA004";"Ostéosynthèse de fracture de la clavicule par fixateur externe";"ADC"
"MACA001";"Ostéosynthèse de fracture de la clavicule, à foyer ouvert";"ADC"
"MAPA002";"Ostéotomie de la clavicule, par abord direct";"ADC"
"MAFA005";"Résection segmentaire de la clavicule avec ostéosynthèse et autogreffe, pour pseudarthrose congénitale";"ADC"
"MAFA002";"Résection de moins d'un tiers de la clavicule";"ADC"
"MAFA004";"Résection d'un tiers de la clavicule ou plus";"ADC"
"MBEP001";"Réduction orthopédique extemporanée de fracture ou de décollement épiphysaire de l'extrémité proximale de l'humérus ou de fracture de la diaphyse de l'humérus";"ADC"
"MBEP002";"Réduction orthopédique extemporanée de fracture de l'extrémité distale de l'humérus";"ADC"
"MBEP003";"Réduction orthopédique progressive de fracture d'une extrémité et/ou de la diaphyse de l'humérus par traction continue non squelettique";"ATM"
"MBEB001";"Réduction orthopédique progressive de fracture d'une extrémité et/ou de la diaphyse de l'humérus par traction continue squelettique";"ATM"
"MBCA009";"Ostéosynthèse de fracture-luxation de l'extrémité proximale de l'humérus, à foyer ouvert";"ADC"
"MBCA005";"Ostéosynthèse de fracture céphalotubérositaire de l'humérus";"ADC"
"MBCA004";"Ostéosynthèse de fracture du tubercule majeur [trochiter] et/ou du tubercule mineur [trochin], à foyer ouvert";"ADC"
"MBCA001";"Ostéosynthèse de fracture extraarticulaire infratubérositaire de l'humérus";"ADC"
"MBCA007";"Ostéosynthèse de fracture de la diaphyse de l'humérus par fixateur externe";"ADC"
"MBCB002";"Ostéosynthèse de fracture de la diaphyse de l'humérus par matériel centromédullaire, à foyer fermé";"ADC"
"MBCA011";"Ostéosynthèse de fracture de la diaphyse de l'humérus, à foyer ouvert";"ADC"
"MBCB001";"Ostéosynthèse d'une fracture supracondylaire de l'humérus, à foyer fermé";"ADC"
"MBCA003";"Ostéosynthèse d'une fracture supracondylaire de l'humérus, à foyer ouvert";"ADC"
"MBCA008";"Ostéosynthèse d'une fracture supracondylaire et intercondylaire simple de l'humérus, à foyer ouvert";"ADC"
"MBCA006";"Ostéosynthèse d'une fracture supracondylaire et intercondylaire complexe de l'humérus, à foyer ouvert";"ADC"
"MBCB004";"Ostéosynthèse d'une fracture du condyle médial ou du condyle latéral de l'humérus, à foyer fermé";"ADC"
"MBCB003";"Ostéosynthèse d'une fracture de l'épicondyle médial ou de l'épicondyle latéral de l'humérus, à foyer fermé";"ADC"
"MBCA010";"Ostéosynthèse d'une fracture de l'épicondyle médial ou de l'épicondyle latéral de l'humérus, à foyer ouvert";"ADC"
"MBCA012";"Ostéosynthèse de fracture intracapsulaire de l'extrémité distale de l'humérus, à foyer ouvert";"ADC"
"MBCB005";"Ostéosynthèse préventive de l'humérus pour lésion ostéolytique, à foyer fermé";"ADC"
"MBCA002";"Ostéosynthèse préventive de l'humérus pour lésion ostéolytique, à foyer ouvert";"ADC"
"MBPA002";"Ostéotomie intraarticulaire de l'extrémité proximale de l'humérus";"ADC"
"MBPA005";"Ostéotomie extraarticulaire de l'extrémité proximale de l'humérus";"ADC"
"MBPA004";"Ostéotomie simple de la diaphyse de l'humérus";"ADC"
"MBPA003";"Ostéotomie complexe de la diaphyse ou de l'extrémité distale de l'humérus";"ADC"
"MBPA006";"Décortication de l'humérus pour pseudarthrose";"ADC"
"MBPA001";"Décortication de l'humérus avec ostéosynthèse pour pseudarthrose";"ADC"
"MBGA002";"Évidement de l'épiphyse proximale de l'humérus en présence d'un cartilage épiphysaire actif sans comblement, par abord direct";"ADC"
"MBGA001";"Évidement de l'épiphyse proximale de l'humérus en présence d'un cartilage épiphysaire actif avec comblement, par abord direct";"ADC"
"MBFA002";"Résection d'une extrémité et/ou de la diaphyse de l'humérus sans interruption de la continuité osseuse";"ADC"
"MBFA001";"Résection ""en bloc"" d'une extrémité et/ou de la diaphyse de l'humérus";"ADC"
"MBMA001";"Reconstruction d'une extrémité et/ou de la diaphyse de l'humérus par greffe ou matériau inerte non prothétique, après résection partielle";"ADC"
"MBMA002";"Reconstruction d'une extrémité et/ou de la diaphyse de l'humérus après résection ""en bloc"", par greffe ou matériau inerte non prothétique";"ADC"
"MCEP002";"Réduction orthopédique de fracture ou de décollement épiphysaire de l'extrémité proximale et/ou de fracture de la diaphyse d'un os ou des 2 os de l'avant-bras";"ADC"
"MCEP001";"Réduction orthopédique de fracture ou de décollement épiphysaire de l'extrémité distale d'un os ou des 2 os de l'avant-bras";"ADC"
"MCCB001";"Ostéosynthèse de fracture de l'extrémité proximale d'un os de l'avant-bras, à foyer fermé";"ADC"
"MCCA001";"Ostéosynthèse de fracture simple ou de décollement épiphysaire de l'extrémité proximale d'un os de l'avant-bras, à foyer ouvert";"ADC"
"MCCA011";"Ostéosynthèse de fracture complexe de l'extrémité proximale d'un os de l'avant-bras, à foyer ouvert";"ADC"
"MCCB005";"Ostéosynthèse de fracture de l'extrémité proximale des 2 os de l'avant-bras, à foyer fermé";"ADC"
"MCCA009";"Ostéosynthèse de fracture de l'extrémité proximale des 2 os de l'avant-bras, à foyer ouvert";"ADC"
"MCCB003";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras, à foyer fermé";"ADC"
"MCCA004";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras, à foyer ouvert";"ADC"
"MCCB008";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras avec réduction d'une luxation de l'autre os au coude ou au poignet, à foyer fermé";"ADC"
"MCCA003";"Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras avec réduction d'une luxation de l'autre os au coude ou au poignet, à foyer ouvert";"ADC"
"MCCB007";"Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras, à foyer fermé";"ADC"
"MCCA008";"Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras, à foyer ouvert";"ADC"
"MCCA007";"Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras avec réduction de luxation au coude ou au poignet, à foyer ouvert";"ADC"
"MCCB004";"Ostéosynthèse de fracture ou de décollement épiphysaire de l'extrémité distale d'un os de l'avant-bras par broche, à foyer fermé";"ADC"
"MCCB002";"Ostéosynthèse de fracture de l'extrémité distale d'un os ou des 2 os de l'avant-bras par fixateur externe, à foyer fermé";"ADC"
"MCCA005";"Ostéosynthèse de fracture de l'extrémité distale d'un os de l'avant-bras, à foyer ouvert";"ADC"
"MCCA010";"Ostéosynthèse de fracture de l'extrémité distale des 2 os de l'avant-bras, à foyer ouvert";"ADC"
"MCCB009";"Ostéosynthèse préventive d'un os de l'avant-bras pour lésion ostéolytique, à foyer fermé";"ADC"
"MCCA002";"Ostéosynthèse préventive d'un os de l'avant-bras pour lésion ostéolytique, à foyer ouvert";"ADC"
"MCCB006";"Ostéosynthèse préventive des 2 os de l'avant-bras pour lésion ostéolytique, à foyer fermé";"ADC"
"MCCA006";"Ostéosynthèse préventive des 2 os de l'avant-bras pour lésion ostéolytique, à foyer ouvert";"ADC"
"MCPA010";"Ostéotomie simple de la diaphyse d'un os de l'avant-bras";"ADC"
"MCPA006";"Ostéotomie complexe de la diaphyse d'un os de l'avant-bras";"ADC"
"MCPA004";"Ostéotomie complexe de la diaphyse du radius et/ou de l'ulna avec résection de synostose radio-ulnaire acquise";"ADC"
"MCPA007";"Ostéotomie complexe de la diaphyse des 2 os de l'avant-bras";"ADC"
"MCPA002";"Ostéotomie de l'extrémité distale du radius";"ADC"
"MCPA009";"Ostéotomie de l'extrémité distale du radius avec résection partielle ou totale de l'extrémité distale de l'ulna";"ADC"
"MCPA003";"Ostéotomie de l'extrémité distale des 2 os de l'avant-bras";"ADC"
"MCPA001";"Ostéotomie de réorientation de l'avant-bras pour synostose radio-ulnaire congénitale";"ADC"
"MCPA005";"Ostéotomie de l'ulna avec arthrodèse de l'articulation radio-ulnaire distale";"ADC"
"MCPA014";"Décortication d'un os de l'avant-bras pour pseudarthrose";"ADC"
"MCPA013";"Décortication d'un os de l'avant-bras avec ostéosynthèse pour pseudarthrose";"ADC"
"MCPA012";"Décortication des 2 os de l'avant-bras pour pseudarthrose";"ADC"
"MCPA011";"Décortication des 2 os de l'avant-bras avec ostéosynthèse pour pseudarthrose";"ADC"
"MCFA002";"Résection partielle ou totale de l'extrémité distale d'un os de l'avant-bras";"ADC"
"MCFA003";"Résection de l'olécrâne, par arthrotomie";"ADC"
"MCFA001";"Résection de synostose radio-ulnaire acquise";"ADC"
"MCFA005";"Résection d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras, sans interruption de la continuité";"ADC"
"MCFA004";"Résection de la tête du radius, par arthrotomie";"ADC"
"MCFA006";"Résection ""en bloc"" d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras";"ADC"
"MCMA002";"Reconstruction d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras par greffe ou matériau inerte non prothétique, après résection partielle";"ADC"
"MCMA001";"Reconstruction d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras après résection ""en bloc"", par greffe ou matériau inerte non prothétique";"ADC"
"MCPA008";"Dissociation des deux os de l'avant-bras pour création d'une pince préhensile après amputation de main";"ADC"
"MGEP002";"Réduction orthopédique de fracture du carpe et/ou d'une luxation du poignet";"ADC"
"MDCA013";"Ostéosynthèse de fracture d'un os du carpe, à foyer ouvert";"ADC"
"MDCA001";"Ostéosynthèse de fracture de l'os scaphoïde, à foyer ouvert";"ADC"
"MDCA006";"Ostéosynthèse de fractures de plusieurs os du carpe, à foyer ouvert";"ADC"
"MDCA005";"Ostéosynthèse d'une pseudarthrose de l'os scaphoïde, à foyer ouvert";"ADC"
"MDGA001";"Évidement d'un os du carpe avec comblement, par abord direct";"ADC"
"MDFA003";"Résection partielle d'un os du carpe sans arthrodèse";"ADC"
"MGFA006";"Résection partielle des os du carpe pour centralisation du poignet avec ostéosynthèse du carpe et ostéotomie de la diaphyse de l'ulna, par abord direct";"ADC"
"MDFA006";"Résection totale d'un os du carpe avec arthrodèse intracarpienne";"ADC"
"MDFA004";"Résection de la première rangée du carpe";"ADC"
"MDFA005";"Résection ""en bloc"" d'os du carpe et/ou du métacarpe";"ADC"
"MDEA001";"Autogreffe corticospongieuse encastrée de l'os scaphoïde";"ADC"
"MDEA002";"Autogreffe corticospongieuse intercalée de l'os scaphoïde avec ostéotomie";"ADC"
"MDEA003";"Autogreffe corticospongieuse pédiculée de l'os scaphoïde";"ADC"
"MDEP002";"Réduction orthopédique d'une fracture d'un os de la main";"ADC"
"MDEP001";"Réduction orthopédique de fractures de plusieurs os de la main";"ADC"
"MDCA010";"Ostéosynthèse de fracture extraarticulaire d'un os de la main par fixateur externe";"ADC"
"MDCB003";"Ostéosynthèse de fracture extraarticulaire d'un os de la main par broche, à foyer fermé";"ADC"
"MDCA011";"Ostéosynthèse de fracture extraarticulaire d'un os de la main, à foyer ouvert";"ADC"
"MDCA009";"Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main par fixateur externe";"ADC"
"MDCB004";"Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main par broche, à foyer fermé";"ADC"
"MDCA007";"Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main, à foyer ouvert";"ADC"
"MDCA003";"Ostéosynthèse de fracture articulaire d'un os de la main par fixateur externe";"ADC"
"MDCB005";"Ostéosynthèse de fracture articulaire d'un os de la main par broche, à foyer fermé";"ADC"
"MDCA014";"Ostéosynthèse de fracture articulaire d'un os de la main, à foyer ouvert";"ADC"
"MDCA012";"Ostéosynthèse de fracture de la base du premier métacarpien, à foyer ouvert";"ADC"
"MDCA008";"Ostéosynthèse de fractures articulaires de plusieurs os de la main par fixateur externe";"ADC"
"MDCB002";"Ostéosynthèse de fractures articulaires de plusieurs os de la main par broche, à foyer fermé";"ADC"
"MDCA004";"Ostéosynthèse de fractures articulaires de plusieurs os de la main, à foyer ouvert";"ADC"
"MDCB001";"Ostéosynthèse préventive d'un métacarpien pour lésion ostéolytique, à foyer fermé";"ADC"
"MDCA002";"Ostéosynthèse préventive d'un métacarpien pour lésion ostéolytique, à foyer ouvert";"ADC"
"MDPA002";"Ostéotomie d'un os de la main";"ADC"
"MDPA004";"Ostéotomie d'un os de la main, avec libération de tendon et/ou libération mobilisatrice articulaire";"ADC"
"MDPA005";"Ostéotomie du premier métacarpien pour malformation congénitale";"ADC"
"MDPA003";"Ostéotomie de plusieurs os de la main";"ADC"
"MDPA001";"Ostéotomie de plusieurs os de la main, avec libération de tendon et/ou libération mobilisatrice articulaire";"ADC"
"MDFA002";"Exérèse partielle d'un os de la main sans interruption de la continuité, par abord direct";"ADC"
"MDGA003";"Évidement d'un os de la main sans comblement, par abord direct";"ADC"
"MDGA004";"Évidement d'un os de la main avec comblement, par abord direct";"ADC"
