SIN_SYN_PAT;SYN_PAT_LIB;TEC_COL
E631;Desequilibre alimentaire;0
E638;Autres carences nutritionnelles precisees;0
E639;Carence nutritionnelle  sans precision;0
E63X;Autres carences nutritionnelles;0
E640;Sequelles de malnutrition proteino-energetique;0
E641;Sequelles d'avitaminose A;0
E642;Sequelles d'avitaminose C;0
E643;Sequelles de rachitisme;0
E648;Sequelles d'autres carences nutritionnelles;0
E649;Sequelles d'une carence nutritionnelle non precisee;0
E64X;Sequelles de malnutrition et autres carences nutritionnelles;0
E65X;Adiposite localisee;0
E660;Obesite due a un exces calorique;0
E661;Obesite medicamenteuse;0
E662;Obesite extreme avec hypoventilation alveolaire;0
E668;Autres obesites;0
E669;Obesite  sans precision;0
E66X;Obesite;0
E670;Hypervitaminose A;0
E671;Hypercarotenemie;0
E672;Syndrome d'hypervitaminose B6;0
E673;Hypervitaminose D;0
E678;Autres exces precises d'apport;0
E67X;Autres exces d'apport;0
E68X;Sequelles d'exces d'apport;0
E700;Phenylcetonurie classique;0
E701;Autres hyperphenylalaninemies;0
G93X;Autres affections du cerveau;0
G940;Hydrocephalie au cours de maladies infectieuses et parasitai;0
G941;Hydrocephalie au cours de maladies tumorales (C00-D48);0
G942;Hydrocephalie au cours d'autres maladies classees ailleurs;0
G948;Autres affections precisees du cerveau au cours de maladies;0
G94X;Autres affections du cerveau au cours de maladies classees a;0
G950;Syringomyelie et syringobulbie;0
G951;Myelopathies vasculaires;0
G952;Compression medullaire  sans precision;0
G958;Autres affections precisees de la moelle epiniere;0
G959;Affection de la moelle epiniere  sans precision;0
G95X;Autres affections de la moelle epiniere;0
G960;Ecoulement du liquide cephalorachidien;0
G961;Affection des meninges  non classee ailleurs;0
G968;Autres affections precisees du systeme nerveux central;0
G969;Affection du systeme nerveux central  sans precision;0
G96X;Autres affections du systeme nerveux central;0
G970;Ecoulement du liquide cephalorachidien apres rachicentese;0
G971;Autre reaction secondaire a une rachicentese;0
G972;Hypotension intracranienne suite a un pontage ventriculaire;0
G978;Autres affections du systeme nerveux apres un acte a visee d;0
G979;Affection du systeme nerveux apres un acte a visee diagnosti;0
G97X;Affections du systeme nerveux apres un acte a visee diagnost;0
G98X;Autres affections du systeme nerveux  non classees ailleurs;0
G990;Neuropathie du systeme nerveux autonome au cours de maladies;0
G991;Autres affections du systeme nerveux autonome au cours d'aut;0
G992;Myelopathies au cours de maladies classees ailleurs;0
G998;Autres affections precisees du systeme nerveux au cours de m;0
G99X;Autres affections du systeme nerveux au cours de maladies cl;0
H000;Orgelet et autres inflammations profondes de la paupiere;0
H001;Chalazion;0
H00X;Orgelet et chalazion;0
H010;Blepharite;0
H011;Dermatoses non infectieuses de la paupiere;0
H018;Autres inflammations precisees de la paupiere;0
H019;Inflammation de la paupiere  sans precision;0
H01X;Autres inflammations de la paupiere;0
H020;Entropion et trichiasis de la paupiere;0
H021;Ectropion palpebral;0
H022;Lagophtalmie;0
H023;Blepharochalasis;0
H024;Ptosis de la paupiere;0
H025;Autres troubles affectant la fonction palpebrale;0
H026;Xanthelasma de la paupiere;0
H027;Autres affections degeneratives des paupieres et de la regio;0
H028;Autres affections precisees des paupieres;0
H029;Affection des paupieres  sans precision;0
H02X;Autres affections des paupieres;0
H030;Infection parasitaire de la paupiere au cours de maladies cl;0
H031;Atteinte de la paupiere au cours d'autres maladies infectieu;0
H038;Atteinte de la paupiere au cours d'autres maladies classees;0
H03X;Affections de la paupiere au cours de maladies classees aill;0
H040;Dacryoadenite;0
H041;Autres affections des glandes lacrymales;0
H042;Epiphora;0
H043;Inflammation aigue et sans precision des voies lacrymales;0
H044;Inflammation chronique des voies lacrymales;0
H045;Stenose et insuffisance des voies lacrymales;0
H046;Autres lesions des voies lacrymales;0
H048;Autres affections de l'appareil lacrymal;0
H049;Affection de l'appareil lacrymal  sans precision;0
H04X;Affections de l'appareil lacrymal;0
H050;Inflammation aigue de l'orbite;0
H051;Affections inflammatoires chroniques de l'orbite;0
J312;Pharyngite chronique;0
J31X;Rhinite  rhinopharyngite et pharyngite chroniques;0
J320;Sinusite maxillaire (chronique);0
J321;Sinusite frontale (chronique);0
J322;Sinusite ethmoidale (chronique);0
J323;Sinusite sphenoidale (chronique);0
J324;Pansinusite (chronique);0
J328;Autres sinusites (chroniques);0
J329;Sinusite (chronique)  sans precision;0
J32X;Sinusite chronique;0
J330;Polype des fosses nasales;0
J331;Polypose rhino-sinusienne deformante;0
J338;Autres polypes des sinus;0
J339;Polype nasal  sans precision;0
J33X;Polype nasal;0
J340;Abces  furoncle et anthrax du nez;0
J341;Kyste et mucocele des sinus du nez;0
J342;Deviation de la cloison (nasale);0
J343;Hypertrophie des cornets du nez;0
J348;Autres maladies precisees du nez et des sinus du nez;0
J34X;Autres maladies du nez et des sinus du nez;0
J350;Amygdalite chronique;0
J351;Hypertrophie des amygdales;0
J352;Hypertrophie des vegetations adenoides;0
J353;Hypertrophie des amygdales et des vegetations adenoides;0
J358;Autres maladies chroniques des amygdales et des vegetations;0
J359;Maladie (chronique) des amygdales et des vegetations adenoid;0
J35X;Maladies chroniques des amygdales et des vegetations adenoid;0
J36X;Angine phlegmoneuse;0
J370;Laryngite chronique;0
J371;Laryngo-tracheite chronique;0
J37X;Laryngite et laryngo-tracheite chroniques;0
J380;Paralysie des cordes vocales et du larynx;0
J381;Polype des cordes vocales et du larynx;0
J382;Nodules des cordes vocales;0
J383;Autres maladies des cordes vocales;0
J384;Oedeme du larynx;0
J385;Spasme larynge;0
J386;Stenose du larynx;0
J387;Autres maladies du larynx;0
J38X;Maladies des cordes vocales et du larynx  non classees aille;0
J390;Abces parapharynge et retropharynge;0
J391;Autres abces du pharynx;0
J392;Autres maladies du pharynx;0
J393;Reaction anaphylactique des voies respiratoires superieures;0
J398;Autres maladies des voies respiratoires superieures precisee;0
J399;Maladie des voies respiratoires superieures  sans precision;0
J39X;Autres maladies des voies respiratoires superieures;0
J40X;Bronchite  (non precisee comme aigue ou chronique);0
J410;Bronchite chronique simple;0
J411;Bronchite chronique mucopurulente;0
J418;Bronchite chronique simple et mucopurulente;0
J41X;Bronchite chronique simple et mucopurulente;0
J42X;Bronchite chronique  sans precision;0
J430;Syndrome de MacLeod;0
J431;Emphyseme panlobulaire;0
J432;Emphyseme centro-lobulaire;0
J438;Autres emphysemes (pulmonaires);0
J439;Emphyseme (pulmonaire)  sans precision;0
J43X;Emphyseme;0
J440;Maladie pulmonaire obstructive chronique avec infection aigu;0
J441;Maladie pulmonaire obstructive chronique avec episodes aigus;0
J448;Autres maladies pulmonaires obstructives chroniques precisee;0
J449;Maladie pulmonaire obstructive chronique  sans precision;0
C473;Tumeur maligne des nerfs peripheriques du thorax;0
C474;Tumeur maligne des nerfs peripheriques de l'abdomen;0
C475;Tumeur maligne des nerfs peripheriques du pelvis;0
C476;Tumeur maligne des nerfs peripheriques du tronc  sans precis;0
C478;Tumeur maligne a localisations contigues des nerfs peripheri;0
C479;Tumeur maligne des nerfs peripheriques et du systeme nerveux;0
C47X;Tumeur maligne des nerfs peripheriques et du systeme nerveux;0
C480;Tumeur maligne du retroperitoine;0
C481;Tumeur maligne des parties precisees du peritoine;0
C482;Tumeur maligne du peritoine  sans precision;0
C488;Tumeur maligne a localisations contigues du retroperitoine e;0
C48X;Tumeur maligne du retroperitoine et du peritoine;0
C490;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C491;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C492;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C493;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C494;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C495;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C496;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C498;Tumeur maligne a localisations contigues du tissu conjonctif;0
C499;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C49X;Tumeur maligne du tissu conjonctif et des autres tissus mous;0
C500;Tumeur maligne du mamelon et de l'areole;0
C501;Tumeur maligne de la partie centrale du sein;0
C502;Tumeur maligne du quadrant supero-interne du sein;0
C503;Tumeur maligne du quadrant infero-interne du sein;0
C504;Tumeur maligne du quadrant supero-externe du sein;0
C505;Tumeur maligne du quadrant infero-externe du sein;0
C506;Tumeur maligne du prolongement axillaire du sein;0
C508;Tumeur maligne a localisations contigues du sein;0
C509;Tumeur maligne du sein  sans precision;0
C50X;Tumeur maligne du sein;0
C510;Tumeur maligne de la grande levre;0
C511;Tumeur maligne de la petite levre;0
C512;Tumeur maligne du clitoris;0
C518;Tumeur maligne a localisations contigues de la vulve;0
C519;Tumeur maligne de la vulve  sans precision;0
C51X;Tumeur maligne de la vulve;0
C52X;Tumeur maligne du vagin;0
C530;Tumeur maligne de l'endocol;0
C531;Tumeur maligne de l'exocol;0
C538;Tumeur maligne a localisations contigues du col de l'uterus;0
C539;Tumeur maligne du col de l'uterus  sans precision;0
C53X;Tumeur maligne du col de l'uterus;0
C540;Tumeur maligne de l'isthme de l'uterus;0
C541;Tumeur maligne de l'endometre;0
C542;Tumeur maligne du myometre;0
C543;Tumeur maligne du fond de l'uterus;0
C548;Tumeur maligne a localisations contigues du corps de l'uteru;0
C549;Tumeur maligne du corps de l'uterus  sans precision;0
C54X;Tumeur maligne du corps de l'uterus;0
C55X;Tumeur maligne de l'uterus  partie non precisee;0
C56X;Tumeur maligne de l'ovaire;0
C570;Tumeur maligne d'une trompe de Fallope;0
C571;Tumeur maligne d'un ligament large;0
C572;Tumeur maligne d'un ligament rond;0
C573;Tumeur maligne d'un parametre;0
C574;Tumeur maligne des annexes de l'uterus  sans precision;0
C577;Tumeur maligne d'autres organes genitaux de la femme precise;0
C578;Tumeur maligne a localisations contigues des organes genitau;0
C579;Tumeur maligne d'un organe genital de la femme  sans precisi;0
C57X;Tumeur maligne des organes genitaux de la femme  autres et n;0
C58X;Tumeur maligne du placenta;0
C600;Tumeur maligne du prepuce;0
E702;Anomalies du metabolisme de la tyrosine;0
E703;Albinisme;0
E708;Autres anomalies du metabolisme des acides amines aromatique;0
E709;Anomalies du metabolisme des acides amines aromatiques  sans;0
E70X;Anomalies du metabolisme des acides amines aromatiques;0
E710;Maladie des urines a odeur de sirop d'erable;0
E711;Autres anomalies du metabolisme des acides amines a chaine r;0
E712;Anomalie du mebabolisme des acides amines a chaine ramifiee;0
E713;Anomalie du metabolisme des acides gras;0
E71X;Anomalies du metabolisme des acides amines a chaine ramifiee;0
E720;Anomalies du transport des acides amines;0
E721;Anomalies du metabolisme des acides amines soufres;0
E722;Anomalies du cycle de l'ureogenese;0
E723;Anomalies du metabolisme de la lysine et de l'hydroxylysine;0
E724;Anomalies du metabolisme de l'ornithine;0
E725;Anomalies du metabolisme de la glycine;0
E728;Autres anomalies precisees du metabolisme des acides amines;0
E729;Anomalie du metabolisme des acides amines  sans precision;0
E72X;Autres anomalies du metabolisme des acides amines;0
E730;Deficit congenital en lactase;0
E731;Deficit secondaire en lactase;0
E738;Autres intolerances au lactose;0
E739;Intolerance au lactose  sans precision;0
E73X;Intolerance au lactose;0
E740;Thesaurismose glycogenique;0
E741;Anomalies du metabolisme du fructose;0
E742;Anomalies du metabolisme du galactose;0
E743;Autres anomalies de l'absorption intestinale des hydrates de;0
E744;Anomalies du metabolisme du pyruvate et de la gluconeogenese;0
E748;Autres anomalies precisees du metabolisme des hydrates de ca;0
E749;Anomalie du metabolisme des hydrates de carbone  sans precis;0
E74X;Autres anomalies du metabolisme des hydrates de carbone;0
E750;Gangliosidose GM2;0
E751;Autres gangliosidoses;0
E752;Autres sphingolipidoses;0
E753;Sphingolipidose  sans precision;0
E754;Lipofuscinose a ceroides neuronaux;0
E755;Autres anomalies du stockage des lipides;0
E756;Anomalie du stockage des lipides  sans precision;0
E75X;Anomalies du metabolisme des sphingolipides et autres anomal;0
E760;Mucopolysaccharidose  type I;0
E761;Mucopolysaccharidose  type II;0
E762;Autres mucopolysaccharidoses;0
E763;Mucopolysaccharidose  sans precision;0
E768;Autres anomalies du metabolisme des glucosaminoglycanes;0
E769;Anomalie du metabolisme des glucosaminoglycanes  sans precis;0
E76X;Anomalies du metabolisme des glucosaminoglycanes;0
E770;Defauts de la transformation post-traductionnelle des enzyme;0
E771;Defauts de la degradation des glycoproteines;0
E778;Autres anomalies du metabolisme des glycoproteines;0
E779;Anomalie du metabolisme des glycoproteines  sans precision;0
E77X;Anomalies du metabolisme des glycoproteines;0
E780;Hypercholesterolemie essentielle;0
E781;Hyperglyceridemie essentielle;0
E782;Hyperlipidemie mixte;0
E783;Hyperchylomicronemie;0
E784;Autres hyperlipidemies;0
E785;Hyperlipidemie  sans precision;0
E786;Deficit en lipoproteines;0
E788;Autres anomalies du metabolisme des lipoproteines;0
E789;Anomalie du metabolisme des lipoproteines  sans precision;0
E78X;Anomalies du metabolisme des lipoproteines et autres lipidem;0
E790;Hyperuricemie sans signes d'arthrite inflammatoire et de mal;0
E791;Syndrome de Lesch-Nyhan;0
H052;Exophtalmie;0
H053;Deformation de l'orbite;0
H054;Enophtalmie;0
H055;Retention (ancienne) de corps etranger secondaire a une plai;0
H058;Autres affections de l'orbite;0
H059;Affection de l'orbite  sans precision;0
H05X;Affections de l'orbite;0
H060;Affections de l'appareil lacrymal au cours de maladies class;0
H061;Infection parasitaire de l'orbite au cours de maladies class;0
H062;Exophtalmie thyreotoxique (E05.-);0
H063;Autres affections de l'orbite au cours de maladies classees;0
H06X;Affections de l'appareil lacrymal et de l'orbite au cours de;0
H100;Conjonctivite mucopurulente;0
H101;Conjonctivite atopique aigue;0
H102;Autres conjonctivites aigues;0
H103;Conjonctivite aigue  sans precision;0
H104;Conjonctivite chronique;0
H105;Blepharo-conjonctivite;0
H108;Autres conjonctivites;0
H109;Conjonctivite  sans precision;0
H10X;Conjonctivite;0
H110;Pterygion;0
H111;Depots et affections degeneratives de la conjonctive;0
H112;Cicatrices de la conjonctive;0
H113;Hemorragie conjonctivale;0
H114;Autres troubles vasculaires et kystes de la conjonctive;0
H118;Autres affections precisees de la conjonctive;0
H119;Affection de la conjonctive  sans precision;0
H11X;Autres affections de la conjonctive;0
H130;Parasitose filarienne de la conjonctive (B74.-);0
H131;Conjonctivite au cours de maladies infectieuses et parasitai;0
H132;Conjonctivite au cours d'autres maladies classees ailleurs;0
H133;Pemphigoide oculaire (L12.-);0
H138;Autres affections de la conjonctive au cours de maladies cla;0
H13X;Affections de la conjonctive au cours de maladies classees a;0
H150;Sclerite;0
H151;Episclerite;0
H158;Autres affections de la sclerotique;0
H159;Affection de la sclerotique  sans precision;0
H15X;Affections de la sclerotique;0
H160;Ulcere de la cornee;0
H161;Autres keratites superficielles sans conjonctivite;0
H162;Keratoconjonctivite;0
H163;Keratite interstitielle et profonde;0
H164;Neovascularisation corneenne;0
H168;Autres keratites;0
H169;Keratite  sans precision;0
H16X;Keratite;0
H170;Leucome adherent;0
H171;Autres opacites corneennes centrales;0
H178;Autres cicatrices et opacites corneennes;0
H179;Cicatrice et opacite corneennes  sans precision;0
H17X;Cicatrices et opacites corneennes;0
H180;Pigmentation et depots corneens;0
H181;Keratopathie bulleuse;0
H182;Autre oedeme de la cornee;0
H183;Lesions des membranes corneennes;0
H184;Degenerescence de la cornee;0
H185;Dystrophies corneennes hereditaires;0
H186;Keratocone;0
H187;Autres deformations de la cornee;0
H188;Autres affections precisees de la cornee;0
H189;Affection de la cornee  sans precision;0
H18X;Autres affections de la cornee;0
J44X;Autres maladies pulmonaires obstructives chroniques;0
J450;Asthme a predominance allergique;0
J451;Asthme non allergique;0
J458;Asthme associe;0
J459;Asthme  sans precision;0
J45X;Asthme;0
J46X;Etat de mal asthmatique;0
J47X;Bronchectasie;0
J60X;Pneumoconiose des mineurs de charbon;0
J61X;Pneumoconiose due a l'amiante et a d'autres fibres minerales;0
J620;Pneumoconiose due a la poussiere du talc;0
J628;Pneumoconiose due a d'autres poussieres de silice;0
J62X;Pneumoconiose due a la poussiere de silice;0
J630;Aluminose (du poumon);0
J631;Fibrose (du poumon) due a la bauxite;0
J632;Berylliose (du poumon);0
J633;Fibrose (du poumon) due au graphite;0
J634;Siderose (du poumon);0
J635;Stannose (du poumon);0
J638;Pneumoconiose due a d'autres poussieres inorganiques precise;0
J63X;Pneumoconiose due a d'autres poussieres inorganiques;0
J64X;Pneumoconiose  sans precision;0
J65X;Pneumoconiose associee a la tuberculose;0
J660;Byssinose;0
J661;Maladie des appreteurs du lin;0
J662;Cannabinose;0
J668;Affection des voies aeriennes due a d'autres poussieres orga;0
J66X;Affections des voies aeriennes dues a des poussieres organiq;0
J670;Poumon de fermier;0
J671;Bagassose;0
J672;Poumon des oiseleurs;0
J673;Suberose;0
J674;Poumon des malteurs;0
J675;Poumon des champignonnistes;0
J676;Poumon des ecorceurs d'erables;0
J677;Maladie pulmonaire due aux systemes de conditionnement et d';0
J678;Pneumopathie par hypersensibilite a d'autres poussieres orga;0
J679;Pneumopathie par hypersensibilite aux poussieres organiques;0
J67X;Pneumopathie par hypersensibilite aux poussieres organiques;0
J680;Bronchite et pneumonopathie dues a des agents chimiques  des;0
J681;Oedème du poumon dû à des agents chimiques, des émanations,;0
J682;Inflammation des voies respiratoires superieures due a des a;0
J683;Autres affections respiratoires aigues et subaigues dues a d;0
J684;Affections respiratoires chroniques dues a des agents chimiq;0
J688;Autres affections respiratoires dues a des agents chimiques;0
J689;Affection respiratoire due a des agents chimiques  des emana;0
J68X;Affections respiratoires dues a l'inhalation d'agents chimiq;0
J690;Pneumopathie due a des aliments et des vomissements;0
J691;Pneumopathie due a des huiles et des essences;0
J698;Pneumopathie due a d'autres substances solides et liquides;0
J69X;Pneumopathie due a des substances solides et liquides;0
J700;Affections pulmonaires aigues dues a une irradiation;0
J701;Affections pulmonaires chroniques et autres dues a une irrad;0
J702;Affections pulmonaires interstitielles aigues  medicamenteus;0
J703;Affections pulmonaires interstitielles chroniques  medicamen;0
J704;Affection pulmonaire interstitielle  medicamenteuse  sans pr;0
J708;Affections respiratoires dues a d'autres agents externes pre;0
J709;Affection respiratoire due a un agent externe  sans precisio;0
J70X;Affections respiratoires dues a d'autres agents externes;0
J80X;Syndrome de detresse respiratoire de l'adulte;0
J81X;Oedeme pulmonaire;0
J82X;Eosinophilie pulmonaire  non classee ailleurs;0
J840;Pneumopathies alveolaires et parieto-alveolaires;0
J841;Autres affections pulmonaires interstitielles avec fibrose;0
C601;Tumeur maligne du gland;0
C602;Tumeur maligne du corps de la verge;0
C608;Tumeur maligne a localisations contigues de la verge;0
C609;Tumeur maligne de la verge  sans precision;0
C60X;Tumeur maligne de la verge;0
C61X;Tumeur maligne de la prostate;0
C620;Tumeur maligne du testicule ectopique;0
C621;Tumeur maligne du testicule descendu;0
C629;Tumeur maligne d'un testicule  sans precision;0
C62X;Tumeur maligne du testicule;0
C630;Tumeur maligne de l'epididyme;0
C631;Tumeur maligne du cordon spermatique;0
C632;Tumeur maligne du scrotum;0
C637;Tumeur maligne d'autres organes genitaux de l'homme precises;0
C638;Tumeur maligne a localisations contigues des organes genitau;0
C639;Tumeur maligne d'un organe genital de l'homme  sans precisio;0
C63X;Tumeur maligne des organes genitaux de l'homme  autres et no;0
C64X;Tumeur maligne du rein  a l'exception du bassinet;0
C65X;Tumeur maligne du bassinet;0
C66X;Tumeur maligne de l'uretere;0
C670;Tumeur maligne du trigone de la vessie;0
C671;Tumeur maligne du dome de la vessie;0
C672;Tumeur maligne de la paroi laterale de la vessie;0
C673;Tumeur maligne de la paroi anterieure de la vessie;0
C674;Tumeur maligne de la paroi posterieure de la vessie;0
C675;Tumeur maligne du col vesical;0
C676;Tumeur maligne de l'orifice ureteral;0
C677;Tumeur maligne de l'ouraque;0
C678;Tumeur maligne a localisations contigues de la vessie;0
C679;Tumeur maligne de la vessie  sans precision;0
C67X;Tumeur maligne de la vessie;0
C67Y;Tumeur primitive de la vessie;0
C680;Tumeur maligne de l'uretre;0
C681;Tumeur maligne de la glande uretrale;0
C688;Tumeur maligne a localisations contigues des organes urinair;0
C689;Tumeur maligne d'un organe urinaire  sans precision;0
C68X;Tumeur maligne des organes urinaires  autres et non precises;0
C690;Tumeur maligne de la conjonctive;0
C691;Tumeur maligne de la cornee;0
C692;Tumeur maligne de la retine;0
C693;Tumeur maligne de la choroide;0
C694;Tumeur maligne du corps ciliaire;0
C695;Tumeur maligne de la glande lacrymale et du canal lacrymal;0
C696;Tumeur maligne de l'orbite;0
C698;Tumeur maligne a localisations contigues de l'oeil et de ses;0
C699;Tumeur maligne de l'oeil  sans precision;0
C69X;Tumeur maligne de l'oeil et de ses annexes;0
C700;Tumeur maligne des meninges cerebrales;0
C701;Tumeur maligne des meninges rachidiennes;0
C709;Tumeur maligne des meninges  sans precision;0
C70X;Tumeur maligne des meninges;0
C710;Tumeur maligne du cerveau  sauf lobes et ventricules;0
C711;Tumeur maligne du lobe frontal;0
C712;Tumeur maligne du lobe temporal;0
C713;Tumeur maligne du lobe parietal;0
C714;Tumeur maligne du lobe occipital;0
C715;Tumeur maligne d'un ventricule cerebral;0
C716;Tumeur maligne du cervelet;0
C717;Tumeur maligne du tronc cerebral;0
C718;Tumeur maligne a localisations contigues du cerveau;0
C719;Tumeur maligne du cerveau  sans precision;0
C71X;Tumeur maligne du cerveau;0
C720;Tumeur maligne de la moelle epiniere;0
C721;Tumeur maligne de la queue de cheval;0
E798;Autres anomalies du metabolisme de la purine et de la pyrimi;0
E799;Anomalie du metabolisme de la purine et de la pyrimidine  sa;0
E79X;Anomalies du metabolisme de la purine et de la pyrimidine;0
E800;Porphyrie erythropoietique hereditaire;0
E801;Porphyrie cutanee tardive;0
E802;Autres porphyries;0
E803;Deficit en catalase et en peroxydase;0
E804;Syndrome de Gilbert;0
E805;Maladie de Crigler et Najjar;0
E806;Autres anomalies du metabolisme de la bilirubine;0
E807;Anomalie du metabolisme de la bilirubine  sans precision;0
E80X;Anomalies du metabolisme de la porphyrine et de la bilirubin;0
E830;Anomalies du metabolisme du cuivre;0
E831;Anomalies du metabolisme du fer;0
E832;Anomalies du metabolisme du zinc;0
E833;Anomalies du metabolisme du phosphore;0
E834;Anomalies du metabolisme du magnesium;0
E835;Anomalies du metabolisme du calcium;0
E838;Autres anomalies du metabolisme des mineraux;0
E839;Anomalie du metabolisme des mineraux  sans precision;0
E83X;Anomalies du metabolisme des mineraux;0
E840;Fibrose kystique avec manifestations pulmonaires;0
E841;Fibrose kystique avec manifestations intestinales;0
E848;Fibrose kystique avec autres manifestations;0
E849;Fibrose kystique  sans precision;0
E84X;Fibrose kystique;0
E850;Amylose heredofamiliale non neuropathique;0
E851;Amylose heredofamiliale neuropathique;0
E852;Amylose heredofamiliale  sans precision;0
E853;Amylose generalisee secondaire;0
E854;Amylose limitee a un ou plusieurs organe(s);0
E858;Autres amyloses;0
E859;Amylose  sans precision;0
E85X;Amylose;0
E86X;Hypovolemie;0
E870;Hyperosmolarite et hypernatremie;0
E871;Hypo-osmolarite et hyponatremie;0
E872;Acidose;0
E873;Alcalose;0
E874;Anomalie mixte de l'equilibre acido-basique;0
E875;Hyperkaliemie;0
E876;Hypokaliemie;0
E877;Surcharge liquidienne;0
E878;Autres desequilibres hydro-electrolytiques  non classes aill;0
E87X;Autres desequilibres hydro-electrolytiques et acido-basiques;0
E880;Anomalies du metabolisme des proteines plasmatiques  non cla;0
E881;Lipodystrophie  non classee ailleurs;0
E882;Lipomatose  non classee ailleurs;0
E888;Autres anomalies metaboliques precisees;0
E889;Anomalie metabolique  sans precision;0
E88X;Autres anomalies metaboliques;0
E890;Hypothyroidie apres un acte a visee diagnostique et therapeu;0
E891;Hypoinsulinemie apres un acte a visee diagnostique et therap;0
E892;Hypoparathyroidie apres un acte a visee diagnostique et ther;0
E893;Hypopituitarisme apres un acte a visee diagnostique et thera;0
E894;Insuffisance ovarienne apres un acte a visee diagnostique et;0
E895;Hypofonctionnement testiculaire apres un acte a visee diagno;0
E896;Hypofonctionnement corticosurrenal (de la medullaire) apres;0
E898;Autres anomalies endocriniennes et metaboliques apres un act;0
E899;Anomalie endocrinienne et metabolique apres un acte a visee;0
E89X;Anomalies endocriniennes et metaboliques apres un acte a vis;0
E90X;Anomalies nutritionnelles et metaboliques au cours de maladi;0
F000;Demence de la maladie d'Alzheimer  a debut precoce (G30.0);0
F001;Demence de la maladie d'Alzheimer  a debut tardif (G30.1);0
H190;Sclerite et episclerite au cours de maladies classees ailleu;0
H191;Keratite et keratoconjonctivite dues au virus de l'herpes (B;0
H192;Keratite et keratoconjonctivite au cours d'autres maladies i;0
H193;Keratite et keratoconjonctivite au cours d'autres maladies c;0
H198;Autres affections de la sclerotique et de la cornee au cours;0
H19X;Affections de la slerotique et de la cornee au cours de mala;0
H200;Iridocyclite aigue et subaigue;0
H201;Iridocyclite chronique;0
H202;Iridocyclite due aux lentilles de contact;0
H208;Autres iridocyclites;0
H209;Iridocyclite  sans precision;0
H20X;Iridocyclite;0
H210;Hyphema;0
H211;Autres affections vasculaires de l'iris et du corps ciliaire;0
H212;Affections degeneratives de l'iris et du corps ciliaire;0
H213;Kystes de l'iris  du corps ciliaire et de la chambre anterie;0
H214;Membranes pupillaires;0
H215;Autres adherences et perturbations de l'iris et du corps cil;0
H218;Autres affections precisees de l'iris et du corps ciliaire;0
H219;Affection de l'iris et du corps ciliaire  sans precision;0
H21X;Autres affections de l'iris et du corps ciliaire;0
H220;Iridocyclite au cours de maladies infectieuses et parasitair;0
H221;Iridocyclite au cours d'autres maladies classees ailleurs;0
H228;Autres affections de l'iris et du corps ciliaire au cours de;0
H22X;Affections de l'iris et du corps ciliaire au cours de maladi;0
H250;Cataracte incipiente senile;0
H251;Cataracte senile nucleaire;0
H252;Cataracte senile  de type Morgagni;0
H258;Autres cataractes seniles;0
H259;Cataracte senile  sans precision;0
H25X;Cataracte senile;0
H260;Cataracte infantile  juvenile et presenile;0
H261;Cataracte traumatique;0
H262;Cataracte compliquee;0
H263;Cataracte medicamenteuse;0
H264;Sequelles de cataracte;0
H268;Autres cataractes precisees;0
H269;Cataracte  sans precision;0
H26X;Autres cataractes;0
H270;Aphakie;0
H271;Luxation du cristallin;0
H278;Autres affections precisees du cristallin;0
H279;Affection du cristallin  sans precision;0
H27X;Autres affections du cristallin;0
H280;Cataracte diabetique (E10-E14 avec le quatrieme chiffre .3);0
H281;Cataracte au cours d'autres maladies endocriniennes  nutriti;0
H282;Cataracte au cours d'autres maladies classees ailleurs;0
H288;Autres affections du cristallin au cours de maladies classee;0
H28X;Cataracte et autres affections du cristallin au cours de mal;0
H300;Chorioretinite en foyer;0
H301;Chorioretinite disseminee;0
H302;Cyclite posterieure;0
H308;Autres chorioretinites;0
H309;Chorioretinite  sans precision;0
H30X;Chorioretinite;0
H310;Cicatrices chorioretiniennes;0
H311;Degenerescence choroidienne;0
H312;Dystrophie hereditaire de la choroide;0
H313;Hemorragie et rupture de la choroide;0
H314;Decollement de la choroide;0
H318;Autres affections precisees de la choroide;0
H319;Affection de la choroide  sans precision;0
H31X;Autres affections de la choroide;0
H320;Affections chorioretiniennes au cours de maladies infectieus;0
J848;Autres affections pulmonaires interstitielles precisees;0
J849;Affection pulmonaire interstitielle  sans precision;0
J84X;Autres affections pulmonaires interstitielles;0
J850;Gangrene et necrose du poumon;0
J851;Abces du poumon avec pneumopathie;0
J852;Abces du poumon (sans pneumopathie);0
J853;Abces du mediastin;0
J85X;Abces du poumon et du mediastin;0
J860;Pyothorax avec fistule;0
J869;Pyothorax sans fistule;0
J86X;Pyothorax;0
J90X;Epanchement pleural  non classe ailleurs;0
J91X;Epanchement pleural au cours de maladies classees ailleurs;0
J920;Plaque pleurale avec asbestose;0
J929;Plaque pleurale (sans asbestose);0
J92X;Plaque pleurale;0
