BIO_PRS_IDE;BIO_INF_LIB;BIO_CRE_DAT;BIO_SUP_DAT;BIO_ARB_CHA;BIO_ARB_SC1;BIO_ARB_SC2;BIO_ARB_SC3;BIO_ARB_SC4;BIO_ARB_BAS;BIO_PHY_GRP;BIO_GRP_LIB;BIO_HIS_DTD;BIO_HIS_DTF;BIO_ENP_TOP;BIO_TUX_TOP;BIO_MAX_EXE;BIO_SPE_REG;BIO_MAX_REG;BIO_MED_REF;BIO_RES_TOP;BIO_BIO_INV;BIO_SNG_TOP;BIO_TAR_NAT;BIO_TAR_COF
4214;ARENAVIRUS : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;14.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;;;B;150.00
4215;ARENAVIRUS : ISOLEMENT SUR SOURICEAUX;01JAN1996:00:00:00;;8;0;0;0;0;15.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;;;B;250.00
4216;VIRUS DES FIEVRES HEMORRAGIQUES : CULTURES;01JAN1996:00:00:00;;8;0;0;0;0;16.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;;;B;500.00
4217;ASTROVIRUS : RECHERCHE DIRECTE PAR MIE;01JAN1996:00:00:00;;8;0;0;0;0;17.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;250.00
4218;ASTROVIRUS : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;18.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;70.00
4219;ASTROVIRUS : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;19.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;;;B;150.00
4220;CALICIVIRUS : RECHERCHE DIRECTE PAR MIE;01JAN1996:00:00:00;;8;0;0;0;0;20.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;250.00
4221;CALICIVIRUS : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;21.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;70.00
4222;CORONAVIRUS : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;22.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;40.00
4223;CORONAVIRUS : RECHERCHE DIRECTE PAR ME;01JAN1996:00:00:00;;8;0;0;0;0;23.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;200.00
4224;HERPETOVIRIDAE : RECHERCHE PAR ME(URGENCE);01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;59.000000;90;AUTRES (tous les autres codes);05AUG1997:00:00:00;01FEB2019:00:00:00;;;1;;0;1;;;;B;200.00
4225;CYTOMEGALOVIRUS  (CMV) : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;67.000000;21;INFECTIONS A CMV;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;;B;40.00
4226;CYTOMEGALOVIRUS  (CMV) : ANTIGENEMIE LEUCOCYTAIRE PAR IF;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;68.000000;21;INFECTIONS A CMV;12AUG1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;100.00
4227;CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;69.000000;21;INFECTIONS A CMV;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;1;;;B;150.00
4228;VIRUS DE L'HERPES SIMPLEX (VHS) : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;60.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;;B;40.00
4229;VIRUS DE L'HERPES SIMPLEX (VHS) : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;61.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;;B;70.00
4230;VIRUS DE L'HERPES SIMPLEX (VHS) : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;62.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;01FEB2019:00:00:00;;;1;;0;;1;;;B;130.00
4232;VIRUS DE VARICELLE ET ZONA : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;64.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;;B;40.00
4233;VIRUS DE VARICELLE ET ZONA : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;65.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;;B;70.00
4234;VIRUS DE VARICELLE ET ZONA : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;66.000000;90;AUTRES (tous les autres codes);13AUG1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;1;;;B;150.00
4235;POLIOVIRUS : CULTURES CELLULAIRES;01JAN1996:00:00:00;13JUL2017:00:00:00;8;0;0;0;0;54.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;;1;;;B;200.00
4236;VIRUS COXSACKIE A : CULTURES CELLULAIRES;01JAN1996:00:00:00;13JUL2017:00:00:00;8;0;0;0;0;56.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;;1;;;B;250.00
4237;VIRUS COXSACKIE A : ISOLEMENT SUR SOURICEAUX;01JAN1996:00:00:00;13JUL2017:00:00:00;8;0;0;0;0;57.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;;1;;;B;350.00
4238;VIRUS COXSACKIE B : CULTURES CELLULAIRES;01JAN1996:00:00:00;13JUL2017:00:00:00;8;0;0;0;0;58.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;;1;;;B;200.00
4239;ECHOVIRUS : CULTURES CELLULAIRES;01JAN1996:00:00:00;13JUL2017:00:00:00;8;0;0;0;0;55.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;13JUL2017:00:00:00;;;1;;0;;1;;;B;200.00
4240;VIRUS GRIPPAUX (A ET B) : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;25.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;1;;;;B;40.00
4241;VIRUS GRIPPAUX (A ET B) : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;26.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;0;;0;1;;;;B;40.00
4242;VIRUS GRIPPAUX (A ET B) : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;27.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;1;1;;B;150.00
4243;VIRUS PARAINFLUENZAE (I, II, III, IV) : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;28.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;40.00
4244;VIRUS PARAINFLUENZAE (I, II, III, IV) : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;29.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;70.00
4245;VIRUS PARAINFLUENZAE (I, II, III, IV) : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;30.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;1;;B;150.00
4246;VIRUS RESPIRATOIRE SYNCYTIAL (VRS) : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;31.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;40.00
4247;VIRUS RESPIRATOIRE SYNCYTIAL (VRS) : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;32.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;70.00
4248;VIRUS RESPIRATOIRE SYNCYTIAL (VRS) : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;33.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;1;;B;150.00
4250;VIRUS OURLIEN (OREILLONS) : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;34.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;40.00
4251;VIRUS OURLIEN (OREILLONS) : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;35.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;70.00
4252;VIRUS OURLIEN :(OREILLONS) : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;36.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;;;B;150.00
4253;PARVOVIRUS B 19 : RECHERCHE DANS SERUM PAR ME;01JAN1996:00:00:00;;8;0;0;0;0;37.000000;90;AUTRES (tous les autres codes);05AUG1997:00:00:00;;;;1;;0;1;;;1;B;200.00
4254;POLYOMAVIRUS : DIAGNOSTIC DIRECT PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;38.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;40.00
4255;POLYOMAVIRUS : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;39.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;;;B;150.00
4256;POXVIRUS : RECHERCHE PAR ME;01JAN1996:00:00:00;;8;0;0;0;0;40.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;200.00
4257;POXVIRUS : RECHERCHE PAR MIE;01JAN1996:00:00:00;;8;0;0;0;0;41.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;250.00
4258;VIH : CULTURES SUR LYMPHOCYTES;01JAN1996:00:00:00;;8;0;0;0;0;42.000000;18;INFECTIONS A VIH;01DEC1998:00:00:00;;;1;1;;0;1;1;;;B;1200.00
4259;VIRUS DE LA RAGE : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;44.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;40.00
4260;VIRUS DE LA RAGE : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;45.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;70.00
4261;VIRUS DE LA RAGE : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;46.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;;;B;150.00
4262;VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR IF;01JAN1996:00:00:00;;8;0;0;0;0;47.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;40.00
4263;VIRUS DE LA ROUGEOLE : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;48.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;70.00
4264;VIRUS DE LA ROUGEOLE : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;49.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;1;1;;B;150.00
4265;VIRUS DE LA RUBEOLE : CULTURES ORIENTEES ET IDENTIFICATION;01JAN1996:00:00:00;;8;0;0;0;0;50.000000;20;RUBEOLE;01JAN1996:00:00:00;;;;1;;0;;1;;;B;150.00
4266;ROTAVIRUS : RECHERCHE DIRECTE PAR AGG;01JAN1996:00:00:00;;8;0;0;0;0;51.000000;90;AUTRES (tous les autres codes);05AUG1997:00:00:00;;;;1;;0;;;;;B;20.00
4267;ROTAVIRUS : RECHERCHE DIRECTE PAR EIA;01JAN1996:00:00:00;;8;0;0;0;0;52.000000;90;AUTRES (tous les autres codes);05OCT1997:00:00:00;;;;1;;0;;;;;B;70.00
4268;ROTAVIRUS : RECHERCHE PAR ME;01JAN1996:00:00:00;;8;0;0;0;0;53.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;;B;200.00
4270;VIRUS DE L'HERPES 6 (VHH6) OU DE L'HERPES 7 (VHH7):CULTURES SUR LYMPHOCYTES;30JUL1997:00:00:00;01FEB2019:00:00:00;8;0;0;0;0;63.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;1;;1;B;600.00
4271;RETROVIRUS AUTRE QUE LE VIH : CULTURES ORIENTEES ET IDENTIFICATION;30JUL1997:00:00:00;;8;0;0;0;0;43.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;;;;1;;0;;1;;;B;1200.00
4272;RHINOVIRUS : CULTURES ORIENTEES ET IDENTIFICATION;30JUL1997:00:00:00;;8;0;0;0;0;24.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;;;;1;;0;;1;;;B;150.00
4273;DENGUE DETECTION ANTIGENE NS1 (DE J1 A J5);27AUG2010:00:00:00;;19;0;0;0;0;15.000000;90;AUTRES (tous les autres codes);09AUG2017:00:00:00;;;;1;;0;1;;;1;B;50.00
4274;DETECTION DE L'ANTIGENE DU VIRUS SARS-COV-2;16OCT2020:00:00:00;;19;0;0;0;0;57.000000;90;AUTRES (tous les autres codes);17OCT2020:00:00:00;;;1;1;;0;1;1;;;B;36.00
4301;AMIBIASE : SD DE DEPISTAGE PAR 2 TECHN.;01JAN1996:00:00:00;;7;5;0;0;0;1.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;90.00
4302;AMIBIASE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;;7;5;0;0;0;2.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;90.00
4303;AMIBIASE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;3.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;120.00
4304;ANISAKIASE : SD DE DEPISTAGE PAR 2 TECHN.;01JAN1996:00:00:00;;7;5;0;0;0;5.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;90.00
4305;ANISAKIASE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;6.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;120.00
4306;ANISAKIASE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;7;5;0;0;0;7.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;180.00
4307;ASPERGILLOSE : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;5;0;0;0;8.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;;1;B;50.00
4308;ASPERGILLOSE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;;7;5;0;0;0;9.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;90.00
4309;ASPERGILLOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;10.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;120.00
4310;ASPERGILLOSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;7;5;0;0;0;11.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;180.00
4311;ASPERGILLOSE : RECHERCHE ANTIGENES SOLUBLES;01JAN1996:00:00:00;;7;5;0;0;0;12.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
4312;CANDIDOSE : SD DE DEPISTAGE PAR 1 TECHN.;01JAN1996:00:00:00;;7;5;0;0;0;14.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
4313;CANDIDOSE SYSTEMIQUE :SD DE DEPISTAGE PAR 2 TECHNIQUES;01JAN1996:00:00:00;;7;5;0;0;0;15.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;90.00
4314;CANDIDOSE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;;7;5;0;0;0;16.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;90.00
4315;CANDIDOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;17.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;120.00
4316;CANDIDOSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;7;5;0;0;0;18.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;1;1;B;180.00
4317;CANDIDOSE : RECHERCHE ANTIGENES SOLUBLES;01JAN1996:00:00:00;;7;5;0;0;0;19.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;30.00
4318;CRYPTOCOCCOSE : ANTIGENES SOLUBLES : RECHERCHE;01JAN1996:00:00:00;;7;5;0;0;0;21.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
4319;CRYPTOCOCCOSE : ANTIGENES SOLUBLES : TITRAGE;01JAN1996:00:00:00;;7;5;0;0;0;22.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;75.00
4321;CYSTICERCOSE:SD;01JAN1996:00:00:00;;19;0;0;0;0;73.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;90.00
4322;CYSTICERCOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;58.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;120.00
4323;CYSTICERCOSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;19;0;0;0;0;74.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;1;;;1;B;180.00
4324;DISTOMATOSE:SD DE DEPISTAGE;01JAN1996:00:00:00;;19;0;0;0;0;75.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;80.00
4325;DISTOMATOSE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;60.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;90.00
4326;DISTOMATOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;61.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;120.00
4327;DISTOMATOSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;19;0;0;0;0;76.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;1;1;B;180.00
4328;ECHINOCOCCOSES (KYSTE HYDATIQUE, ...):SD PAR 2 TECHN;01JAN1996:00:00:00;;19;0;0;0;0;77.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;90.00
4329;ECHINOCOCCOSES (KYSTE HYDATIQUE, ...) : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;63.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;90.00
4330;ECHINOCOCCOSES  (KYSTE HYDATIQUE, ...) : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;64.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;120.00
4331;ECHINOCOCCOSES  (KYSTE HYDATIQUE, ...) : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;19;0;0;0;0;78.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;1;;1;1;B;180.00
4332;FILARIOSE:SD PAR 1 TECHNIQUE PARMI LES SUIVANTES: IFI - EIA - COES - IEP;01JAN1996:00:00:00;;19;0;0;0;0;82.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;80.00
4333;FILARIOSE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;65.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;90.00
4334;FILARIOSE : SD DE CONFIRMATION PAR IEP OU COES;01JAN1996:00:00:00;;19;0;0;0;0;83.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;1;1;B;120.00
4335;FILARIOSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;66.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;180.00
4336;HISTOPLASMOSE : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;5;0;0;0;24.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;50.00
4337;HISTOPLASMOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;25.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;120.00
4338;HYPODERMOSE : SD DE DEPISTAGE PAR 2 TECHN.;01JAN1996:00:00:00;;7;5;0;0;0;26.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;90.00
4339;HYPODERMOSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;27.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;1;1;B;120.00
4340;LARVA MIGRANS : TOXOCAROSE : SD DE DEPISTAGE;01JAN1996:00:00:00;;19;0;0;0;0;88.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;80.00
4341;LARVA MIGRANS : TOXOCAROSE : SD DE CONFIRMATION PAR COES;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;71.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;90.00
4342;LARVA MIGRANS : TOXOCAROSE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;72.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;120.00
4343;LARVA MIGRANS : TOXOCAROSE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;19;0;0;0;0;89.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;1;;1;1;B;180.00
4344;LEISHMANIOSE : SD DE DEPISTAGE;01JAN1996:00:00:00;;19;0;0;0;0;60.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;1;;;1;B;60.00
4345;SEROLOGIE LEISHMANIA TEST DE CONFIRMATION;01JAN1996:00:00:00;;19;0;0;0;0;61.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;1;;1;1;B;180.00
4346;LEISHMANIOSE: RECHERCHE PAR AMPLIFICATION GENIQUE;19APR2019:00:00:00;;19;0;0;0;0;62.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;;B;100.00
4347;MAL. POUMON ELEVEUR D'OISEAUX : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;5;0;0;0;28.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;;1;B;40.00
4348;MAL. POUMON ELEVEUR D'OISEAUX : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;29.000000;90;AUTRES (tous les autres codes);01DEC1998:00:00:00;;;;2;;0;;;1;1;B;120.00
4349;MAL. POUMON FERMIER : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;5;0;0;0;31.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;;1;B;40.00
4350;MAL POUMON FERMIER : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;32.000000;90;AUTRES (tous les autres codes);01DEC1998:00:00:00;;;;2;;0;;;1;1;B;120.00
4351;ALVEOLITES ALLERGIQUES EXOGENES : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;5;0;0;0;34.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;;;;1;B;40.00
4352;ALVEOLITES ALLERGIQUES EXOGENES : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;;7;5;0;0;0;35.000000;90;AUTRES (tous les autres codes);01DEC1998:00:00:00;;;;2;;0;;;1;1;B;120.00
4353;PALUDISME : SD PAR ELS;01JAN1996:00:00:00;;7;5;0;0;0;37.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;50.00
4354;PALUDISME : SD PAR IFI;01JAN1996:00:00:00;;7;5;0;0;0;38.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
4355;SCHISTOSOMIASE : SD DE DEPISTAGE;01JAN1996:00:00:00;;19;0;0;0;0;86.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;50.00
4356;SCHISTOSOMIASE : SD DE CONFIRMATION PAR IELP;01JAN1996:00:00:00;09MAY2019:00:00:00;7;5;0;0;0;68.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;09MAY2019:00:00:00;;;1;;0;;;1;1;B;120.00
4357;SCHISTOSOMIASE : SD DE CONFIRMATION PAR IE;01JAN1996:00:00:00;;19;0;0;0;0;87.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;1;1;B;180.00
