CAT_CIM_COD;CAT_CIM_LIB;TEC_COL
T18;Corps étranger dans les voies digestives;0
W87;Exposition au courant électrique, sans précision;0
W88;Exposition aux rayonnements ionisants;0
W92;Exposition à une chaleur artificielle excessive;0
X13;Contact avec de la vapeur d'eau et des vapeurs brûlantes;0
X14;Contact avec de l'air et des gaz brûlants;0
T28;Brûlure et corrosion d'autres organes internes;0
T32;Corrosions classées selon l'étendue de la surface du corps atteinte;0
A23;Brucellose;0
A26;Érysipéloïde;0
A31;Infections dues à d'autres mycobactéries;0
A35;Autres formes de tétanos;0
A71;Trachome;0
A74;Autres infections à Chlamydia;0
A75;Typhus;0
A85;Autres encéphalites virales, non classées ailleurs;0
A87;Méningite virale;0
A93;Autres fièvres virales transmises par des arthropodes, non classées ailleurs;0
B08;Autres infections virales caractérisées par des lésions cutanéo-muqueuses, non classées ailleurs;0
B15;Hépatite aiguë A;0
B17;Autres hépatites virales aiguës;0
B23;Immunodéficience humaine virale [VIH], à l'origine d'autres maladies;0
B27;Mononucléose infectieuse;0
B34;Infection virale, siège non précisé;0
B39;Histoplasmose;0
B45;Cryptococcose;0
A17;Tuberculose du système nerveux;0
A21;Tularémie;0
C88;Maladies immunoprolifératives malignes;0
B47;Mycétome;0
B48;Autres mycoses, non classées ailleurs;0
B55;Leishmaniose;0
B56;Trypanosomiase africaine;0
B57;Maladie de Chagas;0
B74;Filariose;0
C07;Tumeur maligne de la glande parotide;0
C09;Tumeur maligne de l'amygdale;0
C13;Tumeur maligne de l'hypopharynx;0
C15;Tumeur maligne de l'oesophage;0
C30;Tumeur maligne des fosses nasales et de l'oreille moyenne;0
C38;Tumeur maligne du coeur, du médiastin et de la plèvre;0
C44;Autres tumeurs malignes de la peau;0
C48;Tumeur maligne du rétropéritoine et du péritoine;0
C62;Tumeur maligne du testicule;0
C63;Tumeur maligne des organes génitaux de l'homme, autres et non précisés;0
C71;Tumeur maligne de l'encéphale;0
E06;Thyroïdite;0
E12;Diabète sucré de malnutrition;0
E16;Autres anomalies de la sécrétion pancréatique interne;0
E21;Hyperparathyroïdie et autres maladies de la glande parathyroïde;0
E46;Malnutrition protéino-énergétique, sans précision;0
E52;Carence en acide nicotinique [pellagre];0
E61;Carences en autres éléments nutritionnels;0
D37;Tumeur de la cavité buccale et des organes digestifs à évolution imprévisible ou inconnue;0
D38;Tumeur de l'oreille moyenne et des organes respiratoires et intrathoraciques à évolution imprévisible ou inconnue;0
D63;Anémie au cours de maladies chroniques classées ailleurs;0
D64;Autres anémies;0
D68;Autres anomalies de la coagulation;0
D76;Certaines maladies du tissu lymphoréticulaire et du système réticulo-histiocytaire;0
F24;Trouble délirant induit;0
F84;Troubles envahissants du développement;0
F92;Troubles mixtes des conduites et troubles émotionnels;0
E79;Anomalies du métabolisme de la purine et de la pyrimidine;0
E90;Anomalies nutritionnelles et métaboliques au cours de maladies classées ailleurs;0
F01;Démence vasculaire;0
F03;Démence, sans précision;0
V70;Occupant d'un autobus blessé dans une collision avec un piéton ou un animal;0
X30;Exposition à une chaleur naturelle excessive;0
T69;Autres effets d'une baisse de la température;0
T70;Effets de la pression atmosphérique et de la pression de l'eau;0
W89;Exposition à une source lumineuse artificielle visible et aux ultraviolets;0
W90;Exposition à d'autres rayonnements non ionisants;0
W91;Exposition aux rayonnements, sans précision;0
X16;Contact avec des appareils de chauffage, radiateurs et tuyaux brûlants;0
T31;Brûlures classées selon l'étendue de la surface du corps atteinte;0
A28;Autres anthropozoonoses bactériennes, non classées ailleurs;0
A30;Lèpre [maladie de Hansen];0
B00;Infections par le virus de l'herpès [herpes simplex];0
B07;Verrues d'origine virale;0
B09;Infection virale caractérisée par des lésions cutanéo-muqueuses, sans précision;0
B22;Immunodéficience humaine virale [VIH], à l'origine d'autres affections précisées;0
B40;Blastomycose;0
B42;Sporotrichose;0
C91;Leucémie lymphoïde;0
D04;Carcinome in situ de la peau;0
D10;Tumeur bénigne de la bouche et du larynx;0
D13;Tumeurs bénignes de parties autres et mal définies de l'appareil digestif;0
B60;Autres maladies dues à des protozoaires, non classées ailleurs;0
B65;Schistosomiase [bilharziose];0
V33;Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec une automobile ou une camionnette;0
W05;Chute d'un fauteuil roulant;0
X66;Auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits;0
X67;Auto-intoxication par d'autres gaz et émanations et exposition à ces produits;0
Z03;Mise en observation et examen médical pour suspicion de maladies;0
V35;Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un train ou un véhicule ferroviaire;0
V38;Occupant d'un véhicule à moteur à trois roues blessé dans un accident de transport, sans collision;0
W14;Chute du haut d'un arbre;0
X69;Auto-intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision;0
X70;Lésion auto-infligée par pendaison, strangulation et suffocation;0
X71;Lésion auto-infligée par noyade et submersion;0
X72;Lésion auto-infligée par décharge d'une arme de poing;0
Y66;Non-administration de soins médicaux et chirurgicaux;0
V41;Occupant d'une automobile blessé dans une collision avec un cycle;0
V42;Occupant d'une automobile blessé dans une collision avec un véhicule à moteur à deux ou trois roues;0
W23;Compression, écrasement ou blocage dans des objets ou entre des objets;0
W28;Contact avec tondeuse à gazon à moteur;0
X77;Lésion auto-infligée par exposition à la vapeur d'eau, à des gaz et objets brûlants;0
Y72;Appareils oto-rhino-laryngologiques, associés à des accidents;0
Y73;Appareils utilisés en gastro-entérologie et en urologie, associés à des accidents;0
W34;Décharge d'armes, autres et sans précision;0
X86;Agression par une substance corrosive;0
V53;Occupant d'une camionnette blessé dans une collision avec une automobile ou une camionnette;0
W42;Exposition au bruit;0
V61;Occupant d'un véhicule lourd blessé dans une collision avec un cycle;0
W54;Morsure ou coup donné par un chien;0
W56;Contact avec un animal marin;0
V66;Occupant d'un véhicule lourd blessé dans une collision avec un autre véhicule sans moteur;0
Y11;Intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée;0
S98;Amputation traumatique de la cheville et du pied;0
T01;Plaies ouvertes de plusieurs parties du corps;0
W69;Noyade et submersion dans des eaux naturelles;0
W78;Inhalation du contenu de l'estomac;0
Y14;Intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée;0
T03;Luxations, entorses et foulures de plusieurs parties du corps;0
W81;Confinement ou emprisonnement dans un environnement pauvre en oxygène;0
W83;Autres dangers pour la respiration;0
X09;Exposition à la fumée, au feu et aux flammes, sans précision;0
T51;Effet toxique de l'alcool;0
T53;Effet toxique de dérivés halogénés d'hydrocarbures aliphatiques et aromatiques;0
T15;Corps étranger dans la partie externe de l'oeil;0
T16;Corps étranger dans l'oreille;0
T19;Corps étranger dans les voies génito-urinaires;0
T21;Brûlure et corrosion du tronc;0
X15;Contact avec des appareils ménagers brûlants;0
X17;Contact avec des moteurs, des machines et des outils brûlants;0
T80;Complications consécutives à une injection thérapeutique, une perfusion et une transfusion;0
T26;Brûlure et corrosion limitées à l'oeil et ses annexes;0
T27;Brûlure et corrosion des voies respiratoires;0
T33;Gelure superficielle;0
A42;Actinomycose;0
A53;Syphilis, autres et sans précision;0
A57;Chancre mou;0
A91;Fièvre hémorragique due au virus de la dengue;0
A96;Fièvre hémorragique à arénavirus;0
A98;Autres fièvres hémorragiques virales, non classées ailleurs;0
B01;Varicelle;0
B26;Oreillons;0
B36;Autres mycoses superficielles;0
B43;Chromomycose (chromoblastomycose) et abcès phaeohyphomycosique;0
A01;Fièvres typhoïde et paratyphoïde;0
A07;Autres maladies intestinales à protozoaires;0
C80;Tumeur maligne de siège non précisé;0
C81;Lymphome de Hodgkin;0
C95;Leucémie à cellules non précisées;0
D05;Carcinome in situ du sein;0
D09;Carcinome in situ de sièges autres et non précisés;0
D15;Tumeur bénigne des organes intrathoraciques, autres et non précisés;0
D16;Tumeur bénigne des os et du cartilage articulaire;0
D20;Tumeur bénigne des tissus mous du rétropéritoine et du péritoine;0
B52;Paludisme à Plasmodium malariae;0
B66;Autres infections par douves [distomatoses];0
B86;Gale;0
B89;Parasitose, sans précision;0
B91;Séquelles de poliomyélite;0
B98;Autres agents infectieux précisés, cause de maladies classées dans d'autres chapitres;0
B99;Maladies infectieuses, autres et non précisées;0
C11;Tumeur maligne du rhinopharynx;0
C18;Tumeur maligne du côlon;0
C34;Tumeur maligne des bronches et du poumon;0
C39;Tumeur maligne de l'appareil respiratoire et des organes intrathoraciques, de sièges autres et mal définis;0
C47;Tumeur maligne des nerfs périphériques et du système nerveux autonome;0
C54;Tumeur maligne du corps de l'utérus;0
C56;Tumeur maligne de l'ovaire;0
C58;Tumeur maligne du placenta;0
C65;Tumeur maligne du bassinet;0
C66;Tumeur maligne de l'uretère;0
C69;Tumeur maligne de l'oeil et de ses annexes;0
E04;Autres goitres non toxiques;0
E07;Autres affections de la thyroïde;0
E11;Diabète sucré de type 2;0
E14;Diabète sucré, sans précision;0
E29;Dysfonction testiculaire;0
E30;Anomalies de la puberté, non classées ailleurs;0
E32;Maladies du thymus;0
E34;Autres troubles endocriniens;0
E68;Séquelles d'excès d'apport;0
D25;Léiomyome de l'utérus;0
D31;Tumeur bénigne de l'oeil et de ses annexes;0
D41;Tumeur des organes urinaires à évolution imprévisible ou inconnue;0
D44;Tumeur des glandes endocrines à évolution imprévisible ou inconnue;0
D52;Anémie par carence en acide folique;0
D59;Anémie hémolytique acquise;0
D61;Autres aplasies médullaires;0
D65;Coagulation intravasculaire disséminée [syndrome de défibrination];0
D70;Agranulocytose;0
F66;Problèmes psychologiques et comportementaux associés au développement sexuel et à son orientation;0
F79;Retard mental, sans précision;0
F94;Troubles du fonctionnement social apparaissant spécifiquement durant l'enfance et l'adolescence;0
E73;Intolérance au lactose;0
E85;Amylose;0
E86;Hypovolémie;0
F00;Démence de la maladie d'Alzheimer (G30.-);0
F05;Delirium, non induit par l'alccol et d'autres substances psycho-actives;0
F09;Trouble mental organique ou symptomatique, sans précision;0
F10;Troubles mentaux et du comportement liés à l'utilisation d'alcool;0
F16;Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes;0
H13;Affections de la conjonctive au cours de maladies classées ailleurs;0
H21;Autres affections de l'iris et du corps ciliaire;0
H22;Affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs;0
H36;Affections rétiniennes au cours de maladies classées ailleurs;0
H40;Glaucome;0
H44;Affections du globe oculaire;0
H53;Troubles de la vision;0
H61;Autres affections de l'oreille externe;0
H67;Otite moyenne au cours de maladies classées ailleurs;0
I06;Maladies rhumatismales de la valvule aortique;0
I12;Néphropathie hypertensive;0
I13;Cardionéphropathie hypertensive;0
G08;Phlébite et thrombophlébite intracrâniennes et intrarachidiennes;0
G12;Amyotrophie spinale et syndromes apparentés;0
G13;Affections dégénératives systémiques affectant principalement le système nerveux central au cours d'affections classées ailleurs;0
G21;Syndrome parkinsonien secondaire;0
G30;Maladie d'Alzheimer;0
G32;Autres affections dégénératives du système nerveux au cours d'affections classées ailleurs;0
G92;Encéphalopathie toxique;0
J41;Bronchite chronique simple et mucopurulente;0
J43;Emphysème;0
K04;Maladies de la pulpe et des tissus périapicaux;0
K06;Autres affections de la gencive et de la crête alvéolaire édentée;0
K10;Autres maladies des mâchoires;0
K12;Stomatites et affections apparentées;0
K13;Autres maladies des lèvres et de la muqueuse buccale;0
I20;Angine de poitrine;0
I26;Embolie pulmonaire;0
I28;Autres maladies des vaisseaux pulmonaires;0
I33;Endocardite aiguë et subaiguë;0
I34;Atteintes non rhumatismales de la valvule mitrale;0
I42;Myocardiopathie;0
I49;Autres arythmies cardiaques;0
I51;Complications de cardiopathies et maladies cardiaques mal définies;0
I62;Autres hémorragies intracrâniennes non traumatiques;0
I66;Occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral;0
I68;Troubles cérébrovasculaires au cours de maladies classées ailleurs;0
I77;Autres atteintes des artères et artérioles;0
J00;Rhinopharyngite (aiguë) [rhume banal];0
K93;Atteintes d'autres organes de l'appareil digestif au cours de maladies classées ailleurs;0
L05;Sinus pilonidal;0
L51;Érythème polymorphe;0
L53;Autres formes d'érythème;0
L57;Modifications de la peau dues à une exposition chronique aux rayonnements non ionisants;0
L62;Maladies des ongles au cours de maladies classées ailleurs;0
L75;Affections des glandes sudoripares apocrines;0
L85;Autres épaississements de l'épiderme;0
K14;Maladies de la langue;0
K21;Reflux gastro-oesophagien;0
K25;Ulcère de l'estomac;0
K28;Ulcère gastro-jéjunal;0
K45;Autres hernies abdominales;0
K50;Maladie de Crohn [entérite régionale];0
K64;Hémorroïdes et thrombose veineuse périanale;0
K66;Autres maladies du péritoine;0
K70;Maladie alcoolique du foie;0
M33;Dermatopolymyosite;0
M42;Ostéochondrite vertébrale;0
M22;Lésion de la rotule;0
M50;Atteintes des disques cervicaux;0
M54;Dorsalgies;0
M82;Ostéoporose au cours de maladies classées ailleurs;0
M70;Affections des tissus mous par sollicitation excessive de l'articulation;0
M75;Lésions de l'épaule;0
M92;Autres ostéochondrites juvéniles;0
M85;Autres anomalies de la densité et de la structure osseuses;0
M87;Ostéonécrose;0
N91;Aménorrhée, oligoménorrhée et hypoménorrhée;0
N94;Douleurs et autres affections des organes génitaux de la femme et du cycle menstruel;0
O04;Avortement médical;0
O06;Avortement, sans précision;0
O10;Hypertension préexistante compliquant la grossesse, l'accouchement et la puerpéralité;0
O14;Prééclampsie;0
O15;Éclampsie;0
O44;Placenta praevia;0
O46;Hémorragie précédant l'accouchement, non classée ailleurs;0
N12;Néphrite tubulo-interstitielle, (non précisée comme aiguë ou chronique);0
N21;Calcul des voies urinaires inférieures;0
N27;Petit rein de cause inconnue;0
N40;Hyperplasie de la prostate;0
P83;Autres affections des téguments spécifiques du foetus et du nouveau-né;0
P93;Réactions et intoxications médicamenteuses du foetus et du nouveau-né;0
Q00;Anencéphalie et malformations similaires;0
Q01;Encéphalocèle;0
Q03;Hydrocéphalie congénitale;0
Q13;Malformations congénitales de la chambre antérieure de l'oeil;0
Q15;Autres malformations congénitales de l'oeil;0
Q16;Malformations congénitales de l'oreille avec atteinte de l'audition;0
Q24;Autres malformations congénitales cardiaques;0
Q31;Malformations congénitales du larynx;0
O90;Complications puerpérales, non classées ailleurs;0
O94;Séquelles de complications de la grossesse, de l'accouchement et de la puerpéralité;0
P52;Hémorragie intracrânienne non traumatique du foetus et du nouveau-né;0
P54;Autres hémorragies néonatales;0
P61;Autres affections hématologiques de la période périnatale;0
P74;Autres anomalies électrolytiques et métaboliques transitoires du nouveau-né;0
P75;Iléus méconial dans la fibrose kystique (E84.1?);0
Q97;Autres anomalies des chromosomes sexuels, phénotype féminin, non classées ailleurs;0
R02;Gangrène, non classée ailleurs;0
R05;Toux;0
R12;Pyrosis;0
R55;Syncope et collapsus (sauf choc);0
R56;Convulsions, non classées ailleurs;0
R62;Retard du développement physiologique;0
R69;Causes inconnues et non précisées de morbidité;0
R72;Anomalies des globules blancs, non classées ailleurs;0
R76;Autres anomalies de résultats immunologiques sériques;0
R83;Résultats anormaux de l'examen du liquide céphalo-rachidien;0
R87;Résultats anormaux de prélèvements effectués sur les organes génitaux de la femme;0
R94;Résultats anormaux d'explorations fonctionnelles;0
R96;Autre mort subite de cause inconnue;0
R98;Décès sans témoin;0
Q67;Anomalies morphologiques congénitales de la tête, de la face, du rachis et du thorax;0
Q73;Raccourcissement (congénital) d'un membre non précisé;0
Q93;Monosomies et délétions des autosomes, non classées ailleurs;0
S58;Amputation traumatique de l'avant-bras;0
S72;Fracture du fémur;0
S01;Plaie ouverte de la tête;0
S15;Lésion traumatique des vaisseaux sanguins au niveau du cou;0
S21;Plaie ouverte du thorax;0
S24;Lésion traumatique des nerfs et de la moelle épinière au niveau du thorax;0
S37;Lésion traumatique des organes pelviens et urinaires;0
S40;Lésion traumatique superficielle de l'épaule et du bras;0
S49;Lésions traumatiques de l'épaule et du bras, autres et sans précision;0
Z81;Antécédents familiaux de troubles mentaux et du comportement;0
Z82;Antécédents familiaux de certaines incapacités et maladies chroniques conduisant à l'invalidité;0
Z86;Antécédents personnels de certaines autres maladies;0
Z90;Absence acquise d'organes, non classée ailleurs;0
Z93;Présence de stomies;0
Z65;Difficultés liées à d'autres situations psychosociales;0
Z75;Difficultés liées aux installations médicales et autres soins de santé;0
T39;Intoxication par analgésiques non opioïdes, antipyrétiques et antirhumatisants;0
X25;Contact avec d'autres arthropodes venimeux;0
T84;Complications de prothèses, implants et greffes orthopédiques internes;0
V73;Occupant d'un autobus blessé dans une collision avec une automobile ou une camionnette;0
X33;Foudre;0
X35;Éruption volcanique;0
V74;Occupant d'un autobus blessé dans une collision avec un véhicule lourd ou un autobus;0
V75;Occupant d'un autobus blessé dans une collision avec un train ou un véhicule ferroviaire;0
V78;Occupant d'un autobus blessé dans un accident de transport, sans collision;0
X38;Inondation;0
Y26;Exposition à la fumée, au feu et aux flammes, intention non déterminée;0
V02;Piéton blessé dans une collision avec un véhicule à moteur à deux ou trois roues;0
V09;Piéton blessé dans des accidents de transport, autres et sans précision;0
V83;Occupant d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de transport;0
Y33;Autres événements précisés, intention non déterminée;0
Y36;Faits de guerre;0
X54;Privation d'eau;0
V23;Motocycliste blessé dans une collision avec une automobile ou une camionnette;0
V96;Accident d'aéronef sans moteur dans lequel un occupant est blessé;0
W00;Chute de plain-pied due à la glace et la neige;0
W02;Chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes;0
W06;Chute d'un lit;0
X68;Auto-intoxication par des pesticides et exposition à ces produits;0
Z12;Examen spécial de dépistage des tumeurs;0
V37;Occupant d'un véhicule à moteur à trois roues blessé dans une collision avec un objet fixe ou stationnaire;0
W19;Chute, sans précision;0
W20;Heurt causé par le lancement ou la chute d'un objet;0
X75;Lésion auto-infligée par utilisation de matériel explosif;0
Y64;Substances médicales ou biologiques contaminées;0
V40;Occupant d'une automobile blessé dans une collision avec un piéton ou un animal;0
W21;Heurt contre ou par du matériel de sport;0
X78;Lésion auto-infligée par utilisation d'objet tranchant;0
X80;Lésion auto-infligée par saut dans le vide;0
Y78;Appareils utilisés en radiologie, associés à des accidents;0
Y80;Appareils de médecine physique, associés à des accidents;0
V48;Occupant d'une automobile blessé dans un accident de transport, sans collision;0
W32;Décharge d'arme de poing;0
W35;Explosion et éclatement d'une chaudière;0
Z22;Sujet porteur de germes responsables d'une maladie infectieuse;0
Z23;Nécessité d'une vaccination contre une seule maladie bactérienne;0
Z28;Vaccination non faite;0
Z30;Prise en charge d'une contraception;0
X93;Agression par arme de poing;0
W52;Écrasement, poussée ou piétinement par une foule humaine;0
Y00;Agression par objet contondant;0
W58;Morsure ou coup donné par un crocodile ou un alligator;0
W66;Noyade et submersion consécutives à une chute dans une baignoire;0
W68;Noyade et submersion consécutives à une chute dans une piscine;0
Y09;Agression par un moyen non précisé;0
Y10;Intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée;0
Z38;Enfants nés vivants, selon le lieu de naissance;0
S94;Lésion traumatique des nerfs au niveau de la cheville et du pied;0
S99;Lésions traumatiques de la cheville et du pied, autres et sans précision;0
W73;Autres formes de noyade et submersion précisées;0
W74;Noyade et submersion, sans précision;0
W75;Suffocation et strangulation accidentelles dans un lit;0
T50;Intoxication par diurétiques et médicaments et substances biologiques, autres et sans précision;0
W79;Inhalation et ingestion d'aliments provoquant une obstruction des voies respiratoires;0
T58;Effet toxique du monoxyde de carbone;0
T60;Effet toxique de pesticides;0
T64;Effet toxique de l'aflatoxine et d'autres mycotoxines contaminant des aliments;0
T67;Effets de la chaleur et de la lumière;0
T12;Fracture d'un membre inférieur, niveau non précisé;0
T20;Brûlure et corrosion de la tête et du cou;0
W94;Exposition à une dépression et une hyperpression et à des changements de pression barométriques;0
T97;Séquelles d'effets toxiques de substances d'origine essentiellement non médicinale;0
U06;Usage urgent de U06;0
U80;Agents résistant à la pénicilline et apparentés;0
