CAM_PRS_IDE_COD;CAM_PRS_IDE_LIB
QAJA005;Parage et/ou suture de plaie superficielle de la peau de la face de 3 cm à 10 cm de grand axe
QAJA002;Parage et/ou suture de plaie superficielle de la peau de la face de plus de 10 cm de grand axe
QZJA016;Parage et/ou suture de plaie profonde de la peau et des tissus mous de moins de 3 cm de grand axe, en dehors de la face et de la main
QZJA012;Parage et/ou suture de plaie profonde de la peau et des tissus mous de 3 cm à 10 cm de grand axe, en dehors de la face et de la main
QZJA001;Parage et/ou suture de plaie profonde de la peau et des tissus mous de plus de 10 cm de grand axe, en dehors de la face et de la main
QAJA004;Parage et/ou suture de plaie profonde de la peau et des tissus mous de la face de moins de 3 cm de grand axe
QAJA006;Parage et/ou suture de plaie profonde de la peau et des tissus mous de la face de 3 cm à 10 cm de grand axe
QAJA012;Parage et/ou suture de plaie profonde de la peau et des tissus mous de la face de plus de 10 cm de grand axe
QAJA009;Parage initial d'un délabrement des tissus mous de la face
QCJA001;Parage et/ou suture de plaie profonde de la peau et des tissus mous de la main
QZJA013;Parage secondaire de lésion traumatique ou infectieuse de la peau et des tissus mous, sous anesthésie générale ou locorégionale
QZGA004;Ablation d'un corps étranger superficiel de la peau, en dehors du visage et des mains
QAGA003;Ablation d'un corps étranger superficiel de la peau du visage ou des mains
QZGA007;Ablation de plusieurs corps étrangers superficiels de la peau, en dehors du visage et des mains
QAGA002;Ablation de plusieurs corps étrangers superficiels de la peau du visage et/ou des mains
QZGA003;Ablation d'un corps étranger profond des tissus mous, en dehors du visage et des mains
QAGA004;Ablation d'un corps étranger profond des tissus mous du visage ou des mains
QZGA006;Ablation de plusieurs corps étrangers profonds de la peau et des tissus mous, en dehors du visage et des mains
QAGA001;Ablation de plusieurs corps étrangers profonds de la peau et des tissus mous du visage et/ou des mains
QZJP001;Séance de détersion mécanique d'ulcération trophique de la peau et des tissus mous sur moins de 30 cm², sous anesthésie générale ou locorégionale
QZJP003;Séance de détersion mécanique d'ulcération trophique de la peau et des tissus mous sur 30 cm² à 200 cm², sous anesthésie générale ou locorégionale
QZJP002;Séance de détersion mécanique d'ulcération trophique de la peau et des tissus mous sur plus de 200 cm², sous anesthésie générale ou locorégionale
QZNP006;Dermabrasion en dehors du visage
QANP006;Dermabrasion du visage sur moins de 5 cm²
QANP008;Dermabrasion du visage sur 5 cm² à 20 cm²
QANP009;Dermabrasion du visage entier
QZNP013;Séance de destruction de 1 à 5 lésions cutanées superficielles, par électrocoagulation
QZNP025;Séance de destruction de 6 lésions cutanées superficielles ou plus, par électrocoagulation
QZNP004;Séance de destruction de 1 à 10 lésions cutanées superficielles par agent chimique ou par cryothérapie de contact, en dehors du visage
QZNP012;Séance de destruction de 11 à 50 lésions cutanées superficielles par agent chimique ou par cryothérapie de contact, en dehors du visage
QZNP005;Séance de destruction de 51 lésions cutanées superficielles ou plus, par agent chimique ou par cryothérapie de contact, en dehors du visage
QANP007;Séance de destruction de 1 à 10 lésions cutanées superficielles du visage, par agent chimique ou par cryothérapie de contact
QANP005;Séance de destruction de 11 lésions cutanées superficielles du visage ou plus, par agent chimique ou par cryothérapie de contact
QZNP022;Destruction d'une lésion cutanée, par cryode de contact [cryochirurgie]
QZNP014;Destruction de plusieurs lésions cutanées, par cryode de contact [cryochirurgie]
QZNP026;Destruction de moins de 10 lésions cutanées, avec laser CO2 continu
QZNP018;Destruction de 10 lésions cutanées ou plus, avec laser CO2 continu
QCNP003;Destruction d'une verrue palmaire, plantaire ou périunguéale, avec laser CO2 continu
QCNP002;Destruction de 2 à 5 verrues palmaires, plantaires et/ou périunguéales, avec laser CO2 continu
QCNP001;Destruction de 6 verrues palmaires, plantaires et/ou périunguéales ou plus, avec laser CO2 continu
QZNP020;Destruction de lésion cutanée sur moins de 5 cm², avec laser CO2 impulsionnel ou scanérisé, ou avec laser erbium Yag
QZNP003;Destruction de lésion cutanée sur 5 cm² à 20 cm², avec laser CO2 impulsionnel ou scanérisé, ou avec laser erbium Yag
QZNP011;Destruction de lésion cutanée sur 20 cm² à 100 cm², avec laser CO2 impulsionnel ou scanérisé, ou avec laser erbium Yag
QZNP007;Destruction de lésion cutanée sur plus de 100 cm², avec laser CO2 impulsionnel
QANP001;Abrasion du visage entier, avec laser CO2 impulsionnel ou scanérisé, ou avec laser erbium Yag
QZNP001;Séance de destruction de lésion cutanée sur moins de 30 cm², avec laser vasculaire ou avec lampe flash
QZNP024;Séance de destruction de lésion cutanée sur 30 cm² à 60 cm², avec laser vasculaire ou avec lampe flash
QZNP021;Séance de destruction de lésion cutanée sur 60 cm² à 100 cm², avec laser vasculaire ou avec lampe flash
QZNP002;Séance de destruction de lésion cutanée sur 100 cm² à 200 cm², avec laser vasculaire ou avec lampe flash
QZNP019;Séance de destruction de lésion cutanée sur 200 cm² à 350 cm², avec laser vasculaire ou avec lampe flash
QZNP009;Séance de destruction de lésion cutanée sur 350 cm² à 500 cm², avec laser vasculaire ou avec lampe flash
QZNP015;Séance de destruction de lésion cutanée sur 500 cm² à 700 cm², avec laser vasculaire ou avec lampe flash
QZNP017;Séance de destruction de lésion cutanée sur plus de 700 cm², avec laser vasculaire ou avec lampe flash
QZNP023;Séance de destruction de lésion cutanée pigmentaire sur moins de 30 cm², avec laser cristal commuté [Q switched] ou avec lampe flash
QZNP016;Séance de destruction de lésion cutanée pigmentaire sur 30 cm² à 60 cm², avec laser cristal commuté [Q switched] ou avec lampe flash
QZNP008;Séance de destruction de lésion cutanée pigmentaire sur 60 cm² à 100 cm², avec laser cristal commuté [Q switched] ou avec lampe flash
QZNP010;Séance de destruction de lésion cutanée pigmentaire sur plus de 100 cm², avec laser cristal commuté [Q switched] ou avec lampe flash
QANP003;Exfoliation épidermique [Peeling] du visage entier, par agent chimique
QANP002;Exfoliation dermoépidermique moyenne du visage entier, par agent chimique
QANP004;Exfoliation dermoépidermique profonde du visage entier, par agent chimique
QZNP086;Destruction de lésion cutanée par photothérapie dynamique après application topique de produit photosensibilisant, sur moins de 10 cm²
QZNP259;Destruction de lésion cutanée par photothérapie dynamique après application topique de produit photosensibilisant, sur 10 cm² ou plus
QZFA028;Exérèse tangentielle de 1 à 5 lésions cutanées
QZFA021;Exérèse tangentielle de 6 lésions cutanées ou plus
QZFA010;Exérèse tangentielle de 1 à 20 molluscum contagiosum
QZFA015;Exérèse tangentielle de 21 molluscum contagiosum ou plus
QZFA013;Exérèse de 1 à 5 lésions cutanées, par curetage
QZFA022;Exérèse de 6 lésions cutanées ou plus, par curetage
QZFA036;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de moins de 5 cm²
QZFA031;Exérèse de lésion superficielle de la peau par excision de 2 à 5 zones cutanées de moins de 5 cm²
QZFA003;Exérèse de lésion superficielle de la peau par excision de 6 zones cutanées ou plus de moins de 5 cm²
QZFA004;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 5 cm² à 10 cm²
QZFA011;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 10 cm² à 50 cm²
QZFA035;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 50 cm² à 200 cm²
QZFA030;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de plus de 200 cm²
QZFA008;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de moins de 5 cm², par technique chimiochirurgicale [technique de Mohs]
QZFA033;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de 5 cm² à 10 cm², par technique chimiochirurgicale [technique de Mohs]
QZFA026;Exérèse de lésion superficielle de la peau par excision d'une zone cutanée de plus de 10 cm², par technique chimiochirurgicale [technique de Mohs]
QZFA002;Exérèse d'une lésion souscutanée susfasciale de moins de 3 cm de grand axe
QZFA001;Exérèse de 2 à 5 lésions souscutanées susfasciales de moins de 3 cm de grand axe
QZFA005;Exérèse de 6 lésions souscutanées susfasciales ou plus de moins de 3 cm de grand axe
QZFA007;Exérèse de lésion souscutanée susfasciale de 3 cm à 10 cm de grand axe
QZFA024;Exérèse de lésion souscutanée susfasciale de plus de 10 cm de grand axe
PDFA001;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous, sans dissection d'un gros tronc vasculaire ou nerveux
PDFA002;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous, avec dissection de gros tronc vasculaire et/ou nerveux
PDFA003;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la racine d'un membre, du pli du coude ou du creux poplité
MJFA008;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la paume de la main
NJFA002;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la plante du pied
LCFA011;Exérèse d'une lipomatose cervicale [de Launois-Bensaude]
QZEA020;Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface inférieure à 50 cm²
QZEA039;Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface de 50 cm² à 200 cm²
QZEA027;Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface de 200 cm² à 500 cm²
QZEA005;Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface de 500 cm² à 1000 cm²
QZEA036;Autogreffe de peau mince ou demiépaisse, pleine ou en filet, sur une surface supérieure à 1000 cm²
QZEA031;Autogreffe de peau totale sur une localisation de surface inférieure à 10 cm²
QZEA024;Autogreffe de peau totale sur une localisation de surface égale ou supérieure à 10 cm²
QZEA006;Autogreffe de peau totale sur plusieurs localisations
QAEA015;Microgreffes de peau totale sur 1 à 5 cicatrices du visage
QAEA014;Microgreffes de peau totale sur 6 cicatrices du visage, ou plus
QZEA032;Autogreffe de peau en pastilles sur une surface inférieure à 10 cm²
QZEA019;Autogreffe de peau en pastilles sur une surface de 10 cm² à 50 cm²
QZEA026;Autogreffe de peau en pastilles sur une surface supérieure à 50 cm²
QZLB002;Séance d'injection intradermique ou hypodermique de produit de comblement de dépression cutanée
QZLB001;Injection souscutanée susfasciale de tissu adipeux
QZEA045;Autogreffe souscutanée susfasciale de tissu celluloadipeux pour comblement de dépression cutanée, par abord direct
QZEA044;Autogreffe souscutanée susfasciale de peau désépidermisée pour comblement de dépression cutanée, par abord direct
QZEA901;Autogreffe de mélanocytes de transfert
QZEA900;Autogreffe de mélanocytes de culture
QZMA001;Réparation de perte de substance par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau "au hasard"], en dehors de l'extrémité céphalique
QZMA004;Réparation de perte de substance par lambeau local ou régional cutané, fascial, fasciocutané, septocutané, musculaire ou musculocutané, à pédicule vasculaire ou vasculonerveux anatomique, en dehors de l'extrémité céphalique
QZMA005;Réparation de perte de substance par lambeau local ou régional cutané, fasciocutané ou ostéocutané, à pédicule vasculaire ou vasculonerveux anatomique, disséqué en îlot
QZMA007;Réparation de perte de substance par lambeau local ou régional musculaire ou musculocutané, à pédicule vasculaire ou vasculonerveux anatomique, disséqué en îlot
QZMA003;Réparation de perte de substance par lambeau à distance cutané, fasciocutané ou musculocutané, à pédicule transitoire
QZMA009;Réparation de perte de substance par lambeau à distance cutané, fasciocutané, musculaire, musculocutané ou ostéo-musculo-cutané, à pédicule définitif
HPMA003;Réparation de perte de substance par lambeau pédiculé de grand omentum [épiploon], en situation extraabdominale
QAMA015;Réparation de perte de substance du cuir chevelu par lambeau pédiculé
QAMA002;Réparation de perte de substance de l'extrémité céphalique par lambeau local ou régional muqueux, cutané ou fasciocutané, à pédicule vasculonerveux non individualisé ou non individualisable [lambeau "au hasard"]
QAMA003;Réparation de perte de substance de l'extrémité céphalique par lambeau frontal à pédicule inférieur
QAMA008;Réparation de perte de substance de l'extrémité céphalique par lambeau scalpant
QAMA005;Réparation de perte de substance de l'extrémité céphalique par lambeau de fascia temporal
QAMA004;Réparation de perte de substance de l'extrémité céphalique par lambeau de fascia temporal avec autogreffe de peau
QAMA013;Réparation de perte de substance de l'extrémité céphalique par lambeau musculaire ou musculocutané
QAMA012;Réparation de perte de substance de l'extrémité céphalique par lambeau de muscle temporal avec autogreffe de peau
PZMA004;Réparation par lambeau libre cutané, fascial, fasciocutané ou souscutané, musculaire, musculocutané, musculotendineux ou osseux avec anastomoses vasculaires
PZMA005;Réparation par lambeau libre ostéocutané, ostéomusculaire ou ostéo-musculo-cutané, avec anastomoses vasculaires
HPMA002;Réparation de perte de substance par lambeau libre de grand omentum [épiploon], avec anastomoses vasculaires
QZPA008;Autonomisation d'un lambeau
QZPA004;Section du pédicule d'un lambeau à distance
QZMA006;Modelage secondaire d'un lambeau
QZMA002;Révision d'un lambeau libre pour ischémie, sans réfection des anastomoses vasculaires
QZMA010;Réfection des anastomoses vasculaires d'un lambeau libre pour ischémie
QZLA001;Pose d'un dispositif d'expansion de la peau ou d'un implant souscutané définitif
QZLA002;Pose de plusieurs dispositifs d'expansion de la peau ou de plusieurs implants souscutanés définitifs
QZGA008;Ablation d'un dispositif d'expansion de la peau ou d'un implant souscutané définitif
QZGA001;Ablation de plusieurs dispositifs d'expansion de la peau ou de plusieurs implants souscutanés définitifs
QAMA014;Lissage [Lifting] temporal unilatéral, par abord direct
QAMA007;Lissage [Lifting] temporal bilatéral, par abord direct
QAMC001;Lissage [Lifting] du tiers supérieur de la face, par vidéochirurgie
QAMA016;Lissage [Lifting] du tiers supérieur de la face, par abord coronal
QAMA006;Lissage cervicofacial unilatéral [Hémilifting facial], par abord direct
QAMA001;Lissage cervicofacial unilatéral [Hémilifting facial] avec platysmaplastie, par abord direct
QAMA010;Lissage [Lifting] cervicofacial bilatéral, par abord direct
QAMA009;Lissage [Lifting] cervicofacial bilatéral avec platysmaplastie, par abord direct
QAMA011;Lissage [Lifting] cervical, par abord direct
QBFA009;Dermolipectomie abdominale en quartier d'orange
QBFA011;Dermolipectomie abdominale sans transposition de l'ombilic
QBFA013;Dermolipectomie abdominale sans transposition de l'ombilic, avec lipoaspiration de l'abdomen
QBFA006;Dermolipectomie abdominale sans transposition de l'ombilic, avec fermeture de diastasis des muscles droits de l'abdomen
QBFA010;Dermolipectomie abdominale sans transposition de l'ombilic, avec lipoaspiration de l'abdomen et fermeture de diastasis des muscles droits de l'abdomen
QBFA005;Dermolipectomie abdominale avec transposition de l'ombilic
QBFA008;Dermolipectomie abdominale avec transposition de l'ombilic et lipoaspiration de l'abdomen
QBFA001;Dermolipectomie abdominale avec transposition de l'ombilic et fermeture de diastasis des muscles droits de l'abdomen
QBFA012;Dermolipectomie abdominale avec transposition de l'ombilic, lipoaspiration de l'abdomen et fermeture de diastasis des muscles droits de l'abdomen
QBFA003;Dermolipectomie abdominale totale circulaire
QZFA014;Dermolipectomie des membres
QZJB003;Lipoaspiration en dehors des régions inframentonnière, abdominale ou infratrochantérienne ou des genoux
QAJB001;Lipoaspiration inframentonnière
QBJB001;Lipoaspiration de l'abdomen
QDJB001;Lipoaspiration des régions infratrochantériennes
QDJB002;Lipoaspiration de la face médiale des genoux
LCFA003;Exérèse d'une fistule ou d'un kyste de la première fente branchiale, sans dissection du nerf facial
LCFA005;Exérèse d'une fistule ou d'un kyste de la première fente branchiale, avec dissection du nerf facial
LCFA008;Exérèse d'une fistule ou d'un kyste de la deuxième fente branchiale
LCFA006;Exérèse d'une fistule ou d'un kyste de la troisième ou quatrième fente branchiale
BAFA019;Exérèse d'un kyste de la queue du sourcil
HAFA011;Exérèse de kyste de lèvre
GAFA009;Exérèse d'une fistule congénitale de la columelle nasale ou de la lèvre supérieure [philtrum]
GAFA011;Exérèse d'une fistule ou d'un kyste congénital du dos du nez, par abord facial
GAFA010;Exérèse d'une fistule ou d'un kyste congénital du dos du nez avec prolongement intracrânien, par abord coronal
LCFA009;Exérèse de lésion congénitale du premier arc branchial
LCFA004;Exérèse d'un kyste congénital médian du cou
KCFA011;Exérèse d'un kyste du tractus thyréoglosse
LCFA010;Exérèse d'une fistule mentosternale
QAPA001;Section de bride congénitale médiane du cou, avec plastie
LCFA012;Exérèse d'une récidive d'une fistule ou d'un kyste congénital cervical médian ou latéral
LCFA007;Exérèse d'une fistule cutanée faciale acquise
QZEA034;Relèvement de 1 à 5 cicatrices, par abord direct
QZEA009;Relèvement de 6 cicatrices ou plus, par abord direct
QZLA004;Pose d'implant pharmacologique souscutané
QZGA002;Ablation ou changement d'implant pharmacologique souscutané
QZJA023;Pansement de plaie de la peau et des tissus mous, sous anesthésie générale ou locorégionale
QZRP002;Séance de photothérapie de la main, du pied et/ou du cuir chevelu, par rayons ultraviolets A [UVA] ou ultraviolets B [UVB]
QZRP003;Séance de photothérapie corporelle totale, par rayons ultraviolets A [UVA] ou ultraviolets B [UVB]
QZRP005;Séance de balnéopuvathérapie localisée
QZRP004;Séance de balnéopuvathérapie généralisée
QZMP002;Confection d'un conformateur de pressothérapie d'une cicatrice vicieuse et/ou chéloïde
QZRB001;Séance d'acupuncture
QZNP027;Séance d'épilation cutanée électrique
QZNP029;Séance d'épilation cutanée sur moins de 50 cm², avec laser ou avec lampe flash
QZNP028;Séance d'épilation cutanée sur 50 cm² à 150 cm², avec laser ou avec lampe flash
QZNP030;Séance d'épilation cutanée sur plus de 150 cm², avec laser ou avec lampe flash
QAEA001;Transplantation de moins de 50 greffons de cuir chevelu
QAEA005;Transplantation de 50 à 200 greffons de cuir chevelu
QAEA007;Transplantation de 201 greffons de cuir chevelu, ou plus
QAEA013;Réimplantation de cuir chevelu avec anastomoses vasculaires
QZJB001;Évacuation d'un hématome infra-unguéal, par voie transunguéale
QZMP001;Couverture du lit de l'ongle par reposition de la tablette ou pose de prothèse provisoire
QZJA022;Parage et/ou suture d'une plaie pulpo-unguéale
QZJA021;Parage et/ou suture de plusieurs plaies pulpo-unguéales
QZEA008;Autogreffe du lit de l'ongle avec reposition de la tablette unguéale ou pose de prothèse
QZFA020;Exérèse partielle ou totale de la tablette d'un ongle
QZFA039;Exérèse partielle de l'appareil unguéal
QZFA029;Exérèse totale de l'appareil unguéal
QZFA032;Exérèse de l'appareil unguéal, avec réparation par autogreffe de peau totale
QZFA009;Exérèse de l'appareil unguéal, avec réparation par lambeau pédiculé unguéomatriciel
QZEA028;Transfert libre de complexe unguéomatriciel avec anastomoses vasculaires
QZJB004;Évacuation de kystes acnéiques et/ou de comédons, par micro-incisions
QZLP001;Séance d'ionophorèse [iontophorèse] pour hyperhidrose
QCLB222;Injection unilatérale ou bilatérale de toxine botulique au niveau du creux axillaire
QZJA020;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 1% de la surface corporelle
QZJA005;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur 1% à 10% de la surface corporelle
QZJA004;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 30% de la surface corporelle
QZJA019;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur 30% à 60% de la surface corporelle
QZJA014;Pansement chirurgical initial de brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 60% de la surface corporelle
QAJA014;Pansement chirurgical initial de brûlure sur l'extrémité céphalique
QCJA003;Pansement chirurgical initial de brûlure sur 1 main
QCJA005;Pansement chirurgical initial de brûlure sur les 2 mains
QAJA008;Pansement chirurgical initial de brûlure sur l'extrémité céphalique et 1 main
QAJA007;Pansement chirurgical initial de brûlure sur l'extrémité céphalique et les 2 mains
QZJA003;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 1% de la surface corporelle
QZJA010;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 1% à 10% de la surface corporelle
QZJA007;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 30% de la surface corporelle
QZJA008;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur 30% à 60% de la surface corporelle
QZJA018;Pansement chirurgical secondaire de brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 60% de la surface corporelle
QAJA010;Pansement chirurgical secondaire de brûlure sur l'extrémité céphalique
QCJA004;Pansement chirurgical secondaire de brûlure sur 1 main
QCJA002;Pansement chirurgical secondaire de brûlure sur les 2 mains
QAJA011;Pansement chirurgical secondaire de brûlure sur l'extrémité céphalique et 1 main
QAJA001;Pansement chirurgical secondaire de brûlure sur l'extrémité céphalique et les 2 mains
QZPA002;Escarrotomie de décharge sur 1 site
QZPA001;Escarrotomie de décharge sur 2 sites
QZPA005;Escarrotomie de décharge sur 3 sites
QZPA007;Escarrotomie de décharge sur 4 sites
QZPA006;Escarrotomie de décharge sur 5 sites
QZPA003;Escarrotomie de décharge sur 6 sites
QZFA019;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 2,5% de la surface corporelle
QZFA006;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 2,5% à 5% de la surface corporelle
QZFA017;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 5% à 7,5% de la surface corporelle
QZFA016;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 7,5% à 10% de la surface corporelle
QZFA012;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 12,5% de la surface corporelle
QZFA018;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 12,5% à 15% de la surface corporelle
QZFA034;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 15% à 17,5% de la surface corporelle
QZFA025;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur 17,5% à 20% de la surface corporelle
QZFA037;Excision de brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 20% de la surface corporelle
QAFA006;Excision de brûlure de l'extrémité céphalique, sur moins de 1% de la surface corporelle
QAFA002;Excision de brûlure de l'extrémité céphalique, sur 1% à 2% de la surface corporelle
QAFA004;Excision de brûlure de l'extrémité céphalique, sur 2% à 3% de la surface corporelle
QAFA008;Excision de brûlure de l'extrémité céphalique, sur 3% à 4% de la surface corporelle
QAFA005;Excision de brûlure de l'extrémité céphalique, sur 4% à 5% de la surface corporelle
QAFA003;Excision de brûlure de l'extrémité céphalique, sur 5% à 7,5% de la surface corporelle
QAFA007;Excision de brûlure de l'extrémité céphalique, sur 7,5% à 10% de la surface corporelle
QAFA010;Excision de brûlure de l'extrémité céphalique, sur 10% à 12,5% de la surface corporelle
QAFA009;Excision de brûlure de l'extrémité céphalique, sur plus de 12,5% de la surface corporelle
QCFA002;Excision de brûlure d'une main, sur moins de 1,25% de la surface corporelle
QCFA003;Excision de brûlure d'une main, sur plus de 1,25% de la surface corporelle
QCFA001;Excision de brûlure des 2 mains, sur moins de 1,25% de la surface corporelle
QCFA006;Excision de brûlure des 2 mains, sur 1,25% à 2,5% de la surface corporelle
QCFA004;Excision de brûlure des 2 mains, sur 2,5% à 3,75% de la surface corporelle
QCFA005;Excision de brûlure des 2 mains, sur plus de 3,75% de la surface corporelle
QZEA021;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur moins de 2,5% de la surface corporelle
QZEA037;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 2,5% à 5% de la surface corporelle
QZEA041;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 5% à 7,5% de la surface corporelle
QZEA017;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 7,5% à 10% de la surface corporelle
QZEA011;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 10% à 12,5% de la surface corporelle
QZEA012;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 12,5% à 15% de la surface corporelle
QZEA002;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 15% à 17,5% de la surface corporelle
QZEA025;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur 17,5% à 20% de la surface corporelle
QZEA010;Greffe cutanée pour brûlure en dehors de l'extrémité céphalique et des mains, sur plus de 20% de la surface corporelle
QAEA002;Greffe cutanée pour brûlure de l'extrémité céphalique, sur moins de 1% de la surface corporelle
QAEA010;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 1% à 2% de la surface corporelle
QAEA011;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 2% à 3% de la surface corporelle
QAEA006;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 3% à 4% de la surface corporelle
QAEA008;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 4% à 5% de la surface corporelle
QAEA009;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 5% à 7,5% de la surface corporelle
QAEA012;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 7,5% à 10% de la surface corporelle
QAEA004;Greffe cutanée pour brûlure de l'extrémité céphalique, sur 10% à 12,5% de la surface corporelle
QAEA003;Greffe cutanée pour brûlure de l'extrémité céphalique, sur plus de 12,5% de la surface corporelle
QCEA005;Greffe cutanée pour brûlure d'une main, sur moins de 1,25% de la surface corporelle
QCEA006;Greffe cutanée pour brûlure d'une main, sur plus de 1,25% de la surface corporelle
QCEA002;Greffe cutanée pour brûlure des deux mains, sur moins de 1,25% de la surface corporelle
QCEA004;Greffe cutanée pour brûlure des deux mains, sur 1,25% à 2,5% de la surface corporelle
QCEA001;Greffe cutanée pour brûlure des deux mains, sur 2,5% à 3,75% de la surface corporelle
QCEA003;Greffe cutanée pour brûlure des deux mains, sur plus de 3,75% de la surface corporelle
QZEA038;Greffe cutanée en sandwich, sur moins de 2,5% de la surface corporelle
QZEA029;Greffe cutanée en sandwich, sur 2,5% à 5% de la surface corporelle
QZEA004;Greffe cutanée en sandwich, sur 5% à 7,5% de la surface corporelle
QZEA013;Greffe cutanée en sandwich, sur 7,5% à 10% de la surface corporelle
QZEA043;Greffe cutanée en sandwich, sur 10% à 12,5% de la surface corporelle
QZEA014;Greffe cutanée en sandwich, sur 12,5% à 15% de la surface corporelle
QZEA040;Greffe cutanée en sandwich, sur 15% à 17,5% de la surface corporelle
QZEA030;Greffe cutanée en sandwich, sur 17,5% à 20% de la surface corporelle
QZEA001;Greffe cutanée en sandwich, sur plus de 20% de la surface corporelle
QZEA023;Greffe de culture de kératinocytes autologues pour brûlure, sur moins de 10% de la surface corporelle
QZEA042;Greffe de culture de kératinocytes autologues pour brûlure, sur 10% à 20% de la surface corporelle
QZEA022;Greffe de culture de kératinocytes autologues pour brûlure, sur 20% à 30% de la surface corporelle
QZEA003;Greffe de culture de kératinocytes autologues pour brûlure, sur 30% à 40% de la surface corporelle
QZEA016;Greffe de culture de kératinocytes autologues pour brûlure, sur 40% à 50% de la surface corporelle
QZEA033;Greffe de culture de kératinocytes autologues pour brûlure, sur plus de 50% de la surface corporelle
QZGP004;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur moins de 10% de la surface corporelle
QZGP009;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 10% à 20% de la surface corporelle
QZGP001;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 20% à 30% de la surface corporelle
QZGP002;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 30% à 40% de la surface corporelle
QZGP006;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur 40% à 50% de la surface corporelle
QZGP007;Ablation des supports de culture de kératinocytes autologues pour brûlure, sur plus de 50% de la surface corporelle
QEJB001;Évacuation de collection de la glande mammaire, par voie transcutanée sans guidage
QEJH001;Évacuation de collection de la glande mammaire, par voie transcutanée avec guidage échographique et/ou radiologique
QEJH002;Drainage de collection de la glande mammaire, par voie transcutanée avec guidage échographique et/ou radiologique
QEJA001;Évacuation de collection de la glande mammaire, par abord direct
QEFA004;Tumorectomie du sein
QEFA001;Tumorectomie du sein avec curage lymphonodal axillaire
QEFA017;Mastectomie partielle
QEFA008;Mastectomie partielle avec curage lymphonodal axillaire
QEFA016;Exérèse de conduit lactifère [Exérèse de canal galactophore] [Pyramidectomie mammaire]
