UCD_UCD_COD;UCD_PCD_COD;UCD_SVT_COD;UCD_INS_TOP;UCD_LAB_NOM;UCD_DOC_DTE;UCD_DOC_LIB;UCD_DER_MAJ;UCD_DSN_LIB;UCD_CND_LIB;UCD_OBS_LIB
0000009339183;0;0;0;JANSSEN-CILAG;30NOV2018:00:00:00;JO;30NOV2018:00:00:00;PREZISTA 75 MG;Comprime pellicule;
0000009339272;0;0;0;FRESENIUS KABI FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.KBI 5MG/ML 10ML +P;Solution a diluer pour perfusion en flacon de 10 ml;
0000009339289;0;0;0;FRESENIUS KABI FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.KBI 5MG/ML 20ML +P;Solution a diluer pour perfusion en flacon de 20 ml;
0000009340950;0;0;0;EBEWE PHARMA FRANCE;13APR2010:00:00:00;JO;14APR2010:00:00:00;FLUOROURACILE EBEWE 50 MG/ML;Solution pour perfusion en flacon de 10 ml;
0000009340967;0;0;0;EBEWE PHARMA FRANCE;13APR2010:00:00:00;JO;14APR2010:00:00:00;FLUOROURACILE EBEWE 50 MG/ML;Solution pour perfusion en flacon de 5 ml;
0000009340973;0;0;0;EBEWE PHARMA FRANCE;11MAR2010:00:00:00;JO;11MAR2010:00:00:00;FLUOROURACILE EBEWE 50 MG/ML;Solution pour perfusion en flacon de 100 ml;
0000009341004;0;0;0;EBEWE PHARMA FRANCE;11MAR2010:00:00:00;JO;11MAR2010:00:00:00;FLUOROURACILE EBEWE 50 MG/ML;Solution pour perfusion en flacon de 50 ml;
0000009341369;0;0;0;CSL BEHRING SA;13JUL2010:00:00:00;JO;20JUL2010:00:00:00;FIBROGAMMIN 62,5 U/ML, 250 U;Poudre et solvant pour solution injectable/perfusion;
0000009354225;0;0;0;PANPHARMA;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;EPOPROSTENOL PANPHARMA 0,5 MG;Poudre et solvant pour solution injectable en flacon de 50 ml;
0000009354320;0;0;0;EG LABO;24JAN2012:00:00:00;JO;24JAN2012:00:00:00;IFOSFAMIDE EG 40 MG/ML;solution pour perfusion en flacon de 25 ml;
0000009354337;0;0;0;EG LABO;24JAN2012:00:00:00;JO;24JAN2012:00:00:00;IFOSFAMIDE EG 40 MG/ML;solution pour perfusion en flacon de 50 ml;
0000009354610;0;0;0;FRESENIUS KABI FRANCE;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE KABI 38 MG/ML;Poudre pour solution pour perfusion en flacon de 200 mg;
0000009354923;0;0;0;SANDOZ;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN EBEWE 20 MG/ML;Solution a diluer pour perfusion en flacon de 2 ml;
0000009354946;0;0;0;SANDOZ;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN EBEWE 20 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009354952;0;0;0;SANDOZ;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN EBEWE 20 MG/ML;Solution a diluer pour perfusion en flacon de 7,5 ml;
0000009354975;0;0;0;SANDOZ;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN EBEWE 20 MG/ML;Solution a diluer pour perfusion en flacon de 25 ml;
0000009355029;0;0;0;PFIZER PFE FRANCE;25SEP2018:00:00:00;JO;01OCT2018:00:00:00;TOPOTECAN HPI 4MG;INJ FL4ML;
0000009341375;0;0;0;CSL BEHRING SA;13JUL2010:00:00:00;JO;21JUL2010:00:00:00;FIBROGAMMIN 62,5 U/ML, 1 250 U;Poudre et solvant pour solution injectable/perfusion;
0000009343138;0;0;0;ACCORD HEALTHCARE LTD;07DEC2010:00:00:00;JO;08DEC2010:00:00:00;CISPLATINE INTAS 1 MG/ML;Solution injectable en flacon de 50 ml;
0000009344853;0;0;0;PIERRE FABRE MEDICAMENT;31JUL2016:00:00:00;JO;29NOV2016:00:00:00;JAVLOR 25 MG/ML;Solution a diluer pour perfusion en flacon de 2 ml BG;
0000009345947;0;0;0;FRESENIUS KABI FRANCE;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN KABI 20 MG/ML;Solution a diluer pour perfusion en flacon de 25 ml;
0000009347596;0;0;0;LFB-BIOMEDICAMENTS;17MAY2018:00:00:00;JO;23MAY2018:00:00:00;CLAIRYG 50 MG/ML;INJ FL200ML;Voir JO du 17/05/2018 pour indications therapeutiques remboursables
0000009347610;0;0;0;LFB-BIOMEDICAMENTS;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;CLAIRYG 50 MG/ML;INJ FL50ML;Voir JO du 17/05/2018 pour indications therapeutiques remboursables
0000009347863;0;0;0;MYLAN SAS;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;GEMCITABINE MYLAN 38 MG/ML;Poudre pour solution pour perfusion en flacon de 2 000 mg;
0000009281130;0;0;0;SANOFI AVENTIS FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.WTR 5MG/ML 10ML;1 Flacon de 10 ml, solution a diluer pour perfusion;
0000009281176;0;0;0;EBEWE PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE EBEWE 10 mg/ml;1 Flacon de 1 ml, solution injectable;
0000009281182;0;0;0;EBEWE PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE EBEWE 10 mg/ml;1 Flacon de 5 ml, solution injectable;
0000009282773;0;0;0;SANOFI AVENTIS FRANCE;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL DKT WINTHROP 6 MG/ML;solution a diluer pour perfusion en flacon de 50 ml;
0000009284097;0;0;0;ZLB BEHRING GMBH;06DEC2017:00:00:00;JO;12DEC2017:00:00:00;SANDOGLOBULINE 120 mg/ml;1 Flacon de 100 ml, solution pour perfusion;
0000009284105;0;0;0;ZLB BEHRING GMBH;06DEC2017:00:00:00;JO;12DEC2017:00:00:00;SANDOGLOBULINE 120 mg/ml;1 Flacon de 50 ml, solution pour perfusion;
0000009284312;0;0;0;HOSPIRA FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE HOSPIRA 2 MG/ML;Solution pour perfusion, flacon de 5 ml;
0000009284329;0;0;0;HOSPIRA FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE HOSPIRA 2 MG/ML;Solution pour perfusion, flacon de 50 ml;
0000009284341;0;0;0;INTSEL CHIMOS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE INTSEL CHIMOS 2 mg/ml;solution pour perfusion en flacon de 10 ml;
0000009284358;0;0;0;INTSEL CHIMOS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE INTSEL CHIMOS 2 mg/ml;1 Flacon de 100 ml, solution pour perfusion;
0000009284364;0;0;0;INTSEL CHIMOS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE INTSEL CHIMOS 2 mg/ml;1 Flacon de 25 ml, solution pour perfusion;
0000009284370;0;0;0;INTSEL CHIMOS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE INTSEL CHIMOS 2 mg/ml;1 Flacon de 5 ml, solution pour perfusion;
0000009284387;0;0;0;INTSEL CHIMOS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE INTSEL CHIMOS 2 mg/ml;1 Flacon de 50 ml, solution pour perfusion;
0000009284393;0;0;0;TEVA CLASSICS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE TEVA 2 MG/ML;1 Flacon de 10 ml, solution pour perfusion;
0000009284418;0;0;0;TEVA CLASSICS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE TEVA 2 MG/ML;1 Flacon de 25 ml, solution pour perfusion;
0000009284424;0;0;0;TEVA CLASSICS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE TEVA 2 MG/ML;1 Flacon de 5 ml, solution pour perfusion;
0000009284499;0;0;0;MYLAN SAS;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL MYLAN 6 MG/ML;solution a diluer pour perfusion en flacon de 16,7 ml;
0000009284507;0;0;0;MYLAN SAS;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL MYLAN 6 MG/ML;solution a diluer pour perfusion en flacon de 25 ml;
0000009284513;0;0;0;MYLAN SAS;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL MYLAN 6 MG/ML;solution a diluer pour perfusion en flacon de 5 ml;
0000009284536;0;0;0;MYLAN SAS;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL MYLAN 6 MG/ML;solution a diluer pour perfusion en flacon de 50 ml;
0000009284890;0;0;0;SHIRE FRANCE;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;KIOVIG 100 mg/ml;solution injectable en flacon de 200 ml;
0000009285257;0;0;0;SANOFI AVENTIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE WINTHROP 2 MG/ML;solution pour perfusion en flacon de 10 ml;
0000009285263;0;0;0;SANOFI AVENTIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE WINTHROP 2 MG/ML;solution pour perfusion en flacon de 100 ml;
0000009285286;0;0;0;SANOFI AVENTIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE WINTHROP 2 MG/ML;solution pour perfusion en flacon de 25 ml;
0000009206708;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;INTRONA 10 MUI/1 ml;solution injectable ou perfusion;
0000009206737;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;INTRONA 30 M UI;solution injectable en stylo multidose;
0000009206766;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;INTRONA 60 M UI;solution injectable en stylo multidose;
0000009208245;0;0;0;TEVA CLASSICS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE TEVA 1 mg/1 ml;solution pour perfusion en flacon de 10 ml;
0000009208297;0;0;0;TEVA CLASSICS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ETOPOSIDE TEVA 20 mg/ml;solution a diluer pour perfusion en flacon de 50 ml;
0000009210242;0;0;0;TEVA CLASSICS;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE TEVA 10 mg/ml;solution pour perfusion en flacon de 5 ml;
0000009212028;0;0;0;BRISTOL MYERS SQUIBB;29JUN2016:00:00:00;JO;01JUL2016:00:00:00;SUSTIVA 50 mg;gelule;
0000009212264;0;0;0;LINK PHARMACEUTICALS LTD;19AUG2005:00:00:00;JO;22MAY2008:00:00:00;GLIADEL 7,7 mg;implant en sachet;
0000009217385;0;0;0;BRISTOL MYERS SQUIBB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIDEX 250 mg;gelules gastro-resistante;
0000009218605;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE MYLAN 10 MG/ML;solution pour perfusion en flacon de 15 ml;
0000009220097;0;0;0;ROCHE;14AUG2018:00:00:00;JO;20AUG2018:00:00:00;HERCEPTIN 150 mg;poudre pour solution a diluer pour perfusion;
0000009220884;0;0;0;ROCHE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ROFERON-A 6 M UI/0,5 ml;solution injectable en seringue preremplie de 0,5 ml;
0000009222009;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIRAFERONPEG 150 mcg/0,5 ml;poudre et solvant pour solution injectable;
0000009222021;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIRAFERONPEG 80 mcg/0,5 ml;poudre et solvant pour solution injectable;
0000009222676;0;0;0;TEVA CLASSICS;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE CHLORHYDRATE TEVA 0,2 P. 100 (200 mg/100 ml);solution injectable en flacon;
0000009239116;0;0;0;SANOFI SYNTHELABO FRANCE;28FEB2012:00:00:00;JO;28FEB2012:00:00:00;FASTURTEC 1,5 mg/ml;poudre et solvant pour solution a diluer pour perfusion en flacon de 1,5 mg+ ampoule de 1 ml;
0000009239151;0;0;0;SANOFI AVENTIS FRANCE;28MAY2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE WINTHROP 10 MG/ML;solution pour perfusion en flacon de 45 ml;
0000009239168;0;0;0;SANOFI AVENTIS FRANCE;28MAY2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE WINTHROP 10 MG/ML;solution pour perfusion en flacon de 5 ml;
0000009239381;0;0;0;SANOFI SYNTHELABO FRANCE;28FEB2012:00:00:00;JO;28FEB2012:00:00:00;FASTURTEC 1,5 mg/ml;poudre et solvant pour solution a diluer pour perfusion en flacon de 7,5 mg+ ampoule de 5 ml;
0000009239501;0;0;0;ORPHAN EUROPE;11SEP2012:00:00:00;JO;11SEP2012:00:00:00;CYSTADANE 1 G;1 Flacon de 180 g, poudre orale;
0000009239754;0;0;0;CEPHALON;29APR2009:00:00:00;JO;30DEC2009:00:00:00;PANRETIN 0,1 P. 100;gel en tube de 60 g;
0000009302145;0;0;0;NORDIC PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;OXALIPLATINE MEDAC 5 MG/ML;1 Flacon de 50 mg, poudre pour solution pour perfusion;
0000009302286;9220051;0;0;HOSPIRA FRANCE;27OCT2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE HOSPIRA 10 MG/ ML;solution injectable pour perfusion en flacon de 45 ml;
0000009302292;9220068;0;0;HOSPIRA FRANCE;27OCT2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE HOSPIRA 10 MG/ ML;solution injectable pour perfusion en flacon de 5 ml;
0000009302323;9220045;0;0;HOSPIRA FRANCE;27OCT2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE HOSPIRA 10 MG/ ML;solution injectable pour perfusion en flacon de 15 ml;
0000009303392;0;0;0;BAXTER SAS;26APR2017:00:00:00;JO;28APR2017:00:00:00;FLUCONAZOLE REDIBAG 2 MG/ML;Solution pour perfusion en flacon de 200 ml;
0000009311664;0;0;0;ORPHAN EUROPE SARL;18FEB2016:00:00:00;JO;23FEB2016:00:00:00;VEDROP 50 MG/ML;Flacon de 60 ml, solution buvable;
0000009313290;0;0;0;AGUETTANT;10SEP2015:00:00:00;JO;11SEP2015:00:00:00;FLUCONAZOLE AGUETTANT 2 MG/ML;Solution pour perfusion en poche de 100 ml avec site de connexion et d'injection;
0000009313315;0;0;0;AGUETTANT;10SEP2015:00:00:00;JO;11SEP2015:00:00:00;FLUCONAZOLE AGUETTANT 2 MG/ML;Solution pour perfusion en poche de 50 ml avec site de connexion et d'injection;
0000009314421;0;0;0;ASTELLAS PHARMA SAS;29JUL2009:00:00:00;JO;30DEC2009:00:00:00;MYCAMINE 100 MG;Poudre pour solution pour perfusion;
0000009314591;0;0;0;MYLAN SAS;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;GEMCITABINE MYLAN 38 MG/ML;Poudre pour solution pour perfusion en flacon 1 000 mg;
0000009314616;0;0;0;MYLAN SAS;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;GEMCITABINE MYLAN 38 MG/ML;Poudre pour solution pour perfusion en flacon 200 mg;
0000009316236;0;0;0;ACTAVIS FRANCE;16JUN2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE ACTAVIS 10 MG/ML;Solution pour perfusion en flacon de 5 ml;
0000009316242;0;0;0;ACTAVIS FRANCE;16NOV2012:00:00:00;JO;16NOV2012:00:00:00;CARBOPLATINE ACTAVIS 10 MG/ML;Solution pour perfusion en flacon de 60 ml;
0000009316874;0;0;0;JANSSEN-CILAG;05DEC2018:00:00:00;JO;05DEC2018:00:00:00;INTELENCE 100 MG;Comprime en flacon;
0000009323064;0;0;0;CTRS;02APR2015:00:00:00;CNAMTS;10APR2015:00:00:00;ORPHACOL 250 MG;gelule;
0000009440456;0;0;0;GILEAD SCIENCES;03JAN2019:00:00:00;CNAMTS;11JAN2019:00:00:00;YESCARTA 0,4-2X100MN;CELL POC;tableau dispositif perenne article 48- mise a jour 3 janvier 2019
0000009442840;0;0;0;TAKEDA FRANCE SAS;08JAN2019:00:00:00;JO;10JAN2019:00:00:00;BRIGATINIB 90 MG;COMPRIME PELLICULE;
0000009428834;0;0;0;SANDOZ;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;TENOFOVIR DIS.SDZ 245MG;CP;
0000009433114;0;0;0;SANDOZ;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;EFAVIR/EMTRICIT/TENOF.;SDZ;
0000009433657;0;0;0;SANDOZ;28DEC2018:00:00:00;JO;03JAN2019:00:00:00;EMTRICIT/TENOF.SDZ200/245;CP;
0000009435981;0;0;0;TEVA SANTE;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;DARUNAVIR TVC 600MG;CPR;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009241047;0;0;0;ROCHE;22NOV2018:00:00:00;JO;27NOV2018:00:00:00;PEGASYS 135 mcg;solution injectable en seringue preremplie + 1 aiguille;Voir JO du 22/11/2018 pour indications therapeutiques remboursables
0000009241076;0;0;0;ROCHE;22NOV2018:00:00:00;JO;27NOV2018:00:00:00;PEGASYS 180 mcg;solution injectable en seringue preremplie + 1 aiguille;Voir JO du 22/11/2018 pour indications therapeutiques remboursables
0000009435998;0;0;0;TEVA SANTE;28DEC2018:00:00:00;JO;03JAN2019:00:00:00;DARUNAVIR TVC 800MG;CPR;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009441728;0;0;0;PFIZER PFE FRANCE;26DEC2018:00:00:00;JO;02JAN2019:00:00:00;TRAZIMERA 150MG;PERF FL;Voir JO du 26/12/2018 pour indications therapeutiques remboursables
0000009436555;0;0;0;ROCHE;06FEB2019:00:00:00;JO;07FEB2019:00:00:00;HEMLIBRA 150MG/ML;INJ FL0,7ML;Voir JO du 06/02/2019 pour indications therapeutiques remboursables
0000009436584;0;0;0;ROCHE;06FEB2019:00:00:00;JO;07FEB2019:00:00:00;HEMLIBRA 150MG/ML;INJ FL0,4ML;Voir JO du 06/02/2019 pour indications therapeutiques remboursables
0000009431262;0;0;0;ROCHE;20FEB2019:00:00:00;JO;21FEB2019:00:00:00;TECENTRIQ 1200MG;PERF FL20ML;Voir JO du 20/02/2019 pour indications therapeutiques remboursables
0000009438620;0;0;0;ARROW GENERIQUES;21FEB2019:00:00:00;JO;21FEB2019:00:00:00;LINEZOLIDE ARW2MG/ML;P.300ML;
0000009438896;0;0;0;SANDOZ;21FEB2019:00:00:00;JO;21FEB2019:00:00:00;ZESSLY 100MG;PERF FL;Voir JO du 21/02/2019 pour indications therapeutiques remboursables
0000009440597;0;0;0;ARROW GENERIQUES;21FEB2019:00:00:00;JO;21FEB2019:00:00:00;ERTAPENEM ARW 1G;PERF FL20ML;Voir JO du 21/02/2019 pour indications therapeutiques remboursables
0000009429288;0;0;0;SANDOZ;30MAR2018:00:00:00;JO;03APR2018:00:00:00;LAMIVUDINE SDZ 150MG;CPR;Voir JO du 30/03/2018 pour indications therapeutiques remboursables
0000009429294;0;0;0;SANDOZ;30MAR2018:00:00:00;JO;03APR2018:00:00:00;LAMIVUDINE SDZ 300MG;CPR;Voir JO du 30/03/2018 pour indications therapeutiques remboursables
0000009430653;0;0;0;GILEAD SCIENCES;10NOV2018:00:00:00;JO;12NOV2018:00:00:00;VOSEVI 400MG/100MG/100MG;CPR;Voir JO du 29/03/2018 pour indications therapeutiques remboursables
0000009270617;0;0;0;SANDOZ;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VANCOMYCINE SANDOZ 125 mg;poudre pour solution pour perfusion en flacon verre;
0000009270646;0;0;0;SANDOZ;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VANCOMYCINE SANDOZ 500 mg;poudre pour solution pour perfusion en flacon verre;
0000009270787;0;0;0;PFIZER;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;ENBREL 50 mg;poudre et solvant pour solution injectable + seringue preremplie;
0000009271539;0;0;0;BIOPROJET PHARMA;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;REMODULIN 1 mg/ml;solution pour perfusion en flacon de 20 ml (voie sous-cutanee);
0000009277186;0;0;0;MYLAN SAS;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;MITOXANTRONE MYLAN 2 MG/ML;solution a diluer pour perfusion en flacon de 10 ml;
0000009277192;0;0;0;MYLAN SAS;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;MITOXANTRONE MYLAN 2 MG/ML;solution a diluer pour perfusion en flacon de 5 ml;
0000009278091;0;0;0;TEVA SANTE;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL TEVA 6 mg/ml;solution a diluer pour perfusion en flacon de 16,7 ml;
0000009278122;0;0;0;TEVA SANTE;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL TEVA 6 mg/ml;solution a diluer pour perfusion en flacon de 50 ml;
0000009278599;0;0;0;G GAM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;FLUOURACILE G GAM 50 mg/ml;solution pour perfusion en flacon de 5 ml;
0000009279972;0;0;0;PFIZER;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;REVATIO 20 mg;comprime pellicule;
0000009280030;0;0;0;G GAM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;FLUOURACILE G GAM 50 mg/ml;solution pour perfusion en flacon de 10 ml;
0000009280053;0;0;0;G GAM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;FLUOURACILE G GAM 50 mg/ml;solution pour perfusion en flacon de 20 ml;
0000009280403;0;0;0;CSL BEHRING GMBH;28FEB2018:00:00:00;JO;07MAR2018:00:00:00;VIVAGLOBIN 160 mg/ml;solution injectable (voie sous-cutanee) en flacon de 10 ml (B/10-16 g);
0000009280797;0;0;0;FAULDING PHARMACEUTICALS SA;29APR2009:00:00:00;JO;30DEC2009:00:00:00;MITOXANTRONE FAULDING 2 mg/ml;solution a diluer pour perfusion en flacon de 10 ml;
0000009281070;0;0;0;DAKOTA PHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;OXALIPLATINE DAKOTA PHARM 5 mg/ml;poudre pour solution pour perfusion en flacon de 50 mg;
0000009285300;0;0;0;SANOFI AVENTIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE WINTHROP 2 MG/ML;solution pour perfusion en flacon de 50 ml;
0000009285317;0;0;0;RATIOPHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE RATIOPHARM 2 MG/ML;Solution pour perfusion en flacon de 10 ml;
0000009285323;0;0;0;RATIOPHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE RATIOPHARM 2 MG/ML;Solution pour perfusion en flacon de 100 ml;
0000009285352;0;0;0;RATIOPHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE RATIOPHARM 2 MG/ML;1 Flacon de 5 ml, solution pour perfusion;
0000009285375;0;0;0;BAYER PHARMA;01JUL2011:00:00:00;CNAMTS;01JUL2011:00:00:00;NEXAVAR 200 mg;comprime pellicule;
0000009285381;0;0;0;SANDOZ;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EBEWE 6 mg/ml;1 Flacon de 16,7 ml, solution a diluer pour perfusion;
0000009285406;0;0;0;SANDOZ;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EBEWE 6 mg/ml;1 Flacon de 5 ml, solution a diluer pour perfusion;
0000009286825;0;0;0;AGUETTANT;10SEP2015:00:00:00;JO;11SEP2015:00:00:00;FLUCONAZOLE AGUETTANT 2 mg/ml;solution pour perfusion en poche de 100 ml;
0000009286831;0;0;0;AGUETTANT;10SEP2015:00:00:00;JO;11SEP2015:00:00:00;FLUCONAZOLE AGUETTANT 2 mg/ml;solution pour perfusion en poche de 200 ml;
0000009286995;0;0;0;ABBVIE;20DEC2016:00:00:00;JO;27DEC2016:00:00:00;KALETRA 200 mg/50 mg;comprime pellicule;
0000009288304;0;0;0;BRISTOL MYERS SQUIBB;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;BARACLUDE 0,05 mg/ml (entecavir);Flacon de 210 ml avec cuillere-mesure, solution buvable;
0000009288327;0;0;0;BRISTOL MYERS SQUIBB;10APR2018:00:00:00;JO;17APR2018:00:00:00;BARACLUDE 1 MG;comprime pellicule;
0000009281093;0;0;0;DAKOTA PHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;OXALIPLATINE DAKOTA PHARM 5 mg/ml;solution a diluer pour perfusion en flacon de 10 ml;
0000009281101;0;0;0;DAKOTA PHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;OXALIPLATINE DAKOTA PHARM 5 mg/ml;solution a diluer pour perfusion en flacon de 20 ml;
0000009281118;0;0;0;SANOFI AVENTIS FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.WTR 5MG/ML 50MG;1 Flacon de 50 mg, poudre pour solution pour perfusion;
0000009290301;0;0;0;DAKOTA PHARM;28MAY2009:00:00:00;JO;30DEC2009:00:00:00;FLUCONAZOLE DAKOTA PHARM 2 mg/ml;solution pour perfusion en flacon de 100 ml;
0000009290318;0;0;0;DAKOTA PHARM;28MAY2009:00:00:00;JO;30DEC2009:00:00:00;FLUCONAZOLE DAKOTA PHARM 2 mg/ml;solution pour perfusion en flacon de 200 ml;
0000009290324;0;0;0;DAKOTA PHARM;28MAY2009:00:00:00;JO;30DEC2009:00:00:00;FLUCONAZOLE DAKOTA PHARM 2 mg/ml;solution pour perfusion en flacon de 50 ml;
0000009290413;0;0;0;OCTAPHARMA FRANCE;23FEB2017:00:00:00;JO;01MAR2017:00:00:00;OCTANATE 100 UI/ml;Poudre et solvant pour solution injectable en flacon de 10 ml;
0000009290436;0;0;0;OCTAPHARMA FRANCE;23FEB2017:00:00:00;JO;01MAR2017:00:00:00;OCTANATE 50 UI/ml;Poudre et solvant pour solution injectable en flacon de 10 ml;
0000009290459;0;0;0;TEVA SANTE;02MAY2017:00:00:00;JO;05MAY2017:00:00:00;PACLITAXEL RATIOPHARM 6 mg/ml;solution a diluer pour perfusion en flacon de 16,7 ml;
0000009290465;0;0;0;TEVA SANTE;02MAY2017:00:00:00;JO;05MAY2017:00:00:00;PACLITAXEL RATIOPHARM 6 mg/ml;solution a diluer pour perfusion en flacon de 5 ml;
0000009290471;0;0;0;TEVA SANTE;02MAY2017:00:00:00;JO;05MAY2017:00:00:00;PACLITAXEL RATIOPHARM 6 mg/ml;solution a diluer pour perfusion en flacon de 50 ml;
0000009290519;0;0;0;PHARMA MAR SA;14DEC2018:00:00:00;JO;14DEC2018:00:00:00;YONDELIS 0,25 MG;poudre pour solution a diluer pour perfusion en flacon;
0000009290525;0;0;0;PHARMA MAR SA;14DEC2018:00:00:00;JO;14DEC2018:00:00:00;YONDELIS 1 MG;poudre pour solution a diluer pour perfusion en flacon;
0000009290844;0;0;0;INTSEL CHIMOS;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE INTSEL CHIMOS 10 mg/ml;solution pour perfusion en flacon de 15 ml;
