CIM_COD;CIM_LIC;CIM_LIL;MVT_DTE;MVT_ORI;MVT_TYP;CIM_LIC_OLD;TEC_COL
X206;CONTACT Av. SERPENTS VENIM., LOC. INDUSTR.;Contact avec des serpents et des lézards venimeux, local industriel et chantier;;;;;0
X921;AGRESS. PAR NOYADE, ETABL. COLL.;Agression par noyade et submersion, établissement collectif;;;;;0
X922;AGRESS. PAR NOYADE, ÉCOLE ET LIEU PUB.;Agression par noyade et submersion, école et lieu public;;;;;0
X923;AGRESS. PAR NOYADE, LIEU DE SPORT;Agression par noyade et submersion, lieu de sport;;;;;0
X924;AGRESS. PAR NOYADE, RUE, ROUTE;Agression par noyade et submersion, rue ou route;;;;;0
X925;AGRESS. PAR NOYADE, COMMERCE;Agression par noyade et submersion, zone de commerce;;;;;0
X926;AGRESS. PAR NOYADE, LOC. INDUSTR.;Agression par noyade et submersion, local industriel et chantier;;;;;0
X927;AGRESS. PAR NOYADE, EXPLOIT. AGRIC.;Agression par noyade et submersion, exploitation agricole;;;;;0
X928;AGRESS. PAR NOYADE, LIEUX NCA;Agression par noyade et submersion, autres lieux précisés;;;;;0
X929;AGRESS. PAR NOYADE, LIEU SAI;Agression par noyade et submersion, lieu sans précision;;;;;0
X93;AGRESS. PAR ARME DE POING;Agression par arme de poing;;;;;0
X930;AGRESS. PAR ARME DE POING, DOM.;Agression par arme de poing, domicile;;;;;0
X931;AGRESS. PAR ARME DE POING, ETABL. COLL.;Agression par arme de poing, établissement collectif;;;;;0
X932;AGRESS. PAR ARME DE POING, ÉCOLE ET LIEU PUB.;Agression par arme de poing, école et lieu public;;;;;0
X933;AGRESS. PAR ARME DE POING, LIEU DE SPORT;Agression par arme de poing, lieu de sport;;;;;0
X934;AGRESS. PAR ARME DE POING, RUE, ROUTE;Agression par arme de poing, rue ou route;;;;;0
X935;AGRESS. PAR ARME DE POING, COMMERCE;Agression par arme de poing, zone de commerce;;;;;0
X936;AGRESS. PAR ARME DE POING, LOC. INDUSTR.;Agression par arme de poing, local industriel et chantier;;;;;0
X937;AGRESS. PAR ARME DE POING, EXPLOIT. AGRIC.;Agression par arme de poing, exploitation agricole;;;;;0
X938;AGRESS. PAR ARME DE POING, LIEUX NCA;Agression par arme de poing, autres lieux précisés;;;;;0
X939;AGRESS. PAR ARME DE POING, LIEU SAI;Agression par arme de poing, lieu sans précision;;;;;0
X94;AGRESS. PAR FUSIL;Agression par fusil, carabine et arme de plus grande taille;;;;;0
X940;AGRESS. PAR FUSIL, DOM.;Agression par fusil, carabine et arme de plus grande taille, domicile;;;;;0
X941;AGRESS. PAR FUSIL, ETABL. COLL.;Agression par fusil, carabine et arme de plus grande taille, établissement collectif;;;;;0
X942;AGRESS. PAR FUSIL, ÉCOLE ET LIEU PUB.;Agression par fusil, carabine et arme de plus grande taille, école et lieu public;;;;;0
X943;AGRESS. PAR FUSIL, LIEU DE SPORT;Agression par fusil, carabine et arme de plus grande taille, lieu de sport;;;;;0
X944;AGRESS. PAR FUSIL, RUE, ROUTE;Agression par fusil, carabine et arme de plus grande taille, rue ou route;;;;;0
X945;AGRESS. PAR FUSIL, COMMERCE;Agression par fusil, carabine et arme de plus grande taille, zone de commerce;;;;;0
X946;AGRESS. PAR FUSIL, LOC. INDUSTR.;Agression par fusil, carabine et arme de plus grande taille, local industriel et chantier;;;;;0
X947;AGRESS. PAR FUSIL, EXPLOIT. AGRIC.;Agression par fusil, carabine et arme de plus grande taille, exploitation agricole;;;;;0
X948;AGRESS. PAR FUSIL, LIEUX NCA;Agression par fusil, carabine et arme de plus grande taille, autres lieux précisés;;;;;0
X949;AGRESS. PAR FUSIL, LIEU SAI;Agression par fusil, carabine et arme de plus grande taille, lieu sans précision;;;;;0
X95;AGRESS. PAR DES ARMES À FEU, NCA, SAI;Agression par des armes à feu, autres et sans précision;;;;;0
X950;AGRESS. PAR DES ARMES À FEU, NCA, SAI, DOM.;Agression par des armes à feu, autres et sans précision, domicile;;;;;0
X951;AGRESS. PAR DES ARMES À FEU, NCA, SAI, ETABL. COLL.;Agression par des armes à feu, autres et sans précision, établissement collectif;;;;;0
X952;AGRESS. PAR DES ARMES À FEU, NCA, SAI, ÉCOLE ET LIEU PUB.;Agression par des armes à feu, autres et sans précision, école et lieu public;;;;;0
X953;AGRESS. PAR DES ARMES À FEU, NCA, SAI, LIEU DE SPORT;Agression par des armes à feu, autres et sans précision, lieu de sport;;;;;0
X954;AGRESS. PAR DES ARMES À FEU, NCA, SAI, RUE, ROUTE;Agression par des armes à feu, autres et sans précision, rue ou route;;;;;0
X955;AGRESS. PAR DES ARMES À FEU, NCA, SAI, COMMERCE;Agression par des armes à feu, autres et sans précision, zone de commerce;;;;;0
X956;AGRESS. PAR DES ARMES À FEU, NCA, SAI, LOC. INDUSTR.;Agression par des armes à feu, autres et sans précision, local industriel et chantier;;;;;0
X957;AGRESS. PAR DES ARMES À FEU, NCA, SAI, EXPLOIT. AGRIC.;Agression par des armes à feu, autres et sans précision, exploitation agricole;;;;;0
X958;AGRESS. PAR DES ARMES À FEU, NCA, SAI, LIEUX NCA;Agression par des armes à feu, autres et sans précision, autres lieux précisés;;;;;0
X959;AGRESS. PAR DES ARMES À FEU, NCA, SAI, LIEU SAI;Agression par des armes à feu, autres et sans précision, lieu sans précision;;;;;0
X96;AGRESS. PAR MAT. EXPLOS.;Agression par matériel explosif;;;;;0
X960;AGRESS. PAR MAT. EXPLOS., DOM.;Agression par matériel explosif, domicile;;;;;0
X961;AGRESS. PAR MAT. EXPLOS., ETABL. COLL.;Agression par matériel explosif, établissement collectif;;;;;0
X962;AGRESS. PAR MAT. EXPLOS., ÉCOLE ET LIEU PUB.;Agression par matériel explosif, école et lieu public;;;;;0
X963;AGRESS. PAR MAT. EXPLOS., LIEU DE SPORT;Agression par matériel explosif, lieu de sport;;;;;0
X964;AGRESS. PAR MAT. EXPLOS., RUE, ROUTE;Agression par matériel explosif, rue ou route;;;;;0
X965;AGRESS. PAR MAT. EXPLOS., COMMERCE;Agression par matériel explosif, zone de commerce;;;;;0
X966;AGRESS. PAR MAT. EXPLOS., LOC. INDUSTR.;Agression par matériel explosif, local industriel et chantier;;;;;0
X967;AGRESS. PAR MAT. EXPLOS., EXPLOIT. AGRIC.;Agression par matériel explosif, exploitation agricole;;;;;0
X968;AGRESS. PAR MAT. EXPLOS., LIEUX NCA;Agression par matériel explosif, autres lieux précisés;;;;;0
X969;AGRESS. PAR MAT. EXPLOS., LIEU SAI;Agression par matériel explosif, lieu sans précision;;;;;0
X97;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES;Agression par la fumée, le feu et les flammes;;;;;0
X970;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, DOM.;Agression par la fumée, le feu et les flammes, domicile;;;;;0
X971;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, ETABL. COLL.;Agression par la fumée, le feu et les flammes, établissement collectif;;;;;0
X972;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, ÉCOLE ET LIEU PUB.;Agression par la fumée, le feu et les flammes, école et lieu public;;;;;0
X973;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, LIEU DE SPORT;Agression par la fumée, le feu et les flammes, lieu de sport;;;;;0
X974;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, RUE, ROUTE;Agression par la fumée, le feu et les flammes, rue ou route;;;;;0
X975;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, COMMERCE;Agression par la fumée, le feu et les flammes, zone de commerce;;;;;0
X976;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, LOC. INDUSTR.;Agression par la fumée, le feu et les flammes, local industriel et chantier;;;;;0
X977;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, EXPLOIT. AGRIC.;Agression par la fumée, le feu et les flammes, exploitation agricole;;;;;0
X978;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, LIEUX NCA;Agression par la fumée, le feu et les flammes, autres lieux précisés;;;;;0
X979;AGRESS. PAR LA FUMÉE, LE FEU ET LES FLAMMES, LIEU SAI;Agression par la fumée, le feu et les flammes, lieu sans précision;;;;;0
X98;AGRESS. PAR VAPEUR, OBJ. BRUL.;Agression par la vapeur d'eau, des gaz et objets brûlants;;;;;0
X980;AGRESS. PAR VAPEUR, OBJ. BRUL., DOM.;Agression par la vapeur d'eau, des gaz et objets brûlants, domicile;;;;;0
Y526;EFF. INDESIR. ANTIHYPERLIPID. ET ANTI-ARTÉRIOSCLÉR. (US. THER.);Effets indésirables des antihyperlipidémiants et anti-artériosclérosants au cours de leur usage thérapeutique;;;;;0
Y527;EFF. INDESIR. VASODILATATEURS PÉRIPHÉRIQUES (US. THER.);Effets indésirables des vasodilatateurs périphériques au cours de leur usage thérapeutique;;;;;0
Y528;EFF. INDESIR. SUBST. ANTIVARIQ., Y COMP. AGENTS SCLÉROS. (US. THER.);Effets indésirables des substances antivariqueuses, y compris les agents sclérosants au cours de leur usage thérapeutique;;;;;0
Y529;EFF. INDESIR. SUBST. AGISS. SUR SYST. CARD-VASC., NCA, SAI (US. THER.);Effets indésirables des substances agissant essentiellement sur le système cardio-vasculaire, autres et sans précision au cours de leur usage thérapeutique;;;;;0
Y53;EFF. INDESIR. SUBST. AGISS. SUR TRACT. GASTRO-INTESTINAL;Effets indésirables des substances agissant essentiellement sur le tractus gastro-intestinal;;;;;0
Y530;EFF. INDESIR. INHIB. RÉCEPTEURS HISTAMINIQUE H2 (US. THER.);Effets indésirables d'un inhibiteur des récepteurs histaminique H2 au cours de son usage thérapeutique;;;;;0
Y531;EFF. INDESIR. ANTI-ACIDES ET ANTISÉCRÉT. GASTRIQUES NCA (US. THER.);Effets indésirables d'autres anti-acides et antisécrétoires gastriques au cours de leur usage thérapeutique;;;;;0
Y532;EFF. INDESIR. LAXATIFS STIMULANTS (US. THER.);Effets indésirables des laxatifs stimulants au cours de leur usage thérapeutique;;;;;0
Y533;EFF. INDESIR. LAXATIFS SALINS ET OSMOTIQUES (US. THER.);Effets indésirables des laxatifs salins et osmotiques au cours de leur usage thérapeutique;;;;;0
Y534;EFF. INDESIR. D'AUTRES LAXATIFS (US. THER.);Effets indésirables d'autres laxatifs au cours de leur usage thérapeutique;;;;;0
Y535;EFF. INDESIR. MÉDIC. FACID'UN LITANT LA DIGESTION (US. THER.);Effets indésirables des médicaments facilitant la digestion au cours de leur usage thérapeutique;;;;;0
Y536;EFF. INDESIR. ANTIDIARRHÉIQUES (US. THER.);Effets indésirables des antidiarrhéiques au cours de leur usage thérapeutique;;;;;0
Y537;EFF. INDESIR. ÉMÉTIQUES (US. THER.);Effets indésirables des émétiques au cours de leur usage thérapeutique;;;;;0
Y538;EFF. INDESIR. SUBST. AGISS. SUR TRACT. GASTRO-INTEST. NCA (US. THER.);Effets indésirables d'autres substances agissant essentiellement sur le tractus gastro-intestinal au cours de leur usage thérapeutique;;;;;0
Y539;EFF. INDESIR. SUBST. AGISS. SUR TRAC. GASTRO-INTEST., SAI (US. THER.);Effets indésirables d'une substance agissant essentiellement sur le tractus gastro-intestinal, sans précision au cours de son usage thérapeutique;;;;;0
Y54;EFF. INDESIR. MÉDIC. AGISS. SUR MÉTAB. EAU, SELS MIN., AC. URIQUE;Effets indésirables des médicaments agissant essentiellement sur le métabolisme de l'eau, des sels minéraux et de l'acide urique;;;;;0
Y540;EFF. INDESIR. MINÉRALOCORTICOÏDES (US. THER.);Effets indésirables des minéralocorticoïdes au cours de leur usage thérapeutique;;;;;0
Y541;EFF. INDESIR. ANTAGONISTES DES MINÉRALOCORTICOÏDES (US. THER.);Effets indésirables des antagonistes des minéralocorticoïdes [antagonistes de l'aldostérone] au cours de leur usage thérapeutique;;;;;0
Y542;EFF. INDESIR. INHIBITEURS DE L'ANHYDRASE CARBONIQUE (US. THER.);Effets indésirables des inhibiteurs de l'anhydrase carbonique au cours de leur usage thérapeutique;;;;;0
Y543;EFF. INDESIR. DÉRIVÉS DE LA BENZOTHIADIAZINE (US. THER.);Effets indésirables des dérivés de la benzothiadiazine au cours de leur usage thérapeutique;;;;;0
Y544;EFF. INDESIR. DIURÉTIQUES DE L'ANSE (US. THER.);Effets indésirables des diurétiques de l'anse au cours de leur usage thérapeutique;;;;;0
Y545;EFF. INDESIR. D'AUTRES DIURÉTIQUES (US. THER.);Effets indésirables d'autres diurétiques au cours de leur usage thérapeutique;;;;;0
Y546;EFF. INDESIR. PROD. AGISS. SUR ÉQUIL. ÉLECTR., CAL., HYDR. (US. THER.);Effets indésirables des produits agissant sur l'équilibre électrolytique, calorique et hydrique au cours de leur usage thérapeutique;;;;;0
Y547;EFF. INDESIR. MÉDIC. AGISS. SUR MÉTAB. DU CALCIUM (US. THER.);Effets indésirables des médicaments agissant sur le métabolisme du calcium au cours de leur usage thérapeutique;;;;;0
Y548;EFF. INDESIR. MÉDIC. AGISS. SUR MÉTAB. ACIDE URIQUE (US. THER.);Effets indésirables des médicaments agissant sur le métabolisme de l'acide urique au cours de leur usage thérapeutique;;;;;0
Y549;EFF. INDESIR. SELS MINÉRAUX, NCA (US. THER.);Effets indésirables des sels minéraux, non classés ailleurs au cours de leur usage thérapeutique;;;;;0
Y55;EFF. INDESIR. SUBST. AGISS . SUR MUSCL. ET APPAR. RESP.;Effets indésirables des substances agissant essentiellement sur les muscles lisses et striés et l'appareil respiratoire;;;;;0
Y550;EFF. INDESIR. OCYTOCIQUES (US. THER.);Effets indésirables des ocytociques au cours de leur usage thérapeutique;;;;;0
Y551;EFF. INDESIR. MYORELAXANTS (US. THER.);Effets indésirables des myorelaxants au cours de leur usage thérapeutique;;;;;0
Y552;EFF. INDESIR. MÉDIC. AGISS. SUR MUSCL., NCA, SAI (US. THER.);Effets indésirables des médicaments agissant essentiellement sur les muscles, autres et sans précision au cours de leur usage thérapeutique;;;;;0
Y553;EFF. INDESIR. ANTITUSSIFS (US. THER.);Effets indésirables des antitussifs au cours de leur usage thérapeutique;;;;;0
Y554;EFF. INDESIR. EXPECTORANTS (US. THER.);Effets indésirables des expectorants au cours de leur usage thérapeutique;;;;;0
Y555;EFF. INDESIR. MÉDIC. CONTRE LE CORYZA (US. THER.);Effets indésirables des médicaments contre le coryza [rhume banal] au cours de leur usage thérapeutique;;;;;0
Y556;EFF. INDESIR. ANTI-ASTHMATIQUES, NCA (US. THER.);Effets indésirables des anti-asthmatiques, non classés ailleurs au cours de leur usage thérapeutique;;;;;0
Y557;EFF. INDESIR. SUBST. AGISS. SUR APPAR. RESP., NCA, SAI (US. THER.);Effets indésirables des substances agissant essentiellement sur l'appareil respiratoire, autres et sans précision au cours de leur usage thérapeutique;;;;;0
Y56;EFF. INDESIR. SUBST. À USAGE TOPIQ. PEAU, MUQU., US. OPH., ORL DENT.;Effets indésirables des substances à usage topique agissant essentiellement sur la peau et les muqueuses, médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaire;;;;;0
Y560;EFF. INDESIR. ANTIFONG., ANTI-INF., ANTI-INFLAM. LOC., NCA (US. THER.);Effets indésirables des médicaments antifongiques, anti-infectieux et anti-inflammatoires pour application locale, non classés ailleurs au cours de leur usage thérapeutique;;;;;0
Y561;EFF. INDESIR. ANTIPRURIGINEUX (US. THER.THER.);Effets indésirables des antiprurigineux au cours de leur usage thérapeutique;;;;;0
Y562;EFF. INDESIR. ASTRINGENTS ET DÉTERGENTS LOCAUX (US. THER.);Effets indésirables des astringents et détergents locaux au cours de leur usage thérapeutique;;;;;0
Y563;EFF. INDESIR. ÉMOLLIENTS, ADOUCISSANTS ET PROTECTEURS (US. THER.);Effets indésirables des émollients, adoucissants et protecteurs au cours de leur usage thérapeutique;;;;;0
Y564;EFF. INDESIR. KÉRATOLYT., KÉRATOPLAST., MÉDIC. CAPIL. NCA (US. THER.);Effets indésirables des kératolytiques, kératoplastiques et autres médicaments et préparations capillaires au cours de leur usage thérapeutique;;;;;0
Y565;EFF. INDESIR. MÉDIC. ET PRÉPARATIONS OPHTALMOLOGIQUES (US. THER.);Effets indésirables des médicaments et préparations ophtalmologiques au cours de leur usage thérapeutique;;;;;0
Y566;EFF. INDESIR. MÉDIC. ET PRÉPARATIONS UTILIS. EN ORL (US. THER.);Effets indésirables des médicaments et préparations utilisés en oto-rhino-laryngologie au cours de leur usage thérapeutique;;;;;0
Y567;EFF. INDESIR. MÉDIC. DENTAIRES POUR APPLICATION LOCALE (US. THER.);Effets indésirables des médicaments dentaires pour application locale au cours de leur usage thérapeutique;;;;;0
X207;CONTACT Av. SERPENTS VENIM., EXPLOIT. AGRIC.;Contact avec des serpents et des lézards venimeux, exploitation agricole;;;;;0
X208;CONTACT Av. SERPENTS VENIM., LIEUX NCA;Contact avec des serpents et des lézards venimeux, autres lieux précisés;;;;;0
X209;CONTACT Av. SERPENTS VENIM., LIEU SAI;Contact avec des serpents et des lézards venimeux, lieu sans précision;;;;;0
X21;CONTACT Av. ARAIGNÉES VENIM.;Contact avec des araignées venimeuses;;;;;0
X210;CONTACT Av. ARAIGNÉES VENIM., DOM.;Contact avec des araignées venimeuses, domicile;;;;;0
X211;CONTACT Av. ARAIGNÉES VENIM., ETABL. COLL.;Contact avec des araignées venimeuses, établissement collectif;;;;;0
X212;CONTACT Av. ARAIGNÉES VENIM., ÉCOLE ET LIEU PUB.;Contact avec des araignées venimeuses, école et lieu public;;;;;0
X213;CONTACT Av. ARAIGNÉES VENIM., LIEU DE SPORT;Contact avec des araignées venimeuses, lieu de sport;;;;;0
X214;CONTACT Av. ARAIGNÉES VENIM., RUE, ROUTE;Contact avec des araignées venimeuses, rue ou route;;;;;0
X215;CONTACT Av. ARAIGNÉES VENIM., COMMERCE;Contact avec des araignées venimeuses, zone de commerce;;;;;0
X216;CONTACT Av. ARAIGNÉES VENIM., LOC. INDUSTR.;Contact avec des araignées venimeuses, local industriel et chantier;;;;;0
X217;CONTACT Av. ARAIGNÉES VENIM., EXPLOIT. AGRIC.;Contact avec des araignées venimeuses, exploitation agricole;;;;;0
X218;CONTACT Av. ARAIGNÉES VENIM., LIEUX NCA;Contact avec des araignées venimeuses, autres lieux précisés;;;;;0
X219;CONTACT Av. ARAIGNÉES VENIM., LIEU SAI;Contact avec des araignées venimeuses, lieu sans précision;;;;;0
X22;CONTACT Av. SCORPIONS;Contact avec des scorpions;;;;;0
X220;CONTACT Av. SCORPIONS, DOM.;Contact avec des scorpions, domicile;;;;;0
X221;CONTACT Av. SCORPIONS, ETABL. COLL.;Contact avec des scorpions, établissement collectif;;;;;0
X222;CONTACT Av. SCORPIONS, ÉCOLE ET LIEU PUB.;Contact avec des scorpions, école et lieu public;;;;;0
X223;CONTACT Av. SCORPIONS, LIEU DE SPORT;Contact avec des scorpions, lieu de sport;;;;;0
X224;CONTACT Av. SCORPIONS, RUE, ROUTE;Contact avec des scorpions, rue ou route;;;;;0
X225;CONTACT Av. SCORPIONS, COMMERCE;Contact avec des scorpions, zone de commerce;;;;;0
X226;CONTACT Av. SCORPIONS, LOC. INDUSTR.;Contact avec des scorpions, local industriel et chantier;;;;;0
X227;CONTACT Av. SCORPIONS, EXPLOIT. AGRIC.;Contact avec des scorpions, exploitation agricole;;;;;0
X228;CONTACT Av. SCORPIONS, LIEUX NCA;Contact avec des scorpions, autres lieux précisés;;;;;0
X229;CONTACT Av. SCORPIONS, LIEU SAI;Contact avec des scorpions, lieu sans précision;;;;;0
X23;CONTACT Av. HYMENOPT.;Contact avec des frelons, guêpes et abeilles;;;;;0
X230;CONTACT Av. HYMENOPT., DOM.;Contact avec des frelons, guêpes et abeilles, domicile;;;;;0
X231;CONTACT Av. HYMENOPT., ETABL. COLL.;Contact avec des frelons, guêpes et abeilles, établissement collectif;;;;;0
X232;CONTACT Av. HYMENOPT., ÉCOLE ET LIEU PUB.;Contact avec des frelons, guêpes et abeilles, école et lieu public;;;;;0
X233;CONTACT Av. HYMENOPT., LIEU DE SPORT;Contact avec des frelons, guêpes et abeilles, lieu de sport;;;;;0
X234;CONTACT Av. HYMENOPT., RUE, ROUTE;Contact avec des frelons, guêpes et abeilles, rue ou route;;;;;0
X235;CONTACT Av. HYMENOPT., COMMERCE;Contact avec des frelons, guêpes et abeilles, zone de commerce;;;;;0
X236;CONTACT Av. HYMENOPT., LOC. INDUSTR.;Contact avec des frelons, guêpes et abeilles, local industriel et chantier;;;;;0
X237;CONTACT Av. HYMENOPT., EXPLOIT. AGRIC.;Contact avec des frelons, guêpes et abeilles, exploitation agricole;;;;;0
X238;CONTACT Av. HYMENOPT., LIEUX NCA;Contact avec des frelons, guêpes et abeilles, autres lieux précisés;;;;;0
X239;CONTACT Av. HYMENOPT., LIEU SAI;Contact avec des frelons, guêpes et abeilles, lieu sans précision;;;;;0
X24;CONTACT Av. MYRIAPODES VENIM.;Contact avec des centipodes et myriapodes venimeux (tropicaux);;;;;0
X240;CONTACT Av. MYRIAPODES VENIM., DOM.;Contact avec des centipodes et myriapodes venimeux (tropicaux), domicile;;;;;0
X241;CONTACT Av. MYRIAPODES VENIM., ETABL. COLL.;Contact avec des centipodes et myriapodes venimeux (tropicaux), établissement collectif;;;;;0
X242;CONTACT Av. MYRIAPODES VENIM., ÉCOLE ET LIEU PUB.;Contact avec des centipodes et myriapodes venimeux (tropicaux), école et lieu public;;;;;0
X243;CONTACT Av. MYRIAPODES VENIM., LIEU DE SPORT;Contact avec des centipodes et myriapodes venimeux (tropicaux), lieu de sport;;;;;0
X244;CONTACT Av. MYRIAPODES VENIM., RUE, ROUTE;Contact avec des centipodes et myriapodes venimeux (tropicaux), rue ou route;;;;;0
X245;CONTACT Av. MYRIAPODES VENIM., COMMERCE;Contact avec des centipodes et myriapodes venimeux (tropicaux), zone de commerce;;;;;0
X246;CONTACT Av. MYRIAPODES VENIM., LOC. INDUSTR.;Contact avec des centipodes et myriapodes venimeux (tropicaux), local industriel et chantier;;;;;0
X247;CONTACT Av. MYRIAPODES VENIM., EXPLOIT. AGRIC.;Contact avec des centipodes et myriapodes venimeux (tropicaux), exploitation agricole;;;;;0
X248;CONTACT Av. MYRIAPODES VENIM., LIEUX NCA;Contact avec des centipodes et myriapodes venimeux (tropicaux), autres lieux précisés;;;;;0
X249;CONTACT Av. MYRIAPODES VENIM., LIEU SAI;Contact avec des centipodes et myriapodes venimeux (tropicaux), lieu sans précision;;;;;0
X25;CONTACT Av. ARTHROP. VENIM. NCA.;Contact avec d'autres arthropodes venimeux;;;;;0
X250;CONTACT Av. ARTHROP. VENIM. NCA, DOM.;Contact avec d'autres arthropodes venimeux, domicile;;;;;0
X251;CONTACT Av. ARTHROP. VENIM. NCA, ETABL. COLL.;Contact avec d'autres arthropodes venimeux, établissement collectif;;;;;0
X252;CONTACT Av. ARTHROP. VENIM. NCA, ÉCOLE ET LIEU PUB.;Contact avec d'autres arthropodes venimeux, école et lieu public;;;;;0
X253;CONTACT Av. ARTHROP. VENIM. NCA, LIEU DE SPORT;Contact avec d'autres arthropodes venimeux, lieu de sport;;;;;0
X254;CONTACT Av. ARTHROP. VENIM. NCA, RUE, ROUTE;Contact avec d'autres arthropodes venimeux, rue ou route;;;;;0
X255;CONTACT Av. ARTHROP. VENIM. NCA, COMMERCE;Contact avec d'autres arthropodes venimeux, zone de commerce;;;;;0
X256;CONTACT Av. ARTHROP. VENIM. NCA, LOC. INDUSTR.;Contact avec d'autres arthropodes venimeux, local industriel et chantier;;;;;0
X257;CONTACT Av. ARTHROP. VENIM. NCA, EXPLOIT. AGRIC.;Contact avec d'autres arthropodes venimeux, exploitation agricole;;;;;0
X258;CONTACT Av. ARTHROP. VENIM. NCA, LIEUX NCA;Contact avec d'autres arthropodes venimeux, autres lieux précisés;;;;;0
X259;CONTACT Av. ARTHROP. VENIM. NCA, LIEU SAI;Contact avec d'autres arthropodes venimeux, lieu sans précision;;;;;0
X26;CONTACT Av. ANIM. ET PLANT. VEN. MARINS;Contact avec des animaux venimeux marins et des plantes vénéneuses marines;;;;;0
X260;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, DOM.;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, domicile;;;;;0
X261;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, ETABL. COLL.;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, établissement collectif;;;;;0
X262;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, ÉCOLE ET LIEU PUB.;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, école et lieu public;;;;;0
X263;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, LIEU DE SPORT;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, lieu de sport;;;;;0
X264;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, RUE, ROUTE;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, rue ou route;;;;;0
X265;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, COMMERCE;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, zone de commerce;;;;;0
X981;AGRESS. PAR VAPEUR, OBJ. BRUL., ETABL. COLL.;Agression par la vapeur d'eau, des gaz et objets brûlants, établissement collectif;;;;;0
X982;AGRESS. PAR VAPEUR, OBJ. BRUL., ÉCOLE ET LIEU PUB.;Agression par la vapeur d'eau, des gaz et objets brûlants, école et lieu public;;;;;0
X983;AGRESS. PAR VAPEUR, OBJ. BRUL., LIEU DE SPORT;Agression par la vapeur d'eau, des gaz et objets brûlants, lieu de sport;;;;;0
X984;AGRESS. PAR VAPEUR, OBJ. BRUL., RUE, ROUTE;Agression par la vapeur d'eau, des gaz et objets brûlants, rue ou route;;;;;0
X985;AGRESS. PAR VAPEUR, OBJ. BRUL., COMMERCE;Agression par la vapeur d'eau, des gaz et objets brûlants, zone de commerce;;;;;0
X986;AGRESS. PAR VAPEUR, OBJ. BRUL., LOC. INDUSTR.;Agression par la vapeur d'eau, des gaz et objets brûlants, local industriel et chantier;;;;;0
X987;AGRESS. PAR VAPEUR, OBJ. BRUL., EXPLOIT. AGRIC.;Agression par la vapeur d'eau, des gaz et objets brûlants, exploitation agricole;;;;;0
X988;AGRESS. PAR VAPEUR, OBJ. BRUL., LIEUX NCA;Agression par la vapeur d'eau, des gaz et objets brûlants, autres lieux précisés;;;;;0
X989;AGRESS. PAR VAPEUR, OBJ. BRUL., LIEU SAI;Agression par la vapeur d'eau, des gaz et objets brûlants, lieu sans précision;;;;;0
X99;AGRESS. PAR OBJ. TRANCHANT;Agression par objet tranchant;;;;;0
X990;AGRESS. PAR OBJ. TRANCHANT, DOM.;Agression par objet tranchant, domicile;;;;;0
X991;AGRESS. PAR OBJ. TRANCHANT, ETABL. COLL.;Agression par objet tranchant, établissement collectif;;;;;0
X992;AGRESS. PAR OBJ. TRANCHANT, ÉCOLE ET LIEU PUB.;Agression par objet tranchant, école et lieu public;;;;;0
X993;AGRESS. PAR OBJ. TRANCHANT, LIEU DE SPORT;Agression par objet tranchant, lieu de sport;;;;;0
X994;AGRESS. PAR OBJ. TRANCHANT, RUE, ROUTE;Agression par objet tranchant, rue ou route;;;;;0
X995;AGRESS. PAR OBJ. TRANCHANT, COMMERCE;Agression par objet tranchant, zone de commerce;;;;;0
X996;AGRESS. PAR OBJ. TRANCHANT, LOC. INDUSTR.;Agression par objet tranchant, local industriel et chantier;;;;;0
X997;AGRESS. PAR OBJ. TRANCHANT, EXPLOIT. AGRIC.;Agression par objet tranchant, exploitation agricole;;;;;0
X998;AGRESS. PAR OBJ. TRANCHANT, LIEUX NCA;Agression par objet tranchant, autres lieux précisés;;;;;0
X999;AGRESS. PAR OBJ. TRANCHANT, LIEU SAI;Agression par objet tranchant, lieu sans précision;;;;;0
Y00;AGRESS. PAR OBJ. CONTONDANT;Agression par objet contondant;;;;;0
