LPP_PRS_IDE;LPP_RED_LIB;LPP_VAL_DTF;LPP_MAX_AGE;LPP_PRS_TYP;LPP_MED_IND;LPP_ARB_CHA;LPP_ARB_SC1;LPP_ARB_SC2;LPP_ARB_SC3;LPP_ARB_SC4;LPP_ARB_SC5;LPP_ARB_SC6;LPP_ARB_SC7;LPP_ARB_SC8;LPP_ARB_SC9;LPP_ARB_BAS;LPP_PRO_COD;LPP_ANC_COD
4379114;VHP, ASSISTANCE ELECTRIQUE A LA PROPULSION, INVACARE, ALBER VIAMOBIL ECO V14.;;0;A;O;4;3;1;1;0;0;0;0;0;0;102.000000;;
4380637;VHP, POUSSETTE, INFERIEUR A 16 ANS, SUPPORT D'APPAREIL DE VENTILATION ASSISTEE;;15;A;N;4;3;3;0;0;0;0;0;0;0;54.000000;;
4385787;VHP, POUSSETTE, INFERIEUR A 16 ANS, APPUI-TETE REGLABLE;;15;A;N;4;3;3;0;0;0;0;0;0;0;12.000000;;
4389845;VHP, PROPULSION ELECTRIQUE, FORFAIT ANNUEL, REPARATION DE ROUES;;0;R;N;4;3;2;2;0;0;0;0;0;0;1.000000;;
4390162;VHP, ASSISTANCE ELECTRIQUE A LA PROPULSION, INVACARE, ALBER VIAPLUS V12.;;0;A;O;4;3;1;1;0;0;0;0;0;0;103.000000;;
4396035;VHP, POUSSETTE, INFERIEUR A 16 ANS, SUPPLEMENT REMPLACEMENT DES ROUES, LA PAIRE;;15;A;N;4;3;3;0;0;0;0;0;0;0;88.000000;;
5102722;BALLON ACTIF A ELUTION DE PACLITAXEL, CORONAIRE, B BRAUN, SEQUENT PLEASE NEO.;;0;A;O;5;2;7;0;0;0;0;0;0;0;3.000000;;
5109612;SYSTEME DE THROMBO-ASPIRATION, PENUMBRA, PENUMBRA SYSTEM.;;0;A;O;5;1;2;0;0;0;0;0;0;0;1.000000;;
5112324;STENT RETRIEVER, MEDTRONIC, SOLITAIRE PLATINUM.;;0;A;O;5;1;1;0;0;0;0;0;0;0;5.000000;;
5119504;STENT RETRIEVER, STRYKER, TREVO NXT PROVUE;;0;A;O;5;1;1;0;0;0;0;0;0;0;4.000000;;
5131178;STENT RETRIEVER, STRYKER, TREVO XP PROVUE.;;0;A;O;5;1;1;0;0;0;0;0;0;0;3.000000;;
5131630;SYSTEME DE THROMBO-ASPIRATION, CATHETER, STRYKER, AXS VECTA;;0;A;O;5;1;2;0;0;0;0;0;0;0;8.000000;;
5139719;SYSTEME DE THROMBO-ASPIRATION, CATHETER, MICROVENTION, SOFIA PLUS;;0;A;O;5;1;2;0;0;0;0;0;0;0;5.000000;;
5141194;SYSTEME DE THROMBO-ASPIRATION, CATHETER, MEDTRONIC, REACT;;0;A;O;5;1;2;0;0;0;0;0;0;0;6.000000;;
5147771;STENT RETRIEVER, MICROVENTION, ERIC.;;0;A;O;5;1;1;0;0;0;0;0;0;0;9.000000;;
5154191;SYSTEME DE THROMBO-ASPIRATION, PENUMBRA, PENUMBRA SYSTEM JET 7;;0;A;O;5;1;2;0;0;0;0;0;0;0;2.000000;;
5154305;SYSTEME DE THROMBO-ASPIRATION, CATHETER, MICROVENTION, SOFIA;;0;A;O;5;1;2;0;0;0;0;0;0;0;4.000000;;
5159165;SYSTEME DE THROMBO-ASPIRATION, STRYKER, AXS CATALYST.;;0;A;O;5;1;2;0;0;0;0;0;0;0;7.000000;;
5165941;BALLON ACTIF A ELUTION DE PACLITAXEL, CORONAIRE, B BRAUN, SEQUENT PLEASE.;;0;A;O;5;2;7;0;0;0;0;0;0;0;2.000000;;
5167526;STENT RETRIEVER, STRYKER, TREVO PROVUE.;17JUN2019:00:00:00;0;A;O;5;1;1;0;0;0;0;0;0;0;2.000000;;
5171203;STENT RETRIEVER, J&J, EMBOTRAP II.;;0;A;O;5;1;1;0;0;0;0;0;0;0;7.000000;;
5174561;SYSTEME DE THROMBO-ASPIRATION, PENUMBRA, PENUMBRA SYSTEM JET D;;0;A;O;5;1;2;0;0;0;0;0;0;0;3.000000;;
5175862;STENT RETRIEVER, MEDTRONIC, SOLITAIRE II.;;0;A;O;5;1;1;0;0;0;0;0;0;0;1.000000;;
5180060;STENT RETRIEVER, PENUMBRA, 3D REVASCULARISATION DEVICE.;;0;A;O;5;1;1;0;0;0;0;0;0;0;10.000000;;
5184938;STENT RETRIEVER, MEDTRONIC, SOLITAIRE X.;;0;A;O;5;1;1;0;0;0;0;0;0;0;6.000000;;
5188735;STENT RETRIEVER, J&J, EMBOTRAP III;;0;A;O;5;1;1;0;0;0;0;0;0;0;8.000000;;
5189700;BALLON ACTIF A ELUTION DE PACLITAXEL, MEDTRONIC, IN.PACT ADMIRAL.;;0;A;O;5;2;1;0;0;0;0;0;0;0;3.000000;;
5206663;GUIDE MESURE FFR, FSCARE, OPTOWIRE DEUX.;;0;A;O;5;2;2;0;0;0;0;0;0;0;6.000000;;
5208260;GUIDE MESURE FFR, BOSTON, COMET II;;0;A;O;5;2;2;0;0;0;0;0;0;0;2.000000;;
5213143;BALLON ACTIF A ELUTION DE PACLITAXEL, CORONAIRE, BIOTRONIK, PANTERA LUX;;0;A;O;5;2;7;0;0;0;0;0;0;0;1.000000;;
5214450;BALLON ACTIF A ELUTION DE PACLITAXEL, MEDTRONIC, IN.PACT PACIFIC.;;0;A;O;5;2;1;0;0;0;0;0;0;0;4.000000;;
5218318;SYSTEME ATHERECTOMIE ROTATIONNELLE, BOSTON, ROTAPRO;;0;A;O;5;2;5;0;0;0;0;0;0;0;1.000000;;
5219111;GUIDE MESURE FFR, PHILIPS/VOLCANO, VERRATA.;;0;A;O;5;2;2;0;0;0;0;0;0;0;3.000000;;
5227777;GUIDE MESURE FFR, ABBOTT, PRESSUREWIRE.;;0;A;O;5;2;2;0;0;0;0;0;0;0;5.000000;;
5233157;GUIDE MESURE FFR, PHILIPS/VOLCANO, VERRATA PLUS.;;0;A;O;5;2;2;0;0;0;0;0;0;0;4.000000;;
5233335;BALLON ACTIF A ELUTION DE PACLITAXEL, BARD, LUTONIX 035.;;0;A;O;5;2;1;0;0;0;0;0;0;0;2.000000;;
5235021;BALLON ACTIF A ELUTION DE PACLITAXEL, BOSTON, RANGER.;;0;A;O;5;2;1;0;0;0;0;0;0;0;1.000000;;
5243374;SYSTEME ATHERECTOMIE ROTATIONNELLE, BOSTON, ROTALINK PLUS;;0;A;O;5;2;5;0;0;0;0;0;0;0;2.000000;;
5247202;BALLON ACTIF A ELUTION DE PACLITAXEL, IVASCULAR, IVASCULAR LUMINOR 35;;0;A;O;5;2;1;0;0;0;0;0;0;0;7.000000;;
5253987;BALLON ACTIF A ELUTION DE PACLITAXEL, B.BRAUN, SEQUENT PLEASE OTW;;0;A;O;5;2;1;0;0;0;0;0;0;0;6.000000;;
5271206;DISPOSITIF ASSIST MECA ELECT MONOVENTRIC GCHE, FLUX AXIAL, ABIOMED, IMPELLA 5.0;;0;A;N;5;2;6;0;0;0;0;0;0;0;1.000000;;
5283586;BALLON ACTIF A ELUTION DE PACLITAXEL, SPECTRANETICS, STELLAREX;;0;A;O;5;2;1;0;0;0;0;0;0;0;5.000000;;
5285504;GAINE LASER EXTRACTION SONDES DE STIMUL ET DEFIBRIL, SPECTRANETICS, GLIDELIGHT;;0;A;N;5;2;3;0;0;0;0;0;0;0;1.000000;;
5287319;GUIDE MESURE FFR, BOSTON, COMET.;;0;A;O;5;2;2;0;0;0;0;0;0;0;1.000000;;
5298777;BALLON ACTIF A ELUTION DE PACLITAXEL, IVASCULAR, IVASCULAR LUMINOR 18;;0;A;O;5;2;1;0;0;0;0;0;0;0;8.000000;;
5302734;CATHETER D'ABLATION FOCALE, MEDTRONIC, BARRX 90 RFA;;0;A;O;5;4;1;1;0;0;0;0;0;0;2.000000;;
5314128;INSTRUMENT POUR OSTEOTOMIE EXERESE TUMORALE MALIGNE DE L'OS, 3D-SIDE, 3D-CUT;;0;A;O;5;3;1;0;0;0;0;0;0;0;1.000000;;
5326545;CATHETER D'ABLATION FOCALE, MEDTRONIC, BARRX 60 RFA;;0;A;O;5;4;1;1;0;0;0;0;0;0;4.000000;;
5338933;CATHETER ENDOSCOPIQUE D'ABLATION FOCALE, MEDTRONIC, BARRX CHANNEL RFA;;0;A;O;5;4;1;1;0;0;0;0;0;0;5.000000;;
5344490;CATHETER POUR CHOLANGIOPANCREATOSCOPE, BOSTON, SPYSCOPE DS II;;0;A;O;5;3;3;0;0;0;0;0;0;0;2.000000;;
5356180;SYSTEME D'ABLATION PAR RADIOFREQUENCE DE TUMEUR REIN, ELECTRODE, BOSTON, LEVEEN;;0;A;O;5;3;2;0;0;0;0;0;0;0;1.000000;;
5357741;CATHETER D'ABLATION FOCALE, MEDTRONIC, BARRX 90 ULTRA LONG RFA;;0;A;O;5;4;1;1;0;0;0;0;0;0;3.000000;;
5363144;CATHETER POUR CHOLANGIOPANCREATOSCOPE, BOSTON, SPYSCOPE DS;;0;A;O;5;3;3;0;0;0;0;0;0;0;1.000000;;
5363888;CATHETER D'ABLATION CIRCONFERENTIELLE, MEDTRONIC, BARRX 360 EXPRESS RFA;;0;A;O;5;4;1;1;0;0;0;0;0;0;1.000000;;
5442168;ENDOPROTHESE OESOPHAGIENNE, AUTO-EXPANSIBLE, COUVERTE, NOVATECH, DANIS STENT;;0;A;N;5;4;2;0;0;0;0;0;0;0;1.000000;;
6110014;NUTRITION ORALE, MEL POLY HYPERPROT. HYPERENERG., <UN AN, 200 ML,NUTRICIA;;0;A;O;1;1;5;2;3;2;0;0;0;0;2.000000;;
6110020;NUT. ENTERALE, MEL POLY HP. HE., <UN AN, 500 ML,NUTRICIA;;0;A;O;1;1;5;2;3;2;0;0;0;0;9.000000;;
6110037;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,NUTRICIA;;4;A;N;1;1;5;4;0;0;0;0;0;0;14.000000;;
6110043;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODES SOUPLES,ASEPT INMED;;0;A;O;1;1;7;2;0;0;0;0;0;0;27.000000;;
6110050;ALIMENT SANS GLUTEN, PAIN, >OU= 150 G ET < 200 G,MESMOUDI;;0;A;O;1;1;5;1;1;0;0;0;0;0;59.000000;;
6110066;ALIMENT SANS GLUTEN, BISCUITS, >OU= 200 G ET < 225 G,MANCA;;0;A;O;1;1;5;1;1;0;0;0;0;0;301.000000;;
6110072;AUTOCONTROLE , SET D AUTOSURVEILLANCE DE LA GLYCEMIE,VALTRADE;;0;A;N;1;1;3;1;1;3;0;0;0;0;21.000000;;
6110089;AUTOCONTROLE , 100 BANDELETTES, CAPTEURS OU ELECTRODES,VALTRADE;;0;A;O;1;1;3;1;1;2;0;0;0;0;34.000000;;
6110095;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODES SOUPLES,GMDASZ;;0;A;O;1;1;7;2;0;0;0;0;0;0;28.000000;;
6110103;AUTOCONTROLE, AUTOPIQUEUR,MARQUE VERTE;;0;A;O;1;1;3;1;3;0;0;0;0;0;21.000000;;
6110110;ALIMENT SANS GLUTEN, FARINE, 100 G,NOGLU;;0;A;O;1;1;5;1;1;0;0;0;0;0;7.000000;;
6110126;NUTRITION ORALE, ADULTE, PROTEINES SEULES, > 400 ET < 500, B/1.,NUTRISENS MED;;0;A;O;1;1;5;1;2;1;4;0;0;0;7.000000;;
6110132;ALIMENT SANS GLUTEN, BISCUITS, >OU= 150 G ET < 165 G,CERECO;;0;A;O;1;1;5;1;1;0;0;0;0;0;268.000000;;
6110149;AUTOCONTROLE , SET D'AUTOSURVEILLANCE DE LA GLYCEMIE,ABBOTT FRANCE;;0;A;N;1;1;3;1;1;3;0;0;0;0;5.000000;;
6110155;ALIMENT SANS GLUTEN, BISCUITS, >OU= 150 G ET < 165 G,BJORG ET CIE;;0;A;O;1;1;5;1;1;0;0;0;0;0;266.000000;;
6110161;ALIMENT SANS GLUTEN, FARINE, 100 G,ABCD NUTRITION;;0;A;O;1;1;5;1;1;0;0;0;0;0;4.000000;;
6110178;ALIMENT SANS GLUTEN, FARINE, 100 G,NATURE & CIE;;0;A;O;1;1;5;1;1;0;0;0;0;0;5.000000;;
6110184;ALIMENT SANS GLUTEN, FARINE, 1000 G,NATURE & CIE;;0;A;O;1;1;5;1;1;0;0;0;0;0;27.000000;;
6110190;ALIMENT SANS GLUTEN, FARINE, 500 G,BMD;;0;A;O;1;1;5;1;1;0;0;0;0;0;16.000000;;
6110209;ALIMENT SANS GLUTEN, PATES, 250 G,NATURE & CIE;;0;A;O;1;1;5;1;1;0;0;0;0;0;151.000000;;
6110215;COLLECTEUR NUIT, VIDANG+, STERILE+, ACCROCHE+/-, RACCORD+ B/30,CODAN FR;;0;A;N;1;1;4;1;8;4;2;0;0;0;48.000000;;
6110221;DRAINAGE, SONDE VESIC A BALLONNET, 2 VOIES, DIAM < CH 12, SILIC.,LABO TECHNO;;0;A;N;1;1;4;1;8;3;3;0;0;0;26.000000;;
6110238;DRAINAGE, SONDE VESIC BALLONNET, 2 VOIES, DTE/BEQ, DIAM >= CH 12,LABO TECHNO;;0;A;N;1;1;4;1;8;3;3;0;0;0;6.000000;;
6110244;DRAINAGE, SONDE VESIC INTERMIT STER, NON LUB, LATEX-, FEMME B/1,LABO TECHNO;;0;A;N;1;1;4;1;8;3;1;1;0;0;3.000000;;
6110250;DRAINAGE, SONDE VESIC INTERMITT STERILE, PRELUB/HYD, LATEX- B/1,LABO TECHNO;;0;A;N;1;1;4;1;8;3;1;2;0;0;2.000000;;
6110267;DRAINAGE, SONDE VESICAL, 2 VOIES, DTE /BEQ, DIAM >=  CH 12, SILIC,LABO TECHNO;;0;A;N;1;1;4;1;8;3;3;0;0;0;15.000000;;
6110273;ALIMENT SANS GLUTEN, PAIN, >OU= 250 G ET < 300 G,CERECO;;0;A;O;1;1;5;1;1;0;0;0;0;0;87.000000;;
6110280;ALIMENT SANS GLUTEN, BISCUITS, >OU= 50 G ET 75 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;177.000000;;
6110296;ALIMENT SANS GLUTEN, BISCUITS, >OU= 75 G ET < 100 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;188.000000;;
6110304;ALIMENT SANS GLUTEN, BISCUITS, >OU= 125 G ET < 150 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;244.000000;;
6110310;ALIMENT SANS GLUTEN, BISCUITS, >OU= 150 G ET < 165 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;267.000000;;
6110327;ALIMENT SANS GLUTEN, BISCUITS, >OU= 165 G ET < 175 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;278.000000;;
6110333;ALIMENT SANS GLUTEN, PAIN, >OU= 250 G ET < 300 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;88.000000;;
6110340;ALIMENT SANS GLUTEN, PAIN, >OU= 300 G ET < 350 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;109.000000;;
6110356;ALIMENT SANS GLUTEN, FARINE, 100 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;6.000000;;
6110362;ALIMENT SANS GLUTEN, FARINE, 500 G,TERRA CERES;;0;A;O;1;1;5;1;1;0;0;0;0;0;17.000000;;
6110379;BOUTON DE GASTROSTOMIE, PROLONGATEUR ADAPTABLE, RENOUVELLEMENT,CARDINAL HEALTH;;0;A;O;1;1;5;3;1;0;0;0;0;0;25.000000;;
6110385;ALIMENT SANS GLUTEN, BISCUITS, >OU= 100 G ET < 115 G,SOCIETE ASTRUC;;0;A;O;1;1;5;1;1;0;0;0;0;0;208.000000;;
6110391;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,DE FIL EN AIG;;0;A;N;1;1;6;0;0;0;0;0;0;0;41.000000;;
6110400;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,OPED;;0;A;N;1;1;6;0;0;0;0;0;0;0;42.000000;;
6110416;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT,GERDA;;4;A;N;1;1;5;4;0;0;0;0;0;0;17.000000;;
6110422;NUT. ENTERALE, SONDE GASTROSTOMIE OU JEJUNOSTOMIE, RENOUV,VOLUCEO MED;;0;A;N;1;1;5;3;2;0;0;0;0;0;25.000000;;
6110439;NUT. ENTERALE, SONDE PU/SILICONE, NASOGASTRIQUE OU NASOJEJUNALE,MEDICINA;;0;A;O;1;1;5;3;2;0;0;0;0;0;13.000000;;
6110445;NUT. ENTERALE, BOUTON DE GASTROSTOMIE OU DE JEJUNOSTOMIE + ACC.S,KEBOMED;;0;A;O;1;1;5;3;1;0;0;0;0;0;9.000000;;
6110451;BOUTON DE GASTROSTOMIE, PROLONGATEUR ADAPTABLE, RENOUVELLEMENT,KEBOMED;;0;A;O;1;1;5;3;1;0;0;0;0;0;24.000000;;
6110468;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,CIZETA MEDICALI;;0;A;N;1;1;6;0;0;0;0;0;0;0;15.000000;;
6110474;TIRE-LAIT, ACHAT KIT 2 TETERELLES, TUBE DE RACCORDEMENT.,SANEVA;;0;A;N;1;1;7;5;11;0;0;0;0;0;23.000000;;
6110480;AUTOTRAIT., AIGUILLE STERI NON REUTILIS PR STYLO INJ, B/100,VALTRADE;;0;A;O;1;1;3;2;2;0;0;0;0;0;29.000000;;
6110497;NUT. ENTERALE, BOUTON DE GASTROSTOMIE OU DE JEJUNOSTOMIE + ACC.S,OIARSO;;0;A;O;1;1;5;3;1;0;0;0;0;0;8.000000;;
6110505;ALIMENT SANS GLUTEN, PATES, 500 G,ANDRIANI SPA;;0;A;O;1;1;5;1;1;0;0;0;0;0;163.000000;;
6110511;DIGESTIF, POC REC. MAT. FECALES, SS SUPP (2 PC), NON-VID. B/30,EAKIN;;0;A;N;1;1;4;1;9;1;1;2;1;0;10.000000;;
6110528;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,STIMULI TECHNO;;0;A;O;1;1;4;2;1;0;0;0;0;0;16.000000;;
6110534;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,BEACMED;;0;A;O;1;1;4;2;1;0;0;0;0;0;17.000000;;
6110540;NUT. ENTERALE, BOUTON DE GASTROSTOMIE OU DE JEJUNOSTOMIE + ACC.S,VOLUCEO MED;;0;A;O;1;1;5;3;1;0;0;0;0;0;10.000000;;
6110557;NEUROSTIMULATION ELECTRIQUE TRANSCUTANEE, ELECTRODES SOUPLES,BEWELLCONNECT;;0;A;O;1;1;7;2;0;0;0;0;0;0;29.000000;;
6110563;AUTOCONTROLE , SET D AUTOSURVEILLANCE DE LA GLYCEMIE,BEWELLCONNECT;;0;A;N;1;1;3;1;1;3;0;0;0;0;22.000000;;
6110570;GILET DE SERIE CONTENTION ET IMMOBILISATION SCAPULO-HUMERALE,ORLIMAN;;0;A;N;1;1;6;0;0;0;0;0;0;0;44.000000;;
6110586;TENS, GEL, POSE ELECTRODE SILICONE GRAPHITE,PHYKIDIS;;0;A;O;1;1;7;2;0;0;0;0;0;0;18.000000;;
6110592;CHAMBRE D INHALATION, RESPIRATOIRE, AGE <6 ANS,BIRD HEALTHC;;5;A;N;1;1;1;3;2;0;0;0;0;0;16.000000;;
6110600;CHAMBRE D INHALATION, RESPIRATOIRE, AGE > 6ANS,BIRD HEALTHC;;0;A;N;1;1;1;3;2;0;0;0;0;0;30.000000;;
6110617;TIRE-LAIT, ACHAT KIT 2 TETERELLES, TUBE DE RACCORDEMENT.,PHILIPS;;0;A;N;1;1;7;5;11;0;0;0;0;0;24.000000;;
6110623;ALIMENT SANS GLUTEN, PATES, 250 G,ABD DISTRIB;;0;A;O;1;1;5;1;1;0;0;0;0;0;150.000000;;
6110630;ALIMENT SANS GLUTEN, PAIN, >OU= 150 G ET < 200 G,LA VIE CLAIRE;;0;A;O;1;1;5;1;1;0;0;0;0;0;58.000000;;
6110646;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT,KINETEC;;0;A;O;1;1;4;2;1;0;0;0;0;0;18.000000;;
6110652;CHAMBRE D INHALATION, RESPIRATOIRE, AGE <6 ANS,TRUDELL MEDICAL;;5;A;N;1;1;1;3;2;0;0;0;0;0;17.000000;;
6110669;CHAMBRE D INHALATION, RESPIRATOIRE, AGE > 6ANS,TRUDELL MEDICAL;;0;A;N;1;1;1;3;2;0;0;0;0;0;31.000000;;
3149530;IMPLANT CRANIO-MAXILLO-FACIAL, RIVETS, SONICPINS RX, GEBRUDER, PAR 5.;;0;A;N;3;1;2;3;12;3;0;0;0;0;55.000000;;
3149576;RECONSTRUCTION FEMORALE, MODULAIRE, STRYKER, METS, COMPOSANT OVAL HAP.;;0;A;O;3;1;2;6;0;0;0;0;0;0;16.000000;;
3149642;ACCES VASCULAIRE, RESERVOIR SANS SEPTUM ET CATHETER (S);15MAR2006:00:00:00;0;A;O;3;1;1;2;9;1;0;0;0;0;1.000000;;
3149671;ENDOPROTHESE CORONAIRE,STENT A LIB. DE SIROLIMUS,CORDIS,CYPHER SELECT,DIAM4MM;27JUL2009:00:00:00;0;A;O;3;1;1;2;3;4;0;0;0;0;55.000000;;
3149790;HANCHE, COTYLE MONOBLOC, POLYETHYLENE HAUTEMENT RETICULE, SMITH & NEPHEW, XLPE.;;0;A;N;3;1;2;1;4;13;1;0;0;0;35.000000;;
3149978;ENDOPROT CORO, STENT LIB. ZOTAROLIMUS, MEDTRONIC, ENDEAVOR SPRINT RX,DIAM 3,5 MM;26NOV2015:00:00:00;0;A;O;3;1;1;2;3;4;0;0;0;0;123.000000;;
3150071;IMPLANT MAMMAIRE, ROND, GEL, LISSE, EUROSILICONE, PARAGEL;;0;A;O;3;1;7;0;0;0;0;0;0;0;10.000000;;
3150125;INSERT EN POLYETHYLENE HAUTEMENT RETICULE, SMITH & NEPHEW, XLPE 28MM.;;0;A;N;3;1;2;1;4;4;0;0;0;0;104.000000;;
3150160;ENDOPROTHESE CORONAIRE, STENT LIB. BIOLIMUS, CARDINAL, LUMENO ALPHA, 2,75 MM.;26APR2021:00:00:00;0;A;O;3;1;1;2;3;4;0;0;0;0;223.000000;;
3150243;ENDOPROTHESE PERIPHERIQUE, STENT LIB PACLITAXEL, BOSTON, ELUVIA, 75 CM;;0;A;O;3;1;1;2;4;5;0;0;0;0;60.000000;;
3150289;ENDOPROTHESE POUR EMBOLISATION, MEDTRONIC, PIPELINE FLEX SHIELD TECH., DIAM 3,5;;0;A;O;3;1;1;2;7;0;0;0;0;0;94.000000;;
3150332;IMPLANT ORL, TUTEUR POUR STENOSE TRACHEALE;;0;A;N;3;1;5;1;0;0;0;0;0;0;6.000000;;
3150349;OSTEOSYNTHESE, VIS PLAQUE LISSE;15MAR2006:00:00:00;0;A;N;3;1;2;3;3;0;0;0;0;0;1.000000;;
3150415;HANCHE, DOUBLE MOBILITE, J&J, GYROS, CUPULE TRIPODE NON CIMENTEE.;;0;A;O;3;1;2;1;4;3;0;0;0;0;50.000000;;
3150421;ENDOPROT.CORONAIRE,STENT LIB.EVEROLIMUS,BOSTON,PROMUS ELEMENT PLUS,DIAM 2,50 MM;;0;A;N;3;1;1;2;3;4;0;0;0;0;102.000000;;
3150450;HANCHE, COTYLE STANDARD, MODULAIRE, METAL-BACK, SANS INSERT, CIMENTE;31MAY2019:00:00:00;0;A;N;3;1;2;1;4;13;2;0;0;0;1.000000;15;
3150504;IMPLANT OSSEUX, SYNTH BIOVERRE, > 5 CM3 ET < OU = 15 CM3, NORAKER, GLASSBONE;;0;A;O;3;1;2;4;2;2;0;0;0;0;2.000000;;
3150510;ENDOPROTHESE CORONAIRE, STENT LIB. EVEROLIMUS, ABBOTT, XIENCE PRIME, DIAM 2,50MM;;0;A;O;3;1;1;2;3;4;0;0;0;0;8.000000;;
3150533;ENDOPROTHESE POUR EMBOLISATION, MEDTRONIC, PIPELINE FLEX, DIAM 3,50.;;0;A;N;3;1;1;2;7;0;0;0;0;0;83.000000;;
3150579;ENDOPROTHESE AORTIQUE, MF SAS, TALENT LPS X SUR MESURE, EXTENSION;08JAN2008:00:00:00;0;A;O;3;1;1;2;4;2;0;0;0;0;15.000000;;
3150674;OSTEOSYNTHESE, VIS RESORBABLE;15MAR2006:00:00:00;0;A;O;3;1;2;3;5;0;0;0;0;0;46.000000;;
3150697;IMPLANT DE SUTURE PERCUTANEE DU TENDON DACHILLE, FH ORTHO, TENOLIG, B/2 KITS.;;0;A;O;3;1;2;5;0;0;0;0;0;0;53.000000;;
3150711;ENDOPROTHESE AORTIQUE, COOK FRANCE, ZENITH ALPHA, CORPS PRINCIPAL.;;0;A;N;3;1;1;2;4;2;0;0;0;0;68.000000;;
3150763;ENDOPROT. CORONAIRE,STENT LIB. EVEROLIMUS,BOSTON,PROMUS ELEMENT LONG,DIAM 3,00MM;01JAN2015:00:00:00;0;A;O;3;1;1;2;3;4;0;0;0;0;98.000000;;
3150786;IMPLANT OSSEUX GEOMETRIQUE, < OU = 5CM3, FOURNITURES HOSPITALIERES, EUROCER;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;50.000000;;
3150830;CHEVILLE, IMPLANT ASTRAGALIEN, NON CIMENTE, TORNIER SAS (FRANCE), SALTO TALARIS;;0;A;O;3;1;2;1;7;0;0;0;0;0;22.000000;;
3150852;RECONSTRUCTION TIBIALE, MODULAIRE, DIAPHYSE CHARNIERE ROTATOIRE, STRYKER, METS.;;0;A;O;3;1;2;6;0;0;0;0;0;0;66.000000;;
3150898;HANCHE, DOUBLE MOBILITE, SERF, NOVAE E TH, CUPULE NON CIMENTEE.;;0;A;O;3;1;2;1;4;3;0;0;0;0;62.000000;;
3150912;IMPLANT OSSEUX ANATOMIQUE, CHIRURGIE ORTHOPEDIQUE, ARTHREX, HATRIC;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;102.000000;;
3150987;RECONSTRUCTION FEMORALE, MODULAIRE, STRYKER, METS, TROCHANTER HAP;;0;A;O;3;1;2;6;0;0;0;0;0;0;2.000000;;
3151018;ENDOPROTHESE POUR EMBOLISATION, BALT, SILK + MONO-DIAMETRE, DIAM 3,50;;0;A;O;3;1;1;2;7;0;0;0;0;0;115.000000;;
3151047;GENOU, IMPLANT FEMORAL, BICONDYLIEN, NON CIMENTE;;0;A;N;3;1;2;1;3;1;0;0;0;0;86.000000;13;
3151053;IMPLANT OSSEUX, POUDRE, LAMELLES, COPEAUX, < OU = 15CM3, MCP, TRANS-OSSATITE;17NOV2003:00:00:00;0;A;N;3;5;0;0;0;0;0;0;0;0;11.000000;;
3151188;SYSTEME DE CLIP PERCUTANE POUR VALVE MITRALE, ABBOTT, MITRACLIP NTR;;0;A;O;3;1;1;1;1;0;0;0;0;0;8.000000;;
3151194;ENDOPROTHESE AORTIQUE FENETREE, VASCUTEK, ANACONDA FENETREE, COIFFE AORTIQUE;;0;A;O;3;1;1;2;4;2;0;0;0;0;45.000000;;
3151202;IMPLANT EXOVASCULAIRE, FERMETURE AAG, LIFETECH, LAMBRE.;;0;A;O;3;1;1;2;8;0;0;0;0;0;19.000000;;
3151254;SYSTEME DE POSE A CLIPS SANS SECTION, POUR CHIRURGIE CONVENTIONNELLE;15MAR2006:00:00:00;0;A;O;3;1;6;5;0;0;0;0;0;0;11.000000;;
3151277;IMPLANT OSSEUX ANATOMIQUE, CHIRURGIE NON ORTHOPEDIQUE, ORTHOTECHNIQUE,OSTEOSET T;02AUG2006:00:00:00;0;A;O;3;1;2;4;1;0;0;0;0;0;128.000000;;
