CODE_LPP;LIB_CODE_LPP
3414541;SYSTEME DE TELESURVEILLANCE POUR DCI TRIPLE CHAMBRE, BOSTON, LATITUDE
3427822;SYSTEME DE TELESURVEILLANCE POUR DCI DOUBLE CHAMBRE, BOSTON, LATITUDE
3433314;SYSTEME DE TELESURVEILLANCE POUR DCI TRIPLE CHAMBRE, BIOTRONIK, HOME MONITORING
3435017;SYSTEME DE TELESURVEILLANCE POUR DCI TRIPLE CHAMBRE, ABBOTT, MERLIN.NET
3447925;SYSTEME DE TELESURVEILLANCE POUR DCI SIMPLE CHAMBRE, MICROPORT, SMARTVIEW
3456628;SYSTEME DE TELESURVEILLANCE POUR DCI TRIPLE CHAMBRE, MEDTRONIC, CARELINK.
3464579;SYSTEME DE TELESURVEILLANCE POUR DCI SIMPLE CHAMBRE, ABBOTT, MERLIN.NET
3474164;SYSTEME DE TELESURVEILLANCE POUR DCI DOUBLE CHAMBRE, ABBOTT, MERLIN.NET
3483826;SYSTEME DE TELESURVEILLANCE POUR DCI TRIPLE CHAMBRE, MICROPORT, SMARTVIEW
3491091;SYSTEME DE TELESURVEILLANCE POUR DCI DOUBLE CHAMBRE, BIOTRONIK, HOME MONITORING
3492564;SYSTEME DE TELESURVEILLANCE POUR DCI SIMPLE CHAMBRE, MEDTRONIC, CARELINK.
3495440;SYSTEME DE TELESURVEILLANCE POUR DCI DOUBLE CHAMBRE, MICROPORT, SMARTVIEW
3499030;SYSTEME DE TELESURVEILLANCE POUR DCI SIMPLE CHAMBRE, BIOTRONIK, HOME MONITORING
3499780;SYSTEME DE TELESURVEILLANCE POUR DCI DOUBLE CHAMBRE, MEDTRONIC, CARELINK.
3418823;SONDE POUR DEFIBRILLATION VENTRICULAIRE DROITE
4101353;VHP, PROPULSION MANUELLE, NON PLIANT, NON REVERSIBLE, A DOSSIER NON INCLINABLE
4107723;VHP, PROPULSION MANUELLE, PLIANT, A DOSSIER NON INCLINABLE
4118193;VHP, PROPULSION MANUELLE, PLIANT, A DOSSIER INCLINABLE
4122473;VHP, PROPULSION MANUELLE, PLIANT, A DOSSIER NON INCLINABLE, ARTICULATION MEDIANE
4134364;VHP, PROPULSION MANUELLE, EVOLUTIF, POUR ENFANT A PARTIR DE 18 MOIS
4164566;VHP, PROPULSION MANUELLE, NON PLIANT, REVERSIBLE, A DOSSIER NON INCLINABLE
4179540;VHP, PROPULSION MANUELLE, POUR ACTIVITES PHYSIQUES ET SPORTIVES
4184899;VHP, PROPULSION MANUELLE, NON PLIANT, NON REVERSIBLE, A DOSSIER INCLINABLE
4111854;VHP, PROPULSION ELECTRIQUE, A DOSSIER NON INCLINABLE
4122757;VHP, PROPULSION ELECTRIQUE, ASSISE ADAPTEE, DOSSIER REGLABLE, VERIN PNEUMATIQUE
4130136;VHP, PROPULSION ELECTRIQUE, ASSISE ADAPTEE, DOSSIER REGLABLE, PLATINES CRANTEES
4147668;VHP, PROPULSION ELECTRIQUE, A DOSSIER INCLINABLE
4152847;VHP, ASSISTANCE ELECTRIQUE A LA PROPULSION, INVACARE, ALBER TWION.
4142530;VHP, PROPULSION MANUELLE, VERTICALISATION MANUELLE ASSISTEE, USAGE D'UNE MAIN
4168966;VHP, PROPULSION ELECTRIQUE, VERTICALISATEUR ELECTRIQUE
4183434;VHP, PROPULSION MANUELLE, VERTICALISATEUR ELECTRIQUE
4233570;VHP, CHASSIS ROULANT DESTINE A RECEVOIR LE SYSTEME DE SOUTIEN DU CORPS
4252810;VHP, POUSSETTE OU FAUTEUIL NON REGLABLE, DOSSIER OU SIEGE RIGIDES OU NON
4255116;VHP, POUSSETTE OU FAUTEUIL, < 16 ANS, DOSSIER OU DOSSIER ET SIEGE INCLINABLES
4261051;VHP, POUSSETTE MULTIREGLABLE & EVOLUTIVE, < 16 ANS
4263950;VHP, POUSSETTE OU FAUTEUIL, >OU= 16 ANS, DOSSIER OU DOSSIER ET SIEGE INCLINABLES
4222803;VHP, TRICYCLE A PROPULSION MANUELLE OU PODALE, > OU = 38 CM ET < 90 CM
4300348;VHP, PROPULSION MANUELLE, DISPOSITIF DE PROPULSION PAR MOTEUR ELECTRIQUE
4308597;VHP, PROPULSION ELECTRIQUE, DEPLACEMENT DU BOITIER DE COMMANDE STANDARD
4313760;VHP, ASSISTANCE ELECTRIQUE A LA PROPULSION, INVACARE, ALBER VIAMOBIL V25.
4321630;VHP, ASSISTANCE ELECTRIQUE A LA PROPULSION, INVACARE, ALBER E-MOTION
4324739;VHP, PROPULSION MANUELLE, GARDE-ROBE COMPLETE
4325302;VHP, PROPULSION MANUELLE, APPUI-TETE
4327382;VHP, PROPULSION MANUELLE, GOUTTIERE DROITE OU GAUCHE
4329040;VHP, PROPULSION MANUELLE, TABLETTE COMPLETE AVEC SON MONTAGE
4339681;VHP, PROPULSION ELECTRIQUE, BOITIER DE COMMANDE PERSONNALISE
4342654;VHP, PROPULSION MANUELLE, REPOSE-JAMBE DROIT OU GAUCHE, REPOSE-PIED ARTICULE
4359293;VHP, PROPULSION MANUELLE, PLIANT, SYSTEME DE CONDUITE A LEVIER LATERAL
4371408;VHP, PROPULSION MANUELLE, REPOSE-JAMBE DROIT OU GAUCHE, REPOSE-PIED NON ARTICULE
4371555;VHP, PROPULSION MANUELLE, PLIANT, SYSTEME DE CONDUITE A DOUBLE MAIN COURANTE
4375116;VHP, PROPULSION MANUELLE, PLIANT, COUSSIN DE SIEGE OU DE DOSSIER AVEC HOUSSE
4375613;VHP, PROPULSION MANUELLE, PLIANT,TOILE,MONTANTS DE DOSSIER COMPLEMENTAIRES LONGS
4302152;VHP, PROPULSION MANUELLE, FORFAIT ANNUEL, AUTRES REPARATIONS DONT SELLERIE
4307824;VHP, PROPULSION MANUELLE, FORFAIT ANNUEL, REPARATION DE ROUES
4307994;VHP, PROPULSION ELECTRIQUE, FORFAIT ANNUEL, REPARATION COMPOSANTS ELECTRIQUES
4348622;VHP, PROPULSION ELECTRIQUE, FORFAIT ANNUEL, HORS ROUES ET COMPOSANTS ELECTRIQUES
4389845;VHP, PROPULSION ELECTRIQUE, FORFAIT ANNUEL, REPARATION DE ROUES
4314853;VHP, POUSSETTE, INFERIEUR A 16 ANS, DISPOSITIF D'IMMOBILISATION, FREIN A TAMBOUR
4328542;VHP, POUSSETTE, INFERIEUR A 16 ANS, HARNAIS
4329330;VHP, POUSSETTE, INFERIEUR A 16 ANS, SUPPORT D'INCLINAISON/ECARTEMENT DES JAMBES
4330036;VHP, POUSSETTE, INFERIEUR A 16 ANS, ACCOUDOIRS REGLABLES & ORIENTABLES, LA PAIRE
4331024;VHP, POUSSETTE, INFERIEUR A 16 ANS, SUPPORT OU CALE LATERALE DE CORPS
4357319;VHP, POUSSETTE, INFERIEUR A 16 ANS, APPUI-TETE OU RALLONGE DOSSIER
4360215;VHP, POUSSETTE, INFERIEUR A 16 ANS, CALE ANTI-ADDUCTION DES CUISSES
4370886;VHP, POUSSETTE, INFERIEUR A 16 ANS, ACCOUDOIRS REGLABLES VERTICALEMENT, LA PAIRE
4376386;VHP, POUSSETTE, INFERIEUR A 16 ANS, TABLETTE DE TRAVAIL FACILEMENT DEMONTABLE
4385787;VHP, POUSSETTE, INFERIEUR A 16 ANS, APPUI-TETE REGLABLE
4326431;VHP, POUSSETTE, FORFAIT ANNUEL, REPARATIONS DE ROUES
4371704;VHP, POUSSETTE, FORFAIT ANNUEL, AUTRES REPARATIONS DONT SELLERIE
5189700;BALLON ACTIF A ELUTION DE PACLITAXEL, MEDTRONIC, IN.PACT ADMIRAL
5283586;BALLON ACTIF A ELUTION DE PACLITAXEL, SPECTRANETICS, STELLAREX
3518;APPAREIL GENERATEUR D AEROSOL
3521;ORTHESES (PETIT APPAREILLAGE) (CHAP.1)
3545;ORTHOPROTHESES(CHAP.7)
3122301;ENDOPROTHESE AORTIQUE THO., COOK, ZENITH TX2 PROFORM, SYST MOD,CORPS PROX CYLIND
3124553;ENDOPROTHESE AORTIQUE, ENDOLOGIX, POWERLINK, MONOCORPS BIFURQUE AORTOBIFEMORAL
3125943;ENDOPROT CORONAIRE, STENT LIB. ZOTAROLIMUS, MEDTRONIC, RESOLUTE INTEGRITY, 4MM.
3133931;ENDOPROTHESE CORONAIRE, STENT LIB. D'EVEROLIMUS, ABBOTT, XIENCE V, DIAM 2,75MM
3136823;ANNEAU VALVULAIRE CARDIAQUE RIGIDE OU SEMI-RIGIDE, AVEC ARMATURE
3138851;ENDOPROTHESE CORONAIRE, STENT LIB. ZOTAROLIMUS, MEDTRONIC, ENDEAVOR, DIAM 2,5 MM
3147784;ENDOPROTHESE CORONAIRE, STENT LIB. D'EVEROLIMUS, ABBOTT, XIENCE V, DIAM 3,0MM
3150510;ENDOPROTHESE CORONAIRE, STENT LIB. EVEROLIMUS, ABBOTT, XIENCE PRIME, DIAM 2,50MM
3161175;ENDOPROTHESE AORTIQUE, COOK FRANCE, ZENITH OU ZENITH FLEX, DISPOSITIF OCCLUSION.
3165670;ENDOPROTHESE CORONAIRE, STENT LIB. EVEROLIMUS, ABBOTT, XIENCE PRIME, DIAM 4,00MM
3166014;ENDOPROTHESE CORONAIRE, STENT LIB. BIOLIMUS, TERUMO, NOBORI, DIAM 3,50 MM
3169188;ENDOPROTHESE CORONAIRE, STENT LIB. BIOLIMUS, TERUMO, NOBORI, DIAM 2,25 MM
3173853;ENDOPROTHESE AAA, MF SAS, ENDURANT, CORPS BIFURQUE
3186666;ENDOPROTHESE CORONAIRE, STENT LIB. EVEROLIMUS, ABBOTT, XIENCE PRIME, DIAM 2,75MM
3191621;ENDOPROTHESE CORONAIRE DITE STENT, INACTIF, BIOTRONIK, PRO-KINETIC
3196096;ENDOPROTHESE CORONAIRE, STENT LIB. BIOLIMUS, TERUMO, NOBORI, DIAM 3,00 MM
3197730;ENDOPROTHESE CORONAIRE, STENT LIB. EVEROLIMUS, ABBOTT, XIENCE PRIME, DIAM 2,25MM
3107098;IMPLANT DIGESTIF ANNULAIRE AJUSTABLE POUR GASTROPLASTIE, HELIOSCOPIE, HELIOGAST
3147324;IMPLANT DIGESTIF ANNULAIRE AJUSTABLE POUR GASTROPLASTIE, ALLERGAN, LAP BAND AP
3168409;IMPLANT DIGESTIF ANNULAIRE AJUSTABLE POUR GASTROPLASTIE,ETHICON,BD3XV AVEC PT2XV
3184510;IMPLANT DIGESTIF ANNULAIRE AJUSTABLE POUR GASTROPLASTIE, COUSIN BIOTECH, BIORING
3185419;IMPLANT DIGESTIF ANNULAIRE AJUSTABLE POUR GASTROPLASTIE, MID, MIDBAND.
3128189;PROTHESE OSTEO-INTEGREE, COCHLEAR, BAHA, PILIER CONCAVE BA400.
3101368;RACHIS, PROTHESE DISQUE LOMBAIRE, MEDTRONIC, MAVERICK
3102008;GENOU, IMPLANT MENISCAL, ANCRE RESORBABLE OU NON, SMITH & NEPHEW, FAST FIX
3104674;RACHIS, PROTHESE DISQUE LOMBAIRE, DEPUY, PRODISC L
3127988;HANCHE, BUTEE ANTILUXATION, VIS INCLUSES
3134416;IMPLANT OSSEUX, POUDRE, < OU = 15 CM3, ZIMMER , CALCIBON
3137805;CHEVILLE, INSERT EN POLYETHYLENE, INTEGRA, HINTEGRA.
3146655;IMPLANT OSSEUX, POUDRE, > 15 CM3, ZIMMER , CALCIBON
3147212;CHEVILLE, IMPLANT TIBIAL, NON CIMENTE, INTEGRA, HINTEGRA
3149323;HANCHE, TIGE STANDARD, COL INCLUS, DROITE, MONOBLOC, CIMENTEE OU NON
3157831;EPAULE, GLENE SPECIALE
3194393;CHEVILLE, IMPLANT ASTRAGALIEN, NON CIMENTE, INTEGRA, HINTEGRA.
3195375;GENOU, PROTHESE TOTALE SPECIALE REALISEE A L'UNITE
3103077;IMPLANT ORL, OREILLE, PISTON POUR ANKYLOSE DE L'ETRIER, PLUS D'1 MATERIAU
3127994;IMPLANT ORL, OREILLE, RECONSTRUCTION TOTALE, PLUS D'UN MATERIAU
3145242;IMPLANT ORL, OREILLE, RECONSTRUCTION PARTIELLE, PLUS D'UN MATERIAU
3171311;IMPLANT ORL, OREILLE, PISTON POUR ANKYLOSE DE L'ETRIER, D'UN MATERIAU
3174380;IMPLANT ORL, OREILLE, RECONSTRUCTION PARTIELLE, D'UN MATERIAU AUTRE QUE TEFLON
3182591;IMPLANT ORL, OREILLE, RECONSTRUCTION TOTALE, AUTRE QUE TEFLON
3197687;IMPLANT ORL, OREILLE, PROTECTION CONTRE ADHERENCES, CHAINE OSSICULAIRE ET TYMPAN
3210198;VALVE CARDIAQUE, CONDUIT VALVE, ATS MEDICAL, ATS-BOVIN
3269300;BIOPROTHESE VALVULAIRE, TRANSCUTANEE, AORTIQUE, MEDTRONIC, COREVALVE + ACCUTRAK
3208617;IMPLANT OSSEUX, ANATOMIQUE, ORTHOPEDIE, OST DVPT, LUBBOC-BOVIN
3211230;IMPLANT OSSEUX, GEOMETRIQUE, > 45CM3, MERCK, ENDOBON EMD-BOVIN
3235270;IMPLANT OSSEUX, GEOMETRIQUE, > 5CM3 ET <OU= 45CM3, OST DVPT, LUBBOC-BOVIN
3324766;ALLOGREFFE OSSEUSE, GEOMETRIQUE, > 15 CM3, TBF, PHOENIX.
3327569;GREFFON OSSEUX, GEOMETRIQUE, < OU = 15CM3, TOURS
3402041;STIMULATEUR CARDIAQUE TRIPLE CHAMBRE, MEDTRONIC, CONSULTA CRT-P
3414506;STIMULATEUR CARDIAQUE SIMPLE CHAMBRE FREQ.ASSERV., BIOTRONIK, EVIA SR-T
3424781;STIMULATEUR CARDIAQUE TRIPLE CHAMBRE, BOSTON, INVIVE CRT-P
3449002;STIMULATEUR CARDIAQUE TRIPLE CHAMBRE, ST JUDE, ANTHEM
3451714;STIMULATEUR CARDIAQUE SIMPLE CHAMBRE, TYPE SSI (AAI ET VVI)
3459644;STIMULATEUR CARDIAQUE DE RE-SYNCHRONISATION VENTRICULAIRE, BIOTRONIK, EVIA HF-T
3482301;STIMULATEUR CARDIAQUE TRIPLE CHAMBRE, BOSTON, INLIVEN CRT-P, MODELE W275
3490051;SONDES TRANSVEINEUSES STIM VENTRICULAIRE GAUCHE, NON FILOGUIDEES, CONFORMES
3424210;NEUROSTIMU. MEDULLAIRE, MEDTRONIC, PRIMEADVANCED SURESCAN MRI, RENOUVELLEMENT.
3451275;NEUROSTIMULATEUR MEDULLAIRE, RENOUVELLEMENT, MEDTRONIC, ITREL 4.
3472320;NEUROSTIMULATEUR MEDULLAIRE, RENOUVELLEMENT, ST JUDE, GENESIS.
3476559;NEUROSTIMULATEUR MEDULLAIRE, BOSTON, PRECISION, SYSTEME COMPLET + ACCESSOIRES.
3477300;NEUROSTIMULATEUR MEDULLAIRE, SYSTEME COMPLET + ACCESSOIRES, ST JUDE, GENESIS
3487557;NEUROSTIMULATEUR MEDULLAIRE, L'ELECTRODE DECAHEXAPOLAIRE, BOSTON, ARTISAN.
2443782;PROTHESE RESPIRATOIRE, SUPPORT ADHESIF, RECTANGULAIRE, COLLIN, LARYVOX, B/15.
2443842;PROTHESE RESPIRATOIRE, SUPPORT ADHESIF, HYDROCOLLOIDE, COLLIN, LARYVOX, B/15.
2448012;PROTHESE RESPIRATOIRE, KIT VALVE RIGIDE, ATOS, PROVOX FLEXIVOICE.
2484812;PROTHESE RESPIRATOIRE, CALIBREUR, COLLIN, LARYNGOTEC FENETRE, B/1.
3101010;ENDOPROTHESE CORONAIRE, STENT LIB EVEROLIMUS, ABBOTT, XIENCE SIERRA, DIAM 2,25MM
3102043;ENDOPROT CORONAIRE, STENT LIB. ZOTAROLIMUS, MEDTRONIC, RESOLUTE ONYX, 5,00MM.
3107856;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, MICROPORT CRM, FIREHAWK, DIAM 3,50.
3109341;SYSTEME DE CLIP PERCUTANE POUR VALVE MITRALE, ABBOTT, MITRACLIP XTR.
3110166;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, MICROPORT CRM, FIREHAWK, DIAM 2,50.
3110255;ENDOPROTHESE CORONAIRE, STENT LIB EVEROLIMUS, ABBOTT, XIENCE SIERRA, DIAM 3,50MM
3110924;ENDOPROTHESE AORTIQUE, BIFURCATION ILIAQUE,WL GORE ET ASSOCIES,GORE EXCLUDER IBE
3113087;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, TRANSLUMINA, YUKON CHROME PC, DIAM 3,50.
3113437;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, BALTON, BIOSS LIM C, DIAM 2,50 MM
3116186;ENDOPROTHESE CORONAIRE, STENT LIB EVEROLIMUS, ABBOTT, XIENCE SIERRA, DIAM 3,25MM
3116909;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, BALTON, BIOSS LIM C, DIAM 2,75 MM
3120621;ENDOPROTHESE VEINEUSE, BOSTON, WALLSTENT
3121187;ENDOPROTHESE CORONAIRE DITE STENT COUVERT DE POLYURETHANE, BIOTRONIK, PK PAPYRUS
3121980;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, TRANSLUMINA, YUKON CHROME PC, DIAM 4,00.
3123447;ENDOPROTHESE AORTIQUE FENETREE, VASCUTEK, ANACONDA FENETREE, CORPS PRINCIPAL BIF
3129450;STENT INTRACRANIEN AUTO-EXPANSIBLE, STRYKER, NEUROFORM ATLAS
3129728;ENDOPROTHESE CORONAIRE, STENT LIB,SIROLIMUS,TERUMO,ULTIMASTER TANSEI DIAM 3,0 MM
3131576;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, BALTON, BIOSS LIM C, DIAM 3,50 MM
3131820;IMPLANT EXOVASCULAIRE, FERMETURE AAG, BOSTON, WATCHMAN FLX
3131978;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, BALTON, BIOSS LIM C, DIAM 3,00 MM
3132104;ENDOPROTHESE CORONAIRE, STENT LIB EVEROLIMUS, ABBOTT, XIENCE SIERRA, DIAM 4,00MM
3132860;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, TRANSLUMINA, YUKON CHROME PC, DIAM 2,50.
3134362;ENDOPROTHESE AORT THO., SYSTEME MOD, GORE, CONFORMABLE-TAG, 200MM.
3140747;ENDOPROTHESE AORTIQUE, ILIAQUE INTERNE, WL GORE ET ASSOCIES, GORE EXCLUDER IBE.
3141853;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, B BRAUN, COROFLEX ISAR NEO, DIAM 4,00
3143326;IMPLANT D'EMBOLISATION LIQUIDE, MEDTRONIC, ONYX LES 34L
3143906;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, BALTON, BIOSS LIM C, DIAM 3,75 MM
3146320;ENDOPROTHESE CORONAIRE, STENT LIB EVEROLIMUS, ABBOTT, XIENCE SIERRA, DIAM 2,50MM
3147034;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, MICROPORT CRM, FIREHAWK, DIAM 2,75.
3148401;ENDOPROTHESE CORONAIRE, STENT LIB,SIROLIMUS,TERUMO,ULTIMASTER TANSEI DIAM 2,5 MM
3151188;SYSTEME DE CLIP PERCUTANE POUR VALVE MITRALE, ABBOTT, MITRACLIP NTR.
3151372;ENDOPROTHESE INTRA-HEPATIQUE, GORE, VIATORR TIPS
3152609;ENDOPROTHESE CORONAIRE, STENT LIB EVEROLIMUS, ABBOTT, XIENCE SIERRA, DIAM 3,00MM
3152650;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, MICROPORT CRM, FIREHAWK, DIAM 2,25.
3153081;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, B BRAUN, COROFLEX ISAR NEO, DIAM 2,25
3153856;ENDOPROTHESE CORONAIRE,STENT LIB,SIROLIMUS,TERUMO,ULTIMASTER TANSEI DIAM 2,75 MM
3159907;ENDOPROTHESE CORONAIRE,STENT LIB,SIROLIMUS,TERUMO,ULTIMASTER TANSEI DIAM 2,25 MM
3161063;ENDOPROTHESE AORTIQUE THO, COOK, ZENITH TX2 DISSECTION PROFORM, SYS MOD, CORPS.
3161844;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, B BRAUN, COROFLEX ISAR NEO, DIAM 2,75
3163398;ENDOPROTHESE CORONAIRE, STENT LIB,SIROLIMUS,TERUMO,ULTIMASTER TANSEI DIAM 3,5 MM
3165204;ENDOPROTHESE CORONAIRE, STENT LIB. EVEROLIMUS, BOSTON, SYNERGY, DIAM 4,50MM
3165345;ENDOPROTHESE AORTIQUE THO, COOK, ZENITH ALPHA, SYST MOD, CORPS PROXI DEG.
3165641;ENDOPROT CORONAIRE, STENT LIB. ZOTAROLIMUS, MEDTRONIC, RESOLUTE ONYX, 4,50MM.
3167611;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, TRANSLUMINA, YUKON CHROME PC, DIAM 3,00.
3170926;ENDOPROTHESE CORONAIRE, STENT LIB EVEROLIMUS, ABBOTT, XIENCE SIERRA, DIAM 2,75MM
3171825;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, MICROPORT CRM, FIREHAWK, DIAM 3,00.
3180770;SYSTEME DE CLIP PERCUTANE POUR VALVE MITRALE, ABBOTT, MITRACLIP NT.
3181226;ENDOPROTHESE CORONAIRE, STENT LIB. EVEROLIMUS, BOSTON, SYNERGY, DIAM 5,00MM
3182289;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, B BRAUN, COROFLEX ISAR NEO, DIAM 3,00
3184934;ENDOPROTHESE AORTIQUE, COOK FRANCE, ZENITH LOW PROFILE, CONVERTISSEUR.
3185320;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, B BRAUN, COROFLEX ISAR NEO, DIAM 3,50
3186608;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, TRANSLUMINA, YUKON CHROME PC, DIAM 2,75.
3192796;ENDOPROTHESE CORONAIRE LIB. SIROLIMUS, B BRAUN, COROFLEX ISAR NEO, DIAM 2,50
3199580;ENDOPROTHESE CORONAIRE, STENT LIB,SIROLIMUS,TERUMO,ULTIMASTER TANSEI DIAM 4,0 MM
8110060;ENDOPROTHESE COUVERTE EXPANSIBLE SUR BALLONNET,GETINGE FRANCE
8110171;ENDOPROTHESE NUE EXPANSIBLE PAR BALLONNET,BIOTRONIK
8110194;ENDOPROTHESE NUE AUTO-EXPANSIBLE,BIOTRONIK
8119367;ENDOPROTHESE NUE AUTO-EXPANSIBLE,BARD FRANCE SAS
8126551;ENDOPROTHESE NUE AUTO-EXPANSIBLE,ABBOTT MEDICAL
8126597;ENDOPROTHESE NUE EXPANSIBLE PAR BALLONNET,ABBOTT MEDICAL
3135284;PROTHESE OSTEO-INTEGREE, COCHLEAR, BAHA ATTRACT, AIMANT INTERNE BIM400.
3135982;IMPLANT D'APPOSITION BILIOPANCREATIQUE LUMINAL, BOSTON SCIENTIFIC, HOT AXIOS.
3100311;HANCHE, DOUBLE MOBILITE, LEPINE, QUATTRO VPS HAP, CUPULE NON CIMENTEE.
3100653;HANCHE, DOUBLE MOBILITE, B BRAUN, GYRACUP E, CUPULE NON CIMENTEE.
3100972;GENOU, IMPLANT MENISCAL, ANCRE NON RESORBABLE, STRYKER, AIR
3101523;HANCHE, DOUBLE MOBILITE, J&J, GYROS, INSERT, DIAM. : 28 MM.
3102095;HANCHE, DOUBLE MOBILITE, ADLER, FIXA DUPLEX, CUPULE CIMENTEE.
3102296;HANCHE, DOUBLE MOBILITE, DEDIENNE SANTE, ADES, CUPULE A CIMENTER.
3104310;IMPLANT OSSEUX, PATE, < OU = 5 CM3, SERINGUE DE 5 ML, ZIMMER , CALCIBON INJECT.
3104378;GENOU, IMPLANT MENISCAL, ANCRE RESORBABLE OU NON, J&J, TRUESPAN.
3105159;HANCHE, DOUBLE MOBILITE, B BRAUN, GYRACUP E INSERT PE, INSERT DIAM. 28 MM.
3105455;HANCHE, INSERT EN POLYETHYLENE MASSIF, SIMPLE MOBILITE.
3105573;HANCHE, DOUBLE MOBILITE, BIOIMPIANTI, DUALIS, CUPULE NON CIMENTEE.
3106041;HANCHE, DOUBLE MOBILITE, XNOV, MOBILITY RENFORCE, CUPULE NON CIMENTEE.
3107164;RECONSTRUCTION FEMORALE ET TIBIALE, MODULAIRE, VIS M10, IMPLANTCAST, MUTARS
3111668;HANCHE, DOUBLE MOBILITE, EVOLUTIS, CAPITOLE I TI/HAC, CUPULE NON CIMENTEE.
3113182;HANCHE, DOUBLE MOBILITE, PROTHEOS, XLMOB, CUPULE A CIMENTER.
3113302;HANCHE, DOUBLE MOBILITE, J&J, GYROS, CUPULE STANDARD NON CIMENTEE.
3113443;HANCHE, DOUBLE MOBILITE, ASTON, TREGOR A LAMES, CUPULE NON CIMENTEE.
3113762;HANCHE, DOUBLE MOBILITE, ADLER, FIXA DUPLEX, INSERT, DIAM. 28MM.
3115910;HANCHE, DOUBLE MOBILITE, MATHYS, DS EVOLUTION DM CEM, CUPULE CIMENTEE.
3115956;HANCHE, DOUBLE MOBILITE, PROTHEOS, INSERT DIAM. 28 MM.
3116157;HANCHE, DOUBLE MOBILITE, SEM, CUPULE CIMENTEE.
3116281;HANCHE, DOUBLE MOBILITE, SEM, EVORA, INSERT, DIAM. 28 MM
3116832;HANCHE, DOUBLE MOBILITE, LEPINE, QUATTRO VPS HAP PNP, CUPULE NON CIMENTEE.
3117464;HANCHE, DOUBLE MOBILITE, J&J, GYROS, INSERT, DIAM. : 22,2 MM.
3117671;HANCHE, DOUBLE MOBILITE, FH ORTHOPEDICS HIP'N GO, INSERT DIAM. 28 MM.
3118280;HANCHE, DOUBLE MOBILITE, C2F, MERCURY, INSERT, DIAM. 28 MM.
3118297;HANCHE, DOUBLE MOBILITE, MEDACTA, MPACT DM, CUPULE NON CIMENTEE
3118647;HANCHE, DOUBLE MOBILITE, DEDIENNE SANTE, DUAL MOBILITY PE LINER, INSERT 28 MM.
3118765;HANCHE, TIGE DE REPRISE, COL INCLUS, NON CIMENTEE, AMPLITUDE, OPTIMAL
3119138;HANCHE, DOUBLE MOBILITE, MEDACTA, VERSACEM, CUPULE CIMENTEE.
3119291;HANCHE, DOUBLE MOBILITE, C2F, MERCURY, INSERT, DIAM. 22,2 MM.
3120029;HANCHE, INSERT, POLYMERE MASSIF, POLYETHYLENE, ZIMMER, DURASUL 32MM
3120963;HANCHE, DOUBLE MOBILITE, LEPINE, QUATTRO, INSERT, 28MM + TETE CERALEPINE
3121543;HANCHE, DOUBLE MOBILITE, EVOLUTIS, CAPITOLE T TI/HA, INSERT, DIAM. 22,2MM.
3121684;COUDE, CALE CUBITALE OU RADIALE DE REHAUSSE
3122590;HANCHE, COTYLE STANDARD, SIMPLE MOB, MODULAIRE, METAL-BACK, SANS INSERT, CIMENTE
3123499;HANCHE, DOUBLE MOBILITE, EVOLUTIS, EVIDENCE TI/HAC, INSERT, DIAM. 28MM.
3123714;HANCHE, DOUBLE MOBILITE, SYMBIOS SERENITY, CUPULE NON CIMENTEE.
3125736;HANCHE, DOUBLE MOBILITE, ATF, LIBERTY, INSERT DIAM. 22 MM.
3126322;HANCHE, DOUBLE MOBILITE, EVOLUTIS, EVIDENCE TI/HAC, CUPULE NON CIMENTEE.
3127362;HANCHE, DOUBLE MOBILITE, FH ORTHOPEDICS HIP'N GO TRIPODE, CUPULE NON CIMENTEE.
3128002;HANCHE, DOUBLE MOBILITE, XNOV, MOBILITY, INSERT, DIAM. 28 MM.
3128829;HANCHE, COL MODULAIRE, SYMBIOS, MODULAR NECK
3129007;HANCHE, DOUBLE MOBILITE, ATF, LIBERTY, INSERT DIAM. 28 MM.
3130200;HANCHE, COTYLE RECONSTR, SIMPLE MOB, MODUL, METAL-BACK SANS INSERT, NON CIMENTE.
3130217;HANCHE, DOUBLE MOBILITE, BIOIMPIANTI, INSERT DIAM. 28 MM.
