CDM_COD;CDM_LIB;TEC_COL
V430;** RE   ** CHAMP TAU 1985 - REFONTE ** (HEMOLYSINES FROIDES);0
V431;** RE   ** CHAMP TAU 1985 - REFONTE ** (HEMOLYSINES CHAUDES);0
V432;** RE   ** CHAMP TAU 1985 - REFONTE ** (HEMOLYSINES DIPHASIQUES);0
V433;** RE   ** CHAMP TAU 1985 - REFONTE ** (ANTICORPS ANTI-MEDICAMENTS);0
V434;** RE   ** CHAMP TAU 1985 - REFONTE ** (COMPATIBILITE DIRECTE PRE-TRANSFUSIONNELLE (PAR UNITE DELIVREE));0
V435;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPE SANGUIN ABO SUR CELLULES AMNIOTIQUES);0
V436;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPE SANGUIN D SUR CELLULES AMNIOTIQUES);0
V468;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR BF PHENOTYPES);0
V469;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR C2 PHENOTYPE);0
V470;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR C3 PHENOTYPES);0
V471;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR C4 PHENOTYPES);0
U305;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U306;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U307;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U308;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U309;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U310;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U311;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U312;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U313;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U314;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U315;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U316;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U317;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U318;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U319;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U320;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U321;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U322;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U323;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U324;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
V547;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MUSCLES STRIES SIMPLE RECHERCHE);0
V816;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR STUART = MESURE DE L'ACTIVITE);0
V817;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR HAGEMAN = MESURE DE L'ACTIVITE);0
V818;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR PTA = MESURE DE L'ACTIVITE);0
V819;** RE   ** CHAMP TAU 1985 - REFONTE ** (FACTEUR VIII R : COAGULATION);0
V123;** RE   ** CHAMP TAU 1985 - REFONTE ** (PROTEINES);0
V124;** RE   ** CHAMP TAU 1985 - REFONTE ** (GLOBULINES PARTICULIERES (RECHERCHE) A) PREMIERE REACTION);0
T808;EXERESE D'1 ABCES OU TUMEUR INTRAMUSCUL. ENCAPSULEE : POIGNET, MAIN;0
T809;** SU96 ** ACTE SUPPRIME ** (ABLATION CORPS ETRANGER PROFOND DES PARTIES MOLLES : POIGNET, MAIN);0
T810;CHIR. MALADIE DE DUPUYTREN : CURE A MINIMA PAR APONEVOTOMIE PERCUT.;0
V527;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-GRANULOCYTES PAR IMMUNOFLUORESCENCE INDIRECTE : SIMPLE RECHERCHE);0
V528;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-GRANULOCYTES PAR IMMUNOFLUORESCENCE INDIRECTE : AVEC TITRAGE SI RECHERCHE POSITIVE);0
V529;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-GRANULOCYTES PAR METHODE RIA SIMPLE RECHERCHE);0
V530;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-GRANULOCYTES PAR METHODE RIA AVEC TITRAGE SI RECHERCHE POSITIVE);0
V531;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-GRANULOCYTES PAR METHODE EIA SIMPLE RECHERCHE);0
V532;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-GRANULOCYTES PAR METHODE EIA AVEC TITRAGE SI RECHERCHE POSITIVE);0
V533;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-HERPES GEST. FACTOR SIMPLE RECHERCHE);0
V534;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-HERPES GEST. FACTOR AVEC TITRAGE SI RECHERCHE POSITIVE);0
V535;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MEMBRANE BASALE GLOMERULAIRE PAR IMMUNOFLUORESCENCE INDIRECTE SIMPLE RECHERCHE);0
V536;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MEMBRANE BASALE GLOMERULAIRE PAR IMMUNOFLUORESCENCE INDIRECTE AVEC TITRAGE SI RECHERCHE POSITIVE);0
V537;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MEMBRANE BASALE GLOMERULAIRE PAR LA METHODE RIA SIMPLE RECHERCHE);0
V538;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MEMBRANE BASALE GLOMERULAIRE PAR LA METHODE RIA AVEC TITRAGE SI RECHERCHE POSITIVE);0
V548;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MUSCLES STRIES AVEC TITRAGE SI RECHERCHE POSITIVE);0
V383;** RE   ** CHAMP TAU 1985 - REFONTE ** (RECHERCHE D'UN ANTICORPS (1) AUTRE QUE CEUX NOMMEMENT DESIGNES DANS LES DIFFERENTS CHAPITRES PAR LA METHODE EIA AVEC TITRAGE);0
T923;NEUROLYSE : PLEXUS BRACHIAL ET LOMBO-SACRE;0
U000;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U001;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U002;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U003;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
V566;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-PLAQUETTES PAR IMMUNOFLUORESCENCE INDIRECTE OU DIRECTE AVEC TITRAGE SI RECHERCHE POSITIVE);0
V567;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-RETICULUM ENDOPLASMIQUE SIMPLE RECHERCHE);0
V568;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-RETICULUM ENDOPLASMIQUE AVEC TITRAGE SI RECHERCHE POSITIVE);0
V570;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-SPERMATOZOIDES : AC CYTOTOXIQUES DANS LE SERUM SIMPLE RECHERCHE);0
V571;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-SPERMATOZOIDES : AC CYTOTOXIQUES DANS LE SERUM AVEC TITRAGE SI RECHERCHE POSITIVE);0
V572;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-SPERMATOZOIDES : AC CYTOTOXIQUES DANS LE LIQUIDE SEMINAL : SIMPLE RECHERCHE);0
V720;** RE   ** CHAMP TAU 1985 - REFONTE ** (MYELOGRAMME AVEC INCLUSION DES GRAINS DE MOELLE EN PARAFFINE OU PLASTIQUE);0
V721;** RE   ** CHAMP TAU 1985 - REFONTE ** (MYELOGRAMME SANS INCLUSION DES GRAINS DE MOELLE EN PARAFFINE OU PLASTIQUE);0
V722;** RE   ** CHAMP TAU 1985 - REFONTE ** (BIOPSIES OSSEUSES EN PARAFFINE OU PLASTIQUE);0
V725;** RE   ** CHAMP TAU 1985 - REFONTE ** (ADENOGRAMME SUR FROTTIS PAR ASPIRATION);0
V727;** RE   ** CHAMP TAU 1985 - REFONTE ** (CYTOLOGIE PAR APPOSITION DE GANGLIONS);0
V728;** RE   ** CHAMP TAU 1985 - REFONTE ** (CYTOLOGIE PAR APPOSITION D'ORGANES AUTRES QUE LES GANGLIONS);0
V730;** RE   ** CHAMP TAU 1985 - REFONTE ** (RECHERCHE SUR FROTTIS DE CORPS DE HEINZ);0
V731;** RE   ** CHAMP TAU 1985 - REFONTE ** (RECHERCHE SUR FROTTIS DE DREPANOCYTES);0
U975;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
T899;AUTOGREFFE EN 1 TEMPS + PEDICULE VASCUL. : NERF PERIPH. SUPERFICIEL;0
T900;SUTURE NERVEUSE PERIFASCICULAIRE + VISION PAR GROSSISSEMENT MAX. 2,5 : NERF PERIPHERIQUE SUPERFICIEL;0
T901;SUTURE NERVEUSE INTERFASCICULAIRE + VISION PAR GROSSISSEMENT + DE 2,5 : NERF PERIPHERIQUE SUPERFICIEL;0
T902;RESECTION D'UN NERF, NEUROTOMIE : NERF PERIPHERIQUE SUPERFICIEL;0
T903;BIOPSIE D'1 NERF PERIPHERIQUE PROFOND OU DE SA GAINE;0
T904;EXPLORATION SIMPLE D'UN NERF PERIPHERIQUE PROFOND;0
T905;INFILTRATION D'UN NERF PERIPHERIQUE PROFOND;0
T906;NEUROCLASIE : NERF PERIPHERIQUE PROFOND;0
T907;AUTO OU ALLOGREFFE CONVENTIONNELLE : NERF PERIPHERIQUE PROFOND;0
U084;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U085;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U086;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U087;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U088;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U089;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U090;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U091;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U092;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
V334;** RE   ** CHAMP TAU 1985 - REFONTE ** (ISO-ENZYMES DE LA 6PGD (6-PHOSPHOGLUCONATE-DESHYDROGENASE) (POLYMORPHISME));0
V335;** RE   ** CHAMP TAU 1985 - REFONTE ** (ISO-ENZYMES DE LA SUPEROXYDE DISMUTASE (POLYMORPHISME));0
V336;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES DES PAC1 (PHOSPHATASE ACIDE));0
V337;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES DE L'EST.D (ESTERASE D));0
V392;** RE   ** CHAMP TAU 1985 - REFONTE ** (CARACTERISATION D'UN FRAGMENT, D'UNE CHAINE D'IMMUNOGLOBULINE, OU D'UNE IMMUNOGLOBULINE ANORMALE DANS LES URINES);0
V410;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES SANGUINS ABO ET RHESUS STANDARD (D) Y COMPRIS LES FORMES FAIBLES DE L'ANTIGENE D);0
V390;** RE   ** CHAMP TAU 1985 - REFONTE ** (CRYOGLOBULINES DOSAGE ET IDENTIFICATION COMPOSANTS);0
V391;** RE   ** CHAMP TAU 1985 - REFONTE ** (CRYOGLOBULINES DOSAGE ET IDENTIFICATION COMPOSANTS);0
V472;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPAGE HLA-A, B ET/OU C);0
V473;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPAGE HLA-D);0
V474;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPAGE HLA-DR);0
V475;** RE   ** CHAMP TAU 1985 - REFONTE ** (ANTIGENE HLA-B 27);0
V476;** RE   ** CHAMP TAU 1985 - REFONTE ** (POPULATIONS LYMPHOCYTAIRES.MARQUEURS DE DIFFERENTIATION (PAR ANTICORPS MONOCLONAUX));0
V478;** RE   ** CHAMP TAU 1985 - REFONTE ** (POPULATIONS LYMPHOCYTAIRES . IG DE MEMBRANES);0
V261;** RE   ** CHAMP TAU 1985 - REFONTE ** (GLUTATHION PEROXYDASE DANS LES ERYTHROCYTES : ACTIVITE);0
V262;** RE   ** CHAMP TAU 1985 - REFONTE ** (GLUTATHION REDUCTASE : ACTIVITE);0
V263;** RE   ** CHAMP TAU 1985 - REFONTE ** (HEXOKINASE DANS LES ERYTHROCYTES : ACTIVITE);0
V539;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MEMBRANE BASALE TUBULAIRE SIMPLE RECHERCHE);0
V587;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-SPERMATOZOIDES-AC AUTRES DANS LE MUCUS CERVICAL -AVEC TITRAGE SI RECHERCHE POSITIVE);0
V588;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-SURRENALES SIMPLE RECHERCHE);0
V589;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-SURRENALES AVEC TITRAGE SI RECHERCHE POSITIVE);0
V590;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-TESTICULES SIMPLE RECHERCHE);0
V591;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-TESTICULES AVEC TITRAGE SI RECHERCHE POSITIVE);0
V592;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-THYMUS SIMPLE RECHERCHE);0
V593;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-THYMUS AVEC TITRAGE SI RECHERCHE POSITIVE);0
V594;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-THYROIDE SIMPLE RECHERCHE);0
V563;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-PLAQUETTES PAR METHODE EIA SIMPLE RECHERCHE);0
V564;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-PLAQUETTES PAR METHODE EIA AVEC TITRAGE SI RECHERCHE POSITIVE);0
V565;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-PLAQUETTES PAR IMMUNOFLUORESCENCE INDIRECTE OU DIRECTE SIMPLE RECHERCHE);0
V086;** RE   ** CHAMP TAU 1985 - REFONTE ** (GLUCOSE);0
V087;** RE   ** CHAMP TAU 1985 - REFONTE ** (HAPTOGLOBINE PAR METHODE CHIMIQUE);0
V088;** RE   ** CHAMP TAU 1985 - REFONTE ** (IODE PROTEIQUE OU HORMONAL);0
V089;** RE   ** CHAMP TAU 1985 - REFONTE ** (EPREUVES DE LABILITE PLASMATIQUE : PAR EPREUVE JUSQU'A 3 INCLUS);0
V090;** RE   ** CHAMP TAU 1985 - REFONTE ** (EPREUVES DE LABILITE PLASMATIQUE : PLUS DE 3);0
V171;"** RE   ** CHAMP TAU 1985 - REFONTE ** (EXAMEN CHIMIQUE COMPLET D'UNE SELLE, COMPRENANT AU MINIMUM : CARACTERES PHYSIQUES, PIGMENTS BILIAIRES, ,UCUS SOLUBLE, PROTEINES EXSUDATIVES DEGRADEES, RECHERCHE DU SANG, DES ACIDES ORGANIQUES DE L'AMMONIAQUE ; PH)";0
V172;** RE   ** CHAMP TAU 1985 - REFONTE ** (PROTEINES EXSUDATIVES DEGRADEES ET NON DEGRADEES (REACTION DE TRIBOULET) (NE PEUT SE CUMULER AVEC L'EXAMEN CHIMIQUE COMPLET));0
V173;** RE   ** CHAMP TAU 1985 - REFONTE ** (SANG, HEMOGLOBINE (RECHERCHE PAR DEUX REACTIONS));0
V174;** RE   ** CHAMP TAU 1985 - REFONTE ** (WARTER (EPREUVE DE));0
V175;** RE   ** CHAMP TAU 1985 - REFONTE ** (CATALASE);0
V176;** RE   ** CHAMP TAU 1985 - REFONTE ** (DOSAGE DE LIPIDES TOTAUX);0
V177;** RE   ** CHAMP TAU 1985 - REFONTE ** (DOSAGE DE LIPIDES NEUTRES ET DES ACIDES GRAS TOTAUX (NON CUMULABLE AVEC LE DOSAGE DES LIPIDES TOTAUX));0
V180;** RE   ** CHAMP TAU 1985 - REFONTE ** (DOSAGE DE L'ACIDE CHLORYDRIQUE LIBRE);0
V181;** RE   ** CHAMP TAU 1985 - REFONTE ** (RECHERCHE DE L'HEMOGLOBINE (DEUX REACTIONS));0
T878;APONEVRECTOMIE OU APONEVROTOMIE PLANTAIRE;0
T879;LIBERATION INTERNE ET/OU POSTERO-INTERNE POUR PIED VARUS, EQUIN;0
T880;LIBERATION PLANTAIRE POUR PIED CREUX;0
W190;RESECTION ARTICUL. LARGE + RECONSTRUC. PAR PROTHESE : COUDE;0
W191;RESECTION ARTICULAIRE LIMITEE SANS PROTHESE : COUDE;0
W192;AUTRES OPERATIONS ARTICULAIRES SUR LE COUDE;0
W193;BIOPSIE CHIRURGICALE : 1 OS AVANT-BRAS;0
W194;BIOPSIE CHIRURGICALE : 2 OS AVANT-BRAS;0
W195;PONCTION-BIOPSIE A L'AIGUILLE : 1 OS AVANT-BRAS;0
W276;ABLATION MATERIEL OSTEOSYNTH. ARTICUL. PERCUT. : POIGNET;0
W277;CAPSULOPLASTIE, SUTURE LIGAMENTAIRE ET CAPSULAIRE : POIGNET;0
W278;SYNOVECTOMIE PARTIELLE, EXERESE DE KYSTE SYNOVIAL, EXERESE D'HYGROMA OU DE BURSITE : POIGNET;0
W279;SYNOVECTOMIE TOTALE : POIGNET;0
W280;RECONSTITUTION LIGAMENTAIRE PAR GREFFE : POIGNET;0
W281;OPERATION MOBILISATRICE SANS ARTHROTOMIE : POIGNET;0
V752;** RE   ** CHAMP TAU 1985 - REFONTE ** (EXPLORATION FONCTIONNELLE DES POPULATIONS LEUCOCYTAIRES);0
V760;** RE   ** CHAMP TAU 1985 - REFONTE ** (FRAGILITE OSMOTIQUE IMMEDIATE ET APRES 24 HEURES);0
V761;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO HEMOLYSE AVEC ET SANS GLUCOSE);0
V765;** RE   ** CHAMP TAU 1985 - REFONTE ** (ELECTROPHORESE DE L'HEMOGLOBINE SUR ACETATE DE CELLULOSE);0
V766;** RE   ** CHAMP TAU 1985 - REFONTE ** (HEMOGLOBINE FOETALE (DOSAGE PAR RESISTANCE A LA DENATURATION ALCALINE));0
V767;** RE   ** CHAMP TAU 1985 - REFONTE ** (HEMOGLOBINE A2 (DEPISTAGE THALASSEMIE));0
V768;** RE   ** CHAMP TAU 1985 - REFONTE ** (ELECTROPHORESE EN GELOSE DE L'HEMOGLOBINE (DOSAGE CHROMATOGRAPHIE OU PAR ELUTION));0
V769;** RE   ** CHAMP TAU 1985 - REFONTE ** (TEST DE HAM-DACIE);0
V770;** RE   ** CHAMP TAU 1985 - REFONTE ** (CINETIQUE DE DENATURATION DES HEMOGLOBINES INSTABLE);0
W584;REPRISE PROTH.TOT. 2EME TEMPS RECONSTRUC. APRES 1ER TEMPS ABLATION:GENOU;0
V125;** RE   ** CHAMP TAU 1985 - REFONTE ** (GLOBULINES PARTICULIERES (RECHERCHE) B) AUTRES REACTIONS, CHACUNE);0
V126;** RE   ** CHAMP TAU 1985 - REFONTE ** (SODIUM);0
V127;** RE   ** CHAMP TAU 1985 - REFONTE ** (UREE);0
W003;ATHROSCOPIE DIAGNOSTIQUE : CEINTURE SCAPULAIRE;0
W004;AUTRES ACTES DIAGNOSTIQUES : CEINTURE SCAPULAIRE;0
W005;REDUCTION ORTHOPED. LUXATION/FRACT STERNO/ACROMIO-CLAVICUL.;0
W006;REDUCTION CHIR. LUXATION STERNO/ACROMIO-CLAVICULAIRE;0
W007;REDUCT. FRACT. ARTIC. OSTEOSYNTH. FOYER OUVERT : CEINTURE SCAPULAIRE;0
W008;REDUCT. FRACT. ARTIC. EMBROCHAGE INTRAFOCAL PERCUT.: CEINTURE SCAPUL.;0
W009;REDUCT. FRACT. ARTIC. OSTEOSYNTHESE FIXATEUR EXT. : CEINTURE SCAPUL.;0
W010;ARTHROSCOPIE SOUS-ACROMIALE THERAPEUTIQUE;0
W012;SYNOVECTOMIE ARTICULAIRE PARTIELLE : CEINTURE SCAPULAIRE;0
W013;SYNOVECTOMIE ARTICULAIRE TOTALE : CEINTURE SCAPULAIRE;0
W014;CAPSULOPLASTIE : CEINTURE SCAPULAIRE;0
W015;OPERATION STABILISATRICE DE LA CLAVICULE;0
W016;OPERATION MOBILISATRICE DE L'OMOPLATE TYPE ABAISSEMENT;0
W017;BIOPSIE CHIRURGICALE : CLAVICULE;0
W018;PONCTION-BIOPSIE A L'AIGUILLE : CLAVICULE;0
W019;BIOPSIE CHIRURGICALE : OMOPLATE;0
W020;PONCTION-BIOPSIE A L'AIGUILLE : OMOPLATE;0
W021;TRAIT. ORTHOPED. FRACTURE SIMPLE : CLAVICULE;0
W022;TRAIT. ORTHOPED. FRACTURE COMPLEXE : CLAVICULE;0
W023;TRAIT. ORTHOPED. FRACTURE SIMPLE : OMOPLATE;0
W024;TRAIT. ORTHOPED. FRACTURE COMPLEXE : OMOPLATE;0
V056;** RE   ** CHAMP TAU 1985 - REFONTE ** (TRANSAMINASE T.G.P. + T.G.O.);0
V057;** RE   ** CHAMP TAU 1985 - REFONTE ** (GLUCOSE 6 PHOSPHATE DESHYDROGENASE ACTIVITE);0
V058;** RE   ** CHAMP TAU 1985 - REFONTE ** (GAMMA GLUTAMYL TRANSFERASE);0
V059;** RE   ** CHAMP TAU 1985 - REFONTE ** (CREATINE PHOSPHOKINASE);0
V060;** RE   ** CHAMP TAU 1985 - REFONTE ** (LACTATE DESHYDROGENASE ACTIVITE);0
V549;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MYOCARDE SIMPLE RECHERCHE);0
V550;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-MYOCARDE AVEC TITRAGE SI RECHERCHE POSITIVE);0
V551;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-OVAIRE SIMPLE RECHERCHE);0
V552;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-OVAIRE AVEC TITRAGE SI RECHERCHE POSITIVE);0
V553;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-PANCREAS SIMPLE RECHERCHE);0
V554;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-PANCREAS AVEC TITRAGE SI RECHERCHE POSITIVE);0
V555;** RE   ** CHAMP TAU 1985 - REFONTE ** (AUTO-AC ANTI-PAROTIDE SIMPLE RECHERCHE);0
U452;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U453;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U454;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U455;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U456;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U457;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U458;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U459;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U460;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U461;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U462;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U463;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U464;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U465;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U466;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U467;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U468;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
V702;** RE   ** CHAMP TAU 1985 - REFONTE ** (MESURE DE L'HEMOGLOBINE);0
V703;** RE   ** CHAMP TAU 1985 - REFONTE ** (MESURE DE L'HEMATOCRITE);0
V704;** RE   ** CHAMP TAU 1985 - REFONTE ** (NUMERATION DES GLOBULES ROUGES);0
V705;** RE   ** CHAMP TAU 1985 - REFONTE ** (NUMERATION DES GLOBULES BLANCS);0
W025;EXER. SIMPLE FOYER OUVERT FRAGMENT OSSEUX SANS INTER. CONTIN.:CLAVICULE;0
V732;** RE   ** CHAMP TAU 1985 - REFONTE ** (RECHERCHE SUR FROTTIS D'INCLUSIONS DIVERSES (PONCTUATIONS BASOPHILES));0
V735;** RE   ** CHAMP TAU 1985 - REFONTE ** (VITESSE DE SEDIMENTATION GLOBULAIRE);0
V737;** RE   ** CHAMP TAU 1985 - REFONTE ** (MESURE DE LA VISCOSITE SANGUINE);0
V738;** RE   ** CHAMP TAU 1985 - REFONTE ** (MESURE DE LA FILTRABILITE GLOBULAIRE);0
V190;** RE   ** CHAMP TAU 1985 - REFONTE ** (DETERMINATION D'UNE ACTIVITE ENZYMATIQUE COURANTE);0
V191;** RE   ** CHAMP TAU 1985 - REFONTE ** (EXAMEN CHIMIQUE (DOSAGE DES PIGMENTS BILIAIRES ET DU CHOLESTEROL));0
V192;** RE   ** CHAMP TAU 1985 - REFONTE ** (ETUDE CHIMIQUE DES TROIS BILES (PH, SELS, PIGMENTS, CHOLESTEROL));0
V193;** RE   ** CHAMP TAU 1985 - REFONTE ** (CHLORURES);0
V194;** RE   ** CHAMP TAU 1985 - REFONTE ** (CHLOLESTEROL TOTAL);0
V309;** RE   ** CHAMP TAU 1985 - REFONTE ** (PROTEINES ELECTROPHORESE);0
V310;** RE   ** CHAMP TAU 1985 - REFONTE ** (PROTEINES IMMUNOELECTROPHORESE AVEC ANTI-SHN DANS LES URINES);0
V311;** RE   ** CHAMP TAU 1985 - REFONTE ** (PROTEINES IMMUNOELECTROPHORESE AVEC ANTI-SHN DANS LE SERUM ET LE PLASMA);0
V320;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES D'HAPTOGLOBINES);0
V321;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES GC);0
V322;** RE   ** CHAMP TAU 1985 - REFONTE ** (SYSTEMES PI (ALPHA-1-ANTITRYPSINE));0
V323;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES DE L'AMYLASE);0
V324;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES DE TRANSFERRINES);0
V325;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES DE CERULOPLASMINE);0
V326;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES D'ALBUMINE);0
V327;** RE   ** CHAMP TAU 1985 - REFONTE ** (GROUPES DE L'OROSOMUCOIDE);0
V328;** RE   ** CHAMP TAU 1985 - REFONTE ** (ISO-ENZYMES DE LA LDH (LACTICODESHYDROGENASE) SERIQUE (POLYMORPHISME));0
V411;** RE   ** CHAMP TAU 1985 - REFONTE ** (SOUS-GROUPES SANGUINS A1 ET A2);0
U489;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U490;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U491;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U492;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U493;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U494;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U495;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U496;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U497;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U498;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
U499;** RS   ** RESERVE AUX BESOINS LOCAUX **;0
