VEX_EXL_VUE;VEX_INS_VUE
VPRA_MTT0841;DIAM
VPRA_MTT0842;DIAM
VPRA_MTT0911;DIAM
VPRA_MTT0912;DIAM
VPRA_MTT0921;DIAM
VPRA_MTT0922;DIAM
VPRA_MTT0931;DIAM
VPRA_MTT0932;DIAM
VPRA_ORT0431;DIAM
VPRA_ORT0432;DIAM
VPRA_ORT0441;DIAM
VPRA_ORT0442;DIAM
VPRA_ORT0511;DIAM
VPRA_ORT0512;DIAM
VPRA_ORT0521;DIAM
VPRA_ORT0522;DIAM
VPRA_ORT0531;DIAM
VPRA_ORT0532;DIAM
VPRA_ORT0541;DIAM
VPRA_ORT0542;DIAM
VPRA_ORT0611;DIAM
VPRA_ORT0612;DIAM
VPRA_ORT0621;DIAM
VPRA_ORT0622;DIAM
VPRA_ORT0631;DIAM
VPRA_ORT0632;DIAM
VPRA_ORT0641;DIAM
VPRA_ORT0642;DIAM
VPRA_ORT0711;DIAM
VPRA_ORT0712;DIAM
VPRA_ORT0721;DIAM
VPRA_ORT0722;DIAM
VPRA_ORT0731;DIAM
VPRA_ORT0732;DIAM
VPRA_ORT0741;DIAM
VPRA_ORT0742;DIAM
VPRA_ORT0811;DIAM
VPRA_ORT0812;DIAM
VPRA_ORT0821;DIAM
VPRA_ORT0822;DIAM
VPRA_ORT0831;DIAM
VPRA_ORT0832;DIAM
VPRA_ORT0841;DIAM
VPRA_ORT0842;DIAM
VPRA_ORT0911;DIAM
VPRA_ORT0912;DIAM
VPRA_ORT0921;DIAM
VPRA_ORT0922;DIAM
VPRA_ORT0931;DIAM
VPRA_ORT0932;DIAM
VPRA_PED0431;DIAM
VPRA_PED0432;DIAM
VPRA_PED0441;DIAM
VPRA_PED0442;DIAM
VPRA_PED0511;DIAM
VPRA_PED0512;DIAM
VPRA_PED0521;DIAM
VPRA_PED0522;DIAM
VPRA_PED0531;DIAM
VPRA_PED0532;DIAM
VPRA_PED0541;DIAM
VPRA_PED0542;DIAM
VPRA_PED0611;DIAM
VPRA_PED0612;DIAM
VPRA_PED0621;DIAM
VPRA_PED0622;DIAM
VPRA_PED0631;DIAM
VPRA_PED0632;DIAM
VPRA_PED0641;DIAM
VPRA_PED0642;DIAM
VPRA_PED0711;DIAM
VPRA_PED0712;DIAM
VPRA_PED0721;DIAM
VPRA_PED0722;DIAM
VPRA_PED0731;DIAM
VPRA_PED0732;DIAM
VPRA_PED0741;DIAM
VPRA_PED0742;DIAM
VPRA_PED0811;DIAM
VPRA_PED0812;DIAM
VPRA_PED0821;DIAM
VPRA_PED0822;DIAM
VPRA_PED0831;DIAM
VPRA_PED0832;DIAM
VPRA_PED0841;DIAM
VPRA_PED0842;DIAM
VPRA_PED0911;DIAM
VPRA_PED0912;DIAM
VPRA_PED0921;DIAM
VPRA_PED0922;DIAM
VPRA_PED0931;DIAM
VPRA_PED0932;DIAM
VPRA_SAF0431;DIAM
VPRA_SAF0432;DIAM
VPRA_SAF0441;DIAM
VPRA_SAF0442;DIAM
VPRA_SAF0511;DIAM
VPRA_SAF0512;DIAM
VPRA_SAF0521;DIAM
VPRA_SAF0522;DIAM
VPRA_SAF0531;DIAM
VPRA_SAF0532;DIAM
VPRA_SAF0541;DIAM
VPRA_SAF0542;DIAM
VPRA_SAF0611;DIAM
VPRA_SAF0612;DIAM
VPRA_SAF0621;DIAM
VPRA_SAF0622;DIAM
VPRA_SAF0631;DIAM
VPRA_SAF0632;DIAM
VPRA_SAF0641;DIAM
VPRA_SAF0642;DIAM
VPRA_SAF0711;DIAM
VPRA_SAF0712;DIAM
VPRA_SAF0721;DIAM
VPRA_SAF0722;DIAM
VPRA_SAF0731;DIAM
VPRA_SAF0732;DIAM
VPRA_SAF0741;DIAM
VPRA_SAF0742;DIAM
VPRA_SAF0811;DIAM
VPRA_SAF0812;DIAM
VPRA_SAF0821;DIAM
VPRA_SAF0822;DIAM
VPRA_SAF0831;DIAM
VPRA_SAF0832;DIAM
VPRA_SAF0841;DIAM
VPRA_SAF0842;DIAM
VPRA_SAF0911;DIAM
VPRA_SAF0912;DIAM
VPRA_SAF0921;DIAM
VPRA_SAF0922;DIAM
VPRA_SAF0931;DIAM
VPRA_SAF0932;DIAM
VPRA_STAAMB043;DIAM
VPRA_STAAMB044;DIAM
VPRA_STAAMB051;DIAM
VPRA_STAAMB052;DIAM
VPRA_STAAMB053;DIAM
VPRA_STAAMB054;DIAM
VPRA_STAAMB061;DIAM
VPRA_STAAMB062;DIAM
VPRA_STAAMB063;DIAM
VPRA_STAAMB064;DIAM
VPRA_STAAMB071;DIAM
VPRA_STAAMB072;DIAM
VPRA_STAAMB073;DIAM
VPRA_STAAMB074;DIAM
VPRA_STAAMB081;DIAM
VPRA_STAAMB082;DIAM
VPRA_STAAMB083;DIAM
VPRA_STAAMB084;DIAM
VPRA_STAAMB091;DIAM
VPRA_STAAMB092;DIAM
VPRA_STAAMB093;DIAM
VPRA_STADEN043;DIAM
VPRA_STADEN044;DIAM
VPRA_STADEN051;DIAM
VPRA_STADEN052;DIAM
VPRA_STADEN053;DIAM
VPRA_STADEN054;DIAM
VPRA_STADEN061;DIAM
VPRA_STADEN062;DIAM
VPRA_STADEN063;DIAM
VPRA_STADEN064;DIAM
VPRA_STADEN071;DIAM
VPRA_STADEN072;DIAM
VPRA_STADEN073;DIAM
VPRA_STADEN074;DIAM
VPRA_STADEN081;DIAM
VPRA_STADEN082;DIAM
VPRA_STADEN083;DIAM
VPRA_STADEN084;DIAM
VPRA_STADEN091;DIAM
VPRA_STADEN092;DIAM
VPRA_STADEN093;DIAM
VPRA_STAINF043;DIAM
VPRA_STAINF044;DIAM
VPRA_STAINF051;DIAM
VPRA_STAINF052;DIAM
VPRA_STAINF053;DIAM
VPRA_STAINF054;DIAM
VPRA_STAINF061;DIAM
VPRA_STAINF062;DIAM
VPRA_STAINF063;DIAM
VPRA_STAINF064;DIAM
VPRA_STAINF071;DIAM
VPRA_STAINF072;DIAM
VPRA_STAINF073;DIAM
VPRA_STAINF074;DIAM
VPRA_STAINF081;DIAM
VPRA_STAINF082;DIAM
VPRA_STAINF083;DIAM
VPRA_STAINF084;DIAM
VPRA_STAINF091;DIAM
VPRA_STAINF092;DIAM
VPRA_STAINF093;DIAM
VPRA_STALAB043;DIAM
VPRA_STALAB044;DIAM
VPRA_STALAB051;DIAM
VPRA_STALAB052;DIAM
VPRA_STALAB053;DIAM
VPRA_STALAB054;DIAM
VPRA_STALAB061;DIAM
VPRA_STALAB062;DIAM
VPRA_STALAB063;DIAM
VPRA_STALAB064;DIAM
VPRA_STALAB071;DIAM
VPRA_STALAB072;DIAM
VPRA_STALAB073;DIAM
VPRA_STALAB074;DIAM
VPRA_STALAB081;DIAM
VPRA_STALAB082;DIAM
VPRA_STALAB083;DIAM
VPRA_STALAB084;DIAM
VPRA_STALAB091;DIAM
VPRA_STALAB092;DIAM
VPRA_STALAB093;DIAM
VPRA_STAMAS043;DIAM
VPRA_STAMAS044;DIAM
VPRA_STAMAS051;DIAM
VPRA_STAMAS052;DIAM
VPRA_STAMAS053;DIAM
VPRA_STAMAS054;DIAM
VPRA_STAMAS061;DIAM
VPRA_STAMAS062;DIAM
VPRA_STAMAS063;DIAM
VPRA_STAMAS064;DIAM
VPRA_STAMAS071;DIAM
VPRA_STAMAS072;DIAM
VPRA_STAMAS073;DIAM
VPRA_STAMAS074;DIAM
VPRA_STAMAS081;DIAM
VPRA_STAMAS082;DIAM
VPRA_STAMAS083;DIAM
VPRA_STAMAS084;DIAM
VPRA_STAMAS091;DIAM
VPRA_STAMAS092;DIAM
VPRA_STAMAS093;DIAM
VPRA_STAMCT051;DIAM
VPRA_STAMCT052;DIAM
VPRA_STAMCT053;DIAM
VPRA_STAMCT054;DIAM
VPRA_STAMCT061;DIAM
VPRA_STAMCT062;DIAM
VPRA_STAMCT063;DIAM
VPRA_STAMCT064;DIAM
VPRA_STAMCT071;DIAM
VPRA_STAMCT072;DIAM
VPRA_STAMCT073;DIAM
VPRA_STAMCT074;DIAM
VPRA_STAMCT081;DIAM
VPRA_STAMCT082;DIAM
VPRA_STAMCT083;DIAM
VPRA_STAMCT084;DIAM
VPRA_STAMCT091;DIAM
VPRA_STAMCT092;DIAM
VPRA_STAMCT093;DIAM
VPRA_STAMED043;DIAM
VPRA_STAMED044;DIAM
VPRA_STAMED051;DIAM
VPRA_STAMED052;DIAM
VPRA_STAMED053;DIAM
VPRA_STAMED054;DIAM
VPRA_STAMED061;DIAM
VPRA_STAMED062;DIAM
VPRA_STAMED063;DIAM
VPRA_STAMED064;DIAM
VPRA_STAMED071;DIAM
VPRA_STAMED072;DIAM
VPRA_STAMED073;DIAM
VPRA_STAMED074;DIAM
VPRA_STAMED081;DIAM
VPRA_STAMED082;DIAM
VPRA_STAMED083;DIAM
VPRA_STAMED084;DIAM
VPRA_STAMED091;DIAM
VPRA_STAMED092;DIAM
VPRA_STAMED093;DIAM
VPRA_STAMED994M;DIAM
VPRA_STAMEF043;DIAM
VPRA_STAMEF044;DIAM
VPRA_STAMEF051;DIAM
VPRA_STAMEF052;DIAM
VPRA_STAMEF053;DIAM
VPRA_STAMEF054;DIAM
VPRA_STAMEF061;DIAM
VPRA_STAMEF062;DIAM
VPRA_STAMEF063;DIAM
VPRA_STAMEF064;DIAM
VPRA_STAMEF071;DIAM
VPRA_STAMEF072;DIAM
VPRA_STAMEF073;DIAM
VPRA_STAMEF074;DIAM
VPRA_STAMEF081;DIAM
VPRA_STAMEF082;DIAM
VPRA_STAMEF083;DIAM
VPRA_STAMEF084;DIAM
VPRA_STAMTT051;DIAM
VPRA_STAMTT052;DIAM
VPRA_STAMTT053;DIAM
VPRA_STAMTT054;DIAM
VPRA_STAMTT061;DIAM
VPRA_STAMTT062;DIAM
VPRA_STAMTT063;DIAM
VPRA_STAMTT064;DIAM
VPRA_STAMTT071;DIAM
VPRA_STAMTT072;DIAM
VPRA_STAMTT073;DIAM
VPRA_STAMTT074;DIAM
VPRA_STAMTT081;DIAM
VPRA_STAMTT082;DIAM
VPRA_STAMTT083;DIAM
VPRA_STAMTT084;DIAM
VPRA_STAMTT091;DIAM
VPRA_STAMTT092;DIAM
VPRA_STAMTT093;DIAM
VPRA_STAORT043;DIAM
VPRA_STAORT044;DIAM
VPRA_STAORT051;DIAM
VPRA_STAORT052;DIAM
VPRA_STAORT053;DIAM
VPRA_STAORT054;DIAM
VPRA_STAORT061;DIAM
VPRA_STAORT062;DIAM
VPRA_STAORT063;DIAM
VPRA_STAORT064;DIAM
VPRA_STAORT071;DIAM
VPRA_STAORT072;DIAM
VPRA_STAORT073;DIAM
VPRA_STAORT074;DIAM
VPRA_STAORT081;DIAM
VPRA_STAORT082;DIAM
VPRA_STAORT083;DIAM
VPRA_STAORT084;DIAM
VPRA_STAORT091;DIAM
VPRA_STAORT092;DIAM
VPRA_STAORT093;DIAM
VPRA_STAPED043;DIAM
VPRA_STAPED044;DIAM
VPRA_STAPED051;DIAM
VPRA_STAPED052;DIAM
VPRA_STAPED053;DIAM
VPRA_STAPED054;DIAM
VPRA_STAPED061;DIAM
VPRA_STAPED062;DIAM
VPRA_STAPED063;DIAM
VPRA_STAPED064;DIAM
VPRA_STAPED071;DIAM
VPRA_STAPED072;DIAM
VPRA_STAPED073;DIAM
VPRA_STAPED074;DIAM
VPRA_STAPED081;DIAM
VPRA_STAPED082;DIAM
VPRA_STAPED083;DIAM
VPRA_STAPED084;DIAM
VPRA_STAPED091;DIAM
VPRA_STAPED092;DIAM
VPRA_STAPED093;DIAM
VPRA_STASAF043;DIAM
VPRA_STASAF044;DIAM
VPRA_STASAF051;DIAM
VPRA_STASAF052;DIAM
VPRA_STASAF053;DIAM
VPRA_STASAF054;DIAM
VPRA_STASAF061;DIAM
VPRA_STASAF062;DIAM
VPRA_STASAF063;DIAM
VPRA_STASAF064;DIAM
VPRA_STASAF071;DIAM
VPRA_STASAF072;DIAM
VPRA_STASAF073;DIAM
VPRA_STASAF074;DIAM
VPRA_STASAF081;DIAM
VPRA_STASAF082;DIAM
VPRA_STASAF083;DIAM
VPRA_STASAF084;DIAM
VPRA_STASAF091;DIAM
VPRA_STASAF092;DIAM
VPRA_STASAF093;DIAM
VQLF_CU_AGE_SEX_BAS;DIAM
VQLF_CU_AGE_SEX_CPL;DIAM
VQLF_CU_BAS;DIAM
VQLF_CU_BAS_ENT;DIAM
VQLF_CU_CPL;DIAM
VQLF_CU_CPL_ENT;DIAM
VQLF_CU_CPL_RNV;DIAM
VQLF_CU_VEN_BEN;DIAM
VQLF_IOP_BEN_F_2004;DIAM
VQLF_IOP_BEN_F_2005;DIAM
VQLF_IOP_BIO_F_2005;DIAM
VQLF_IOP_CAM_F_2004;DIAM
VQLF_IOP_CAM_F_2005;DIAM
VQLF_IOP_CDM_F_2004;DIAM
VQLF_IOP_CDM_F_2005;DIAM
VQLF_IOP_COR_F_2005;DIAM
VQLF_IOP_DOS_F_2005;DIAM
VQLF_IOP_MED_F_2004;DIAM
VQLF_IOP_MED_F_2005;DIAM
VQLF_IOP_PAS_W_2005;DIAM
VREF_DEPALD;DIAM
VRPS_CABACT;DIAM
VRPS_CABAGR;DIAM
VRPS_CABFCA;DIAM
VRPS_CABJUR;DIAM
VRPS_CABREF;DIAM
VRPS_CABSPS;DIAM
VRPS_CABZTP;DIAM
VRPS_DIRFCTSQ;DIAM
VRPS_LAB;DIAM
VRPS_LABDIR;DIAM
VRPS_LABDIRFC;DIAM
VRPS_LABDIRSQ;DIAM
VRPS_LABPTL;DIAM
VRPS_LABZTP;DIAM
VRPS_LABZTPTL;DIAM
VRPS_PFS;DIAM
VRPS_PFSCES;DIAM
VRPS_PFSCNV;DIAM
VRPS_PFSNATEX;DIAM
VRPS_PFSORI;DIAM
VRPS_PFSSPE;DIAM
VRPS_PHAFCTSQ;DIAM
VRPS_PRAADL;DIAM
VRPS_PRACTCAB;DIAM
VRPS_PRAINFOS;DIAM
VRPS_PRAIPP;DIAM
VRPS_PRS;DIAM
VRPS_PRSCTP;DIAM
VRPS_PRSETB;DIAM
VRPS_PRSPHA;DIAM
VRPS_PRSPHAFC;DIAM
VRPS_PRSPHASQ;DIAM
VRPS_PRSTPS;DIAM
VRPS_PRSTVS;DIAM
VRPS_PRSZTP;DIAM
VRPS_PRSZTPVS;DIAM
VRPS_PSAUXSPE;DIAM
VRPS_PSDEREXC;DIAM
VRPS_VER;DIAM
VSER_AFFREM01;DIAM
VSER_AFFREM02;DIAM
VSER_AFFREM03;DIAM
VSER_AFFREM04;DIAM
VSER_AFFREM05;DIAM
VSER_AFFREM06;DIAM
VSER_AFFREM07;DIAM
VSER_AFFREM08;DIAM
VSER_AFFREM09;DIAM
VSER_AFFREM10;DIAM
VSER_AFFREM11;DIAM
VSER_AFFREM12;DIAM
VSER_AFFREM13;DIAM
VSER_AFFREM14;DIAM
VSER_AFFREM15;DIAM
VSER_AFFREM16;DIAM
VSER_AFFREM17;DIAM
VSER_AFFREM18;DIAM
VSER_AFFREM19;DIAM
VSER_AFFRREM01;DIAM
VSER_AFFRREM02;DIAM
VSER_AFFRREM03;DIAM
VSER_AFFRREM04;DIAM
VSER_AFFRREM05;DIAM
VSER_AFFRREM06;DIAM
VSER_AFFRREM07;DIAM
VSER_AFFRREM08;DIAM
VSER_AFFRREM09;DIAM
VSER_AFFRREM10;DIAM
VSER_AFFRREM11;DIAM
VSER_AFFRREM12;DIAM
VSER_AFFRREM13;DIAM
VSER_AFFRREM14;DIAM
VSER_AFFRREM15;DIAM
VSER_AFFRREM16;DIAM
VSER_AFFRREM17;DIAM
VSER_AFFRREM18;DIAM
VSER_AFFRREM19;DIAM
VSER_AFFRSOI01;DIAM
VSER_AFFRSOI02;DIAM
VSER_AFFRSOI03;DIAM
VSER_AFFRSOI04;DIAM
VSER_AFFRSOI05;DIAM
VSER_AFFRSOI06;DIAM
VSER_AFFRSOI07;DIAM
VSER_AFFRSOI08;DIAM
VSER_AFFRSOI09;DIAM
VSER_AFFRSOI10;DIAM
VSER_AFFRSOI11;DIAM
VSER_AFFRSOI12;DIAM
VSER_AFFRSOI13;DIAM
VSER_AFFRSOI14;DIAM
VSER_AFFRSOI15;DIAM
VSER_AFFRSOI16;DIAM
VSER_AFFRSOI17;DIAM
VSER_AFFRSOI18;DIAM
VSER_AFFRSOI19;DIAM
VSER_AFFSOI01;DIAM
VSER_AFFSOI02;DIAM
VSER_AFFSOI03;DIAM
VSER_AFFSOI04;DIAM
VSER_AFFSOI05;DIAM
VSER_AFFSOI06;DIAM
VSER_AFFSOI07;DIAM
VSER_AFFSOI08;DIAM
VSER_AFFSOI09;DIAM
VSER_AFFSOI10;DIAM
VSER_AFFSOI11;DIAM
VSER_AFFSOI12;DIAM
VSER_AFFSOI13;DIAM
VSER_AFFSOI14;DIAM
VSER_AFFSOI15;DIAM
VSER_AFFSOI16;DIAM
VSER_AFFSOI17;DIAM
VSER_AFFSOI18;DIAM
VSER_AFFSOI19;DIAM
VSER_AGRREM1;DIAM
VSER_AGRREM2;DIAM
VSER_AGRRREM1;DIAM
VSER_AGRRREM2;DIAM
VSER_AGRRSOIN;DIAM
VSER_AGRSOIN;DIAM
VSER_CAINUM;DIAM
VSER_CAT;DIAM
VSER_DDP;DIAM
VSER_PRSNAT;DIAM
VSER_SPE;DIAM
VSGA_ACM_TRS_IND_V;DIAM
VSGA_ASU_NAT_V;DIAM
VSGA_CAI_ORG_FDC_V;DIAM
VSGA_CAI_ORG_V;DIAM
VSGA_CEL_TYP_V;DIAM
VSGA_CEN_SYS_V;DIAM
VSGA_CPL_COD_V;DIAM
VSGA_CRA_COD_V;DIAM
VSGA_DRG_MOD_V;DIAM
VSGA_DRG_NAT_V;DIAM
VSGA_ENT_SUP_V;DIAM
VSGA_FAC_TOP_V;DIAM
VSGA_FLU_TSF_NRM_V;DIAM
VSGA_MOI_V;DIAM
VSGA_MUTERR96;DIAM
VSGA_MUTERR97;DIAM
VSGA_MUTERR98;DIAM
VSGA_MUTOK96;DIAM
VSGA_MUTOK97;DIAM
VSGA_MUTOK98;DIAM
VSGA_MUTSTA96;DIAM
VSGA_MUTSTA97;DIAM
VSGA_MUTSTA98;DIAM
VSGA_MUT_TRT_V;DIAM
VSGA_NVA_TOP_V;DIAM
VSGA_PAR_SAN_COD_V;DIAM
VSGA_PAR_SAN_LOC_V;DIAM
VSGA_PRS_NAT_V;DIAM
VSGA_PRS_TOP_V;DIAM
VSGA_RGU_SEN_V;DIAM
VSGA_RTT_UGE_V;DIAM
VSGA_SCACT04;DIAM
VSGA_SCACT05;DIAM
VSGA_SCACT06;DIAM
VSGA_SCACT07;DIAM
VSGA_SCACT08;DIAM
VSGA_SCCUM04;DIAM
VSGA_SCCUM05;DIAM
VSGA_SCCUM06;DIAM
VSGA_SCCUM07;DIAM
VSGA_SCCUM08;DIAM
VSGA_SCSTAT04;DIAM
VSGA_SCSTAT05;DIAM
VSGA_SCSTAT06;DIAM
VSGA_SCSTAT07;DIAM
VSGA_SCSTAT08;DIAM
VSGA_SDPACT;DIAM
VSGA_SDPACT02;DIAM
VSGA_SDPACT03;DIAM
VSGA_SDPACT04;DIAM
VSGA_SDPACT05;DIAM
VSGA_SDPACT06;DIAM
VSGA_SDPACT07;DIAM
VSGA_SDPACT08;DIAM
VSGA_SDPACT09;DIAM
VSGA_SDPACT_FDC;DIAM
VSGA_SDPCAI_ORG_V;DIAM
VSGA_SDPDCO;DIAM
VSGA_SDPDCO02;DIAM
VSGA_SDPDCO03;DIAM
VSGA_SDPDCO04;DIAM
VSGA_SDPDCO05;DIAM
VSGA_SDPDCO06;DIAM
VSGA_SDPDCO07;DIAM
VSGA_SDPDCO08;DIAM
VSGA_SDPDCO09;DIAM
VSGA_SDPDCO_FDC;DIAM
VSGA_TARIFICATION_V;DIAM
VSGA_TAR_IRI_V;DIAM
VSGA_WIN_TOP_V;DIAM
VSOP_DTM_ACTIVITY;DIAM
VSOP_DTM_AGG_GROUP_COUNTS;DIAM
VSOP_DTM_CAMPAIGN;DIAM
VSOP_DTM_COMMUNICATION;DIAM
VSOP_DTM_EMPLOYEE;DIAM
VSOP_DTM_ENROLLMENT;DIAM
VSOP_DTM_IMPACT;DIAM
VSOP_DTM_IMPACT_FACT;DIAM
VSOP_DTM_MEMBER;DIAM
VSOP_DTM_MEMBER_FACT;DIAM
VSOP_DTM_MEMBER_GROUP;DIAM
VSOP_DTM_MEMBER_LO;DIAM
VSOP_DTM_MEMBER_NOTE;DIAM
VSOP_DTM_MEMBER_UP;DIAM
VSOP_DTM_NOTE;DIAM
VSOP_DTM_PRACTIONNER;DIAM
VSOP_DTM_PROGRAM;DIAM
VSOP_DTM_PROVIDER;DIAM
VSPS_DEP;DIAM
VSPS_RPC;DIAM
VTC_AGE_CLS;DIAM
VTC_ARH_COD;DIAM
VTC_ASU_NAT;DIAM
VTC_BEN_QLT;DIAM
VTC_CAI_NUM;DIAM
VTC_CEL_TYP;DIAM
VTC_CEN_SYS;DIAM
VTC_CPL_COD;DIAM
VTC_CRA_COD;DIAM
VTC_CSPCAIA;DIAM
VTC_CSPCAIT;DIAM
VTC_CSPDPTA;DIAM
VTC_CSPDPTT;DIAM
VTC_CSP_COD;DIAM
VTC_CSP_COD1;DIAM
VTC_CTI_NUM;DIAM
VTC_DPT_COM;DIAM
VTC_DRG_MOD;DIAM
VTC_DRG_NAT;DIAM
VTC_DTT_CD;DIAM
VTC_ENT_SUP;DIAM
VTC_ETA_TYP;DIAM
VTC_ETM_CAT;DIAM
VTC_ETM_MTF;DIAM
VTC_EXE_LIE;DIAM
VTC_EXE_SPE;DIAM
VTC_IJP_COD;DIAM
VTC_INSCOM;DIAM
VTC_INSCOM36;DIAM
VTC_INSCOM54;DIAM
VTC_INSCOM62;DIAM
VTC_INSCOM68;DIAM
VTC_INSCOM75;DIAM
VTC_INSCOM82;DIAM
VTC_INSCOM90;DIAM
VTC_INSCOM9A;DIAM
VTC_INS_DPT;DIAM
VTC_INS_REG;DIAM
VTC_JOUR;DIAM
VTC_MUT_COD;DIAM
VTC_OVD_TYP;DIAM
VTC_PAR_TYP;DIAM
VTC_PER_MM;DIAM
VTC_POPCAI;DIAM
VTC_POPCAIAC;DIAM
VTC_POPCAITR;DIAM
VTC_POPDPTAC;DIAM
VTC_POPDPTTR;DIAM
VTC_PRA_SPE;DIAM
VTC_PRA_STJ;DIAM
VTC_PRS_NAT;DIAM
VTC_PRS_TOP;DIAM
VTC_PSH_CAT;DIAM
VTC_PSH_CAT1;DIAM
VTC_PSH_CAT2;DIAM
VTC_PSH_DDP;DIAM
VTC_PSH_DDP1;DIAM
VTC_PSH_DDP2;DIAM
VTC_PSH_DMT;DIAM
VTC_PSH_MDT;DIAM
VTC_PSH_MDT1;DIAM
VTC_PSH_MDT2;DIAM
VTC_PSH_MFT;DIAM
VTC_RGG_COD;DIAM
VTC_RGM_COD;DIAM
VTC_RGM_OVD;DIAM
VTC_RGU_SEN;DIAM
VTC_SPE_RGT;DIAM
VTC_STJ_COD;DIAM
VTC_STJ_RGT;DIAM
VTC_T059;DIAM
VTC_TAB310;DIAM
VTC_TPO20;DIAM
VTC_TPO5;DIAM
VTC_TPOT;DIAM
VTC_TRA_AGE;DIAM
VTC_URC_COD;DIAM
VTC_UTI_COD;DIAM
VTC_V264;DIAM
VTC_V654;DIAM
VTDM_AFFREM01;DIAM
VTDM_AFFREM02;DIAM
VTDM_AFFREM03;DIAM
VTDM_AFFREM04;DIAM
VTDM_AFFREM05;DIAM
VTDM_AFFREM06;DIAM
VTDM_AFFREM07;DIAM
VTDM_AFFREM08;DIAM
VTDM_AFFREM09;DIAM
VTDM_AFFREM10;DIAM
VTDM_AFFREM11;DIAM
VTDM_AFFREM12;DIAM
VTDM_AFFREM13;DIAM
VTDM_AFFREM14;DIAM
VTDM_AFFREM15;DIAM
VTDM_AFFREM16;DIAM
VTDM_AFFREM17;DIAM
VTDM_AFFREM18;DIAM
VTDM_AFFREM19;DIAM
VTDM_AFFSOI01;DIAM
VTDM_AFFSOI02;DIAM
VTDM_AFFSOI03;DIAM
VTDM_AFFSOI04;DIAM
VTDM_AFFSOI05;DIAM
VTDM_AFFSOI06;DIAM
VTDM_AFFSOI07;DIAM
VTDM_AFFSOI08;DIAM
VTDM_AFFSOI09;DIAM
VTDM_AFFSOI10;DIAM
VTDM_AFFSOI11;DIAM
VTDM_AFFSOI12;DIAM
VTDM_AFFSOI13;DIAM
VTDM_AFFSOI14;DIAM
VTDM_AFFSOI15;DIAM
VTDM_AFFSOI16;DIAM
VTDM_AFFSOI17;DIAM
VTDM_AFFSOI18;DIAM
VTDM_AFFSOI19;DIAM
VTDM_AGRREM1;DIAM
VTDM_AGRREM2;DIAM
VTDM_AGRSOIN;DIAM
VTDM_CAT;DIAM
VTDM_DDP;DIAM
VTDM_PROC0407;DIAM
VTDM_PROC0408;DIAM
VTDM_PROC0409;DIAM
VTDM_PROC0410;DIAM
VTDM_PROC0411;DIAM
VTDM_PROC0412;DIAM
VTDM_PROU0407;DIAM
VTDM_PROU0408;DIAM
VTDM_PROU0409;DIAM
VTDM_PROU0410;DIAM
VTDM_PROU0411;DIAM
VTDM_PROU0412;DIAM
VTDM_PRO_0407;DIAM
VTDM_PRO_0408;DIAM
VTDM_PRO_0409;DIAM
VTDM_PRO_0410;DIAM
VTDM_PRO_0411;DIAM
VTDM_PRO_0412;DIAM
VTDM_PRSNAT;DIAM
VTDM_PS5PRCMU;DIAM
VTDM_PS5U0501;DIAM
VTDM_PS5U0502;DIAM
VTDM_PS5U0503;DIAM
VTDM_PS5U0504;DIAM
VTDM_PS5U0505;DIAM
VTDM_PS5U0506;DIAM
VTDM_PS5U0507;DIAM
VTDM_PS5U0508;DIAM
VTDM_PS5U0509;DIAM
VTDM_PS5U0510;DIAM
VTDM_PS5U0511;DIAM
VTDM_PS5U0512;DIAM
VTDM_PS5U0601;DIAM
VTDM_PS5U0602;DIAM
VTDM_PS5U0603;DIAM
VTDM_PS5U0604;DIAM
VTDM_PS5U0605;DIAM
VTDM_PS5U0606;DIAM
VTDM_PS5U0607;DIAM
VTDM_PS5U0608;DIAM
VTDM_PS5U0609;DIAM
VTDM_PS5U0610;DIAM
VTDM_PS5U0611;DIAM
VTDM_PS5U0612;DIAM
VTDM_PS5U0701;DIAM
VTDM_PS5U0702;DIAM
VTDM_PS5U0703;DIAM
VTDM_PS5U0704;DIAM
VTDM_PS5U0705;DIAM
VTDM_PS5U0706;DIAM
VTDM_PS5U0707;DIAM
VTDM_PS5U0708;DIAM
VTDM_PS5U0709;DIAM
VTDM_PS5U0710;DIAM
VTDM_PS5U0711;DIAM
VTDM_PS5U0712;DIAM
VTDM_PS5U0801;DIAM
VTDM_PS5U0802;DIAM
VTDM_PS5U0803;DIAM
VTDM_PS5U0804;DIAM
VTDM_PS5U0805;DIAM
VTDM_PS5U0806;DIAM
VTDM_PS5U0807;DIAM
VTDM_PS5U0808;DIAM
VTDM_PS5U0809;DIAM
VTDM_PS5U0810;DIAM
VTDM_PS5U0811;DIAM
VTDM_PS5U0812;DIAM
VTDM_PS5U0901;DIAM
VTDM_PS5U0902;DIAM
VTDM_PS5U0903;DIAM
VTDM_PS5U0904;DIAM
VTDM_PS5U0905;DIAM
VTDM_PS5U0906;DIAM
VTDM_PS5U0907;DIAM
VTDM_PS5U0908;DIAM
VTDM_PS5U0909;DIAM
VTDM_PS5U0910;DIAM
VTDM_PS5U0911;DIAM
VTDM_PS5U0912;DIAM
VTDM_PS5_0501;DIAM
VTDM_PS5_0502;DIAM
VTDM_PS5_0503;DIAM
VTDM_PS5_0504;DIAM
VTDM_PS5_0505;DIAM
VTDM_PS5_0506;DIAM
VTDM_PS5_0507;DIAM
