PRS_NAT;PRS_NAT_STA;PRS_NAT_CB2;PRS_NAT_LIB;TDM_NAT_AFF;PRS_NAT_TDM;NAT_CPL_ACT;CCA_CPL_COD;PRN_AID_TOP;PRS_SPP_TOP;TOP_SNI;TYA_COD;CEL_TYP;TOP_PRS_SOI;PRS_NAT_RGT;TOP_TRF_OPP;PRS_NAT_OBS;TEC_COL
4332;99;PPA;PREJUDICE AMIANTE;9;99;0;;0;;0;Z;21;0;0;;;0
4339;99;RES;REMBOURSEMENT DE SOINS;9;99;0;;0;;0;Z;21;0;0;;;0
4341;99;;FRAIS DE TUTELLE;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4342;99;CRF;COTISATIONS A.T. EN CAS DE READAPTATION FONCTIONNELLE;9;99;0;;0;;0;Z;21;0;0;;;0
4343;99;CRP;COTISATIONS A.T. EN CAS DE REEDUCATION PROFESSIONNELLE;9;99;0;;0;;0;Z;21;0;0;;;0
4351;99;PFR;PRIME DE FIN DE REEDUCATION;9;99;0;;0;;0;Z;21;0;0;;;0
4352;99;;AUTRES PRESTATIONS DIVERSES;9;99;0;;0;;0;Z;;0;0;;Pas  d information sur la prestation;0
4353;99;IPS;INDEMNITE POUR PERTE DE SALAIRE (MALADIE, AT);9;99;0;;0;;0;Z;21;0;0;;;0
4359;99;IUS;FORFAIT UTILISATION DES TELESERVICES;9;99;0;;1;;1;Z;;0;47;;ferme le 31/12/2018;0
4360;99;FPT;FORFAIT PARTICIPATION A LA TELETRANSMISSION;9;99;0;;1;;1;Z;;0;47;;ferme le 31/12/2018;0
4361;99;FFS;FACTURATION FEUILLE DE SOINS (POUR INFORMATION);9;99;0;;0;;1;Z;;0;47;;;0
4362;99;AST;ASTREINTE MEDECIN (POUR INFORMATION);9;99;0;;0;;1;Z;;0;31;;fermé le 31/12/2002;0
4363;99;FFN;AIDE A LA FACTURATION FEUILLE DES FLUX NON SECURISES;9;99;0;;0;;0;Z;;0;0;;;0
4364;99;AMT;AIDE MAINTENANCE TELETRANSMISSION;9;99;0;;0;;1;Z;;0;47;;;0
4365;99;APT;AIDE PORTABLE TELETRANSMISSION;9;99;0;;0;;1;Z;;0;47;;;0
4366;99;ADT;AIDE DEMARRAGE TELETRANSMISSION;9;99;0;;0;;1;Z;;0;47;;;0
4367;99;ARD;AIDE ADHESION RAPIDE DISPOSITIF;9;99;0;;0;;1;Z;;0;47;;;0
1431;99;D/OCC;ACTES EN D (ET OCC POUR LA CRPCEN);9;99;0;;1;1;1;Z;;0;2;;fermé le 01/12/2014;0
1432;99;DC;ACTES EN DC;9;99;0;;1;1;1;Z;20;0;37;;fermé le 01/12/2014;0
1433;99;SC/SCA;ACTES EN SC (ET SCA POUR LA CRPCEN);9;99;0;;1;1;1;Z;;0;34;;SC: fermé le 01/12/2014;0
1434;99;BDC;PREVENTION BUCCO-DENTAIRE: CONSULTATION - MATER;9;99;0;;1;;1;Z;20;0;20;;;0
1435;99;BR2;PREVENTION BUCCO-DENTAIRE: RADIO DEUX CLICHES-MATER;9;99;0;;1;;1;Z;20;0;20;;;0
1436;99;BR4;PREVENTION BUCCO-DENTAIRE: RADIO QUATRE CLICHES-MATER;9;99;0;;1;;1;Z;20;0;20;;;0
1437;99;MCD;Majoration spécifique PDS Clinique Dentiste;9;99;1;23;0;;1;Z;20;0;2;;;0
1438;99;BDX;BUCCO DENT. CONSULTATION COMPLEXE MATERNITE;9;99;0;;1;;1;C;20;0;20;;;0
1439;99;BRP;BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE MATERNITE;9;99;0;;1;;1;C;20;0;20;;;0
1451;99;SDE;SOINS DENTAIRES;9;99;0;;1;;1;T;20;1;41;1;;0
1452;99;PAR;PROTHESE AMOVIBLE DEFINITIVE RESINE, A partir du 01/04/2019 (en date de soins) PROTHESE AMOVIBLE RESINE TARIF LIBRE;9;99;0;;1;;1;T;20;1;42;;;0
1453;99;AXI;PROPHYLAXIE BUCCO DENTAIRE CCAM;9;99;0;;1;;1;T;20;1;41;1;;0
1461;99;ADP;ACTES DIVERS PROTHESE DENTAIRE CCAM;9;99;0;;0;;0;Z;;1;0;;;0
1462;99;PFM;PROTHESE FIXE METALLIQUE, A partir du 01/04/2019 (en date de soins) PROTHESE FIXE METALLIQUE TARIF LIBRE;9;99;0;;1;;1;T;20;1;42;;;0
1463;99;PFE;PROTHESE DENTAIRE FIXE ESTHETIQUE CCAM;9;99;0;;0;;0;Z;;1;0;;;0
1464;99;PDA;PROTHESE DENTAIRE AMOVIBLE CCAM;9;99;0;;0;;0;Z;;1;0;;;0
1465;99;IMP;IMPLANTOLOGIE - CCAM;9;99;0;;1;;1;T;20;1;25;1;;0
1466;99;TOR;TRAITEMENT ORTHOPEDIE DENTO FACIALE CCAM;9;99;0;;0;;0;Z;;1;0;;;0
1470;99;END;ENDODONTIE;9;99;0;;1;;1;T;20;1;41;1;;0
1471;99;INO;INLAY-ONLAY, A partir du 01/04/2019 (en date de soins) INLAY-ONLAY TARIF LIBRE;9;99;0;;1;;1;T;20;1;41;1;;0
1472;99;TDS;PARODONTOLOGIE;9;99;0;;1;;1;T;20;1;25;1;;0
1473;99;ICO;INLAY-CORE, A partir du 01/04/2019 (en date de soins) INLAY-CORE TARIF LIBRE;9;99;0;;1;;1;T;20;1;42;;;0
1474;99;PAM;PROTHESE AMOVIBLE DEFINITIVE METALLIQUE, A partir du 01/04/2019 (en date de soins) PROTHESE AMOVIBLE METALLIQUE TARIF LIBRE;9;99;0;;1;;1;T;20;1;42;;;0
1475;99;PDT;PROTHESE DENTAIRE PROVISOIRE, A partir du 01/04/2019 (en date de soins) COURONNE TRANSITOIRE TARIF LIBRE;9;99;0;;1;;1;T;20;1;42;;;0
1476;99;PFC;PROTHESE FIXE CERAMIQUE, A partir du 01/04/2019 (en date de soins) PROTHESE FIXE CERAMIQUE TARIF LIBRE;9;99;0;;1;;1;T;20;1;42;;;0
1477;99;RPN;REPARATION SUR PROTHESE, A partir du 01/04/2019 (en date de soins) REPARATION PROTHESE TARIF LIBRE;9;99;0;;1;;1;T;20;1;42;;;0
1511;99;A;FORFAIT D  ACCOUCHEMENT SIMPLE DES SAGES-FEMMES (FORFAIT N91);9;99;0;;0;;1;Z;;0;1;;fermé le 21/11/2004;0
1512;99;AM;FORFAIT D  ACCOUCHEMENT MULTIPLE DES SAGES-FEMMES (FORFAIT N92);9;99;0;;0;;1;Z;;0;1;;ferme le 21/11/2004;0
1521;99;MG;MAJORATION POUR GARDE;9;99;1;7;0;;1;Z;20;0;1;;;0
1522;99;MA;MAJORATION ASTREINTE;9;99;1;7;0;;1;Z;20;0;1;;;0
1523;99;PRC;Permanence Rémunération demi-journée Chirurgien-dentiste;9;99;0;;0;;1;Z;20;0;47;;;0
1601;99;CPU;CONTRAT PRATIQUE VERSEMENT UNIQUEMENT;9;99;0;;0;;1;Z;20;0;47;;;0
1602;99;CBP;FORFAIT CONTRAT DE BONNES PRATIQUES;9;99;0;;0;;1;Z;20;0;47;;;0
1603;99;CP1;FORFAIT CONTRAT DE BONNES PRATIQUES CP1;9;99;0;;0;;1;Z;20;0;50;;fermé le 31/12/2007;0
1604;99;CP2;FORFAIT CONTRAT DE BONNES PRATIQUES CP2;9;99;0;;0;;1;Z;20;0;50;;fermé le 31/12/2008;0
1605;99;CP3;FORFAIT CONTRAT DE BONNES PRATIQUES CP3;9;99;0;;0;;1;Z;20;0;50;;;0
1606;99;CPL;FORFAIT CONTRAT DE BONNES PRATIQUES;9;99;0;;0;;1;Z;20;0;47;;;0
1607;99;CSI;FORFAIT CONTRAT DE SANTE PUBLIQUE INFIRMIER;9;99;0;;0;;1;Z;20;0;46;;fermé le01/01/2010;0
1608;99;CSL;FORFAIT CONTRAT DE SANTE PUBLIQUE BIOLOGISTES;9;99;0;;0;;1;Z;20;0;46;;;0
1609;99;CBR;CONTRAT DE BONNES PRATIQUES ZONE RURAL;9;99;0;;0;;1;Z;20;0;47;;;0
1610;99;CAD;RÉMUNÉRATION CONTRAT D'ACCÈS AUX SOINS DENTAIRES;9;99;0;;0;;0;Z;20;0;0;;;0
1611;99;CBM;CONTRAT DE BONNES PRATIQUES ZONE MONTAGNE;9;99;0;;0;;1;Z;20;0;47;;;0
1612;99;CBU;CONTRAT DE BONNES PRATIQUES ZONE URBAINE;9;99;0;;0;;1;Z;20;0;47;;;0
1613;99;ZFU;CONTRAT DE BONNES PRATIQUES ZONE FRANCHE URBAINE;9;99;0;;0;;1;Z;20;0;47;;;0
1614;99;CP6;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2006;9;99;0;;0;;1;Z;20;0;50;;;0
1615;99;CP7;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2007;9;99;0;;0;;1;Z;20;0;50;;;0
1616;99;CP8;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2008;9;99;0;;0;;1;Z;20;0;50;;;0
1617;99;RCC;REDEVANCE CHEF DE CLINIQUE;9;99;0;;0;;1;Z;20;0;47;;;0
1618;99;CRC;COMPLEMENT DE REMUNERATION CHEF DE CLINIQUE;9;99;0;;0;;1;Z;20;0;47;;;0
1619;99;CSS;CONTRAT SANTE SOLIDARITE;9;99;0;;0;;1;Z;20;0;47;;;0
1621;99;CAT;CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORTS;9;99;0;;0;;0;Z;20;0;0;;;0
1622;99;CAP;CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE/LPP;9;99;0;;0;;0;Z;20;0;0;;;0
1623;99;RCT;REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS TRANSPORTS;9;99;0;;0;;0;Z;20;0;0;;;0
1624;99;RCL;REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP;9;99;0;;0;;0;Z;20;0;0;;;0
1625;99;PCT;PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORT;9;99;0;;0;;0;Z;20;0;0;;;0
4368;99;FCS;FORFAIT STRUCTURE CENTRE DE SANTE;9;99;0;;0;;0;Z;;0;0;;;0
4369;99;FPS;FORFAIT PROFESSIONNEL DE SANTE CENTRE DE SANTE;9;99;0;;0;;0;Z;;0;0;;;0
4370;99;IFT;FORFAIT D'INCITATION FORFAITAIRE A LA NUMERISATION ET A LA TRANSMISSION;9;99;0;;0;;1;Z;;0;0;;;0
4371;99;FSM;FORFAIT DE SOINS MEDICALISES (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES);9;99;0;;0;;0;Z;21;0;0;;;0
4372;99;FRC;FORFAIT REPOS CONVALESCENCE (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES);9;99;0;;0;;0;Z;21;0;0;;;0
4373;99;EDS;EXAMEN DE SANTE;9;99;0;;0;;0;Z;21;0;0;;;0
4374;99;MDS;MÉCANISME DE COMPENSATION AUX CENTRES DE SANTÉ;9;99;0;;0;;0;Z;20;0;0;0;;0
4375;99;OMJ;AIDE OUTIL DE MISE A JOUR;9;99;0;;0;;0;Z;21;0;0;;;0
4376;99;LTD;LIGNE TELEPHONIQUE DEDIEE;9;99;0;;0;;0;Z;21;0;0;;;0
4377;99;PSM;PIED SUPPORT MATERIEL;9;99;0;;0;;0;Z;21;0;0;;;0
4378;99;SOD;SUPPLEMENT OFFICINE DOM;9;99;0;;0;;0;Z;21;0;0;;;0
4379;99;ADS;AVANCE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ;9;99;0;;0;;0;Z;20;0;0;0;;0
4380;99;SDS;SOLDE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ;9;99;0;;0;;0;Z;20;0;0;0;;0
4381;99;HN;ACTES NON NOMENCLATURE;9;99;0;;1;;1;Z;20;0;60;;;0
4382;99;PHN;PHARMACIE NON REMBOURSABLE;9;99;0;;1;;1;Z;21;0;45;;;0
4391;99;RCP;RESPONSABILITE CIVILE PROFESSIONNELLE;9;99;0;;0;;1;Z;;0;48;;fermé le 06/04/2006;0
4392;99;RCO;RESPONSABILITE CIVILE ECHOGRAPHIE OBSTETRICALE;9;99;0;;0;;1;Z;20;0;48;;;0
4393;99;RC1;RESPONSABILITE CIVILE CHIRURGIE 1;9;99;0;;0;;1;Z;20;0;48;;;0
4394;99;RC2;RESPONSABILITE CIVILE CHIRURGIE 2;9;99;0;;0;;1;Z;20;0;48;;;0
4395;99;RCA;RESPONSABILITE CIVILE ANESTHESIE REANIMATION;9;99;0;;0;;1;Z;20;0;48;;;0
4396;99;PRS;PRIME RESPONSABILITE SPECIALISTE;9;99;0;;0;;1;Z;20;0;48;;;0
4397;99;ACR;PRIME ACCREDITATION SPECIALISTE;9;99;0;;0;;1;Z;20;0;0;;;0
4411;99;;AIDE SOCIALE;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4412;99;;DISPENSAIRES ANTITUBERCULEUX;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4413;99;;DISPENSAIRES ANTIVENERIENS;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4414;99;;HYGIENE MENTALE;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4415;99;;ETABLISSEMENTS DE LUTTE CONTRE LA TUBERCULOSE;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4416;99;;PROTECTION MATERNELLE ET INFANTILE;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4417;99;;AUTRES PARTICIPATIONS FORFAITAIRES NON INDIVIDUALISEES;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4419;99;;AUTRES DEPENSES NON INDIVIDUALISEES;9;99;0;;0;;0;Z;;0;0;;Saisie manuelle Qualiflux;0
4501;99;CNT;CONTROLES MEDICAUX (CLERCS ET EMPLOYES DE NOTAIRES);9;99;0;;0;;0;Z;21;0;0;;;0
4511;99;CDC;CAPITAL DECES;9;99;0;;0;;0;Z;24;0;0;;;0
4512;99;FCC;FORFAIT CDC COTISANT  TI;9;99;0;;0;;0;Z;21;0;14;;;0
4513;99;FRI;FORFAIT CDC RETRAITE TI;9;99;0;;0;;0;Z;21;0;14;;;0
4514;99;FPR;FORFAIT CDC POLY-RETRAITE;9;99;0;;0;;0;Z;21;0;14;;;0
4515;99;AOT;ALLOCATION ORPHELIN D'UN TRAVAILLEUR INDEPENDANT DECEDE;9;99;0;;0;;0;Z;21;0;14;;;0
4611;99;FDI;FORFAIT DIVERS PAYES A LA STRUCTURE DE SOINS (FILIERES ET RESEAUX);9;99;0;;0;;0;Z;21;0;0;;;0
4612;99;FET;FORFAIT D EDUCATION THERAPEUTIQUE ET D INTERESSEMENT (FILIERES ET RESEAUX);9;99;0;;0;;0;Z;21;0;0;;;0
5101;99;OP1;FORFAIT VERRES UNIFOCAUX OP1;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5102;99;OP2;FORFAIT VERRES UNIFOCAUX OP2;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5103;99;OP3;FORFAIT VERRES UNIFOCAUX OP3;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5104;99;OP4;FORFAIT VERRES UNIFOCAUX OP4;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5105;99;OP5;FORFAIT VERRES UNIFOCAUX OP5;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5106;99;OP6;FORFAIT VERRES UNIFOCAUX OP6;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5107;99;OPM;FORFAIT MONTURE CMU;9;99;0;;0;;1;Z;21;0;40;;ferme le 31/12/2019;0
5108;99;OME;FORFAIT CMUC MONTURE MOINS DE 18 ANS OME;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5109;99;OV1;FORFAIT MONTURE MOINS DE 18 ANS CMU OV1;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5110;99;OV2;FORFAIT MONTURE MOINS DE 18 ANS CMU OV2;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5111;99;OV3;FORFAIT MONTURE MOINS DE 18 ANS CMU OV3;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5112;99;OV4;FORFAIT MONTURE MOINS DE 18 ANS CMU OV4;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5113;99;OV5;FORFAIT MONTURE MOINS DE 18 ANS CMU OV5;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5114;99;OV6;FORFAIT MONTURE MOINS DE 18 ANS CMU OV6;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5115;99;OV7;FORFAIT MONTURE MOINS DE 18 ANS CMU OV7;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5116;99;OV8;FORFAIT MONTURE MOINS DE 18 ANS CMU OV8;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5117;99;OV9;FORFAIT MONTURE MOINS DE 18 ANS CMU OV9;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
1626;99;PCL;PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP;9;99;0;;0;;0;Z;20;0;0;;;0
1627;99;CIC;CONTRAT INCITATIF CHIRURGIEN-DENTISTE;9;99;0;;0;;1;Z;20;0;47;;;0
1628;99;ODG;DEMO. AIDE FORFAITAIRE GROUPE;9;99;0;;0;;1;Z;21;0;47;;;0
1629;99;ODP;DEMO. AIDE FORFAITAIRE POLE SANTE;9;99;0;;0;;1;Z;21;0;47;;;0
1630;99;DAG;DEMO. ACTIVITE GROUPE;9;99;0;;0;;1;Z;21;0;47;;;0
1631;99;DOP;DEMO. ACTIVITE POLE SANTE;9;99;0;;0;;1;Z;21;0;47;;;0
1632;99;STA;SST AIDE ACTIVITE;9;99;0;;0;;1;Z;21;0;47;;;0
1633;99;STD;SST FRAIS DEPLACEMENT;9;99;0;;0;;1;Z;21;0;47;;;0
1634;99;CDG;CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE;9;99;0;;0;;1;Z;21;0;47;;;0
1635;99;CDP;CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE;9;99;0;;0;;1;Z;21;0;47;;;0
1636;99;CAG;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE;9;99;0;;0;;1;Z;21;0;47;;;0
1637;99;CAS;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE;9;99;0;;0;;1;Z;21;0;47;;;0
1638;99;CTA;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION SST;9;99;0;;0;;1;Z;21;0;47;;;0
1639;99;CTD;CONTESTATION POUR FRAIS DE DEPLACEMENT POUR LES ADHERENTS A L'OPTION SST;9;99;0;;0;;1;Z;21;0;47;;;0
1640;99;CIM;FORFAIT AIDE A L'INSTALLATION DU MEDECIN - CAIM;9;99;0;;0;;1;Z;21;0;47;;;0
1641;99;MAI;MAJORATION AIDE À L'INSTALLATION DU MEDECIN - CAIM;9;99;0;;0;;1;Z;21;0;47;;;0
1642;99;EHP;MAJORATION POUR EXERCICE PARTIEL EN HÔPITAL DE PROXIMITÉ - CAIM;9;99;0;;0;;1;Z;21;0;47;;;0
1643;99;PAA;PAIEMENT AIDE ACTIVITE - CSTM;9;99;0;;0;;1;Z;21;0;47;;;0
1644;99;MAM;MAJO REMUNERATION ARS - CSTM;9;99;0;;0;;1;Z;21;0;47;;;0
1645;99;DEP;PAIEMENT PRISE EN CHARGE FRAIS DEPLACEMENT - CSTM;9;99;0;;0;;1;Z;21;0;47;;;0
1646;99;AIF;AIDE FORFAITAIRE - COSCOM;9;99;0;;0;;1;Z;21;0;47;;;0
1647;99;RMS;REMUNERATION COMPLEMENTAIRE ACCUEIL DE STAGIAIRE - COSCOM;9;99;0;;0;;1;Z;21;0;47;;;0
1648;99;RHP;REMUNERATION COMPLEMENTAIRE EXERCICE EN HOPITAL - COSCOM;9;99;0;;0;;1;Z;21;0;47;;;0
1649;99;MAO;PAIEMENT MAJORATION DE LA REMUNERATION ARS - COSCOM;9;99;0;;0;;1;Z;21;0;47;;;0
1650;99;CAA;AIDE A L'ACTIVITE   COTRAM;9;99;0;;0;;1;Z;21;0;47;;;0
1651;99;MRA;PAIEMENT MAJORATION REMUNERATION ARS   COTRAM;9;99;0;;0;;1;Z;21;0;47;;;0
1652;99;RFC;PTMR  -  REMPLACEMENT;9;99;0;;0;;1;Z;20;0;47;;;0
1653;99;RCR;PTMR  - MALADIE, MATERNITE, PATERNITE;9;99;0;;0;;1;Z;20;0;47;;;0
1701;99;CMD;CDS  MEDICAL OPTANT FORF DEBUT;9;99;0;;0;;0;Z;20;0;0;;;0
1702;99;CMF;CDS MEDICAL OPTANT FORF FIN;9;99;0;;0;;0;Z;20;0;0;;;0
1703;99;CMT;CDS MEDICAL OPTANT FORFTACITE;9;99;0;;0;;0;Z;20;0;0;;;0
1704;99;CDI;CDS DENTAIRE OPTANT FORF INITIAL;9;99;0;;0;;0;Z;20;0;0;;;0
1705;99;CDS;CDS DENTAIRE OPTANT FORF SUIVI;9;99;0;;0;;0;Z;20;0;0;;;0
1706;99;CDF;CDS DENTAIRE OPTANT FORF FINAL;9;99;0;;0;;0;Z;20;0;0;;;0
1707;99;CID;CDS INFIRMIER OPTANT FORF DEBUT;9;99;0;;0;;0;Z;20;0;0;;;0
1708;99;CIF;CDS INFIRMIER OPTANT FORF FIN;9;99;0;;0;;0;Z;20;0;0;;;0
1711;99;MRD;FORFAIT MEDECIN REFERENT DEBUT DE CONTRAT;9;99;0;;0;;1;Z;20;0;46;;fermé le 28/02/2007;0
1712;99;MRF;FORFAIT MEDECIN REFERENT FIN DE CONTRAT;9;99;0;;0;;1;Z;20;0;46;;fermé le 28/02/2007;0
1715;99;FMC;FORFAIT MENSUEL COORDONNATEUR;9;99;0;;0;;1;Z;20;0;47;;;0
1716;99;FMP;FORFAIT MENSUEL PARTICIPATION;9;99;0;;0;;1;Z;20;0;47;;;0
1717;99;FMS;FORFAIT MENSUEL SOINS;9;99;0;;0;;1;C;20;0;46;;;0
1718;99;FAZ;FORFAIT D'ADHESION ZONE DEFICITAIRE;9;99;0;;0;;1;Z;20;0;47;;;0
1721;99;F01;FORFAIT PROFESSIONNEL (F01) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1722;99;F02;FORFAIT PROFESSIONNEL (F02) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1723;99;F03;FORFAIT PROFESSIONNEL (F03) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1724;99;F04;FORFAIT PROFESSIONNEL (F04) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1725;99;F05;FORFAIT PROFESSIONNEL (F05) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1726;99;F06;FORFAIT PROFESSIONNEL (F06) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1727;99;F07;FORFAIT PROFESSIONNEL (F07) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1728;99;F08;FORFAIT PROFESSIONNEL (F08) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1729;99;F09;FORFAIT PROFESSIONNEL (F09) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1731;99;F10;FORFAIT PROFESSIONNEL (F10) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1732;99;F11;FORFAIT PROFESSIONNEL (F11) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1733;99;F12;FORFAIT PROFESSIONNEL (F12) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
1734;99;F13;FORFAIT PROFESSIONNEL (F13) FILIERES ET RESEAUX;9;99;0;;0;;1;C;20;0;46;;;0
5118;99;OVA;FORFAIT MONTURE MOINS DE 18 ANS CMU OVA;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5119;99;OVB;FORFAIT MONTURE MOINS DE 18 ANS CMU OVB;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5120;99;OP7;FORFAIT MONTURE MOINS DE 18 ANS CMU OP7;9;99;0;;0;;1;Z;;0;40;;ferme le 31/12/2019;0
5121;99;V01;FORFAIT C2S - VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE;9;99;0;;0;;1;Z;;0;40;;;0
5122;99;V02;FORFAIT C2S - VERRE DE CLASSE A, UNIFOCAL COMPLEXE;9;99;0;;0;;1;Z;;0;40;;;0
5123;99;V03;FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE;9;99;0;;0;;1;Z;;0;40;;;0
5124;99;V04;FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE;9;99;0;;0;;1;Z;;0;40;;;0
5125;99;M01;FORFAIT C2S - MONTURE ADULTE DE CLASSE A;9;99;0;;0;;1;Z;;0;40;;;0
5126;99;M02;FORFAIT C2S - MONTURE ENFANT DE CLASSE A;9;99;0;;0;;1;Z;;0;40;;;0
5127;99;S01;FORFAIT C2S - OPTIQUE - ADAPTATION VERRE DE CLASSE A;9;99;0;;0;;1;Z;;0;40;;;0
5128;99;MS1;FORFAIT C2S - OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS;9;99;0;;0;;1;Z;;0;40;;;0
5129;99;SV2;FORFAIT C2S - OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A;9;99;0;;0;;1;Z;;0;40;;;0
5130;99;SV4;FORFAIT C2S - OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE);9;99;0;;0;;1;Z;;0;40;;;0
5201;99;FDA;FORFAIT PROTHESE DENTAIRE ADJOINTE;9;99;0;;0;;1;Z;21;0;27;;;0
5202;99;FDR;FORFAIT REPARATION PROTHESE ADJOINTE;9;99;0;;0;;1;Z;21;0;27;;;0
5203;99;FDC;FORFAIT PROTHESE DENTAIRE CONJOINTE;9;99;0;;0;;1;Z;21;0;27;;;0
5204;99;FDO;FORFAIT ORTHODONTIE;9;99;0;;0;;1;Z;21;0;27;;;0
5205;99;FPC;FORFAIT PROTHESE CONJOINTE (C2S HORS PANIER DE SOINS);9;99;0;;0;;1;Z;20;0;27;;;0
5206;99;FPO;FORFAIT ORTHODONTIQUE (C2S HORS PANIER DE SOINS);9;99;0;;0;;1;Z;20;0;27;;;0
5401;99;PAU;FORFAIT AUDIO-PROTHESE;9;99;0;;0;;1;Z;21;0;40;;fermé le 31/12/2020;0
5402;99;P2G;FORFAIT C2S  PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE;9;99;0;;0;;1;Z;21;0;40;;;0
