table,var,format,description,nomenclature,creation,suppression,dates_manquantes
T_MCOaaVALO,MNT_9625_AM,"number (10,2)",Valorisation AM actes menant dans le GHS 9625,-,2011,,
T_MCOaaVALO,MNT_9631_AM,"number (10,2)",Valorisation AM actes menant dans le GHS 9631,-,2011,,
T_MCOaaVALO,MNT_9632_AM,"number (10,2)",Valorisation AM actes menant dans le GHS 9632,-,2011,,
T_MCOaaVALO,MNT_9633_AM,"number (10,2)",Valorisation AM actes menant dans le GHS 9633,-,2011,,
T_MCOaaVALO,MNT_ANT_AM,"number (10,2)",Valorisation AM suppléments antepartum,-,2012,,
T_MCOaaVALO,MNT_CAISSON_AM,"number (10,2)",Valorisation AM suppléments caisson hyperbare,-,2011,,
T_MCOaaVALO,MNT_DIP_AM,"number (10,2)",Valorisation AM suppléments de dialyse DIP,-,2011,,
T_MCOaaVALO,MNT_DMI,"number (10,2)",Valorisation accordée DMI,-,2011,,
T_MCOaaVALO,MNT_EXH_AM,"number (10,2)",Valorisation AM EXH,-,2011,,
T_MCOaaVALO,MNT_EXINF_AM,"number (10,2)",Valorisation AM EXB,-,2011,,
T_MCOaaVALO,MNT_FJ2,"number (10,2)",Montant du forfait journalier,-,2011,,
T_MCOaaVALO,MNT_GHS_AM,"number (10,2)",Valorisation AM GHS,-,2011,,
T_MCOaaVALO,MNT_GHS50_AM,"number (10,2)",Valorisation AM des séjours avec réhospitalisation dans le même GHM,-,2011,,
T_MCOaaVALO,MNT_IVG_AM,"number (10,2)",Valorisation AM IVG (hors FJS),-,2011,,
T_MCOaaVALO,MNT_MAJO,"number (10,2)",Montant majoration du parcours de soin,-,2011,,
T_MCOaaVALO,MNT_MED_ATU,"number (10,2)",Valorisation accordée médicaments ATU/POST ATU,-,2017,,
T_MCOaaVALO,MNT_MON,"number (10,2)",Valorisation accordée molécules onéreuses,-,2011,,
T_MCOaaVALO,MNT_NN1_AM,"number (10,2)",Valorisation AM suppléments de néonat sans SI,-,2011,,
T_MCOaaVALO,MNT_NN2_AM,"number (10,2)",Valorisation AM suppléments de néonat avec SI,-,2011,,
T_MCOaaVALO,MNT_NN3_AM,"number (10,2)",Valorisation AM suppléments de réanimation néonat,-,2011,,
T_MCOaaVALO,MNT_PO1_AM,"number (10,2)",Valorisation AM PO1,-,2011,,
T_MCOaaVALO,MNT_PO2_AM,"number (10,2)",Valorisation AM PO2,-,2011,,
T_MCOaaVALO,MNT_PO3_AM,"number (10,2)",Valorisation AM PO3,-,2011,,
T_MCOaaVALO,MNT_PO4_AM,"number (10,2)",Valorisation AM PO4,-,2011,,
T_MCOaaVALO,MNT_PO5_AM,"number (10,2)",Valorisation AM PO5,-,2011,,
T_MCOaaVALO,MNT_PO6_AM,"number (10,2)",Valorisation AM PO6,-,2011,,
T_MCOaaVALO,MNT_PO7_AM,"number (10,2)",Valorisation AM PO7,-,2011,,
T_MCOaaVALO,MNT_PO8_AM,"number (10,2)",Valorisation AM PO8,-,2011,,
T_MCOaaVALO,MNT_PO9_AM,"number (10,2)",Valorisation AM PO9,-,2011,,
T_MCOaaVALO,MNT_POA_AM,"number (10,2)",Valorisation AM POA,-,2012,,
T_MCOaaVALO,MNT_RAC,"number (10,2)",Montant remboursable par l'organisme complémentaire (AMC),-,2016,,
T_MCOaaVALO,MNT_RAP_AM,"number (10,2)",Valorisation AM suppléments de radiothérapie pédiatrique,-,2012,,
T_MCOaaVALO,MNT_REA_AM,"number (10,2)",Valorisation AM suppléments de réanimation,-,2011,,
T_MCOaaVALO,MNT_REP_AM,"number (10,2)",Valorisation AM suppléments de réanimation pédiatrique,-,2011,,
T_MCOaaVALO,MNT_SC_AM,"number (10,2)",Valorisation AM suppléments de surveillance continue,-,2011,,
T_MCOaaVALO,MNT_SI_AM,"number (10,2)",Valorisation AM suppléments soins intensifs,-,2011,,
T_MCOaaVALO,MNT_SUPPENT1_AM,"number (10,2)",Valorisation AM suppléments pour entraînements à la dialyse péritonéale automatisée hors séance,-,2011,,
T_MCOaaVALO,MNT_SUPPENT2_AM,"number (10,2)",Valorisation AM suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance,-,2011,,
T_MCOaaVALO,MNT_SUPPENT3_AM,"number (10,2)",Valorisation AM suppléments pour entraînements à l’hémodialyse hors séance,-,2011,,
T_MCOaaVALO,MNT_SUPPHD_AM,"number (10,2)",Valorisation AM suppléments pour hémodialyse hors séance,-,2011,,
T_MCOaaVALO,MNT_TOT_AM,"number (10,2)",Valorisation totale AM du séjour.,-,2011,,
T_MCOaaVALO,NB_9610,number (5),Nombre d’actes menant dans le GHS 9610,-,2011,,
T_MCOaaVALO,NB_9615,number (5),Nombre d’actes menant dans le GHS 9615,-,2011,,
T_MCOaaVALO,NB_9619,number (5),Nombre d’actes menant dans le GHS 9619,-,2011,,
T_MCOaaVALO,NB_9620,number (5),Nombre d’actes menant dans le GHS 9620,-,2011,,
T_MCOaaVALO,NB_9621,number (5),Nombre d’actes menant dans le GHS 9621,-,2011,,
T_MCOaaVALO,NB_9622,number (5),Nombre d’actes menant dans le GHS 9622,-,2011,,
T_MCOaaVALO,NB_9623,number (5),Nombre d’actes menant dans le GHS 9623,-,2012,,
T_MCOaaVALO,NB_9625,number (5),Nombre d’actes menant dans le GHS 9625,-,2011,,
T_MCOaaVALO,NB_9631,number (5),Nombre d’actes menant dans le GHS 9631,-,2011,,
T_MCOaaVALO,NB_9632,number (5),Nombre d’actes menant dans le GHS 9632,-,2011,,
T_MCOaaVALO,NB_9633,number (5),Nombre d’actes menant dans le GHS 9633,-,2011,,
T_MCOaaVALO,NB_ANT,number (5),Nb suppléments antepartum,-,2012,,
T_MCOaaVALO,NB_DIP,number (5),Nb suppléments dialyse DIP,-,2011,,
T_MCOaaVALO,NB_NN1,number (5),Nb suppléments de néonat sans SI,-,2011,,
T_MCOaaVALO,NB_NN2,number (5),Nb suppléments de néonat avec SI,-,2011,,
T_MCOaaVALO,NB_NN3,number (5),Nb suppléments de réanimation néonat,-,2011,,
T_MCOaaVALO,NB_RAP,number (5),Nb suppléments de radiothérapie pédiatrique,-,2012,,
T_MCOaaVALO,NB_SRC2,number (5),Nb suppléments de surveillance continue,-,2011,,
T_MCOaaVALO,NB_STF2,number (5),Nb suppléments de soins intensifs,-,2011,,
T_MCOaaVALO,NBCAISSON,number (5),Nb suppléments caisson hyperbare,-,2011,,
T_MCOaaVALO,NBEXB,number (5),Nb journées EXB,-,2011,,
T_MCOaaVALO,NBEXH,number (5),Nombre de journées EXH,-,2011,,
T_MCOaaVALO,NBJREA,number (5),Nb suppléments de réanimation,-,2011,,
T_MCOaaVALO,NBREP,number (5),Nb suppléments de réanimation pédiatrique,-,2011,,
T_MCOaaVALO,PONDER,number (5),Nombre de séjours ou nombre de séances,-,2011,,
T_MCOaaVALO,RSA_NUM,string (10),Numéro de séjour RSS,-,2011,,
T_MCOaaVALO,SUPPENT1,number (5),Nb suppléments pour entraînements à la dialyse péritonéale automatisée hors séance,-,2011,,
T_MCOaaVALO,SUPPENT2,number (5),Nb suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance,-,2011,,
T_MCOaaVALO,SUPPENT3,number (5),Nb suppléments pour entraînements à l’hémodialyse hors séance,-,2011,,
T_MCOaaVALO,SUPPHD,number (5),Nb suppléments pour hémodialyse hors séance,-,2011,,
T_MCOaaVALO,TAUX2,"number (5,2)",Taux de remboursement,-,2011,,
T_MCOaaVALO,TYPORG,string (1),"Type de prestation de prélèvement d’organe (type 1, 2, 3 ou 4)",-,2011,,
T_MCOaaVALO,TYPORG5,string (1),Prélèvement d’organe de type 5,-,2011,,
T_MCOaaVALO,TYPORG6,string (1),Prélèvement d’organe de type 6,-,2011,,
T_MCOaaVALO,TYPORG7,string (1),Prélèvement d’organe de type 7,-,2011,,
T_MCOaaVALO,TYPORG8,string (1),Prélèvement d’organe de type 8,-,2011,,
T_MCOaaVALO,TYPORG9,string (1),Prélèvement d’organe de type 9,-,2011,,
T_MCOaaVALO,TYPORGA,string (1),Prélèvement d’organe de type A,-,2012,,
T_MCOaaVALO,VALO,string (1),Type de valorisation du séjour,-,2011,,
T_MCOaaVALO,MNT_GHS_BR,"number (10,2)",Valorisation BR GHS,-,2018,,
T_MCOaaVALO,MNT_EXINF_BR,"number (10,2)",Valorisation BR EXB,-,2018,,
T_MCOaaVALO,MNT_GHS50_BR,"number (10,2)",Valorisation BR des séjours avec réhospitalisation dans le même GHM,-,2018,,
T_MCOaaVALO,MNT_EXH_BR,"number (10,2)",Valorisation BR EXH,-,2018,,
T_MCOaaVALO,MNT_SUPPHD_BR,"number (10,2)",Valorisation BR suppléments pour hémodialyse hors séance,-,2018,,
T_MCOaaVALO,MNT_SUPPENT1_BR,"number (10,2)",Valorisation BR suppléments pour entraînements à la dialyse péritonéale automatisée hors séance,-,2018,,
T_MCOaaVALO,MNT_SUPPENT2_BR,"number (10,2)",Valorisation BR suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance,-,2018,,
T_MCOaaVALO,MNT_SUPPENT3_BR,"number (10,2)",Valorisation BR suppléments pour entraînements à l’hémodialyse hors séance,-,2018,,
T_MCOaaVALO,MNT_DIP_BR,"number (10,2)",Valorisation BR suppléments de dialyse DIP,-,2018,,
T_MCOaaVALO,MNT_PO1_BR,"number (10,2)",Valorisation BR PO1,-,2018,,
T_MCOaaVALO,MNT_PO2_BR,"number (10,2)",Valorisation BR PO2,-,2018,,
T_MCOaaVALO,MNT_PO3_BR,"number (10,2)",Valorisation BR PO3,-,2018,,
T_MCOaaVALO,MNT_PO4_BR,"number (10,2)",Valorisation BR PO4,-,2018,,
T_MCOaaVALO,MNT_PO5_BR,"number (10,2)",Valorisation BR PO5,-,2018,,
T_MCOaaVALO,MNT_PO6_BR,"number (10,2)",Valorisation BR PO6,-,2018,,
T_MCOaaVALO,MNT_PO7_BR,"number (10,2)",Valorisation BR PO7,-,2018,,
T_MCOaaVALO,MNT_PO8_BR,"number (10,2)",Valorisation BR PO8,-,2018,,
T_MCOaaVALO,MNT_PO9_BR,"number (10,2)",Valorisation BR PO9,-,2018,,
T_MCOaaVALO,MNT_POA_BR,"number (10,2)",Valorisation BR POA,-,2018,,
T_MCOaaVALO,MNT_9610_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9610,-,2018,,
T_MCOaaVALO,MNT_9619_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9619,-,2018,,
T_MCOaaVALO,MNT_9620_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9620,-,2018,,
T_MCOaaVALO,MNT_9621_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9621,-,2018,,
T_MCOaaVALO,MNT_9622_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9622,-,2018,,
T_MCOaaVALO,MNT_9623_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9623,-,2018,,
T_MCOaaVALO,MNT_9625_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9625,-,2018,,
T_MCOaaVALO,MNT_9631_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9631,-,2018,,
T_MCOaaVALO,MNT_9632_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9632,-,2018,,
T_MCOaaVALO,MNT_9633_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9633,-,2018,,
T_MCOaaVALO,MNT_9615_BR,"number (10,2)",Valorisation BR actes menant dans le GHS 9615,-,2018,,
T_MCOaaVALO,MNT_REA_BR,"number (10,2)",Valorisation BR suppléments de réanimation,-,2018,,
T_MCOaaVALO,MNT_REP_BR,"number (10,2)",Valorisation BR suppléments de réanimation pédiatrique,-,2018,,
T_MCOaaVALO,MNT_SI_BR,"number (10,2)",Valorisation BR suppléments soins intensifs,-,2018,,
T_MCOaaVALO,MNT_SC_BR,"number (10,2)",Valorisation BR suppléments de surveillance continue,-,2018,,
T_MCOaaVALO,MNT_NN1_BR,"number (10,2)",Valorisation BR suppléments de néonat sans SI,-,2018,,
T_MCOaaVALO,MNT_NN2_BR,"number (10,2)",Valorisation BR suppléments de néonat avec SI,-,2018,,
T_MCOaaVALO,MNT_NN3_BR,"number (10,2)",Valorisation BR suppléments de réanimation néonat,-,2018,,
T_MCOaaVALO,MNT_CAISSON_BR,"number (10,2)",Valorisation BR suppléments caisson hyperbare,-,2018,,
T_MCOaaVALO,MNT_RAP_BR,"number (10,2)",Valorisation BR suppléments de radiothérapie pédiatrique,-,2018,,
T_MCOaaVALO,MNT_ANT_BR,"number (10,2)",Valorisation BR suppléments antepartum,-,2018,,
T_MCOaaVALO,NB_SDC,number (5),Nb suppléments défibrillateur cardiaque,-,2018,,
T_MCOaaVALO,MNT_SDC_BR,"number (10,2)",Valorisation BR suppléments défibrillateur cardiaque,-,2018,,
T_MCOaaVALO,MNT_SDC_AM,"number (10,2)",Valorisation AM suppléments défibrillateur cardiaque,-,2018,,
T_MCOaaVALO,MNT_IVG_BR,"number (10,2)",Valorisation BR IVG,-,2018,,
T_MCOaaVALO,MNT_TOT_BR,"number (10,2)","Valorisation totale BR du séjour.
C’est la somme de : 
mnt_mon, mnt_dmi, mnt_med_atu, mnt_ghs, mnt_exinf, mnt_ghs50, mnt_exh, mnt_supphd, mnt_suppent1, mnt_suppent2, mnt_suppent3, mnt_dip, mnt_po1, mnt_po2, mnt_po3, mnt_po4, mnt_po5, mnt_po6, mnt_po7, mnt_po8, mnt_po9, mnt_poa,mnt_9610, mnt_9619, mnt_9620,  mnt_9621, mnt_9622, mnt_9623, mnt_9625, mnt_9631, mnt_9632, mnt_9633, mnt_9615, mnt_rap, mnt_ant, mnt_rea, mnt_rep, mnt_si, mnt_sc, mnt_nn1, mnt_nn2, mnt_nn3, mnt_caisson, mnt_ivg, mnt_sdc
Pour les séjours AME et SU, c’est la somme de: 
mnt_mon, mnt_dmi, mnt_med_atu, mnt_ghs, mnt_exinf, mnt_ghs50, mnt_exh, mnt_supphd, mnt_suppent1, mnt_suppent2, mnt_suppent3, mnt_dip, mnt_9610, mnt_9619, mnt_9620,  mnt_9621, mnt_9622, mnt_9623, mnt_9625, mnt_9631, mnt_9632, mnt_9633, mnt_9615, mnt_rap, mnt_ant, mnt_rea, mnt_rep, mnt_si, mnt_sc, mnt_nn1, mnt_nn2, mnt_nn3, mnt_caisson,mnt_tjp20e, mnt_fjse, mnt_sdc
",-,2018,,
T_MCOaaVALO,COEFREP,"number (5,4)",coefficient de reprise,-,2018,,
T_MCOaaVALO,nb_supp_inno,number (5),Nb suppléments Forfait Innovation,-,2018,,
T_MCOaaVALO,mnt_supp_inno,"number (10,2)",Valorisation BR suppléments Forfait Innovation,-,2018,,
T_MCOaaVALO,mnt_supp_inno_am,"number (10,2)",mnt_supp_inno_am,-,2018,,
T_MCOaaVALO,MNT_TMF,number (2),Ticket modérateur forfaitaire,-,2019,,
T_MCOaaVALO,MNT_9611_AM,string,Valorisation AM actes menant dans le GHS 9611,-,2011,2012,
T_MCOaaVALO,MNT_9612_AM,string,Valorisation AM actes menant dans le GHS 9612,-,2011,2012,
T_MCOaaVALO,MNT_9624_AM,string,Valorisation AM actes menant dans le GHS 9624,-,2011,2013,
T_MCOaaVALO,MNT_FJS_AME,string,Valorisation Forfait Journalier de Sortie (uniquement pour les séjours AME),-,2012,2013,
T_MCOaaVALO,MNT_IVGFJS_AM,string,Valorisation Forfait Journalier de Sortie (uniquement pour les séjours AME),-,2011,2014,
T_MCOaaVALO,MNT_TJP20_AME,string,Valorisation 20% TJP (uniquement pour les séjours AME),-,2012,2013,
T_MCOaaVALO,NB_9611,number,Nombre d’actes menant dans le GHS 9611,-,2011,2012,
T_MCOaaVALO,NB_9612,number,Nombre d’actes menant dans le GHS 9612,-,2011,2012,
T_MCOaaVALO,NB_9624,number,Nombre d’actes menant dans le GHS 9624,-,2011,2013,
T_MCOaaVALO,GHSMIN,number (5),Nb séjours avec minoration forfaitaire liste en sus,-,2015,2018,
T_MCOaaVALO,MNT_GHSMIN_AM,"number (10,2)",Valorisation AM des séjours avec minoration forfaitaire liste en sus,-,2015,2018,
T_MCOaaVALO,MNT_18,"number (10,2)",Montant participation forfaitaire du 18 euros,-,2011,2019,
T_MCOaaVALO,SEJXINF,string (1),Type de séjour inférieur à la borne extrême basse,-,2011,2019,
T_MCOaaVALOACE,ETA_NUM,string (9),n°finess de l'établissement,-,2013,,
T_MCOaaVALOACE,fides,string (1),"Variable ""valorisé par fides"" du RAFAEL-A",-,2013,,
T_MCOaaVALOACE,fides_ovalide,string (1),Indicateur (calculé par OVALIDE) servant à la valorisation FIDES,-,2013,,
T_MCOaaVALOACE,mnt_br,"number (10,2)",Montant Base de remboursement total,-,2013,,
T_MCOaaVALOACE,mnt_br_atu,"number (10,2)",Montant Base de remboursement ATU,-,2013,,
T_MCOaaVALOACE,mnt_br_ccam,"number (10,2)",Montant Base de remboursement CCAM,-,2013,,
T_MCOaaVALOACE,mnt_br_dia,"number (10,2)",Montant Base de remboursement Alternative à la dialyse en centre,-,2013,,
T_MCOaaVALOACE,mnt_br_dm_ext,"number (10,2)",Montant Base de remboursement DM externe,-,2013,,
T_MCOaaVALOACE,mnt_br_ffm,"number (10,2)",Montant Base de remboursement FFM,-,2013,,
T_MCOaaVALOACE,mnt_br_ftn,"number (10,2)",Montant Base de remboursement FTN,-,2013,,
T_MCOaaVALOACE,MNT_BR_MED_EXT,"number (10,2)",Montant Base de remboursement Médicaments externe,-,2017,,
T_MCOaaVALOACE,mnt_br_ngap,"number (10,2)",Montant Base de remboursement NGAP,-,2013,,
T_MCOaaVALOACE,mnt_br_se,"number (10,2)",Montant Base de remboursement SE,-,2013,,
T_MCOaaVALOACE,MNT_RAC,"number (10,2)",Montant remboursable par l'organisme complémentaire (AMC),-,2016,,
T_MCOaaVALOACE,mnt_remb,"number (10,2)","Montant Remboursé AM  total, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_remb_atu,"number (10,2)","Montant Remboursé AM ATU, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_remb_ccam,"number (10,2)","Montant Remboursé AM CCAM, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_remb_dia,"number (10,2)","Montant Remboursé AM Alternative à la dialyse en centre, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_remb_dm_ext,"number (10,2)","Montant Remboursé AM DM externe, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_remb_ffm,"number (10,2)","Montant Remboursé AM FFM, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_remb_ftn,"number (10,2)","Montant Remboursé AM FTN, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,MNT_REMB_MED_EXT,"number (10,2)",Montant Remboursé AM  Médicaments externe,-,2017,,
T_MCOaaVALOACE,mnt_remb_ngap,"number (10,2)","Montant Remboursé AM NGAP, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_remb_se,"number (10,2)","Montant Remboursé AM SE, y compris factures FIDES",-,2013,,
T_MCOaaVALOACE,mnt_val,"number (10,2)",Montant AM effectivement valorisé par OVALIDE,-,2013,,
T_MCOaaVALOACE,mnt_val_atu,"number (10,2)",Montant AM effectivement valorisé par OVALIDE ATU,-,2013,,
T_MCOaaVALOACE,mnt_val_ccam,"number (10,2)",Montant AM effectivement valorisé par OVALIDE CCAM,-,2013,,
T_MCOaaVALOACE,mnt_val_dia,"number (10,2)",Montant AM effectivement valorisé par OVALIDE Alternative à la dialyse en centre,-,2013,,
T_MCOaaVALOACE,mnt_val_dm_ext,"number (10,2)",Montant AM effectivement valorisé par OVALIDE DM externe,-,2013,,
T_MCOaaVALOACE,mnt_val_ffm,"number (10,2)",Montant AM effectivement valorisé par OVALIDE FFM,-,2013,,
T_MCOaaVALOACE,mnt_val_ftn,"number (10,2)",Montant AM effectivement valorisé par OVALIDE FTN,-,2013,,
T_MCOaaVALOACE,MNT_VAL_MED_EXT,"number (10,2)",Montant AM effectivement valorisé par OVALIDE Médicaments externe,-,2017,,
T_MCOaaVALOACE,mnt_val_ngap,"number (10,2)",Montant AM effectivement valorisé par OVALIDE NGAP,-,2013,,
T_MCOaaVALOACE,MNT_VAL_PI,"number (10,2)",Montant AM effectivement valorisé par OVALIDE PI,-,2017,,
T_MCOaaVALOACE,mnt_val_se,"number (10,2)",Montant AM effectivement valorisé par OVALIDE SE,-,2013,,
T_MCOaaVALOACE,nbligne,number (20),Nb lignes de la facture,-,2013,,
T_MCOaaVALOACE,NON_SEJ_FAC_AM,string (1),"Variable ""Motif de non facturation à l'assurance maladie"" du RAFAEL-A",-,2013,,
T_MCOaaVALOACE,SEJ_FAC_AM,string (1),"Variable ""Séjour facturable à l'assurance maladie"" du RAFAEL-A",-,2013,,
T_MCOaaVALOACE,SEQ_NUM,string (8),n°  de facture séquentiel,-,2013,,
T_MCOaaVALOACE,valo,string (1),Type de valorisation du séjour,-,2013,,
T_MCOaaVALOACE,TOP_TMF,string (1),tmf,-,2019,,
T_MCOaaVALOACE,pf18,string (1),Participation forfaitaire 18 euros déduite sur la facture,-,2013,2019,
T_MCOaaVALOACE,MNT_BR_PI,"number (10,2)",Montant Base de remboursement Prestations Intermédiares,-,2017,2022,
T_MCOaaVALOACE,MNT_REMB_PI,"number (10,2)",Montant Remboursé AM Prestations Intermédiares,-,2017,2022,
T_MCOaaVALOACE,MNT_BR_I04,"number (10,2)",Montant Base de remboursement Forfait Innovation I04,-,2018,2022,
T_MCOaaVALOACE,MNT_REMB_I04,"number (10,2)",Montant Remboursé AM Forfait Innovation I04,-,2018,2022,
T_MCOaaVALOACE,MNT_VAL_I04,"number (10,2)",Montant AM effectivement valorisé par OVALIDE Forfait Innovation I04,-,2018,2022,
T_MCOaaVALOACE,MNT_BR_MOP,number,,-,2019,2022,
T_MCOaaVALOACE,MNT_REMB_MOP,number,,-,2019,2022,
T_MCOaaVALOACE,MNT_VAL_MOP,number,,-,2019,2022,
T_MCOaaZ,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2011,,
T_MCOaaZ,ETE_GHS_NUM,number (4),Code du supplément (n° GHS),-,2011,,
T_MCOaaZ,GHS_SUP_COD,string (4),Code du supplément (n° GHS),-,2011,,
T_MCOaaZ,NBR_SUP,number (3),Nombre de suppléments (Nb actes menant dans le GHS),-,2011,,
T_MCOaaZ,RSA_NUM,string (10),N° d'index du RSA,-,2011,,
T_MCOaaZ,RSS_NUM,string (3),Numéro de version du format du RSA,-,2011,,
T_RIPaaC,ETA_NUM_EPMSI,string (9),FINESS d’inscription e-PMSI,-,2007,,
T_RIPaaC,FOR_NUM,string (3),N° format,-,2009,,
T_RIPaaC,FOR_NUM_HOSP,string (3),N° format VID-HOSP,-,2009,,
T_RIPaaC,NIR_RET,string (1),Code retour contrôle « n° sécurité sociale »,-,2007,,
T_RIPaaC,NAI_RET,string (1),Code retour contrôle « date de  naissance »,-,2007,,
T_RIPaaC,IPP_IRR_CRY,string (16),Cryptage irréversible l'IPP,-,2020,,
T_RIPaaC,SEX_RET,string (1),Code retour contrôle « sexe »,-,2007,,
T_RIPaaC,SEJ_RET,string (1),Code retour contrôle « n° d’identification administratif de séjour »,-,2007,,
T_RIPaaC,FHO_RET,string (1),Code retour « fusion ANO-HOSP et HOSP-PMSI »,-,2007,,
T_RIPaaC,PMS_RET,string (1),Code retour « fusion ANO-PMSI et fichier PMSI »,-,2007,,
T_RIPaaC,DAT_RET,string (1),Code retour contrôle « date de référence» (date d’entrée du séjour),-,2007,,
T_RIPaaC,COH_NAI_RET,string (1),Code retour contrôle « Cohérence date naissance »,-,2013,,
T_RIPaaC,COH_SEX_RET,string (1),Code retour contrôle « Cohérence sexe »,-,2013,,
T_RIPaaC,NIR_ANO_17,string (17),N° anonyme,-,2007,,
T_RIPaaC,SEJ_NUM,string (5),Délai à la date d'entrée,-,2007,,
T_RIPaaC,RIP_NUM,string (6),N° séquentiel dans fichier PMSI,-,2007,,
T_RIPaaC,ENT_DAT,string (8),Date d'entrée du séjour PMSI,-,2009,,
T_RIPaaC,SOR_DAT,string (8),Date de sortie du séjour PMSI,-,2009,,
T_RIPaaC,EXE_SOI_DTD,,date d'entrée,-,2009,,
T_RIPaaC,EXE_SOI_DTF,,date de sortie,-,2009,,
T_RIPaaC,EXE_SOI_AMD,string (6),Date d'entrée au format année + mois,-,2009,,
T_RIPaaC,EXE_SOI_AMF,string (6),Date de sortie au format année + mois,-,2009,,
T_RIPaaC,NUM_DAT_AT_RET,string (1),"Code retour contrôle "" Numéro accident du travail ou date d’accident de droit commun""",-,2015,,
T_RIPaaC,ORG_CPL_NUM_RET,string (1),"Code retour contrôle "" N° d’organisme complémentaire""",-,2015,,
T_RIPaaC,ETA_NUM_RET,string (1),"Code retour contrôle ""N° FINESS d’inscription e-PMSI""",-,2017,,
T_RIPaaC,NUM_DAT_AT,string (9),Numéro accident du travail ou date d’accident de droit commun,-,2015,,
T_RIPaaC,ORG_CPL_NUM,string (10),N° d’organisme complémentaire,-,2015,,
T_RIPaaC,IPP_BEN_ANO_RET,string (1),"Code retour contrôle "" N° d'identification permanent du patient""",-,2019,,
T_RIPaaC,IPP_BEN_ANO,string (44),N° d'identification permanent du patient anonymisé,-,2019,,
T_RIPaaC,COM_ETA,string (50),Commentaires,-,2020,,
T_RIPaaC,ENT_AM,string (6),Date d'entrée au format année + mois,-,2009,2011,
T_RIPaaC,SOR_AM,string (6),Date de sortie au format année + mois,-,2009,2011,
T_RIPaaC,SOR_ANN,string (4),Année de sortie,-,2007,2010,
T_RIPaaC,SOR_MOI,string (2),Mois de sortie,-,2007,2010,
T_RIPaaC,ENT_MOI,string (2),Mois de la date d'entrée du séjour,-,2010,2021,
T_RIPaaC,ENT_ANN,string (4),Année de la date d'entrée du séjour,-,2010,2021,
T_RIPaaC,ETA_NUM_TWO,string (9),Second n° FINESS,-,2007,2021,
T_RIPaaCCAM,ETA_NUM_EPMSI,string (9),N° FINESS e-PMSI,-,2017,,
T_RIPaaCCAM,ETA_NUM_TWO,string (9),Second n° FINESS,-,2017,,
T_RIPaaCCAM,IPP_IRR_CRY,string (16),Cryptage irreversible de l'IPP,-,2017,,
T_RIPaaCCAM,SEJ_IDT,string (5),Identifiant de séjour,-,2017,,
T_RIPaaCCAM,RIP_NUM,string (6),N° séquentiel de séjour,-,2017,,
T_RIPaaCCAM,SEQ_SEQ_NUM,string (3),N° séquentiel de séquence au sein du séjour,-,2019,,
T_RIPaaCCAM,ENT_DAT_DEL,number (3),Délai depuis l'entrée de la séquence,-,2017,,
T_RIPaaCCAM,CDC_ACT,string (7),Code CCAM,-,2017,,
T_RIPaaCCAM,EXT_PMSI,string (2),Extension PMSI,-,2017,,
T_RIPaaCCAM,PHA_ACT,string (1),Code de la phase,-,2017,,
T_RIPaaCCAM,ACV_ACT,string (1),Code de l'activité,-,2017,,
T_RIPaaCCAM,DOC_ACT,string (1),Extension documentaire,-,2017,,
T_RIPaaCCAM,NBR_EXE_ACT,number (2),Nombre de réalisations,-,2017,,
T_RIPaaCSTC,ETA_NUM_EPMSI,string (9),Numéro FINESS e-PMSI,-,2020,,
T_RIPaaCSTC,FOR_NUM,string (3),Numéro format,-,2020,,
T_RIPaaCSTC,FOR_NUM_ORI,string (3),Numéro format d'origine,-,2020,,
T_RIPaaCSTC,NIR_RET,string (1),Code retour contrôle « Numéro sécurité sociale »,-,2020,,
T_RIPaaCSTC,NAI_RET,string (1),Code retour contrôle « date  naissance »,-,2020,,
T_RIPaaCSTC,SEX_RET,string (1),Code retour contrôle « sexe »,-,2020,,
T_RIPaaCSTC,IPP_BEN_ANO_RET,string (1),Code retour contrôle « n°d'identification permanent patient »,-,2020,,
