,table,var,description,var_type,var_size,nomenclature,creation,suppression,dates_manquantes
3964,T_MCOaaVALOACE,mnt_remb_dia,"Montant Remboursé AM Alternative à la dialyse en centre, y compris factures FIDES",number,"10,2",-,2013,,
3965,T_MCOaaVALOACE,mnt_remb_dm_ext,"Montant Remboursé AM DM externe, y compris factures FIDES",number,"10,2",-,2013,,
3966,T_MCOaaVALOACE,mnt_remb_ffm,"Montant Remboursé AM FFM, y compris factures FIDES",number,"10,2",-,2013,,
3967,T_MCOaaVALOACE,mnt_remb_ftn,"Montant Remboursé AM FTN, y compris factures FIDES",number,"10,2",-,2013,,
3968,T_MCOaaVALOACE,MNT_REMB_MED_EXT,Montant Remboursé AM  Médicaments externe,number,"10,2",-,2017,,
3969,T_MCOaaVALOACE,mnt_remb_ngap,"Montant Remboursé AM NGAP, y compris factures FIDES",number,"10,2",-,2013,,
3970,T_MCOaaVALOACE,mnt_remb_se,"Montant Remboursé AM SE, y compris factures FIDES",number,"10,2",-,2013,,
3971,T_MCOaaVALOACE,mnt_val,Montant AM effectivement valorisé par OVALIDE,number,"10,2",-,2013,,
3972,T_MCOaaVALOACE,mnt_val_atu,Montant AM effectivement valorisé par OVALIDE ATU,number,"10,2",-,2013,,
3973,T_MCOaaVALOACE,mnt_val_ccam,Montant AM effectivement valorisé par OVALIDE CCAM,number,"10,2",-,2013,,
3974,T_MCOaaVALOACE,mnt_val_dia,Montant AM effectivement valorisé par OVALIDE Alternative à la dialyse en centre,number,"10,2",-,2013,,
3975,T_MCOaaVALOACE,mnt_val_dm_ext,Montant AM effectivement valorisé par OVALIDE DM externe,number,"10,2",-,2013,,
3976,T_MCOaaVALOACE,mnt_val_ffm,Montant AM effectivement valorisé par OVALIDE FFM,number,"10,2",-,2013,,
3977,T_MCOaaVALOACE,mnt_val_ftn,Montant AM effectivement valorisé par OVALIDE FTN,number,"10,2",-,2013,,
3978,T_MCOaaVALOACE,MNT_VAL_MED_EXT,Montant AM effectivement valorisé par OVALIDE Médicaments externe,number,"10,2",-,2017,,
3979,T_MCOaaVALOACE,mnt_val_ngap,Montant AM effectivement valorisé par OVALIDE NGAP,number,"10,2",-,2013,,
3980,T_MCOaaVALOACE,MNT_VAL_PI,Montant AM effectivement valorisé par OVALIDE PI,number,"10,2",-,2017,,
3981,T_MCOaaVALOACE,mnt_val_se,Montant AM effectivement valorisé par OVALIDE SE,number,"10,2",-,2013,,
3982,T_MCOaaVALOACE,nbligne,Nb lignes de la facture,number,20,-,2013,,
3983,T_MCOaaVALOACE,NON_SEJ_FAC_AM,"Variable ""Motif de non facturation à l'assurance maladie"" du RAFAEL-A",string,1,-,2013,,
3984,T_MCOaaVALOACE,SEJ_FAC_AM,"Variable ""Séjour facturable à l'assurance maladie"" du RAFAEL-A",string,1,-,2013,,
3985,T_MCOaaVALOACE,SEQ_NUM,n°  de facture séquentiel,string,8,-,2013,,
3986,T_MCOaaVALOACE,valo,Type de valorisation du séjour,string,1,-,2013,,
3987,T_MCOaaVALOACE,TOP_TMF,tmf,string,1,-,2019,,
3988,T_MCOaaVALOACE,pf18,Participation forfaitaire 18 euros déduite sur la facture,string,1,-,2013,2019,
3989,T_MCOaaVALOACE,MNT_BR_PI,Montant Base de remboursement Prestations Intermédiares,number,"10,2",-,2017,2022,
3990,T_MCOaaVALOACE,MNT_REMB_PI,Montant Remboursé AM Prestations Intermédiares,number,"10,2",-,2017,2022,
3991,T_MCOaaVALOACE,MNT_BR_I04,Montant Base de remboursement Forfait Innovation I04,number,"10,2",-,2018,2022,
3992,T_MCOaaVALOACE,MNT_REMB_I04,Montant Remboursé AM Forfait Innovation I04,number,"10,2",-,2018,2022,
3993,T_MCOaaVALOACE,MNT_VAL_I04,Montant AM effectivement valorisé par OVALIDE Forfait Innovation I04,number,"10,2",-,2018,2022,
3994,T_MCOaaVALOACE,MNT_BR_MOP,,number,,-,2019,2022,
3995,T_MCOaaVALOACE,MNT_REMB_MOP,,number,,-,2019,2022,
3996,T_MCOaaVALOACE,MNT_VAL_MOP,,number,,-,2019,2022,
3997,T_MCOaaZ,ETA_NUM,Numéro FINESS e-PMSI,string,9,-,2011,,
3998,T_MCOaaZ,ETE_GHS_NUM,Code du supplément (n° GHS),number,4,-,2011,,
3999,T_MCOaaZ,GHS_SUP_COD,Code du supplément (n° GHS),string,4,-,2011,,
4000,T_MCOaaZ,NBR_SUP,Nombre de suppléments (Nb actes menant dans le GHS),number,3,-,2011,,
4001,T_MCOaaZ,RSA_NUM,N° d'index du RSA,string,10,-,2011,,
4002,T_MCOaaZ,RSS_NUM,Numéro de version du format du RSA,string,3,-,2011,,
4003,T_RIPaaC,ETA_NUM_EPMSI,FINESS d’inscription e-PMSI,string,9,-,2007,,
4004,T_RIPaaC,FOR_NUM,N° format,string,3,-,2009,,
4005,T_RIPaaC,FOR_NUM_HOSP,N° format VID-HOSP,string,3,-,2009,,
4006,T_RIPaaC,NIR_RET,Code retour contrôle « n° sécurité sociale »,string,1,-,2007,,
4007,T_RIPaaC,NAI_RET,Code retour contrôle « date de  naissance »,string,1,-,2007,,
4008,T_RIPaaC,IPP_IRR_CRY,Cryptage irréversible l'IPP,string,16,-,2020,,
4009,T_RIPaaC,SEX_RET,Code retour contrôle « sexe »,string,1,-,2007,,
4010,T_RIPaaC,SEJ_RET,Code retour contrôle « n° d’identification administratif de séjour »,string,1,-,2007,,
4011,T_RIPaaC,FHO_RET,Code retour « fusion ANO-HOSP et HOSP-PMSI »,string,1,-,2007,,
4012,T_RIPaaC,PMS_RET,Code retour « fusion ANO-PMSI et fichier PMSI »,string,1,-,2007,,
4013,T_RIPaaC,DAT_RET,Code retour contrôle « date de référence» (date d’entrée du séjour),string,1,-,2007,,
4014,T_RIPaaC,COH_NAI_RET,Code retour contrôle « Cohérence date naissance »,string,1,-,2013,,
4015,T_RIPaaC,COH_SEX_RET,Code retour contrôle « Cohérence sexe »,string,1,-,2013,,
4016,T_RIPaaC,NIR_ANO_17,N° anonyme,string,17,-,2007,,
4017,T_RIPaaC,SEJ_NUM,Délai à la date d'entrée,string,5,-,2007,,
4018,T_RIPaaC,RIP_NUM,N° séquentiel dans fichier PMSI,string,6,-,2007,,
4019,T_RIPaaC,ENT_DAT,Date d'entrée du séjour PMSI,string,8,-,2009,,
4020,T_RIPaaC,SOR_DAT,Date de sortie du séjour PMSI,string,8,-,2009,,
4021,T_RIPaaC,EXE_SOI_DTD,date d'entrée,string,6,-,2009,,
4022,T_RIPaaC,EXE_SOI_DTF,date de sortie,string,6,-,2009,,
4023,T_RIPaaC,EXE_SOI_AMD,Date d'entrée au format année + mois,string,6,-,2009,,
4024,T_RIPaaC,EXE_SOI_AMF,Date de sortie au format année + mois,string,6,-,2009,,
4025,T_RIPaaC,NUM_DAT_AT_RET,"Code retour contrôle "" Numéro accident du travail ou date d’accident de droit commun""",string,1,-,2015,,
4026,T_RIPaaC,ORG_CPL_NUM_RET,"Code retour contrôle "" N° d’organisme complémentaire""",string,1,-,2015,,
4027,T_RIPaaC,ETA_NUM_RET,"Code retour contrôle ""N° FINESS d’inscription e-PMSI""",string,1,-,2017,,
4028,T_RIPaaC,NUM_DAT_AT,Numéro accident du travail ou date d’accident de droit commun,string,9,-,2015,,
4029,T_RIPaaC,ORG_CPL_NUM,N° d’organisme complémentaire,string,10,-,2015,,
4030,T_RIPaaC,IPP_BEN_ANO_RET,"Code retour contrôle "" N° d'identification permanent du patient""",string,1,-,2019,,
4031,T_RIPaaC,IPP_BEN_ANO,N° d'identification permanent du patient anonymisé,string,44,-,2019,,
4032,T_RIPaaC,COM_ETA,Commentaires,string,50,-,2020,,
4033,T_RIPaaC,ENT_AM,Date d'entrée au format année + mois,string,6,-,2009,2011,
4034,T_RIPaaC,SOR_AM,Date de sortie au format année + mois,string,6,-,2009,2011,
4035,T_RIPaaC,SOR_ANN,Année de sortie,string,4,-,2007,2010,
4036,T_RIPaaC,SOR_MOI,Mois de sortie,string,2,-,2007,2010,
4037,T_RIPaaC,ENT_MOI,Mois de la date d'entrée du séjour,string,2,-,2010,2021,
4038,T_RIPaaC,ENT_ANN,Année de la date d'entrée du séjour,string,4,-,2010,2021,
4039,T_RIPaaC,ETA_NUM_TWO,Second n° FINESS,string,9,-,2007,2021,
4040,T_RIPaaCCAM,ETA_NUM_EPMSI,N° FINESS e-PMSI,string,9,-,2017,,
4041,T_RIPaaCCAM,ETA_NUM_TWO,Second n° FINESS,string,9,-,2017,,
4042,T_RIPaaCCAM,IPP_IRR_CRY,Cryptage irreversible de l'IPP,string,16,-,2017,,
4043,T_RIPaaCCAM,SEJ_IDT,Identifiant de séjour,string,5,-,2017,,
4044,T_RIPaaCCAM,RIP_NUM,N° séquentiel de séjour,string,6,-,2017,,
4045,T_RIPaaCCAM,SEQ_SEQ_NUM,N° séquentiel de séquence au sein du séjour,string,3,-,2019,,
4046,T_RIPaaCCAM,ENT_DAT_DEL,Délai depuis l'entrée de la séquence,number,3,-,2017,,
4047,T_RIPaaCCAM,CDC_ACT,Code CCAM,string,7,-,2017,,
4048,T_RIPaaCCAM,EXT_PMSI,Extension PMSI,string,2,-,2017,,
4049,T_RIPaaCCAM,PHA_ACT,Code de la phase,string,1,-,2017,,
4050,T_RIPaaCCAM,ACV_ACT,Code de l'activité,string,1,-,2017,,
4051,T_RIPaaCCAM,DOC_ACT,Extension documentaire,string,1,-,2017,,
4052,T_RIPaaCCAM,NBR_EXE_ACT,Nombre de réalisations,number,2,-,2017,,
4053,T_RIPaaCSTC,ETA_NUM_EPMSI,Numéro FINESS e-PMSI,string,9,-,2020,,
4054,T_RIPaaCSTC,FOR_NUM,Numéro format,string,3,-,2020,,
4055,T_RIPaaCSTC,FOR_NUM_ORI,Numéro format d'origine,string,3,-,2020,,
4056,T_RIPaaCSTC,NIR_RET,Code retour contrôle « Numéro sécurité sociale »,string,1,-,2020,,
4057,T_RIPaaCSTC,NAI_RET,Code retour contrôle « date  naissance »,string,1,-,2020,,
4058,T_RIPaaCSTC,SEX_RET,Code retour contrôle « sexe »,string,1,-,2020,,
4059,T_RIPaaCSTC,IPP_BEN_ANO_RET,Code retour contrôle « n°d'identification permanent patient »,string,1,-,2020,,
4060,T_RIPaaCSTC,COH_NAI_RET,Code retour contrôle « Cohérence date naissance »,string,1,-,2020,,
4061,T_RIPaaCSTC,COH_SEX_RET,Code retour contrôle « Cohérence sexe »,string,1,-,2020,,
4062,T_RIPaaCSTC,NIR_ANO_17,Pseudonyme,string,17,-,2020,,
4063,T_RIPaaCSTC,RNG_NAI_RET,Code retour contrôle « Rang naissance »,string,1,-,2020,,
4064,T_RIPaaCSTC,RNG_BEN_RET,Code retour contrôle « Rang bénéficiaire »,string,1,-,2020,,
4065,T_RIPaaCSTC,RNG_NAI,Rang naissance ,string,1,-,2020,,
4066,T_RIPaaCSTC,RNG_BEN,Rang bénéficiaire ,string,3,-,2020,,
4067,T_RIPaaCSTC,IPP_BEN_ANO,Numéro d'identification permanent patient anonymisé,string,44,-,2020,,
4068,T_RIPaaCSTC,IPP_IRR_CRY,Cryptage irréversible l'IPP,string,16,-,2020,,
4069,T_RIPaaE,ETA_NUM,N°FINESS,string,9,-,2007,,
4070,T_RIPaaE,SOC_RAI,Raison sociale,string,60,-,2007,,
4071,T_RIPaaE,REG_ETA,Région,string,40,-,2007,,
4072,T_RIPaaE,ANN_TRT,N° du trimestre PMSI transmis,string,7,-,2007,,
4073,T_RIPaaE,STA_ETA,Statut de l'établissement,string,3,-,2007,,
4074,T_RIPaaE,VAL_ETA,Validation des données,string,50,-,2007,,
4075,T_RIPaaE,ETB_EXE_FIN,N°FINESS sans clé,string,8,-,2007,,
4076,T_RIPaaFA,TYP_ART,Type d'enregistrement,string,1,-,2010,,
4077,T_RIPaaFA,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
4078,T_RIPaaFA,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,,
4079,T_RIPaaFA,AGE_JOU ,Age jours (pour les moins un an),number,5,-,2020,,
4080,T_RIPaaFA,BDI_COD,Code géographique,string,5,-,2020,,
4081,T_RIPaaFA,COD_POST,Code postal,string,5,-,2020,,
4082,T_RIPaaFA,EXE_SOI_DTD,Date d'entrée séjour,date,8,-,2020,,
4083,T_RIPaaFA,EXE_SOI_DTF,Date sortie séjour,date,8,-,2020,,
4084,T_RIPaaFA,RIP_NUM,Numéro séquentiel de séjour (idem RPSA),string,6,-,2010,,
4085,T_RIPaaFA,FAC_NUM,N° séquentiel de facture,string,3,-,2010,,
4086,T_RIPaaFA,COD_SEX,Sexe,string,1,-,2010,,
4087,T_RIPaaFA,AGE_ANN,Age (en années),number,3,-,2014,,
4088,T_RIPaaFA,COD_CIV,Code civilité ,string,1,-,2010,,
4089,T_RIPaaFA,RNG_BEN,Rang de bénéficiaire,string,3,-,2016,,
4090,T_RIPaaFA,OPE_NAT,Nature opération,string,1,-,2010,,
4091,T_RIPaaFA,NAT_ASS,Nature assurance,string,2,-,2010,,
4092,T_RIPaaFA,CON_TYP,Type de contrat souscrit auprès d'un organisme complémentaire,string,2,-,2010,,
4093,T_RIPaaFA,EXO_TM,Justification d'exonération du TM,string,1,-,2010,,
4094,T_RIPaaFA,COD_PEC,Code de prise en charge,string,1,-,2010,,
4095,T_RIPaaFA,NOE_RGM,Code Gd régime,string,2,-,2010,,
4096,T_RIPaaFA,RNG_NAI,Rang de naissance,string,1,-,2016,,
4097,T_RIPaaFA,PH_BRM,Total Base Remboursement Prestation hospitalière,number,"8,2",-,2010,,
4098,T_RIPaaFA,PH_AMO_MNR,Total remboursable AMO Prestation hospitalières,number,"8,2",-,2010,,
4099,T_RIPaaFA,HON_MNT,Total honoraire Facturé,number,"8,2",-,2010,,
4100,T_RIPaaFA,HON_AM_MNR,Total honoraire remboursable AM,number,"8,2",-,2010,,
4101,T_RIPaaFA,PAS_OC_MNT,Total participation assuré avant OC,number,"8,2",-,2010,,
4102,T_RIPaaFA,PH_OC_MNR,Total remboursable OC pour les PH,number,"8,2",-,2010,,
4103,T_RIPaaFA,HON_OC_MNR,Total remboursable OC pour les honoraires,number,"8,2",-,2010,,
4104,T_RIPaaFA,PH_MNT,Montant total facturé pour  PH,number,"8,2",-,2010,,
4105,T_RIPaaFA,FAC_ETL,Etat de liquidation de la facture,string,1,-,2010,,
4106,T_RIPaaFA,BEN_CMU,Patient bénéficiaire de la CMU,string,1,-,2012,,
4107,T_RIPaaFA,ORG_CPL_NUM,N° d’organisme complémentaire,string,10,-,2015,,
4108,T_RIPaaFA,NUM_DAT_AT,Numéro accident du travail ou date d’accident de droit commun,string,9,-,2015,,
4109,T_RIPaaFA,ENT_MOI,Mois de la date d'entrée,string,2,-,2010,2021,
4110,T_RIPaaFA,ENT_ANN,Année de la date d'entrée,string,4,-,2010,2021,
4111,T_RIPaaFA,SOR_MOI,Mois de la date de sortie,string,2,-,2010,2021,
4112,T_RIPaaFA,SOR_ANN,Année de la date de sortie,string,4,-,2010,2021,
4113,T_RIPaaFA,SEJ_DUR,Durée (Date de sortie-date d'entrée),number,4,-,2010,2021,
4114,T_RIPaaFB,TYP_ART,Type d'enregistrement,string,1,-,2010,,
4115,T_RIPaaFB,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
4116,T_RIPaaFB,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,,
4117,T_RIPaaFB,EXE_SOI_DTD,Date début séjour,date,8,-,2020,,
4118,T_RIPaaFB,EXE_SOI_DTF,Date fin séjour,date,8,-,2020,,
4119,T_RIPaaFB,RIP_NUM,Numéro séquentiel de séjour (idem RPSA),string,6,-,2010,,
4120,T_RIPaaFB,FAC_NUM,N° séquentiel de facture,string,3,-,2010,,
4121,T_RIPaaFB,DEL_DAT_ENT,Délai par rapport à la date d'entrée,number,5,-,2013,,
4122,T_RIPaaFB,PSH_MDT,Mode de traitement,string,2,-,2010,,
4123,T_RIPaaFB,PSH_DMT,Discipline de prestation (ex DMT),string,3,-,2010,,
4124,T_RIPaaFB,ACT_COD,Code acte,string,5,-,2010,,
4125,T_RIPaaFB,ACT_NBR,Quantité,number,3,-,2010,,
4126,T_RIPaaFB,EXO_TM,Justification exonération TM,string,1,-,2010,,
4127,T_RIPaaFB,ACT_COE,Cœfficient,number,"5,2",-,2010,,
4128,T_RIPaaFB,COD_PEC,Code prise en charge FJ,string,1,-,2010,,
4129,T_RIPaaFB,RIP_COE,Cœfficient MCO/HAD,number,"5,4",-,2010,,
4130,T_RIPaaFB,PRI_UNI,Prix Unitaire,number,"7,2",-,2010,,
4131,T_RIPaaFB,REM_BAS,Montant Base remboursement,number,"8,2",-,2010,,
4132,T_RIPaaFB,REM_TAU,Taux applicable à la prestation,number,3,-,2010,,
4133,T_RIPaaFB,AMO_MNR,Montant Remboursable par la caisse (AMO),number,"8,2",-,2010,,
4134,T_RIPaaFB,FAC_MNT,Montant total de la dépense,number,"8,2",-,2010,,
4135,T_RIPaaFB,AMC_MNR,Montant remboursable par l'organisme complémentaire (AMC),number,"7,2",-,2010,,
4136,T_RIPaaFB,GHS_NUM,N° de GHS/GHT,string,4,-,2010,,
4137,T_RIPaaFB,NOE_MNR,Montant remboursé NOEMIE Retour,number,"8,2",-,2010,,
4138,T_RIPaaFB,NOE_OPE,Nature opération récupération NOEMIE Retour,string,3,-,2010,,
4139,T_RIPaaFB,ETE_GHS_NUM,N° GHS (format num),number,4,-,2010,,
4140,T_RIPaaFB,ENT_MOI,Mois de la date de début de séjour,string,2,-,2010,2021,
4141,T_RIPaaFB,ENT_ANN,Année de la date de début de séjour,string,4,-,2010,2021,
4142,T_RIPaaFB,SOR_MOI,Mois de la date de fin de séjour,string,2,-,2010,2021,
4143,T_RIPaaFB,SOR_ANN,Année de la date de fin de séjour,string,4,-,2010,2021,
4144,T_RIPaaFB,SEJ_DUR,Durée (Date de fin de séjour-date de début de séjour),number,4,-,2010,2021,
4145,T_RIPaaFC,TYP_ART,Type d'enregistrement,string,1,-,2010,,
4146,T_RIPaaFC,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
4147,T_RIPaaFC,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,,
4148,T_RIPaaFC,RIP_NUM,Numéro séquentiel de séjour (idem RPSA),string,6,-,2010,,
4149,T_RIPaaFC,FAC_NUM,N° séquentiel de facture,string,3,-,2010,,
4150,T_RIPaaFC,DEL_DAT_ENT,Délai par rapport à la date d'entrée,number,5,-,2013,,
4151,T_RIPaaFC,PSH_MDT,Mode de traitement,string,2,-,2010,,
4152,T_RIPaaFC,PSH_DMT,Discipline de prestation (ex DMT),string,3,-,2010,,
4153,T_RIPaaFC,EXO_TM,Justification exo TM,string,1,-,2010,,
4154,T_RIPaaFC,ACT_COD,Code acte,string,5,-,2010,,
4155,T_RIPaaFC,ACT_NBR,Quantité,number,2,-,2010,,
4156,T_RIPaaFC,ACT_COE,Cœfficient,number,"6,2",-,2010,,
4157,T_RIPaaFC,ACT_DNB,Dénombrement,number,2,-,2010,,
4158,T_RIPaaFC,PRI_UNI,Prix Unitaire,number,"7,2",-,2010,,
4159,T_RIPaaFC,REM_BAS,Montant Base remboursement,number,"7,2",-,2010,,
4160,T_RIPaaFC,REM_TAU,Taux Remboursement,number,3,-,2010,,
4161,T_RIPaaFC,AMO_MNR,Montant Remboursable par AMO,number,"7,2",-,2010,,
4162,T_RIPaaFC,HON_MNT,Montant des honoraire (dépassement compris),number,"7,2",-,2010,,
4163,T_RIPaaFC,AMC_MNR,Montant remboursable par AMC,number,"6,2",-,2010,,
4164,T_RIPaaFC,EXE_SOI_DTD,Date l'acte,date,8,-,2020,,
4165,T_RIPaaFC,NOE_MNR,Montant remboursé NOEMIE Retour,number,"8,2",-,2010,,
4166,T_RIPaaFC,NOE_OPE,Nature opération récupération NOEMIE Retour,string,3,-,2010,,
4167,T_RIPaaFC,ACT_MOI,Mois de la date de l'acte,string,2,-,2010,2021,
4168,T_RIPaaFC,ACT_ANN,Année de la date de l'acte,string,4,-,2010,2021,
4169,T_RIPaaFH,TYP_ART,Type d'enregistrement,string,1,-,2010,,
4170,T_RIPaaFH,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
4171,T_RIPaaFH,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,,
4172,T_RIPaaFH,RIP_NUM,Numéro séquentiel de séjour (idem RPSA),string,6,-,2010,,
4173,T_RIPaaFH,FAC_NUM,N° séquentiel de facture,string,3,-,2010,,
4174,T_RIPaaFH,DEL_DAT_ENT,Délai par rapport à la date d'entrée,number,5,-,2013,,
4175,T_RIPaaFH,EXE_SOI_DTD,Date soins,date,8,-,2020,,
4176,T_RIPaaFH,COD_UCD,Code UCD,string,7,-,2010,,
4177,T_RIPaaFH,COE_TAU,Coefficient de fractionnement,number,"5,2",-,2010,,
4178,T_RIPaaFH,ACH_PRI,Prix d'achat unitaire TTC,number,"7,2",-,2010,,
4179,T_RIPaaFH,MNT_UNI_ECA,Montant unitaire de l'écart indemnisable,number,"7,2",-,2010,,
4180,T_RIPaaFH,TOT_MNT_ECA,Montant total de l'écart indemnisable,number,"7,2",-,2010,,
4181,T_RIPaaFH,QUA_COD,Quantité,number,3,-,2010,,
4182,T_RIPaaFH,FAC_TOT,Montant total facturé TTC,number,"7,2",-,2010,,
4183,T_RIPaaFH,UCD_UCD_COD,Code UCD (0 à gauche),string,13,-,2010,,
4184,T_RIPaaFH,ENT_MOI,Mois de la date de début de séjour,string,2,-,2010,2021,
4185,T_RIPaaFH,ENT_ANN,Année de la date de début de séjour,string,4,-,2010,2021,
4186,T_RIPaaFI,TYP_ART,Type d'enregistrement,string,1,-,2010,,
4187,T_RIPaaFI,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
4188,T_RIPaaFI,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,,
4189,T_RIPaaFI,EXE_SOI_DTD,Date début ,date,8,-,2020,,
4190,T_RIPaaFI,EXE_SOI_DTF,Date fin,date,8,-,2020,,
4191,T_RIPaaFI,RIP_NUM,Numéro séquentiel de séjour (idem RPSA),string,6,-,2010,,
4192,T_RIPaaFI,FAC_NUM,N° séquentiel de facture,string,3,-,2010,,
4193,T_RIPaaFI,DEL_DAT_ENT,Délai par rapport à la date d'entrée,number,5,-,2013,,
4194,T_RIPaaFI,SEJ_FIN,Nature d'interruption ou de fin de séjour,string,1,-,2010,,
4195,T_RIPaaFI,ETB_NUM,Etablissement de transfert ou de retour ou lieu d'exécution de l'acte,string,14,-,2010,,
4196,T_RIPaaFI,ENT_MOI,Mois de la date de début de séjour,string,2,-,2010,2021,
4197,T_RIPaaFI,ENT_ANN,Année de la date de début de séjour,string,4,-,2010,2021,
4198,T_RIPaaFI,SOR_MOI,Mois de la date de fin de séjour,string,2,-,2010,2021,
4199,T_RIPaaFI,SOR_ANN,Année de la date de fin de séjour,string,4,-,2010,2021,
4200,T_RIPaaFI,SEJ_DUR,Durée (Date de fin de séjour-date de début de séjour),number,4,-,2010,2021,
4201,T_RIPaaFL,TYP_ART,Type d'enregistrement,string,1,-,2012,,
4202,T_RIPaaFL,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2012,,
4203,T_RIPaaFL,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2012,,
4204,T_RIPaaFL,RIP_NUM,Numéro séquentiel de séjour (idem RPSA),string,6,-,2012,,
4205,T_RIPaaFL,EXE_SOI_DTD,Date l'acte 1,date,8,-,2020,,
4210,T_RIPaaFL,FAC_NUM,N° séquentiel de facture,string,3,-,2012,,
4211,T_RIPaaFL,PSH_MDT,Mode de traitement,string,2,-,2012,,
4212,T_RIPaaFL,PSH_DMT,Discipline de prestation (ex DMT),string,3,-,2012,,
4213,T_RIPaaFL,DEL_DAT_ENT,délai par rapport à la date d'entrée,number,5,-,2012,,
4214,T_RIPaaFL,ACT_NBR,Quantité acte,number,2,-,2012,,
4215,T_RIPaaFL,NABM_COD,Code acte,string,8,-,2012,,
4216,T_RIPaaFL,ANN_MOI,Mois et année,string,6,-,2012,2021,
4217,T_RIPaaFM,TYP_ART,Type d'enregistrement,string,1,-,2010,,
4218,T_RIPaaFM,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
4219,T_RIPaaFM,ETA_NUM_TWO,Numéro FINESS de l’établissement (site géographique),string,9,-,2010,,
4220,T_RIPaaFM,RIP_NUM,Numéro séquentiel de séjour (idem RPSA),string,6,-,2010,,
4221,T_RIPaaFM,FAC_NUM,N° séquentiel de facture,string,3,-,2010,,
4222,T_RIPaaFM,ACT_DAT_COMP,Compatible avec la date de l'acte,string,1,-,2010,,
4223,T_RIPaaFM,DEL_DAT_ENT,Délai par rapport à la date d'entrée,number,5,-,2013,,
4224,T_RIPaaFM,PSH_MDT,Mode de traitement,string,2,-,2010,,
4225,T_RIPaaFM,PSH_DMT,Discipline de prestation (ex DMT),string,3,-,2010,,
4226,T_RIPaaFM,CCAM_COD,Code CCAM,string,13,-,2010,,
4227,T_RIPaaFM,DOC_ACT,Extension documentaire,string,1,-,2010,,
4228,T_RIPaaFM,ACV_ACT,Activité,string,1,-,2010,,
4229,T_RIPaaFM,PHA_ACT,Phase,string,1,-,2010,,
4230,T_RIPaaFM,MOD_ACT1,Modificateur 1,string,1,-,2010,,
4231,T_RIPaaFM,MOD_ACT2,Modificateur 2,string,1,-,2010,,
4232,T_RIPaaFM,MOD_ACT3,Modificateur 3,string,1,-,2010,,
4233,T_RIPaaFM,MOD_ACT4,Modificateur 4,string,1,-,2010,,
4234,T_RIPaaFM,ANP_ACT,Association non prévue,string,1,-,2010,,
4235,T_RIPaaFM,REM_EXP_ACT,Code remb exceptionnel,string,1,-,2010,,
4236,T_RIPaaFM,DENT_NUM_1,N° dent 1,string,2,-,2010,,
4237,T_RIPaaFM,DENT_NUM_2,N° dent 2,string,2,-,2010,,
4238,T_RIPaaFM,DENT_NUM_3,N° dent 3,string,2,-,2010,,
4239,T_RIPaaFM,EXE_SOI_DTD,Date l'acte,date,8,-,2020,,
4240,T_RIPaaFM,DENT_NUM_4,N° dent 4,string,2,-,2010,,
4241,T_RIPaaFM,DENT_NUM_5,N° dent 5,string,2,-,2010,,
4242,T_RIPaaFM,DENT_NUM_6,N° dent 6,string,2,-,2010,,
4243,T_RIPaaFM,DENT_NUM_7,N° dent 7,string,2,-,2010,,
4244,T_RIPaaFM,DENT_NUM_8,N° dent 8,string,2,-,2010,,
4245,T_RIPaaFM,DENT_NUM_9,N° dent 9,string,2,-,2010,,
4246,T_RIPaaFM,DENT_NUM_10,N° dent 10,string,2,-,2010,,
4247,T_RIPaaFM,DENT_NUM_11,N° dent 11,string,2,-,2010,,
4248,T_RIPaaFM,DENT_NUM_12,N° dent 12,string,2,-,2010,,
4249,T_RIPaaFM,DENT_NUM_13,N° dent 13,string,2,-,2010,,
4250,T_RIPaaFM,DENT_NUM_14,N° dent 14,string,2,-,2010,,
4251,T_RIPaaFM,DENT_NUM_15,N° dent 15,string,2,-,2010,,
4252,T_RIPaaFM,DENT_NUM_16,N° dent 16,string,2,-,2010,,
4253,T_RIPaaFM,ACT_MOI,Mois de la date de l'acte,string,2,-,2010,2021,
4254,T_RIPaaFM,ACT_ANN,Année de la date de l'acte,string,4,-,2010,2021,
4255,T_RIPaaFP,TYP_ART,Type d'enregistrement,string,1,-,2010,,
4256,T_RIPaaFP,ETA_NUM_EPMSI,Numéro FINESS de l’entité juridique,string,9,-,2010,,
